NSID	W8HHMID	W8DCHSEX	W8HHMDOBM	W8HHMDOBY	W8DHHMAGE	W8RAGE	W8RELTOKEY
NS18329M	3	1	1	1992	24	-1	8
NS18329M	4	2	8	1995	20	-1	8
NS18329M	5	1	4	1999	17	-1	8
NS18332Z	1	1	-9	-9	-1	-8	8
NS18332Z	2	2	-9	-9	-1	33	8
NS18332Z	3	1	-9	-9	-1	32	8
NS18332Z	4	2	-9	-9	-1	53	1
NS18332Z	5	1	12	1959	56	-1	1
NS18333A	1	2	9	1955	60	-1	1
NS18333A	2	1	4	1947	68	-1	1
NS18333A	3	1	1	1984	32	-1	8
NS18335C	1	2	-9	-9	-1	-9	8
NS18345X	1	2	4	1961	54	-1	1
NS18345X	2	1	5	1987	28	-1	8
NS18352N	1	1	-9	-9	-1	29	8
NS18352N	2	1	-9	-9	-1	56	1
NS18352N	3	2	-9	-9	-1	45	1
NS18352N	4	2	-9	-9	-1	16	8
NS18356S	1	1	-9	-9	-1	67	5
NS18359W	1	2	4	1963	52	-1	1
NS18359W	2	1	6	1964	51	-1	1
NS18371B	1	1	-9	-9	-1	-9	1
NS18371B	2	2	-9	-9	-1	-9	1
NS18371B	3	2	-9	-9	-1	-9	8
NS18373D	1	2	-9	-9	-1	44	1
NS18373D	2	1	-9	-9	-1	53	1
NS18373D	3	1	-9	-9	-1	18	8
NS18373D	4	1	-9	-9	-1	15	8
NS18373D	5	1	-9	-9	-1	10	8
NS18374E	1	2	7	1957	58	-1	1
NS18374E	2	1	6	1957	58	-1	1
NS18374E	3	1	3	1993	22	-1	8
NS18380V	1	1	8	1949	66	-1	1
NS18380V	2	2	12	1955	60	-1	1
NS18387C	1	1	3	1959	57	-1	1
NS18387C	2	2	-9	-9	-1	50	1
NS18387C	3	1	-9	-9	-1	21	8
NS18387C	4	1	-9	-9	-1	30	8
NS18387C	5	1	-9	-9	-1	29	8
NS18398Y	1	2	11	1948	67	-1	1
NS18398Y	2	1	6	1955	60	-1	1
NS18407Y	1	2	7	1954	61	-1	1
NS18407Y	2	1	8	1953	62	-1	1
NS18424J	1	1	-9	-9	-1	-8	19
NS18428N	1	2	6	1963	53	-1	1
NS18428N	2	1	10	1957	58	-1	1
NS18448C	1	1	-9	-9	-1	-9	1
NS18448C	2	2	-9	-9	-1	-9	1
NS18448C	3	1	-9	-9	-1	-9	8
NS18448C	4	2	-9	-9	-1	-9	10
NS18448C	5	2	-9	-9	-1	-9	10
NS18448C	6	2	-9	-9	-1	-9	7
NS18449D	1	1	6	1961	54	-1	1
NS18449D	2	2	2	1962	53	-1	1
NS18449D	3	1	4	1987	28	-1	8
NS18449D	4	2	7	1988	27	-1	8
NS18449D	5	2	12	1995	19	-1	8
NS18450N	1	2	5	1954	61	-1	1
NS18450N	2	1	-9	-9	-1	62	1
NS18451P	1	1	-9	-9	-1	60	1
NS18451P	2	2	-9	-9	-1	60	1
NS18464M	1	1	3	1991	25	-1	23
NS18464M	2	2	9	1963	52	-1	1
NS18464M	3	1	7	1962	54	-1	1
NS18464M	4	1	8	1991	24	-1	8
NS18464M	5	1	3	1997	19	-1	8
NS18464M	6	2	12	1999	16	-1	8
NS18467Q	1	2	4	1994	22	-1	8
NS18467Q	2	2	4	1993	23	-1	8
NS18467Q	3	2	1	1970	46	-1	1
NS18468R	1	2	11	1942	73	-1	14
NS18469S	1	2	3	1958	57	-1	1
NS18469S	2	1	7	1988	27	-1	8
NS18469S	3	2	12	1990	25	-1	13
NS18469S	4	1	6	1993	22	-1	8
NS18471D	1	2	-9	-9	-1	56	1
NS18471D	2	1	-9	-9	-1	53	1
NS18471D	3	2	-9	-9	-1	25	8
NS18480X	1	2	1	1947	69	-1	14
NS18489G	1	1	1	1993	22	-1	8
NS18490R	1	1	5	1985	30	-1	9
NS18490R	2	2	5	1965	50	-1	1
NS18492T	1	1	-9	-9	-1	-8	1
NS18492T	2	2	-9	-9	-1	-8	1
NS18493V	1	2	9	1963	52	-1	1
NS18493V	2	1	6	1961	54	-1	1
NS18493V	3	2	10	1991	24	-1	8
NS18500S	1	2	-9	-9	-1	28	17
NS18500S	2	1	-9	-9	-1	26	17
NS18501T	1	2	2	1958	57	-1	1
NS18501T	2	1	3	1948	67	-1	1
NS18505Y	1	2	1	1954	62	-1	1
NS18505Y	2	1	6	1951	64	-1	1
NS18505Y	3	1	4	1987	28	-1	8
NS18507A	1	2	-9	-9	-1	-8	17
NS18508B	1	1	-9	-9	-1	59	1
NS18508B	2	2	1	1954	62	-1	1
NS18513Q	1	2	1	1967	48	-1	1
NS18513Q	2	1	4	1962	53	-1	1
NS18514R	1	1	-9	-9	-1	54	1
NS18514R	2	2	-9	-9	-1	50	4
NS18514R	3	1	-9	-9	-1	23	8
NS18515S	1	2	12	1950	65	-1	1
NS18515S	2	1	8	1944	71	-1	1
NS18516T	1	2	5	1959	57	-1	1
NS18516T	2	1	9	1956	59	-1	1
NS18517V	1	2	11	1954	61	-1	1
NS18519X	1	2	6	1992	23	-1	23
NS18527P	1	1	-9	-9	-1	34	17
NS18527P	2	1	-9	-9	-1	24	17
NS18530B	1	2	2	1966	49	-1	23
NS18535G	1	2	-9	-9	-1	-8	8
NS18535G	2	2	-9	-9	-1	-9	1
NS18535G	3	1	-9	-9	-1	65	1
NS18535G	4	2	-9	-9	-1	-8	8
NS18543Z	1	2	-9	-9	-1	-8	14
NS18545B	1	1	-9	-9	-1	24	17
NS18546C	1	2	12	1982	32	-1	17
NS18547D	1	2	12	1944	71	-1	3
NS18547D	2	1	7	1942	73	-1	3
NS18552S	1	1	8	1947	68	-1	1
NS18552S	2	2	4	1956	59	-1	1
NS18552S	3	1	7	1994	21	-1	8
NS18559A	1	1	-9	-9	-1	-8	18
NS18559A	2	2	-9	-9	-1	-8	18
NS18559A	3	1	-9	-9	-1	-8	19
NS18561L	1	2	8	1967	48	-1	1
NS18561L	2	2	8	1990	25	-1	8
NS18561L	3	2	10	2003	12	-1	8
NS18561L	4	2	4	1985	31	-1	8
NS18561L	5	1	4	1970	46	-1	4
NS18564P	1	2	12	1961	54	-1	1
NS18564P	2	1	3	1952	63	-1	1
NS18568T	1	2	1	1971	45	-1	1
NS18579P	1	2	2	1969	46	-1	1
NS18579P	2	1	1	1995	20	-1	8
NS18579P	3	1	4	1996	19	-1	8
NS18579P	4	1	9	2004	10	-1	8
NS18579P	5	2	9	2001	13	-1	8
NS18581A	1	2	-9	-9	-1	29	17
NS18581A	2	1	-9	-9	-1	30	17
NS18581A	3	1	-9	-9	-1	32	17
NS18589J	1	2	9	1990	26	-1	17
NS18589J	2	2	2	1991	25	-1	17
NS18598C	1	2	-9	-9	-1	48	1
NS18598C	2	2	12	1992	23	-1	8
NS18598C	3	1	-9	-9	-1	16	9
NS18598C	4	1	-9	-9	-1	11	9
NS18601W	1	1	5	1950	65	-1	1
NS18601W	2	2	10	1951	64	-1	1
NS18602X	1	2	-9	-9	-1	50	1
NS18602X	2	1	-9	-9	-1	53	1
NS18602X	3	1	-9	-9	-1	19	8
NS18604Z	1	2	2	1952	63	-1	1
NS18604Z	2	1	1	1985	31	-1	8
NS18604Z	3	2	1	1993	23	-1	8
NS18604Z	4	2	1	1992	23	-1	13
NS18607C	1	2	1	1991	24	-1	17
NS18609E	1	1	8	1970	45	-1	17
NS18609E	2	1	12	1995	20	-1	17
NS18615V	1	2	5	2011	4	-1	6
NS18622L	1	2	11	1963	52	-1	1
NS18623M	1	1	1	1940	76	-1	1
NS18623M	2	2	12	1952	63	-1	1
NS18628S	1	2	8	1946	69	-1	1
NS18628S	2	1	4	1942	73	-1	1
NS18630D	1	2	-9	-9	-1	-8	17
NS18630D	2	-8	-9	-9	-1	-8	17
NS18630D	3	-8	-9	-9	-1	-8	17
NS18641Z	1	1	3	1961	55	-1	1
NS18641Z	2	2	8	1957	58	-1	1
NS18647F	1	1	-9	-9	-1	-8	1
NS18647F	2	2	-9	-9	-1	-9	1
NS18647F	3	1	-9	-9	-1	-9	8
NS18647F	4	1	-9	-9	-1	-9	8
NS18651T	1	2	-9	-9	-1	-9	1
NS18651T	2	1	-9	-9	-1	60	1
NS18653W	1	2	9	1964	51	-1	1
NS18653W	2	1	2	1968	47	-1	1
NS18653W	3	1	8	1992	23	-1	8
NS18657A	1	2	10	1994	21	-1	11
NS18657A	2	2	5	1962	53	-1	4
NS18657A	3	1	11	1962	53	-1	4
NS18658B	1	1	-9	-9	-1	60	1
NS18658B	2	2	-9	-9	-1	56	1
NS18658B	3	1	-9	-9	-1	36	8
NS18658B	4	2	-9	-9	-1	34	13
NS18658B	5	1	-9	-9	-1	30	8
NS18660M	1	2	10	1965	50	-1	1
NS18660M	2	1	12	1958	57	-1	1
NS18662P	1	1	-9	-9	-1	-8	15
NS18662P	2	2	-9	-9	-1	-8	15
NS18662P	3	2	-9	-9	-1	-8	16
NS18662P	4	1	-9	-9	-1	-8	15
NS18665S	1	1	11	1998	17	-1	8
NS18665S	2	2	10	1959	56	-1	1
NS18671H	1	1	2	1955	61	-1	1
NS18671H	2	2	9	2005	10	-1	9
NS18671H	3	1	6	2007	9	-1	8
NS18672J	1	1	12	1955	60	-1	1
NS18672J	2	2	7	1996	19	-1	11
NS18672J	3	2	3	1965	51	-1	4
NS18684F	1	2	6	1965	50	-1	1
NS18684F	2	1	8	1999	16	-1	9
NS18685G	1	2	11	1965	49	-1	1
NS18685G	2	1	8	1964	51	-1	1
NS18687J	1	2	3	1966	49	-1	1
NS18687J	2	1	10	1964	51	-1	1
NS18697D	1	1	9	1985	30	-1	8
NS18697D	2	1	5	1980	35	-1	13
NS18697D	3	2	1	1980	35	-1	23
NS18697D	4	1	5	1986	29	-1	23
NS18697D	5	1	8	2013	2	-1	23
NS18697D	6	1	11	1980	34	-1	23
NS18697D	7	1	2	2015	0	-1	23
NS18708F	1	1	3	1955	60	-1	1
NS18708F	2	2	9	1956	59	-1	1
NS18708F	3	2	11	1994	21	-1	8
NS18709G	1	2	2	1962	53	-1	1
NS18709G	2	2	4	1992	23	-1	8
NS18715X	1	2	8	1961	54	-1	1
NS18719B	1	2	1	1958	58	-1	1
NS18719B	2	1	3	1991	24	-1	8
NS18720L	1	2	8	1960	55	-1	1
NS18720L	2	2	8	1990	25	-1	8
NS18730F	1	1	8	1963	52	-1	1
NS18730F	2	2	4	1951	65	-1	1
NS18731G	1	2	4	1993	22	-1	17
NS18736M	1	1	7	1953	62	-1	1
NS18736M	2	2	5	1955	61	-1	1
NS18737N	1	2	-9	-9	-1	52	1
NS18751W	1	1	4	1942	74	-1	1
NS18751W	2	2	7	1960	55	-1	1
NS18751W	3	1	9	1983	32	-1	8
NS18751W	4	1	4	1986	30	-1	8
NS18751W	5	1	1	1992	24	-1	8
NS18752X	1	2	-9	-9	-1	55	1
NS18752X	2	1	-9	-9	-1	54	1
NS18752X	3	1	-9	-9	-1	22	8
NS18752X	4	2	-9	-9	-1	17	8
NS18770J	1	2	11	1968	47	-1	1
NS18776Q	1	1	2	1952	63	-1	1
NS18776Q	2	2	10	1964	51	-1	1
NS18778S	1	1	5	1963	52	-1	1
NS18778S	2	2	3	1967	48	-1	1
NS18778S	3	2	7	1991	24	-1	8
NS18778S	4	1	9	1988	26	-1	13
NS18778S	5	1	11	1993	21	-1	8
NS18779T	1	2	11	1965	50	-1	1
NS18779T	2	1	1	1963	53	-1	1
NS18783G	1	1	-9	-9	-1	-9	4
NS18783G	2	2	-9	-9	-1	-8	1
NS18783G	3	2	-9	-9	-1	-8	23
NS18783G	4	2	-9	-9	-1	-8	9
NS18785J	1	2	3	1956	59	-1	1
NS18785J	2	2	8	1990	25	-1	8
NS18789N	1	1	-9	-9	-1	-9	8
NS18789N	2	2	-9	-9	-1	-9	23
NS18800Z	1	1	11	1954	61	-1	1
NS18800Z	2	2	12	1954	61	-1	1
NS18800Z	3	2	1	1987	29	-1	8
NS18800Z	4	1	-9	-9	-1	30	23
NS18802B	1	2	-9	-9	-1	-9	1
NS18802B	2	1	-9	-9	-1	-9	1
NS18802B	3	1	-9	-9	-1	-9	8
NS18807G	1	2	6	1991	25	-1	17
NS18807G	2	1	4	1988	28	-1	17
NS18809J	1	2	-9	-9	-1	54	1
NS18810T	1	1	6	1950	65	-1	1
NS18810T	2	2	1	1957	59	-1	1
NS18825T	1	2	4	1991	24	-1	17
NS18825T	2	2	-9	-9	-1	24	17
NS18835N	1	2	6	1963	52	-1	1
NS18835N	2	1	12	1960	54	-1	4
NS18835N	3	2	11	2008	6	-1	15
NS18842E	1	2	12	1989	25	-1	17
NS18844G	1	1	11	1938	77	-1	5
NS18844G	2	2	12	1950	65	-1	5
NS18851Y	1	2	1	1961	55	-1	1
NS18853A	1	2	-9	-9	-1	25	17
NS18857E	1	1	1	1963	53	-1	1
NS18857E	2	2	5	1966	49	-1	1
NS18857E	3	1	11	1998	17	-1	8
NS18863V	1	2	9	1964	51	-1	1
NS18882H	1	2	-9	-9	-1	-9	1
NS18882H	2	1	-9	-9	-1	-9	1
NS18898J	1	2	-9	-9	-1	52	1
NS18898J	2	1	-9	-9	-1	-8	1
NS18898J	3	2	-9	-9	-1	-8	14
NS18899K	1	2	-9	-9	-1	-9	1
NS18899K	2	1	-9	-9	-1	-9	1
NS18899K	3	2	-9	-9	-1	-9	8
NS18901C	1	2	7	1968	47	-1	1
NS18901C	2	2	6	1999	16	-1	8
NS18902D	1	2	6	1963	52	-1	1
NS18902D	2	1	2	1969	47	-1	4
NS18902D	3	1	2	1989	27	-1	8
NS18905G	1	2	6	1963	52	-1	1
NS18908K	1	2	1	1954	61	-1	1
NS18908K	2	1	7	1954	61	-1	1
NS18908K	3	1	8	1995	20	-1	10
NS18910W	1	2	3	1992	23	-1	8
NS18910W	2	2	1	1964	51	-1	1
NS18919F	1	1	2	1954	61	-1	1
NS18919F	2	1	8	1959	56	-1	1
NS18919F	3	1	3	1985	30	-1	8
NS18919F	4	1	7	1995	20	-1	8
NS18919F	5	2	12	1984	30	-1	13
NS18919F	6	1	5	2014	1	-1	15
NS18925W	1	2	3	1955	60	-1	1
NS18925W	2	1	12	1951	64	-1	1
NS18931L	1	2	-9	-9	-1	48	1
NS18931L	2	1	-9	-9	-1	47	4
NS18932M	1	2	-9	-9	-1	62	1
NS18932M	2	1	-9	-9	-1	66	1
NS18932M	3	1	-9	-9	-1	29	8
NS18938T	1	2	3	1938	77	-1	14
NS18939V	1	2	12	1966	49	-1	1
NS18950Z	1	1	4	1946	69	-1	1
NS18950Z	2	2	9	1950	65	-1	1
NS18961V	1	2	4	1964	51	-1	1
NS18961V	2	1	8	1953	62	-1	1
NS18962W	1	2	1	1957	59	-1	1
NS18965Z	1	1	4	1995	21	-1	8
NS18972Q	1	2	9	1958	57	-1	1
NS18972Q	2	2	5	1992	23	-1	8
NS18973R	1	2	-9	-9	-1	-9	1
NS18973R	2	1	-9	-9	-1	-9	1
NS18974S	1	1	-9	-9	-1	25	17
NS18974S	2	1	-9	-9	-1	25	17
NS18974S	3	2	-9	-9	-1	24	17
NS18975T	1	2	1	1964	52	-1	1
NS18975T	2	1	4	1960	55	-1	1
NS18975T	3	2	3	2000	15	-1	8
NS18977W	1	1	-9	-9	-1	55	1
NS18977W	2	1	-9	-9	-1	18	8
NS18977W	3	2	-9	-9	-1	23	8
NS18983L	1	2	9	2002	13	-1	8
NS18983L	2	2	9	2004	11	-1	8
NS18983L	3	1	-9	-9	-1	-8	4
NS18984M	1	2	10	1950	65	-1	1
NS18985N	1	1	-9	-9	-1	27	8
NS18986P	1	1	-9	-9	-1	-8	17
NS18986P	2	1	-9	-9	-1	-8	17
NS18987Q	1	2	10	1967	48	-1	1
NS18987Q	2	1	-9	-9	-1	17	8
NS18987Q	3	1	-9	-9	-1	16	8
NS18991D	1	2	2	1961	54	-1	1
NS18991D	2	1	5	1958	57	-1	1
NS18997K	1	2	10	1988	27	-1	8
NS19000C	1	2	10	1955	60	-1	1
NS19000C	2	1	5	1956	59	-1	1
NS19004G	1	1	-9	-9	-1	-8	1
NS19004G	2	2	-9	-9	-1	-9	1
NS19015C	1	1	6	1963	52	-1	1
NS19015C	2	2	4	1962	54	-1	1
NS19015C	3	1	2	1936	80	-1	14
NS19015C	4	1	4	1987	29	-1	8
NS19015C	5	2	9	1991	24	-1	13
NS19020R	1	2	1	1964	52	-1	1
NS19020R	2	1	9	1964	51	-1	1
NS19020R	3	1	6	1993	22	-1	8
NS19022T	1	2	4	1956	60	-1	1
NS19022T	2	1	11	1952	63	-1	1
NS19022T	3	2	1	1993	23	-1	23
NS19022T	4	1	12	1998	17	-1	15
NS19025X	1	2	7	1968	47	-1	1
NS19025X	2	1	3	1992	24	-1	8
NS19025X	3	1	10	1993	22	-1	8
NS19030L	1	2	10	1954	61	-1	1
NS19031M	1	2	5	1965	50	-1	1
NS19031M	2	1	6	1958	57	-1	1
NS19035R	1	1	5	1958	57	-1	1
NS19035R	2	2	9	1965	49	-1	1
NS19035R	3	2	9	1985	29	-1	8
NS19039W	1	2	1	1991	24	-1	17
NS19041G	1	2	8	1956	59	-1	1
NS19041G	2	1	4	1992	24	-1	8
NS19042H	1	1	-9	-9	-1	-8	1
NS19042H	2	2	-9	-9	-1	-8	1
NS19042H	3	2	-9	-9	-1	-8	8
NS19042H	4	1	-9	-9	-1	-8	8
NS19053D	1	2	4	1965	50	-1	1
NS19053D	2	1	4	1959	56	-1	1
NS19053D	3	2	2	1994	21	-1	8
NS19060V	1	1	9	1963	51	-1	1
NS19060V	2	2	4	1963	52	-1	1
NS19060V	3	1	12	1991	23	-1	8
NS19063Y	1	2	3	1961	54	-1	1
NS19063Y	2	2	9	1996	19	-1	8
NS19063Y	3	1	8	1999	16	-1	8
NS19065A	1	1	3	1963	53	-1	1
NS19071Q	1	2	7	1948	67	-1	1
NS19071Q	2	1	11	1951	64	-1	1
NS19072R	1	2	-9	-9	-1	56	1
NS19072R	2	1	-9	-9	-1	60	4
NS19075V	1	2	2	1993	22	-1	8
NS19075V	2	2	12	1965	50	-1	1
NS19075V	3	1	3	1962	53	-1	1
NS19081K	1	1	4	1964	51	-1	1
NS19081K	2	2	1	1964	52	-1	1
NS19081K	3	2	2	1991	25	-1	17
NS19083M	1	2	-9	-9	-1	55	1
NS19083M	2	1	-9	-9	-1	70	1
NS19083M	3	2	-9	-9	-1	32	8
NS19086Q	1	2	10	1963	52	-1	1
NS19086Q	2	1	9	1970	45	-1	4
NS19092F	1	1	5	1986	29	-1	17
NS19094H	1	2	8	1953	62	-1	1
NS19094H	2	1	10	1956	59	-1	4
NS19102G	1	1	5	1959	56	-1	1
NS19102G	2	2	6	1965	50	-1	1
NS19105K	1	1	4	1995	21	-1	8
NS19105K	2	1	5	1985	31	-1	8
NS19105K	3	2	-9	-9	-1	53	1
NS19105K	4	1	11	1956	59	-1	1
NS19107M	1	1	-9	-9	-1	-9	8
NS19107M	2	2	-9	-9	-1	-9	1
NS19120T	1	2	10	1965	50	-1	1
NS19120T	2	1	5	1965	50	-1	1
NS19120T	3	2	9	1992	23	-1	8
NS19120T	4	1	1	1996	20	-1	8
NS19121V	1	1	12	1958	57	-1	1
NS19121V	2	2	11	1957	58	-1	1
NS19123X	1	1	2	1957	58	-1	1
NS19123X	2	2	5	1959	56	-1	1
NS19123X	3	1	1	1997	18	-1	8
NS19125Z	1	2	3	1963	53	-1	1
NS19127B	1	2	2	1963	52	-1	1
NS19137W	1	2	5	1968	47	-1	1
NS19137W	2	1	5	1967	48	-1	1
NS19138X	1	2	-9	-9	-1	-9	1
NS19138X	2	1	-9	-9	-1	-9	8
NS19142K	1	1	-9	-9	-1	-8	17
NS19142K	2	2	-9	-9	-1	-8	17
NS19151D	1	1	1	1962	54	-1	1
NS19151D	2	2	8	1952	63	-1	1
NS19151D	3	1	1	1982	34	-1	8
NS19151D	4	2	11	1995	20	-1	8
NS19155H	1	2	-9	-9	-1	-9	1
NS19166D	1	2	-9	-9	-1	63	5
NS19166D	2	1	-9	-9	-1	58	5
NS19166D	3	1	-9	-9	-1	22	13
NS19167E	1	2	-9	-9	-1	-8	1
NS19167E	2	2	-9	-9	-1	-8	8
NS19167E	3	1	-9	-9	-1	-8	1
NS19167E	4	1	-9	-9	-1	-9	8
NS19167E	5	2	-9	-9	-1	-9	8
NS19172T	1	2	-9	-9	-1	-9	17
NS19172T	2	1	-9	-9	-1	-9	17
NS19176Y	1	2	-9	-9	-1	52	1
NS19176Y	2	1	-9	-9	-1	54	1
NS19177Z	1	1	8	1939	76	-1	1
NS19177Z	2	2	3	1970	45	-1	1
NS19177Z	3	1	2	1992	23	-1	8
NS19177Z	4	2	6	1994	21	-1	8
NS19177Z	5	1	9	2000	15	-1	8
NS19182N	1	1	2	1955	60	-1	1
NS19182N	2	2	5	1926	89	-1	14
NS19182N	3	1	10	1992	23	-1	8
NS19182N	4	1	5	1991	24	-1	23
NS19191G	1	2	11	1965	50	-1	1
NS19191G	2	1	-9	-9	-1	55	4
NS19192H	1	1	3	1994	21	-1	8
NS19192H	2	1	-9	-9	-1	51	17
NS19192H	3	2	10	1956	58	-1	1
NS19193J	1	1	10	1958	57	-1	1
NS19193J	2	2	3	1961	54	-1	1
NS19193J	3	2	5	1993	22	-1	8
NS19194K	1	2	-9	-9	-1	-8	1
NS19194K	2	2	5	1994	21	-1	8
NS19204L	1	2	-9	-9	-1	59	1
NS19213E	1	1	8	1952	63	-1	1
NS19213E	2	1	7	1983	32	-1	8
NS19213E	3	2	5	1988	27	-1	8
NS19213E	4	2	4	1989	26	-1	13
NS19213E	5	1	3	2013	3	-1	23
NS19218K	1	1	10	1969	46	-1	1
NS19218K	2	2	2	1965	51	-1	1
NS19218K	3	1	11	1997	18	-1	8
NS19218K	4	2	9	1993	22	-1	8
NS19228E	1	2	12	1974	41	-1	17
NS19228E	2	2	2	1991	25	-1	17
NS19228E	3	1	12	1992	23	-1	17
NS19231R	1	2	9	1963	51	-1	1
NS19236X	1	1	-9	-9	-1	50	4
NS19239A	1	2	-9	-9	-1	23	8
NS19239A	2	1	-9	-9	-1	-8	23
NS19239A	3	1	-9	-9	-1	-8	1
NS19239A	4	2	-9	-9	-1	-8	1
NS19241L	1	2	1	1963	53	-1	1
NS19241L	2	1	9	1958	57	-1	1
NS19244P	1	1	8	1989	26	-1	17
NS19249V	1	1	3	1961	54	-1	1
NS19249V	2	2	4	1962	53	-1	1
NS19249V	3	2	11	1988	26	-1	8
NS19252G	1	2	7	1958	57	-1	1
NS19252G	2	1	-9	-9	-1	63	4
NS19252G	3	1	3	1985	30	-1	8
NS19255K	1	1	6	1961	54	-1	1
NS19255K	2	1	3	1962	53	-1	1
NS19255K	3	2	1	1995	21	-1	8
NS19257M	1	2	-9	-9	-1	53	1
NS19257M	2	1	-9	-9	-1	21	8
NS19257M	3	2	-9	-9	-1	24	8
NS19257M	4	2	-9	-9	-1	27	8
NS19260Z	1	1	-9	-9	-1	63	1
NS19260Z	2	2	-9	-9	-1	59	1
NS19260Z	3	2	1	1993	22	-1	8
NS19261A	1	2	2	1990	25	-1	17
NS19261A	2	1	12	1986	28	-1	17
NS19262B	1	2	8	1966	49	-1	1
NS19264D	1	1	4	2010	5	-1	6
NS19265E	1	2	2	1954	62	-1	1
NS19265E	2	1	3	1947	69	-1	1
NS19267G	1	2	6	1962	53	-1	1
NS19269J	1	2	-9	-9	-1	29	17
NS19269J	2	1	-9	-9	-1	-8	17
NS19271V	1	1	-9	-9	-1	65	1
NS19271V	2	2	-9	-9	-1	55	1
NS19271V	3	2	-9	-9	-1	18	8
NS19271V	4	2	-9	-9	-1	14	8
NS19271V	5	2	-9	-9	-1	11	8
NS19286V	1	1	-9	-9	-1	-9	1
NS19286V	2	2	-9	-9	-1	-9	1
NS19286V	3	1	-9	-9	-1	-9	8
NS19286V	4	2	-9	-9	-1	-9	13
NS19288X	1	-9	-9	-9	-1	-9	-9
NS19288X	2	-9	-9	-9	-1	-9	-9
NS19293L	1	2	3	1990	25	-1	17
NS19297Q	1	1	-9	-9	-1	59	1
NS19297Q	2	2	-9	-9	-1	54	1
NS19297Q	3	1	6	1986	29	-1	8
NS19298R	1	2	4	1986	29	-1	17
NS19299S	1	2	-9	-9	-1	23	17
NS19300J	1	1	6	1958	57	-1	1
NS19300J	2	2	12	1956	58	-1	1
NS19300J	3	2	2	1987	28	-1	8
NS19300J	4	2	2	1997	18	-1	8
NS19320Y	1	2	-9	-9	-1	46	1
NS19320Y	2	1	-9	-9	-1	46	1
NS19320Y	3	2	5	1994	22	-1	8
NS19323B	1	2	1	1963	53	-1	4
NS19325D	1	2	3	1990	25	-1	17
NS19325D	2	2	10	1989	26	-1	17
NS19331T	1	1	-9	-9	-1	33	17
NS19331T	2	2	-9	-9	-1	23	17
NS19345S	1	2	5	1988	28	-1	8
NS19345S	2	2	10	2008	7	-1	15
NS19346T	1	1	-9	-9	-1	63	1
NS19346T	2	2	-9	-9	-1	58	1
NS19354L	1	2	-9	-9	-1	-9	1
NS19354L	2	2	-9	-9	-1	10	9
NS19354L	3	1	-9	-9	-1	8	9
NS19354L	4	1	-9	-9	-1	23	8
NS19368K	1	1	10	1962	53	-1	1
NS19368K	2	1	-9	-9	-1	17	8
NS19368K	3	2	-9	-9	-1	40	1
NS19368K	4	2	-9	-9	-1	23	8
NS19368K	5	2	-9	-9	-1	20	8
NS19368K	6	1	-9	-9	-1	30	13
NS19369L	1	2	-9	-9	-1	27	17
NS19369L	2	1	-9	-9	-1	27	17
NS19369L	3	1	-9	-9	-1	23	17
NS19369L	4	2	-9	-9	-1	28	17
NS19369L	5	2	-9	-9	-1	29	17
NS19369L	6	1	-9	-9	-1	26	17
NS19374A	1	2	-9	-9	-1	60	1
NS19389A	1	1	7	1969	46	-1	4
NS19389A	2	2	10	1969	46	-1	1
NS19389A	3	2	12	1992	23	-1	8
NS19389A	4	1	7	1995	20	-1	8
NS19393N	1	2	2	1966	50	-1	1
NS19393N	2	1	6	1962	53	-1	1
NS19393N	3	1	5	1992	23	-1	8
NS19395Q	1	1	10	1988	27	-1	17
NS19396R	1	2	-9	-9	-1	53	1
NS19396R	2	1	-9	-9	-1	65	4
NS19400L	1	1	12	1985	29	-1	17
NS19406S	1	1	-9	-9	-1	-8	23
NS19406S	2	2	-9	-9	-1	-8	23
NS19406S	3	1	-9	-9	-1	-8	23
NS19411G	1	2	6	1989	26	-1	17
NS19411G	2	2	10	1989	26	-1	17
NS19415L	1	2	5	1970	46	-1	1
NS19415L	2	1	-9	-9	-1	-8	4
NS19415L	3	1	3	1998	18	-1	8
NS19419Q	1	2	4	1964	52	-1	1
NS19423D	1	1	4	1958	58	-1	1
NS19423D	2	2	-9	-9	-1	56	1
NS19423D	3	2	-9	-9	-1	87	14
NS19423D	4	1	7	1992	23	-1	8
NS19423D	5	1	4	1997	19	-1	8
NS19430V	1	1	12	1956	59	-1	1
NS19430V	2	2	12	1960	55	-1	1
NS19430V	3	1	11	1986	29	-1	8
NS19430V	4	1	8	1995	20	-1	8
NS19430V	5	1	3	1997	19	-1	8
NS19435A	1	2	6	1967	48	-1	1
NS19435A	2	1	6	1994	21	-1	8
NS19439E	1	2	-9	-9	-1	-9	1
NS19439E	2	1	-9	-9	-1	-9	1
NS19439E	3	2	-9	-9	-1	18	13
NS19441Q	1	1	-9	-9	-1	-9	1
NS19444T	1	2	2	1960	55	-1	1
NS19444T	2	1	11	1960	55	-1	1
NS19444T	3	2	7	1992	23	-1	8
NS19444T	4	2	3	2001	14	-1	8
NS19444T	5	2	4	1997	18	-1	8
NS19444T	6	1	2	1994	21	-1	8
NS19444T	7	2	9	1988	27	-1	23
NS19447X	1	2	8	1995	20	-1	8
NS19447X	2	2	9	1962	53	-1	1
NS19451K	1	1	-9	-9	-1	57	1
NS19451K	2	2	-9	-9	-1	50	1
