NSID	W8HISTID	W8HIST	W8WORKHRSP	W8STUDYHRSP	W8USUALP	W8SICKHRSP	W8HISTSTPM	W8HISTSTPY	W8DACTIVITYP
NS18184V	1	2	1	-1	-1	-1	10	2012	3
NS18184V	2	1	1	-1	-1	-1	10	2010	1
NS18184V	3	1	1	-1	-1	-1	10	2009	1
NS18186X	1	5	-1	1	3	-1	9	2008	6
NS18188Z	1	1	1	-1	-1	-1	4	2015	1
NS18188Z	2	1	1	-1	-1	-1	4	2014	1
NS18188Z	3	1	1	-1	-1	-1	11	2013	1
NS18188Z	4	1	1	-1	-1	-1	7	2013	1
NS18188Z	5	5	-1	1	3	-1	9	2010	6
NS18188Z	6	1	1	-1	-1	-1	9	2009	1
NS18189A	1	1	1	-1	-1	-1	-8	-8	1
NS18195Q	1	1	1	-1	-1	-1	6	2012	1
NS18195Q	2	1	1	-1	-1	-1	7	2011	1
NS18195Q	3	1	2	-1	-1	-1	6	2011	2
NS18195Q	4	6	1	-1	-1	-1	6	2008	12
NS18197S	1	1	1	-1	-1	-1	3	2014	1
NS18197S	2	1	1	-1	-1	-1	9	2013	1
NS18197S	3	1	2	-1	-1	-1	3	2013	2
NS18197S	4	1	2	-1	-1	-1	9	2012	2
NS18197S	5	5	-1	1	3	-1	9	2008	6
NS18197S	6	5	-1	1	2	-1	9	2006	6
NS18199V	1	5	-1	1	3	-1	9	2009	6
NS18200L	1	1	1	-1	-1	-1	9	2013	1
NS18200L	2	5	-1	1	3	-1	9	2012	6
NS18200L	3	5	-1	1	3	-1	6	2009	6
NS18201M	1	1	1	-1	-1	-1	9	2013	1
NS18201M	2	5	-1	1	3	-1	9	2011	6
NS18201M	3	5	-1	1	1	-1	9	2001	6
NS18204Q	1	1	1	-1	-1	-1	6	2011	1
NS18204Q	2	1	1	-1	-1	-1	-8	-8	1
NS18207T	1	1	2	-1	-1	-1	1	2013	2
NS18207T	2	1	2	-1	-1	-1	8	2012	2
NS18207T	3	5	-1	1	3	-1	9	2008	6
NS18208V	1	1	2	-1	-1	-1	4	2014	2
NS18208V	2	4	-1	-1	-1	-1	11	2013	5
NS18208V	3	1	1	-1	-1	-1	4	2013	1
NS18208V	4	4	-1	-1	-1	-1	9	2012	5
NS18208V	5	1	1	-1	-1	-1	8	2012	1
NS18208V	6	5	-1	1	3	-1	10	2009	6
NS18209W	1	1	1	-1	-1	-1	6	2015	1
NS18209W	2	4	-1	-1	-1	-1	7	2014	5
NS18209W	3	1	1	-1	-1	-1	7	2013	1
NS18209W	4	5	-1	1	3	-1	9	2009	6
NS18214K	1	9	-1	-1	-1	-1	11	2014	13
NS18214K	2	1	1	-1	-1	-1	9	2007	1
NS18215L	1	1	1	-1	-1	-1	6	2014	1
NS18215L	2	1	1	-1	-1	-1	1	2013	1
NS18215L	3	3	1	-1	-1	-1	4	2012	11
NS18215L	4	1	1	-1	-1	-1	9	2011	1
NS18215L	5	5	-1	1	3	-1	9	2008	6
NS18217N	1	5	-1	1	3	-1	10	2008	6
NS18217N	2	5	-1	1	2	-1	9	2006	6
NS18218P	1	5	-1	2	3	-1	9	2014	7
NS18218P	2	5	-1	1	3	-1	9	2013	6
NS18218P	3	5	-1	1	2	-1	9	2011	6
NS18218P	4	5	-1	1	1	-1	9	2010	6
NS18218P	5	5	-1	1	1	-1	9	2004	6
NS18223D	1	4	-1	-1	-1	-1	6	2015	5
NS18223D	2	1	1	-1	-1	-1	2	2010	1
NS18227H	1	1	1	-1	-1	-1	9	2014	1
NS18227H	2	1	1	-1	-1	-1	3	2013	1
NS18227H	3	1	1	-1	-1	-1	9	2010	1
NS18227H	4	5	-1	1	3	-1	1	2008	6
NS18228J	1	1	1	-1	-1	-1	2	2015	1
NS18228J	2	1	1	-1	-1	-1	4	2014	1
NS18228J	3	1	1	-1	-1	-1	10	2013	1
NS18228J	4	1	1	-1	-1	-1	7	2012	1
NS18228J	5	5	-1	1	3	-1	9	2009	6
NS18228J	6	1	1	-1	-1	-1	6	2009	1
NS18228J	7	5	-1	1	2	-1	9	2006	6
NS18229K	1	1	1	-1	-1	-1	1	2014	1
NS18229K	2	10	-1	-1	-1	-1	6	2013	14
NS18229K	3	1	1	-1	-1	-1	7	2012	1
NS18229K	4	5	-1	1	3	-1	9	2009	6
NS18230V	1	1	1	-1	-1	-1	-8	2010	1
NS18230V	2	-8	-1	-1	-1	-1	-8	-8	-8
NS18232X	1	1	1	-1	-1	-1	11	2015	1
NS18232X	2	1	1	-1	-1	-1	11	2015	1
NS18232X	3	1	1	-1	-1	-1	8	2014	1
NS18232X	4	5	-1	1	3	-1	9	2009	6
NS18232X	5	5	-1	1	1	-1	9	2006	6
NS18234Z	1	2	1	-1	-1	-1	6	2009	3
NS18234Z	2	4	-1	-1	-1	-1	9	2006	5
NS18236B	1	1	2	-1	-1	-1	12	2007	2
NS18238D	1	1	2	-1	-1	-1	10	2008	2
NS18245V	1	1	2	-1	-1	-1	10	2013	2
NS18245V	2	1	2	-1	-1	-1	9	2012	2
NS18245V	3	5	-1	1	3	-1	9	2009	6
NS18249Z	1	4	-1	-1	-1	-1	1	2013	5
NS18249Z	2	1	2	-1	-1	-1	12	2012	2
NS18249Z	3	4	-1	-1	-1	-1	1	2010	5
NS18250J	1	10	-1	-1	-1	-1	5	2015	14
NS18250J	2	1	1	-1	-1	-1	9	2014	1
NS18250J	3	1	1	-1	-1	-1	2	2014	1
NS18250J	4	1	2	-1	-1	-1	6	2012	2
NS18250J	5	3	2	-1	-1	-1	1	2010	11
NS18253M	1	9	-1	-1	-1	-1	11	2008	13
NS18253M	2	5	-1	1	2	-1	9	2006	6
NS18254N	1	1	1	-1	-1	-1	3	2015	1
NS18254N	2	4	-1	-1	-1	-1	10	2014	5
NS18254N	3	1	1	-1	-1	-1	9	2012	1
NS18254N	4	5	-1	1	3	-1	9	2008	6
NS18255P	1	1	1	-1	-1	-1	3	2014	1
NS18255P	2	5	-1	1	3	-1	8	2010	6
NS18255P	3	-8	-1	-1	-1	-1	9	2008	-8
NS18265J	1	1	1	-1	-1	-1	7	2012	1
NS18265J	2	4	-1	-1	-1	-1	5	2012	5
NS18265J	3	1	1	-1	-1	-1	10	2011	1
NS18265J	4	1	1	-1	-1	-1	8	2011	1
NS18265J	5	4	-1	-1	-1	-1	6	2011	5
NS18265J	6	5	-1	1	3	-1	9	2008	6
NS18266K	1	1	1	-1	-1	-1	12	2009	1
NS18267L	1	5	-1	1	3	-1	9	2011	6
NS18267L	2	5	-1	1	3	-1	9	2010	6
NS18267L	3	1	2	-1	-1	-1	3	2009	2
NS18268M	1	1	1	-1	-1	-1	9	2008	1
NS18271Z	1	1	2	-1	-1	-1	6	2015	2
NS18271Z	2	1	1	-1	-1	-1	6	2014	1
NS18271Z	3	1	2	-1	-1	-1	3	2011	2
NS18271Z	4	4	-1	-1	-1	-1	2	2010	5
NS18273B	1	1	1	-1	-1	-1	10	2010	1
NS18273B	2	1	1	-1	-1	-1	10	2010	1
NS18273B	3	5	-1	1	3	-1	1	2010	6
NS18273B	4	5	-1	1	2	-1	9	2006	6
NS18274C	1	1	2	-1	-1	-1	11	2006	2
NS18276E	1	1	2	-1	-1	-1	10	2012	2
NS18276E	2	1	2	-1	-1	-1	10	2011	2
NS18276E	3	1	2	-1	-1	-1	4	2011	2
NS18276E	4	10	-1	-1	-1	-1	7	2008	14
NS18277F	1	1	1	-1	-1	-1	9	2013	1
NS18277F	2	1	1	-1	-1	-1	7	2011	1
NS18277F	3	5	-1	1	3	-1	9	2008	6
NS18283W	1	5	-1	1	3	-1	9	2014	6
NS18283W	2	1	1	-1	-1	-1	4	2014	1
NS18283W	3	2	2	-1	-1	-1	12	2013	4
NS18283W	4	1	1	-1	-1	-1	4	2013	1
NS18283W	5	1	1	-1	-1	-1	9	2011	1
NS18283W	6	5	-1	1	3	-1	9	2008	6
NS18283W	7	5	-1	1	2	-1	9	2006	6
NS18285Y	1	5	-1	1	3	-1	9	2009	6
NS18287A	1	10	-1	-1	-1	-1	4	2011	14
NS18287A	2	3	1	-1	-1	-1	1	2011	11
NS18287A	3	1	1	-1	-1	-1	7	2010	1
NS18287A	4	5	-1	1	3	-1	9	2009	6
NS18288B	1	1	2	-1	-1	-1	5	1997	2
NS18294R	1	1	1	-1	-1	-1	6	2013	1
NS18294R	2	1	1	-1	-1	-1	6	2011	1
NS18294R	3	5	-1	1	3	-1	6	2008	6
NS18295S	1	1	1	-1	-1	-1	8	2013	1
NS18295S	2	5	-1	1	3	-1	9	2009	6
NS18296T	1	1	2	-1	-1	-1	12	2010	2
NS18296T	2	5	-1	2	2	-1	9	2009	7
NS18297V	1	1	2	-1	-1	-1	3	2007	2
NS18298W	1	1	1	-1	-1	-1	6	2013	1
NS18298W	2	1	1	-1	-1	-1	6	2013	1
NS18298W	3	3	1	-1	-1	-1	9	2011	11
NS18298W	4	5	-1	1	3	-1	9	2009	6
NS18299X	1	1	1	-1	-1	-1	10	2015	1
NS18299X	2	1	1	-1	-1	-1	10	2013	1
NS18299X	3	1	2	-1	-1	-1	10	2012	2
NS18299X	4	5	-1	1	3	-1	9	2012	6
NS18299X	5	5	-1	1	3	-1	9	2008	6
NS18302Q	1	1	1	-1	-1	-1	6	2011	1
NS18302Q	2	5	-1	1	3	-1	9	2008	6
NS18304S	1	5	-1	1	2	-1	1	2010	6
NS18304S	2	5	-1	1	2	-1	2	2009	6
NS18307W	1	1	1	-1	-1	-1	9	2012	1
NS18307W	2	1	2	-1	-1	-1	10	2008	2
NS18308X	1	4	-1	-1	-1	-1	6	2015	5
NS18308X	2	1	1	-1	-1	-1	3	2015	1
NS18308X	3	4	-1	-1	-1	-1	7	2014	5
NS18308X	4	1	1	-1	-1	-1	1	2014	1
NS18308X	5	4	-1	-1	-1	-1	10	2013	5
NS18308X	6	1	1	-1	-1	-1	9	2012	1
NS18308X	7	5	-1	1	3	-1	9	2009	6
NS18314M	1	1	2	-1	-1	-1	10	2014	2
NS18314M	2	4	-1	-1	-1	-1	12	2013	5
NS18314M	3	1	2	-1	-1	-1	11	2012	2
NS18314M	4	10	-1	-1	-1	-1	1	2010	14
NS18315N	1	1	1	-1	-1	-1	6	2008	1
NS18316P	1	1	1	-1	-1	-1	11	2012	1
NS18316P	2	5	-1	1	3	-1	9	2009	6
NS18316P	3	4	-1	-1	-1	-1	7	2008	5
NS18325H	1	1	1	-1	-1	-1	9	2014	1
NS18325H	2	1	1	-1	-1	-1	11	2013	1
NS18325H	3	1	1	-1	-1	-1	3	2013	1
NS18325H	4	5	-1	1	3	-1	9	2009	6
NS18328L	1	1	2	-1	-1	-1	11	2010	2
NS18328L	2	1	2	-1	-1	-1	3	2010	2
NS18329M	1	1	1	-1	-1	-1	5	2014	1
NS18329M	2	1	1	-1	-1	-1	7	2013	1
NS18329M	3	10	-1	-1	-1	-1	1	2013	14
NS18329M	4	1	2	-1	-1	-1	6	2012	2
NS18329M	5	4	-1	-1	-1	-1	4	2012	5
NS18329M	6	5	-1	1	3	-1	10	2008	6
NS18329M	7	5	-1	1	1	-1	9	1994	6
NS18332Z	1	10	-1	-1	-1	-1	2	2013	14
NS18332Z	2	5	-1	2	2	-1	10	2011	7
NS18332Z	3	5	-1	1	3	-1	10	2006	6
NS18333A	1	6	1	-1	-1	-1	9	2013	12
NS18333A	2	5	-1	1	2	-1	9	2010	6
NS18333A	3	5	-1	1	1	-1	9	2007	6
NS18334B	1	1	2	-1	-1	-1	8	2013	2
NS18334B	2	1	1	-1	-1	-1	7	2008	1
NS18335C	1	1	1	-1	-1	-1	5	2014	1
NS18335C	2	1	1	-1	-1	-1	9	2012	1
NS18335C	3	1	1	-1	-1	-1	6	2012	1
NS18335C	4	5	-1	1	3	-1	9	2008	6
NS18335C	5	5	-1	1	2	-1	9	2006	6
NS18336D	1	1	1	-1	-1	-1	6	2009	1
NS18336D	2	1	2	-1	-1	-1	9	2008	2
NS18336D	3	5	-1	2	2	-1	10	2007	7
NS18337E	1	1	1	-1	-1	-1	6	2013	1
NS18337E	2	1	1	-1	-1	-1	7	2011	1
NS18337E	3	5	-1	1	3	-1	9	2008	6
NS18339G	1	4	-1	-1	-1	-1	2	2014	5
NS18339G	2	5	-1	1	3	-1	9	2009	6
NS18339G	3	9	-1	-1	-1	-1	8	2008	13
NS18339G	4	5	-1	1	2	-1	9	2006	6
NS18340R	1	5	-1	1	3	-1	9	2009	6
NS18340R	2	5	-1	1	2	-1	9	2007	6
NS18340R	3	5	-1	1	2	-1	9	2006	6
NS18343V	1	1	1	-1	-1	-1	5	2012	1
NS18343V	2	1	1	-1	-1	-1	3	2008	1
NS18345X	1	1	1	-1	-1	-1	1	2007	1
NS18345X	2	5	-1	1	1	-1	9	2001	6
NS18348A	1	1	1	-1	-1	-1	8	2014	1
NS18348A	2	5	-1	1	3	-1	9	2009	6
NS18353P	1	4	-1	-1	-1	-1	8	2014	5
NS18353P	2	1	1	-1	-1	-1	8	2013	1
NS18353P	3	5	-1	1	3	-1	9	2008	6
NS18354Q	1	1	2	-1	-1	-1	3	2010	2
NS18359W	1	5	-1	1	3	-1	2	2014	6
NS18359W	2	1	2	-1	-1	-1	2	2012	2
NS18359W	3	2	2	-1	-1	-1	8	2011	4
NS18359W	4	5	-1	1	3	-1	9	2008	6
NS18366M	1	5	-1	1	3	-1	9	2007	6
NS18367N	1	1	2	-1	-1	-1	6	2013	2
NS18367N	2	1	2	-1	-1	-1	7	2008	2
NS18369Q	1	1	1	-1	-1	-1	5	2012	1
NS18369Q	2	1	1	-1	-1	-1	8	2011	1
NS18369Q	3	1	2	-1	-1	-1	10	2008	2
NS18371B	1	1	1	-1	-1	-1	9	2014	1
NS18371B	2	4	-1	-1	-1	-1	5	2014	5
NS18371B	3	5	-1	1	3	-1	8	2013	6
NS18371B	4	3	2	-1	-1	-1	9	2012	11
NS18371B	5	1	1	-1	-1	-1	6	2011	1
NS18371B	6	5	-1	1	3	-1	9	2008	6
NS18373D	1	1	1	-1	-1	-1	11	2013	1
NS18373D	2	1	2	-1	-1	-1	7	2009	2
NS18373D	3	5	-1	1	3	-1	9	2008	6
NS18373D	4	5	-1	1	2	-1	9	2006	6
NS18374E	1	1	1	-1	-1	-1	10	2008	1
NS18375F	1	1	1	-1	-1	-1	4	2012	1
NS18375F	2	5	-1	1	3	-1	10	2008	6
NS18375F	3	5	-1	1	2	-1	9	2006	6
NS18380V	1	5	-1	1	3	-1	9	2009	6
NS18381W	1	1	2	-1	-1	-1	10	2007	2
NS18382X	1	1	1	-1	-1	-1	12	2012	1
NS18382X	2	6	1	-1	-1	-1	9	2012	12
NS18382X	3	1	2	-1	-1	-1	8	2011	2
NS18382X	4	5	-1	1	3	-1	9	2008	6
NS18386B	1	1	2	-1	-1	-1	2	2010	2
NS18388D	1	5	-1	1	3	-1	9	2008	6
NS18395V	1	1	2	-1	-1	-1	7	2011	2
NS18395V	2	8	-1	-1	-1	2	6	2009	10
NS18396W	1	5	-1	1	3	-1	9	2000	6
NS18397X	1	10	-1	-1	-1	-1	4	2009	14
NS18398Y	1	1	1	-1	-1	-1	9	2009	1
NS18400Q	1	1	1	-1	-1	-1	5	2007	1
NS18407Y	1	1	1	-1	-1	-1	3	2014	1
NS18407Y	2	1	1	-1	-1	-1	9	2013	1
NS18407Y	3	1	1	-1	-1	-1	2	2013	1
NS18407Y	4	1	1	-1	-1	-1	7	2012	1
NS18407Y	5	5	-1	1	3	-1	10	2009	6
NS18415Q	1	4	-1	-1	-1	-1	8	2011	5
NS18415Q	2	1	1	-1	-1	-1	7	2007	1
NS18416R	1	1	1	-1	-1	-1	11	2010	1
NS18416R	2	4	-1	-1	-1	-1	9	2010	5
NS18416R	3	1	2	-1	-1	-1	8	2009	2
NS18418T	1	5	-1	1	2	-1	9	2011	6
NS18418T	2	1	1	-1	-1	-1	2	2008	1
NS18418T	3	1	1	-1	-1	-1	-8	2006	1
NS18419V	1	5	-1	1	3	-1	10	2008	6
NS18419V	2	5	-1	1	1	-1	9	2001	6
NS18422G	1	1	1	-1	-1	-1	6	2014	1
NS18422G	2	9	-1	-1	-1	-1	9	2013	13
NS18422G	3	1	1	-1	-1	-1	2	2012	1
NS18422G	4	9	-1	-1	-1	-1	3	2011	13
NS18422G	5	1	1	-1	-1	-1	1	2010	1
NS18422G	6	5	-1	1	3	-1	3	2009	6
NS18424J	1	5	-1	1	3	-1	2	2009	6
NS18425K	1	5	-1	1	3	-1	9	2008	6
NS18426L	1	1	1	-1	-1	-1	12	2011	1
NS18426L	2	5	-1	1	3	-1	9	2008	6
NS18433C	1	5	-1	1	2	-1	1	2007	6
NS18433C	2	4	-1	-1	-1	-1	7	2006	5
NS18435E	1	5	-1	1	3	-1	9	2008	6
NS18448C	1	3	1	-1	-1	-1	9	2015	11
NS18448C	2	1	1	-1	-1	-1	9	2013	1
NS18448C	3	5	-1	1	3	-1	10	2009	6
NS18449D	1	1	1	-1	-1	-1	9	2014	1
NS18449D	2	5	-1	1	3	-1	9	2013	6
NS18449D	3	3	1	-1	-1	-1	10	2011	11
NS18449D	4	5	-1	1	3	-1	9	2008	6
NS18450N	1	5	-1	1	3	-1	9	2010	6
NS18450N	2	10	-1	-1	-1	-1	9	2007	14
NS18450N	3	5	-1	1	1	-1	9	2003	6
NS18451P	1	5	-1	1	3	-1	9	2010	6
NS18451P	2	5	-1	1	1	-1	-8	2007	6
NS18456V	1	5	-1	1	3	-1	9	2008	6
NS18456V	2	5	-1	1	2	-1	9	2006	6
NS18457W	1	1	1	-1	-1	-1	11	2009	1
NS18457W	2	1	1	-1	-1	-1	9	2007	1
NS18459Y	1	5	-1	2	2	-1	9	2015	7
NS18459Y	2	1	2	-1	-1	-1	4	2014	2
NS18459Y	3	5	-1	1	2	-1	9	2011	6
NS18459Y	4	6	1	-1	-1	-1	7	2007	12
NS18464M	1	1	1	-1	-1	-1	5	2010	1
NS18465N	1	1	1	-1	-1	-1	1	2012	1
NS18465N	2	1	1	-1	-1	-1	8	2010	1
NS18465N	3	5	-1	1	2	-1	8	2008	6
NS18467Q	1	4	-1	-1	-1	-1	9	2015	5
NS18467Q	2	1	1	-1	-1	-1	10	2014	1
NS18467Q	3	1	2	-1	-1	-1	1	2014	2
NS18467Q	4	1	1	-1	-1	-1	10	2012	1
NS18467Q	5	5	-1	1	3	-1	9	2009	6
NS18467Q	6	5	-1	1	2	-1	9	2006	6
NS18468R	1	5	-1	1	3	-1	4	2012	6
NS18468R	2	1	2	-1	-1	-1	5	2010	2
NS18471D	1	1	2	-1	-1	-1	3	2015	2
NS18471D	2	1	2	-1	-1	-1	-8	2012	2
NS18471D	3	10	-1	-1	-1	-1	1	2011	14
NS18471D	4	5	-1	1	3	-1	9	2008	6
NS18474G	1	1	1	-1	-1	-1	1	2013	1
NS18474G	2	5	-1	2	2	-1	9	2011	7
NS18474G	3	1	1	-1	-1	-1	6	2010	1
NS18476J	1	2	1	-1	-1	-1	1	2010	3
NS18478L	1	5	-1	1	3	-1	9	2013	6
NS18478L	2	1	1	-1	-1	-1	9	2012	1
NS18478L	3	5	-1	1	3	-1	9	2008	6
NS18480X	1	1	1	-1	-1	-1	1	2012	1
NS18480X	2	4	-1	-1	-1	-1	11	2011	5
NS18480X	3	2	1	-1	-1	-1	12	2010	3
NS18480X	4	4	-1	-1	-1	-1	4	2010	5
NS18481Y	1	4	-1	-1	-1	-1	11	2014	5
NS18481Y	2	1	1	-1	-1	-1	4	2014	1
NS18481Y	3	2	2	-1	-1	-1	12	2013	4
NS18481Y	4	4	1	-1	-1	-1	10	2013	5
NS18481Y	5	1	1	-1	-1	-1	7	2013	1
NS18481Y	6	1	1	-1	-1	-1	10	2012	1
NS18481Y	7	1	1	-1	-1	-1	9	2012	1
NS18481Y	8	1	1	-1	-1	-1	10	2011	1
NS18481Y	9	4	-1	-1	-1	-1	7	2010	5
NS18481Y	10	1	2	-1	-1	-1	-1	-1	2
NS18486D	1	5	-1	1	3	-1	9	2008	6
NS18489G	1	1	1	-1	-1	-1	4	2014	1
NS18489G	2	1	2	-1	-1	-1	9	2013	2
NS18489G	3	1	1	-1	-1	-1	5	2013	1
NS18489G	4	10	-1	-1	-1	-1	1	2013	14
NS18489G	5	1	1	-1	-1	-1	5	2012	1
NS18489G	6	5	-1	1	3	-1	9	2011	6
NS18489G	7	5	-1	1	3	-1	9	2008	6
NS18490R	1	9	-1	-1	-1	-1	5	2010	13
NS18491S	1	2	2	-1	-1	-1	2	2010	4
NS18492T	1	1	1	-1	-1	-1	10	2012	1
NS18492T	2	2	1	-1	-1	-1	8	2010	3
NS18493V	1	1	1	-1	-1	-1	1	2012	1
NS18493V	2	1	2	-1	-1	-1	9	2011	2
NS18493V	3	5	-1	1	3	-1	9	2008	6
NS18494W	1	1	1	-1	-1	-1	3	2012	1
NS18494W	2	1	1	-1	-1	-1	4	2011	1
NS18494W	3	5	-1	1	3	-1	-8	-8	6
NS18496Y	1	1	1	-1	-1	-1	2	2012	1
NS18496Y	2	1	1	-1	-1	-1	9	2010	1
NS18496Y	3	1	1	-1	-1	-1	1	2009	1
NS18499B	1	1	1	-1	-1	-1	6	2014	1
NS18499B	2	1	2	-1	-1	-1	6	2007	2
NS18500S	1	5	-1	1	3	-1	9	2012	6
NS18500S	2	5	-1	1	3	-1	9	2009	6
NS18501T	1	5	-1	1	3	-1	9	2010	6
NS18501T	2	5	-1	1	1	-1	9	-8	6
NS18503W	1	5	-1	1	3	-1	1	2009	6
NS18504X	1	5	-1	1	3	-1	9	2009	6
NS18505Y	1	4	-1	-1	-1	-1	3	2014	5
NS18505Y	2	1	2	-1	-1	-1	9	2013	2
NS18505Y	3	4	-1	-1	-1	-1	11	2012	5
NS18505Y	4	5	-1	1	3	-1	9	2008	6
NS18506Z	1	1	1	-1	-1	-1	8	2004	1
NS18507A	1	5	-1	1	4	-1	9	2013	6
NS18507A	2	5	-1	1	3	-1	9	2008	6
NS18508B	1	3	2	-1	-1	-1	1	2015	11
NS18508B	2	3	2	-1	-1	-1	1	2015	11
NS18508B	3	5	-1	2	3	-1	1	2014	7
NS18508B	4	10	-1	-1	-1	-1	1	2013	14
NS18508B	5	9	-1	-1	-1	-1	1	2012	13
NS18508B	6	5	-1	1	2	-1	1	2009	6
NS18509C	1	1	2	-1	-1	-1	10	2012	2
NS18509C	2	3	2	-1	-1	-1	7	2012	11
NS18509C	3	5	-1	1	3	-1	9	2009	6
NS18513Q	1	1	1	-1	-1	-1	5	2006	1
NS18514R	1	1	1	-1	-1	-1	10	2009	1
NS18515S	1	5	-1	1	3	-1	10	2013	6
NS18515S	2	3	1	-1	-1	-1	5	2013	11
NS18515S	3	4	-1	-1	-1	-1	8	2012	5
NS18515S	4	1	2	-1	-1	-1	8	2011	2
NS18515S	5	5	-1	1	3	-1	9	2009	6
NS18517V	1	4	-1	-1	-1	-1	10	2008	5
NS18517V	2	1	2	-1	-1	-1	7	2007	2
NS18517V	3	7	-1	-1	-1	-1	2	2007	8
NS18517V	4	4	-1	-1	-1	-1	10	2006	5
NS18517V	5	5	-1	1	2	-1	9	2006	6
NS18518W	1	1	1	-1	-1	-1	2	2015	1
NS18518W	2	1	1	-1	-1	-1	1	2014	1
NS18518W	3	1	1	-1	-1	-1	1	2012	1
NS18518W	4	1	1	-1	-1	-1	3	2011	1
NS18518W	5	1	2	-1	-1	-1	1	2011	2
NS18518W	6	1	2	-1	-1	-1	8	2010	2
NS18518W	7	10	-1	-1	-1	-1	3	2010	14
NS18519X	1	1	1	-1	-1	-1	1	2013	1
NS18519X	2	1	1	-1	-1	-1	8	2008	1
NS18524L	1	1	1	-1	-1	-1	11	2014	1
NS18524L	2	1	1	-1	-1	-1	6	2007	1
NS18526N	1	1	1	-1	-1	-1	9	2014	1
NS18526N	2	1	1	-1	-1	-1	11	2011	1
NS18526N	3	5	-1	1	3	-1	9	2008	6
NS18527P	1	1	1	-1	-1	-1	2	2014	1
NS18527P	2	1	2	-1	-1	-1	11	2011	2
NS18527P	3	4	-1	-1	-1	-1	5	2011	5
NS18527P	4	5	-1	1	3	-1	9	2008	6
NS18534F	1	1	1	-1	-1	-1	3	2015	1
NS18534F	2	1	1	-1	-1	-1	3	2014	1
NS18534F	3	1	1	-1	-1	-1	3	2013	1
NS18534F	4	5	-1	1	3	-1	9	2008	6
NS18535G	1	7	-1	-1	-1	-1	-8	2011	8
NS18535G	2	3	2	-1	-1	-1	8	2011	11
NS18535G	3	5	-1	1	2	-1	9	2006	6
NS18541X	1	1	1	-1	-1	-1	10	2012	1
NS18541X	2	1	1	-1	-1	-1	10	2011	1
NS18541X	3	1	1	-1	-1	-1	10	2006	1
NS18542Y	1	1	1	-1	-1	-1	9	2013	1
NS18542Y	2	1	2	-1	-1	-1	11	2010	2
NS18542Y	3	1	1	-1	-1	-1	9	2009	1
NS18545B	1	5	-1	1	3	-1	9	2013	6
NS18545B	2	1	1	-1	-1	-1	2	2013	1
NS18545B	3	4	-1	-1	-1	-1	11	2012	5
NS18545B	4	1	1	-1	-1	-1	5	2012	1
NS18545B	5	4	-1	-1	-1	-1	12	2011	5
NS18545B	6	1	1	-1	-1	-1	9	2011	1
NS18545B	7	10	-1	-1	-1	-1	7	2011	14
NS18545B	8	5	-1	1	3	-1	9	2008	6
NS18546C	1	1	1	-1	-1	-1	4	2013	1
NS18546C	2	3	2	-1	-1	-1	1	2013	11
NS18546C	3	1	1	-1	-1	-1	10	2012	1
NS18546C	4	1	2	-1	-1	-1	7	2012	2
NS18546C	5	5	-1	1	3	-1	9	2009	6
NS18547D	1	1	2	-1	-1	-1	3	2009	2
NS18548E	1	1	2	-1	-1	-1	10	2008	2
NS18552S	1	4	2	-1	-1	-1	11	2015	5
NS18552S	2	1	2	-1	-1	-1	8	2015	2
NS18552S	3	4	2	-1	-1	-1	6	2015	5
NS18552S	4	1	1	-1	-1	-1	8	2014	1
NS18552S	5	4	-1	-1	-1	-1	6	2014	5
NS18552S	6	1	2	-1	-1	-1	6	2014	2
NS18552S	7	1	1	-1	-1	-1	3	2014	1
NS18552S	8	4	-1	-1	-1	-1	1	2014	5
NS18552S	9	1	2	-1	-1	-1	4	2013	2
NS18552S	10	4	-1	-1	-1	-1	12	2012	5
NS18552S	11	1	1	-1	-1	-1	6	2012	1
NS18552S	12	4	-1	-1	-1	-1	4	2012	5
NS18552S	13	1	2	-1	-1	-1	1	2012	2
NS18552S	14	4	-1	-1	-1	-1	10	2011	5
NS18552S	15	1	2	-1	-1	-1	4	2011	2
NS18552S	16	4	-1	-1	-1	-1	2	2011	5
NS18552S	17	1	2	-1	-1	-1	9	2010	2
NS18552S	18	4	-1	-1	-1	-1	7	2010	5
NS18552S	19	1	1	-1	-1	-1	2	2010	1
NS18552S	20	4	-1	-1	-1	-1	11	2009	5
NS18553T	1	4	-1	-1	-1	-1	6	2006	5
NS18557Y	1	2	1	-1	-1	-1	3	2009	3
NS18559A	1	1	2	-1	-1	-1	7	2012	2
NS18559A	2	5	-1	1	3	-1	9	2008	6
NS18561L	1	1	1	-1	-1	-1	10	2014	1
NS18561L	2	1	1	-1	-1	-1	4	2014	1
NS18561L	3	5	-1	1	3	-1	9	2013	6
NS18561L	4	1	1	-1	-1	-1	10	2008	1
NS18561L	5	5	-1	1	2	-1	9	2006	6
NS18563N	1	4	-1	-1	-1	-1	10	2014	5
NS18563N	2	4	-1	-1	-1	-1	1	2014	5
NS18563N	3	7	-1	-1	-1	-1	7	2010	8
NS18563N	4	8	-1	-1	-1	2	1	2010	10
NS18564P	1	4	-1	-1	-1	-1	5	2015	5
NS18564P	2	1	1	-1	-1	-1	7	2014	1
NS18564P	3	1	1	-1	-1	-1	11	2011	1
NS18564P	4	4	-1	-1	-1	-1	7	2011	5
NS18564P	5	6	1	-1	-1	-1	9	2010	12
