NSID	ActNum	Activity	Start_Y	Start_M	Sweep	IntFlag	IntMonth	IntYear
NS20024V	7	1	2008	6	5	1	7	2008
NS20024V	8	2	2006	9	5	1	7	2008
NS20024V	9	2	2006	-2	4	1	8	2007
NS20026X	1	1	2012	9	8	1	12	2015
NS20026X	2	6	2012	1	8	1	12	2015
NS20026X	3	1	2011	7	8	1	12	2015
NS20026X	4	2	2008	9	8	1	12	2015
NS20026X	5	2	-7	-7	7	1	6	2010
NS20026X	6	2	2008	9	6	1	5	2009
NS20026X	7	2	-5	-1	5	1	6	2008
NS20026X	8	2	2006	-2	4	1	8	2007
NS20027Y	1	1	-6	-1	6	1	9	2009
NS20027Y	2	1	2007	6	4	1	7	2007
NS20027Y	3	2	2006	6	4	1	7	2007
NS20029A	1	1	2010	10	8	1	5	2016
NS20029A	2	2	2008	10	8	1	5	2016
NS20029A	3	2	2006	9	8	1	5	2016
NS20030K	1	3	2013	8	8	1	1	2016
NS20030K	2	1	2011	2	8	1	1	2016
NS20030K	3	3	2010	-8	8	1	1	2016
NS20030K	4	-8	-1	-1	8	1	1	2016
NS20030K	5	1	-8	-8	7	1	6	2010
NS20030K	6	2	-8	-8	7	1	6	2010
NS20030K	7	2	-6	-1	6	1	6	2009
NS20030K	8	2	2006	9	5	1	6	2008
NS20030K	9	2	2006	-2	4	1	8	2007
NS20031L	1	2	-7	-7	7	1	6	2010
NS20031L	2	2	2008	9	6	1	6	2009
NS20031L	3	2	-5	-1	5	1	7	2008
NS20031L	4	2	2006	-2	4	1	7	2007
NS20032M	1	1	2013	9	8	1	11	2015
NS20032M	2	6	2012	9	8	1	11	2015
NS20032M	3	2	2008	10	8	1	11	2015
NS20032M	4	2	-7	-7	7	1	5	2010
NS20032M	5	2	2008	10	6	1	5	2009
NS20032M	6	2	2006	9	5	1	6	2008
NS20032M	7	2	2006	-2	4	1	6	2007
NS20033N	1	3	2006	-2	4	1	7	2007
NS20035Q	1	3	-8	-8	7	1	6	2010
NS20035Q	2	6	-8	-8	7	1	6	2010
NS20035Q	3	5	-8	-8	7	1	6	2010
NS20035Q	4	5	2009	2	6	1	5	2009
NS20035Q	5	-1	-1	-1	6	1	5	2009
NS20035Q	6	3	2008	2	5	1	6	2008
NS20035Q	7	1	2007	4	5	1	6	2008
NS20035Q	8	1	2007	4	4	1	6	2007
NS20035Q	9	6	2006	4	4	1	6	2007
NS20036R	1	4	2013	6	8	1	8	2016
NS20036R	2	3	2010	4	8	1	8	2016
NS20036R	3	3	-8	-8	7	1	9	2010
NS20036R	4	2	-8	-8	7	1	9	2010
NS20036R	5	2	-6	-1	6	1	6	2009
NS20036R	6	2	2006	9	5	1	8	2008
NS20036R	7	2	2006	-2	4	1	8	2007
NS20037S	1	1	2009	6	6	1	9	2009
NS20037S	2	2	2007	9	6	1	9	2009
NS20037S	3	2	2007	9	5	1	9	2008
NS20037S	4	2	2006	9	5	1	9	2008
NS20037S	5	2	2006	10	4	1	6	2007
NS20037S	6	2	2006	9	4	1	6	2007
NS20038T	1	2	2006	10	4	1	8	2007
NS20038T	2	2	2006	6	4	1	8	2007
NS20039V	1	1	2013	9	8	1	8	2015
NS20039V	2	2	2010	9	8	1	8	2015
NS20039V	3	1	2007	11	8	1	8	2015
NS20039V	4	1	-7	-7	7	1	5	2010
NS20039V	5	1	2007	11	6	1	6	2009
NS20039V	6	2	-5	-1	5	1	6	2008
NS20039V	7	2	2006	-2	4	1	7	2007
NS20040E	1	1	2005	10	8	1	2	2016
NS20040E	2	2	-7	-7	7	1	6	2010
NS20040E	3	2	2008	9	6	1	6	2009
NS20040E	4	2	2006	9	5	1	7	2008
NS20040E	5	2	2006	-2	4	1	7	2007
NS20041F	1	2	2014	9	8	1	1	2016
NS20041F	2	1	2013	11	8	1	1	2016
NS20041F	3	2	2012	10	8	1	1	2016
NS20041F	4	2	2009	10	8	1	1	2016
NS20041F	5	2	-8	-8	7	1	7	2010
NS20041F	6	1	-8	-8	7	1	7	2010
NS20041F	7	1	2008	10	6	1	5	2009
NS20041F	8	2	-6	-1	6	1	5	2009
NS20041F	9	3	2008	6	5	1	7	2008
NS20041F	10	2	2006	9	5	1	7	2008
NS20041F	11	2	2006	-2	4	1	6	2007
NS20042G	1	3	2015	5	8	1	1	2016
NS20042G	2	1	2013	9	8	1	1	2016
NS20042G	3	3	2013	2	8	1	1	2016
NS20042G	4	1	2011	10	8	1	1	2016
NS20042G	5	3	2010	3	8	1	1	2016
NS20042G	6	3	-8	-8	7	1	6	2010
NS20042G	7	1	-8	-8	7	1	6	2010
NS20042G	8	6	-8	-8	7	1	6	2010
NS20042G	9	6	2009	5	6	1	6	2009
NS20042G	10	5	2008	8	6	1	6	2009
NS20042G	11	2	2008	1	6	1	6	2009
NS20042G	12	2	2008	5	5	1	6	2008
NS20042G	13	5	2006	9	5	1	6	2008
NS20042G	14	2	2006	-2	4	1	6	2007
NS20043H	1	1	2015	9	8	1	10	2015
NS20043H	2	1	2012	9	8	1	10	2015
NS20043H	3	2	2008	10	8	1	10	2015
NS20043H	4	2	-7	-7	7	1	9	2010
NS20043H	5	2	2008	10	6	1	6	2009
NS20043H	6	2	-5	-1	5	1	7	2008
NS20043H	7	2	2006	-2	4	1	7	2007
NS20044J	1	2	2008	9	6	1	9	2009
NS20044J	2	2	2006	-2	4	1	7	2007
NS20045K	1	-8	-1	-1	8	1	1	2016
NS20046L	1	1	-7	-7	7	1	9	2010
NS20046L	2	1	2008	10	6	1	10	2009
NS20046L	3	1	2008	6	5	1	10	2008
NS20046L	4	2	2006	9	5	1	10	2008
NS20046L	5	5	2006	-2	4	1	7	2007
NS20049P	1	2	-8	-8	7	1	7	2010
NS20049P	2	2	-8	-8	7	1	7	2010
NS20049P	3	2	2007	9	6	1	6	2009
NS20049P	4	2	2006	9	5	1	6	2008
NS20049P	5	2	2006	-2	4	1	8	2007
NS20050Z	1	3	2008	11	6	1	6	2009
NS20050Z	2	5	2008	-61	6	1	6	2009
NS20050Z	3	5	2007	12	5	1	7	2008
NS20050Z	4	1	2006	-2	5	1	7	2008
NS20050Z	5	-1	-1	-1	4	0	-1	-1
NS20051A	1	1	2012	11	8	1	5	2016
NS20051A	2	1	2009	9	8	1	5	2016
NS20051A	3	3	2008	7	8	1	5	2016
NS20051A	4	6	-8	-8	7	1	9	2010
NS20051A	5	1	-8	-8	7	1	9	2010
NS20051A	6	3	-8	-8	7	1	9	2010
NS20051A	7	3	2008	12	6	1	6	2009
NS20051A	8	1	2008	9	6	1	6	2009
NS20051A	9	2	2007	9	6	1	6	2009
NS20051A	10	2	2007	9	5	1	9	2008
NS20051A	11	2	-5	-1	5	1	9	2008
NS20051A	12	2	2006	-2	4	1	6	2007
NS20052B	1	3	-8	-8	7	1	6	2010
NS20052B	2	1	-8	-8	7	1	6	2010
NS20052B	3	2	-8	-8	7	1	6	2010
NS20052B	4	2	2008	9	6	1	5	2009
NS20052B	5	2	-5	-1	5	1	6	2008
NS20052B	6	2	2006	-2	4	1	7	2007
NS20053C	1	1	2014	5	8	1	5	2016
NS20053C	2	1	2011	6	8	1	5	2016
NS20053C	3	2	2008	9	8	1	5	2016
NS20053C	4	2	2006	9	8	1	5	2016
NS20053C	5	2	-5	-1	5	1	6	2008
NS20053C	6	2	2006	-2	4	1	7	2007
NS20054D	1	2	2006	-2	4	1	6	2007
NS20056F	1	2	2006	-2	4	1	6	2007
NS20057G	1	1	-8	-8	7	1	5	2010
NS20057G	2	2	-8	-8	7	1	5	2010
NS20057G	3	2	2008	9	6	1	5	2009
NS20057G	4	2	2007	9	5	1	9	2008
NS20057G	5	2	-5	-1	5	1	9	2008
NS20057G	6	2	2006	-2	4	1	6	2007
NS20058H	1	1	2014	2	8	1	2	2016
NS20058H	2	1	2012	11	8	1	2	2016
NS20058H	3	2	2008	9	8	1	2	2016
NS20058H	4	2	-7	-7	7	1	7	2010
NS20058H	5	2	2008	9	6	1	8	2009
NS20058H	6	2	2006	9	5	1	6	2008
NS20058H	7	2	2006	-2	4	1	8	2007
NS20059J	1	1	2014	5	8	1	11	2015
NS20059J	2	1	2007	3	8	1	11	2015
NS20059J	3	1	-7	-7	7	1	5	2010
NS20059J	4	1	2007	3	6	1	5	2009
NS20059J	5	1	2007	3	5	1	7	2008
NS20059J	6	5	2006	-2	4	1	8	2007
NS20060T	1	2	2008	9	6	1	7	2009
NS20060T	2	1	2007	12	5	1	7	2008
NS20060T	3	2	2006	9	5	1	7	2008
NS20060T	4	2	2006	-2	4	1	7	2007
NS20061V	1	3	2016	1	8	1	1	2016
NS20061V	2	1	-8	-8	8	1	1	2016
NS20061V	3	2	-7	-7	7	1	6	2010
NS20061V	4	2	2008	9	6	1	5	2009
NS20061V	5	2	2006	9	5	1	6	2008
NS20061V	6	2	2006	-2	4	1	7	2007
NS20062W	1	1	-8	-8	7	1	5	2010
NS20062W	2	5	-8	-8	7	1	5	2010
NS20062W	3	5	-6	-1	6	1	5	2009
NS20062W	4	5	2006	8	5	1	7	2008
NS20062W	5	1	2006	-2	4	1	7	2007
NS20064Y	1	1	-8	-8	7	1	6	2010
NS20064Y	2	3	-8	-8	7	1	6	2010
NS20064Y	3	6	-8	-8	7	1	6	2010
NS20064Y	4	6	2008	9	6	1	8	2009
NS20064Y	5	1	2008	6	6	1	8	2009
NS20064Y	6	2	2008	1	6	1	8	2009
NS20064Y	7	5	2008	6	5	1	6	2008
NS20064Y	8	2	2008	1	5	1	6	2008
NS20064Y	9	1	2006	12	5	1	6	2008
NS20064Y	10	1	2006	12	4	1	9	2007
NS20064Y	11	5	2006	9	4	1	9	2007
NS20065Z	1	2	2006	-2	4	1	9	2007
NS20066A	1	5	-7	-7	7	1	5	2010
NS20066A	2	5	2009	4	6	1	5	2009
NS20066A	3	1	2008	9	6	1	5	2009
NS20066A	4	1	2008	9	6	1	5	2009
NS20066A	5	1	2008	9	6	1	5	2009
NS20066A	6	-1	-1	-1	6	1	5	2009
NS20066A	7	5	2007	7	5	1	6	2008
NS20066A	8	5	2007	7	4	1	8	2007
NS20066A	9	2	2006	9	4	1	8	2007
NS20067B	1	1	2011	1	8	1	6	2016
NS20067B	2	1	2008	1	8	1	6	2016
NS20067B	3	5	2009	4	6	1	9	2009
NS20067B	4	2	2007	9	6	1	9	2009
NS20067B	5	2	2007	9	5	1	7	2008
NS20067B	6	2	2007	9	4	1	9	2007
NS20067B	7	2	2006	9	4	1	9	2007
NS20068C	1	1	2015	9	8	1	1	2016
NS20068C	2	5	2014	8	8	1	1	2016
NS20068C	3	1	2012	10	8	1	1	2016
NS20068C	4	6	2010	12	8	1	1	2016
NS20068C	5	1	2010	6	8	1	1	2016
NS20068C	6	1	2008	7	8	1	1	2016
NS20068C	7	3	-8	-8	7	1	5	2010
NS20068C	8	1	-8	-8	7	1	5	2010
NS20068C	9	1	2008	8	6	1	5	2009
NS20068C	10	1	-6	-1	6	1	5	2009
NS20068C	11	1	2007	3	5	1	6	2008
NS20068C	12	1	2007	3	4	1	6	2007
NS20068C	13	3	2006	7	4	1	6	2007
NS20069D	1	1	2009	3	8	1	2	2016
NS20069D	2	1	2006	9	8	1	2	2016
NS20070N	1	5	2008	9	6	1	5	2009
NS20070N	2	2	2007	9	6	1	5	2009
NS20070N	3	2	2006	9	5	1	7	2008
NS20070N	4	2	2006	-2	4	1	7	2007
NS20071P	1	1	2012	11	8	1	1	2016
NS20071P	2	1	2007	11	8	1	1	2016
NS20071P	3	1	-7	-7	7	1	6	2010
NS20071P	4	1	2007	11	6	1	7	2009
NS20071P	5	1	2007	11	5	1	8	2008
NS20071P	6	1	2006	9	5	1	8	2008
NS20071P	7	1	2007	3	4	1	6	2007
NS20071P	8	2	2006	9	4	1	6	2007
NS20072Q	1	1	2014	12	8	1	3	2016
NS20072Q	2	1	2011	7	8	1	3	2016
NS20072Q	3	2	2008	9	8	1	3	2016
NS20072Q	4	2	-7	-7	7	1	6	2010
NS20072Q	5	2	2008	9	6	1	6	2009
NS20072Q	6	1	2008	3	5	1	6	2008
NS20072Q	7	2	2006	9	5	1	6	2008
NS20072Q	8	2	2006	-2	4	1	7	2007
NS20074S	1	3	-8	-8	8	1	12	2015
NS20074S	2	1	-7	-7	7	1	6	2010
NS20074S	3	1	2009	7	6	1	8	2009
NS20074S	4	1	2008	9	6	1	8	2009
NS20074S	5	2	-6	-1	6	1	8	2009
NS20074S	6	2	2006	9	5	1	8	2008
NS20074S	7	2	2006	-2	4	1	8	2007
NS20075T	1	1	-7	-7	7	1	9	2010
NS20075T	2	1	-6	-1	6	1	8	2009
NS20075T	3	5	2006	9	5	1	6	2008
NS20075T	4	5	2006	-2	4	1	7	2007
NS20077W	1	3	-8	-8	7	1	7	2010
NS20077W	2	2	-8	-8	7	1	7	2010
NS20077W	3	2	2008	11	6	1	6	2009
NS20077W	4	2	2007	9	6	1	6	2009
NS20077W	5	2	2007	9	5	1	6	2008
NS20077W	6	2	2006	9	5	1	6	2008
NS20077W	7	5	2006	-2	4	1	7	2007
NS20078X	1	2	-8	-8	7	1	5	2010
NS20078X	2	6	-8	-8	7	1	5	2010
NS20078X	3	6	-8	-8	7	1	5	2010
NS20078X	4	6	2009	8	6	1	8	2009
NS20078X	5	2	2007	9	6	1	8	2009
NS20078X	6	2	2007	9	5	1	8	2008
NS20078X	7	2	2006	9	5	1	8	2008
NS20078X	8	2	2006	-2	4	1	8	2007
NS20079Y	1	1	2012	1	8	1	2	2016
NS20079Y	2	1	2011	6	8	1	2	2016
NS20079Y	3	2	2008	9	8	1	2	2016
NS20079Y	4	2	2006	9	8	1	2	2016
NS20079Y	5	2	2006	-2	4	1	7	2007
NS20080H	1	1	2015	3	8	1	1	2016
NS20080H	2	1	2013	2	8	1	1	2016
NS20080H	3	1	2010	9	8	1	1	2016
NS20080H	4	2	2008	9	8	1	1	2016
NS20080H	5	2	-7	-7	7	1	5	2010
NS20080H	6	2	2007	9	6	1	5	2009
NS20080H	7	2	2006	9	5	1	6	2008
NS20080H	8	2	2006	-2	4	1	6	2007
NS20081J	1	2	-8	-8	7	1	5	2010
NS20081J	2	1	-8	-8	7	1	5	2010
NS20081J	3	1	2008	6	6	1	5	2009
NS20081J	4	1	2008	6	5	1	6	2008
NS20081J	5	2	2006	9	5	1	6	2008
NS20081J	6	2	2006	-2	4	1	7	2007
NS20083L	1	2	2007	9	5	1	6	2008
NS20083L	2	4	2008	5	5	1	6	2008
NS20083L	3	-8	-1	-1	5	1	6	2008
NS20083L	4	3	2007	6	4	1	7	2007
NS20083L	5	2	2006	9	4	1	7	2007
NS20085N	1	1	2013	8	8	1	1	2016
NS20085N	2	3	2008	1	8	1	1	2016
NS20085N	3	1	-7	-7	7	1	6	2010
NS20085N	4	1	2008	10	6	1	7	2009
NS20085N	5	3	2008	-61	6	1	7	2009
NS20085N	6	3	2008	1	5	1	6	2008
NS20085N	7	2	2006	9	5	1	6	2008
NS20085N	8	3	2007	6	4	1	6	2007
NS20085N	9	2	2006	7	4	1	6	2007
NS20086P	1	6	-8	-8	8	1	1	2016
NS20086P	2	2	2006	-2	4	1	8	2007
NS20087Q	1	2	2008	9	6	1	6	2009
NS20087Q	2	2	2008	9	5	1	9	2008
NS20087Q	3	2	2007	9	5	1	9	2008
NS20087Q	4	2	2006	-2	4	1	7	2007
NS20088R	1	1	2008	8	8	1	1	2016
NS20088R	2	1	2007	9	8	1	1	2016
NS20088R	3	1	2007	10	5	1	7	2008
NS20088R	4	5	2006	8	5	1	7	2008
NS20088R	5	5	2006	-2	4	1	8	2007
NS20089S	1	4	2014	9	8	1	1	2016
NS20089S	2	4	2014	9	8	1	1	2016
NS20089S	3	3	2006	1	8	1	1	2016
NS20089S	4	5	-8	-8	7	1	6	2010
NS20089S	5	2	-8	-8	7	1	6	2010
NS20089S	6	2	2008	5	6	1	9	2009
NS20089S	7	2	2008	1	5	1	7	2008
NS20089S	8	2	2006	9	5	1	7	2008
NS20089S	9	5	2007	1	4	1	6	2007
NS20089S	10	6	2006	6	4	1	6	2007
NS20091D	1	1	-7	-7	7	1	7	2010
NS20091D	2	1	2008	8	6	1	9	2009
NS20091D	3	5	2007	9	6	1	9	2009
NS20091D	4	5	2007	9	5	1	7	2008
NS20091D	5	2	-5	-1	5	1	7	2008
NS20091D	6	2	2006	-2	4	1	8	2007
NS20092E	1	2	-8	-8	7	1	9	2010
NS20092E	2	2	-8	-8	7	1	9	2010
NS20092E	3	2	-6	-1	6	1	7	2009
NS20092E	4	2	2006	9	5	1	10	2008
NS20092E	5	2	2006	-2	4	1	7	2007
NS20093F	1	2	2008	9	6	1	7	2009
NS20093F	2	1	2008	2	5	1	7	2008
NS20093F	3	2	-5	-1	5	1	7	2008
NS20093F	4	2	2006	-2	4	1	7	2007
NS20094G	1	1	2014	6	8	1	11	2015
NS20094G	2	3	2013	7	8	1	11	2015
NS20094G	3	2	2010	9	8	1	11	2015
NS20094G	4	2	2008	9	8	1	11	2015
NS20094G	5	2	-7	-7	7	1	5	2010
NS20094G	6	2	2008	9	6	1	5	2009
NS20094G	7	2	-6	-1	6	1	5	2009
NS20094G	8	2	-5	-1	5	1	6	2008
NS20094G	9	2	2006	-2	4	1	8	2007
NS20095H	1	1	2014	7	8	1	8	2015
NS20095H	2	6	2014	3	8	1	8	2015
NS20095H	3	3	2013	6	8	1	8	2015
NS20095H	4	2	2010	9	8	1	8	2015
NS20095H	5	1	2008	10	8	1	8	2015
NS20095H	6	1	-8	-8	7	1	5	2010
NS20095H	7	2	-8	-8	7	1	5	2010
NS20095H	8	2	-6	-1	6	1	5	2009
NS20095H	9	2	-5	-1	5	1	7	2008
NS20095H	10	2	2006	-2	4	1	9	2007
NS20097K	1	1	-8	-8	7	1	6	2010
NS20097K	2	3	-8	-8	7	1	6	2010
NS20097K	3	5	-8	-8	7	1	6	2010
NS20097K	4	5	2009	5	6	1	5	2009
NS20097K	5	3	2008	-61	6	1	5	2009
NS20097K	6	5	-8	-8	5	1	7	2008
NS20097K	7	3	2007	-8	4	1	7	2007
NS20097K	8	1	2007	3	4	1	7	2007
NS20097K	9	3	-8	-8	4	1	7	2007
NS20097K	10	6	-8	-8	4	1	7	2007
NS20098L	1	1	2014	8	8	1	5	2016
NS20098L	2	3	2014	6	8	1	5	2016
NS20098L	3	1	2012	2	8	1	5	2016
NS20098L	4	2	2010	9	8	1	5	2016
NS20098L	5	2	2007	9	8	1	5	2016
NS20098L	6	2	-8	-8	7	1	6	2010
NS20098L	7	2	-8	-8	7	1	6	2010
NS20098L	8	2	2007	9	6	1	6	2009
NS20098L	9	2	2006	9	5	1	6	2008
NS20098L	10	2	2006	-2	4	1	6	2007
NS20099M	1	1	2015	1	8	1	1	2016
NS20099M	2	4	2014	9	8	1	1	2016
NS20099M	3	1	2014	5	8	1	1	2016
NS20099M	4	1	2013	10	8	1	1	2016
NS20099M	5	1	2013	5	8	1	1	2016
NS20099M	6	1	2012	9	8	1	1	2016
NS20099M	7	1	2012	4	8	1	1	2016
NS20099M	8	6	2011	7	8	1	1	2016
NS20099M	9	2	2008	9	8	1	1	2016
NS20099M	10	2	2006	9	8	1	1	2016
NS20100D	1	1	2013	11	8	1	1	2016
NS20100D	2	2	2009	9	8	1	1	2016
NS20100D	3	2	-7	-7	7	1	8	2010
NS20100D	4	2	2008	9	6	1	8	2009
NS20100D	5	1	2007	9	5	1	7	2008
NS20100D	6	2	2006	9	5	1	7	2008
NS20100D	7	2	2006	-2	4	1	8	2007
NS20101E	1	2	2006	-2	4	1	7	2007
NS20103G	1	1	2014	2	8	1	12	2015
NS20103G	2	1	2009	9	8	1	12	2015
NS20103G	3	1	2008	11	8	1	12	2015
NS20103G	4	1	2008	7	8	1	12	2015
NS20103G	5	2	2006	9	5	1	7	2008
NS20103G	6	2	2006	-2	4	1	-8	2007
NS20104H	1	5	-8	-8	7	1	5	2010
NS20104H	2	1	-8	-8	7	1	5	2010
NS20104H	3	2	-8	-8	7	1	5	2010
NS20104H	4	2	2009	2	6	1	6	2009
NS20104H	5	2	-6	-1	6	1	6	2009
NS20104H	6	2	2006	9	5	1	6	2008
NS20104H	7	2	2006	-2	4	1	6	2007
NS20105J	1	4	2015	11	8	1	5	2016
NS20105J	2	1	2013	2	8	1	5	2016
NS20105J	3	4	2012	3	8	1	5	2016
NS20105J	4	1	2007	10	8	1	5	2016
NS20105J	5	4	2006	5	8	1	5	2016
NS20106K	1	1	2015	1	8	1	11	2015
NS20106K	2	2	2008	9	8	1	11	2015
NS20106K	3	2	2008	9	8	1	11	2015
NS20106K	4	2	2008	9	8	1	11	2015
NS20106K	5	2	-8	-8	8	1	11	2015
NS20108M	1	4	2016	1	8	1	9	2016
NS20108M	2	1	2015	4	8	1	9	2016
NS20108M	3	3	2012	7	8	1	9	2016
NS20108M	4	2	2008	9	8	1	9	2016
NS20108M	5	2	2006	9	8	1	9	2016
NS20108M	6	1	2007	9	5	1	7	2008
NS20108M	7	5	-5	-1	5	1	7	2008
NS20108M	8	2	2006	-2	4	1	7	2007
NS20109N	1	3	-7	-7	7	1	8	2010
NS20109N	2	3	2009	8	6	1	9	2009
NS20109N	3	6	2009	3	6	1	9	2009
NS20109N	4	2	2007	9	6	1	9	2009
NS20109N	5	2	2008	9	5	1	9	2008
NS20109N	6	2	2006	9	5	1	9	2008
NS20109N	7	2	2006	-2	4	1	6	2007
NS20110Y	1	6	-8	-8	7	1	9	2010
NS20110Y	2	1	-8	-8	7	1	9	2010
NS20110Y	3	3	-8	-8	7	1	9	2010
NS20110Y	4	3	2009	7	6	1	9	2009
NS20110Y	5	2	-6	-1	6	1	9	2009
NS20110Y	6	2	-5	-1	5	1	7	2008
NS20110Y	7	2	2006	-2	4	1	8	2007
NS20111Z	1	1	2014	9	8	1	1	2016
NS20111Z	2	1	2013	1	8	1	1	2016
NS20111Z	3	1	2012	10	8	1	1	2016
NS20111Z	4	6	2012	9	8	1	1	2016
NS20111Z	5	1	2012	7	8	1	1	2016
NS20111Z	6	2	2009	9	8	1	1	2016
NS20111Z	7	2	-8	-8	7	1	5	2010
NS20111Z	8	2	-8	-8	7	1	5	2010
NS20111Z	9	2	2008	9	6	1	5	2009
NS20111Z	10	2	-6	-1	6	1	5	2009
NS20111Z	11	2	-5	-1	5	1	6	2008
NS20111Z	12	2	2006	-2	4	1	6	2007
NS20112A	1	1	2014	12	8	1	1	2016
NS20112A	2	1	2014	10	8	1	1	2016
NS20112A	3	6	2014	5	8	1	1	2016
NS20112A	4	1	2013	6	8	1	1	2016
NS20112A	5	3	2012	12	8	1	1	2016
NS20112A	6	1	2011	9	8	1	1	2016
NS20112A	7	2	2008	9	8	1	1	2016
NS20112A	8	2	-7	-7	7	1	6	2010
NS20112A	9	2	2008	10	6	1	5	2009
NS20112A	10	2	-5	-1	5	1	6	2008
NS20112A	11	2	2006	-2	4	1	7	2007
NS20113B	1	4	2009	4	8	1	2	2016
NS20113B	2	4	-7	-7	7	1	8	2010
NS20113B	3	4	2009	5	6	1	8	2009
NS20113B	4	1	2007	12	6	1	8	2009
NS20113B	5	1	2008	1	5	1	10	2008
NS20113B	6	1	-5	-1	5	1	10	2008
NS20113B	7	1	2006	-2	4	1	7	2007
NS20114C	1	1	2015	10	8	1	11	2015
NS20114C	2	1	2013	10	8	1	11	2015
NS20114C	3	1	2011	9	8	1	11	2015
NS20114C	4	2	2008	9	8	1	11	2015
NS20114C	5	2	-7	-7	7	1	6	2010
NS20114C	6	2	2008	9	6	1	6	2009
NS20114C	7	2	-5	-1	5	1	6	2008
NS20114C	8	2	2006	-2	4	1	7	2007
NS20115D	1	4	2010	1	8	1	1	2016
NS20115D	2	1	2007	7	8	1	1	2016
NS20115D	3	2	2006	9	8	1	1	2016
NS20116E	1	1	2014	4	8	1	1	2016
NS20116E	2	6	2013	8	8	1	1	2016
NS20116E	3	1	2011	6	8	1	1	2016
NS20116E	4	2	2008	9	8	1	1	2016
NS20116E	5	2	-7	-7	7	1	5	2010
NS20116E	6	2	2008	9	6	1	5	2009
NS20116E	7	2	-5	-1	5	1	6	2008
NS20116E	8	2	2006	-2	4	1	8	2007
NS20117F	1	1	2012	5	8	1	2	2016
NS20117F	2	2	2008	8	8	1	2	2016
NS20117F	3	2	-7	-7	7	1	6	2010
NS20117F	4	2	2008	9	6	1	6	2009
NS20117F	5	2	2006	9	5	1	6	2008
NS20117F	6	2	2006	-2	4	1	7	2007
NS20118G	1	6	-7	-7	7	1	5	2010
NS20118G	2	6	2008	9	6	1	7	2009
NS20118G	3	2	-6	-1	6	1	7	2009
NS20118G	4	1	2006	11	5	1	7	2008
NS20118G	5	2	2006	-2	4	1	9	2007
NS20120S	1	1	2015	2	8	1	11	2015
NS20120S	2	1	2014	11	8	1	11	2015
NS20120S	3	2	2008	9	8	1	11	2015
NS20120S	4	2	-7	-7	7	1	6	2010
NS20120S	5	2	2008	9	6	1	7	2009
NS20120S	6	2	2006	9	5	1	7	2008
NS20120S	7	2	2006	-2	4	1	7	2007
NS20121T	1	1	2015	10	8	1	5	2016
NS20121T	2	1	2012	8	8	1	5	2016
NS20121T	3	1	2011	8	8	1	5	2016
NS20121T	4	1	2010	9	8	1	5	2016
NS20121T	5	6	2010	7	8	1	5	2016
NS20121T	6	3	-8	-8	7	1	8	2010
NS20121T	7	1	-8	-8	7	1	8	2010
NS20121T	8	1	2009	6	6	1	7	2009
NS20121T	9	2	-6	-1	6	1	7	2009
NS20121T	10	2	2006	-2	4	1	7	2007
NS20122V	1	6	-8	-8	7	1	7	2010
NS20122V	2	2	-8	-8	7	1	7	2010
NS20122V	3	1	-8	-8	7	1	7	2010
NS20122V	4	1	2008	7	6	1	9	2009
NS20122V	5	2	2007	9	5	1	9	2008
NS20122V	6	1	2006	11	5	1	9	2008
NS20122V	7	1	2007	4	4	1	6	2007
NS20122V	8	6	2006	12	4	1	6	2007
NS20122V	9	1	-8	-8	4	1	6	2007
NS20123W	1	3	2010	8	8	1	2	2016
NS20123W	2	1	2009	11	8	1	2	2016
NS20123W	3	3	2008	6	8	1	2	2016
NS20123W	4	2	2008	9	6	1	7	2009
NS20123W	5	1	2008	1	6	1	7	2009
NS20123W	6	1	2006	-8	6	1	7	2009
NS20123W	7	2	2006	-2	4	1	9	2007
NS20124X	1	1	2015	4	8	1	6	2016
NS20124X	2	1	2012	6	8	1	6	2016
NS20124X	3	2	2008	9	8	1	6	2016
NS20124X	4	2	-7	-7	7	1	5	2010
NS20124X	5	2	2008	9	6	1	5	2009
NS20124X	6	2	2006	9	5	1	7	2008
NS20124X	7	2	2006	-2	4	1	8	2007
NS20125Y	1	1	2015	8	8	1	10	2015
NS20125Y	2	1	2014	8	8	1	10	2015
NS20125Y	3	1	2013	8	8	1	10	2015
NS20125Y	4	2	2008	8	8	1	10	2015
NS20125Y	5	2	-7	-7	7	1	6	2010
NS20125Y	6	2	2008	9	6	1	6	2009
NS20125Y	7	1	2007	10	5	1	6	2008
NS20125Y	8	2	2006	8	5	1	6	2008
NS20125Y	9	2	2006	-2	4	1	8	2007
NS20126Z	1	1	2014	2	8	1	1	2016
NS20126Z	2	1	2013	10	8	1	1	2016
NS20126Z	3	6	2013	7	8	1	1	2016
NS20126Z	4	2	2009	10	8	1	1	2016
NS20126Z	5	2	2007	9	8	1	1	2016
NS20126Z	6	2	2007	9	5	1	7	2008
NS20126Z	7	2	-5	-1	5	1	7	2008
NS20126Z	8	1	2007	6	4	1	-8	2007
NS20126Z	9	1	2007	4	4	1	-8	2007
NS20126Z	10	6	2006	11	4	1	-8	2007
NS20126Z	11	6	2006	8	4	1	-8	2007
NS20127A	1	1	2015	7	8	1	1	2016
NS20127A	2	1	2013	6	8	1	1	2016
NS20127A	3	1	2012	10	8	1	1	2016
NS20127A	4	3	2012	6	8	1	1	2016
