NSID	ActNum	Activity	Start_Y	Start_M	Sweep	IntFlag	IntMonth	IntYear
NS10130C	2	2	2008	9	6	1	6	2009
NS10130C	3	2	-5	-1	5	1	6	2008
NS10130C	4	2	2006	-2	4	1	6	2007
NS10131D	1	1	2015	9	8	1	9	2015
NS10131D	2	1	2015	7	8	1	9	2015
NS10131D	3	1	2015	2	8	1	9	2015
NS10131D	4	3	2014	10	8	1	9	2015
NS10131D	5	1	2013	6	8	1	9	2015
NS10131D	6	2	2011	9	8	1	9	2015
NS10131D	7	2	2009	9	8	1	9	2015
NS10131D	8	2	-7	-7	7	1	5	2010
NS10131D	9	2	-6	-1	6	1	5	2009
NS10131D	10	2	2007	9	5	1	6	2008
NS10131D	11	2	2006	-2	4	1	9	2007
NS10134G	1	3	2016	1	8	1	2	2016
NS10134G	2	1	2015	12	8	1	2	2016
NS10134G	3	1	2015	4	8	1	2	2016
NS10134G	4	3	2014	10	8	1	2	2016
NS10134G	5	2	2013	10	8	1	2	2016
NS10134G	6	1	2013	2	8	1	2	2016
NS10134G	7	3	2012	10	8	1	2	2016
NS10134G	8	1	2011	10	8	1	2	2016
NS10134G	9	1	2010	3	8	1	2	2016
NS10134G	10	2	-7	-7	7	1	6	2010
NS10134G	11	2	2008	9	6	1	7	2009
NS10134G	12	2	2008	9	5	1	9	2008
NS10134G	13	2	2006	9	5	1	9	2008
NS10134G	14	2	2006	-2	4	1	6	2007
NS10137K	1	1	2014	9	8	1	1	2016
NS10137K	2	1	2010	12	8	1	1	2016
NS10137K	3	3	2009	4	8	1	1	2016
NS10137K	4	1	2009	6	6	1	9	2009
NS10137K	5	1	-6	-1	6	1	9	2009
NS10137K	6	2	2006	9	5	1	6	2008
NS10137K	7	2	2006	-2	4	1	8	2007
NS10138L	1	3	2015	9	8	1	2	2016
NS10138L	2	1	2014	9	8	1	2	2016
NS10138L	3	2	2009	9	8	1	2	2016
NS10138L	4	2	-8	-8	7	1	6	2010
NS10138L	5	3	-8	-8	7	1	6	2010
NS10138L	6	3	2009	1	6	1	7	2009
NS10138L	7	2	2007	9	6	1	7	2009
NS10138L	8	3	2008	7	5	1	9	2008
NS10138L	9	2	-5	-1	5	1	9	2008
NS10138L	10	2	2006	-2	4	1	7	2007
NS10139M	1	1	2009	6	8	1	11	2015
NS10139M	2	1	-7	-7	7	1	6	2010
NS10139M	3	1	2008	1	6	1	5	2009
NS10139M	4	1	2008	4	5	1	6	2008
NS10139M	5	2	2006	9	5	1	6	2008
NS10139M	6	2	2006	-2	4	1	6	2007
NS10140X	1	1	-8	-8	7	1	9	2010
NS10140X	2	2	-8	-8	7	1	9	2010
NS10140X	3	2	2008	9	6	1	9	2009
NS10140X	4	2	2006	9	5	1	6	2008
NS10140X	5	2	2006	-2	4	1	8	2007
NS10141Y	1	1	-8	-8	7	1	6	2010
NS10141Y	2	1	-8	-8	7	1	6	2010
NS10141Y	3	1	2009	3	6	1	6	2009
NS10141Y	4	2	2007	9	6	1	6	2009
NS10141Y	5	2	2006	9	5	1	6	2008
NS10141Y	6	2	2006	-2	4	1	7	2007
NS10143A	1	1	2009	8	8	1	7	2016
NS10143A	2	1	-8	-8	7	1	6	2010
NS10143A	3	3	-8	-8	7	1	6	2010
NS10143A	4	3	2009	4	6	1	5	2009
NS10143A	5	1	2008	8	6	1	5	2009
NS10143A	6	2	-6	-1	6	1	5	2009
NS10143A	7	2	-5	-1	5	1	6	2008
NS10143A	8	2	2006	-2	4	1	8	2007
NS10144B	1	3	2008	2	8	1	1	2016
NS10144B	2	3	-8	-8	7	1	5	2010
NS10144B	3	5	-8	-8	7	1	5	2010
NS10144B	4	5	2009	6	6	1	7	2009
NS10144B	5	3	2008	9	6	1	7	2009
NS10144B	6	2	-6	-1	6	1	7	2009
NS10144B	7	3	2008	3	5	1	6	2008
NS10144B	8	2	2006	9	5	1	6	2008
NS10144B	9	2	2006	-2	4	1	9	2007
NS10145C	1	2	-8	-8	7	1	6	2010
NS10145C	2	2	-8	-8	7	1	6	2010
NS10145C	3	2	-6	-1	6	1	7	2009
NS10145C	4	2	-5	-1	5	1	7	2008
NS10145C	5	2	2006	-2	4	1	6	2007
NS10146D	1	1	2014	12	8	1	11	2015
NS10146D	2	1	2013	7	8	1	11	2015
NS10146D	3	2	2009	9	8	1	11	2015
NS10146D	4	2	-8	-8	7	1	5	2010
NS10146D	5	1	-8	-8	7	1	5	2010
NS10146D	6	1	-6	-1	6	1	6	2009
NS10146D	7	1	2006	7	5	1	6	2008
NS10146D	8	2	2006	-2	4	1	7	2007
NS10147E	1	1	2011	4	8	1	11	2015
NS10147E	2	1	2007	5	8	1	11	2015
NS10147E	3	1	-7	-7	7	1	8	2010
NS10147E	4	1	2007	3	6	1	6	2009
NS10147E	5	1	2007	3	5	1	6	2008
NS10147E	6	1	2007	3	4	1	6	2007
NS10147E	7	3	2006	6	4	1	6	2007
NS10148F	1	1	2011	12	8	1	8	2016
NS10148F	2	1	2006	6	8	1	8	2016
NS10149G	1	2	-7	-7	7	1	7	2010
NS10149G	2	2	2008	9	6	1	10	2009
NS10149G	3	2	-5	-1	5	1	8	2008
NS10149G	4	2	2006	-2	4	1	8	2007
NS10150R	1	-8	-1	-1	6	1	7	2009
NS10150R	2	1	2008	7	5	1	8	2008
NS10150R	3	2	2007	9	5	1	8	2008
NS10150R	4	2	2006	9	5	1	8	2008
NS10150R	5	-1	-1	-1	4	0	-1	-1
NS10151S	1	5	2008	6	5	1	6	2008
NS10151S	2	5	2008	1	5	1	6	2008
NS10151S	3	2	-5	9	5	1	6	2008
NS10151S	4	5	2006	11	4	1	8	2007
NS10151S	5	6	2006	6	4	1	8	2007
NS10152T	1	1	2009	11	8	1	2	2016
NS10152T	2	2	-7	-7	7	1	6	2010
NS10152T	3	2	-6	-1	6	1	6	2009
NS10152T	4	2	2006	9	5	1	6	2008
NS10152T	5	2	2006	-2	4	1	7	2007
NS10153V	1	1	2007	7	8	1	4	2016
NS10153V	2	2	2006	9	8	1	4	2016
NS10154W	1	1	2008	9	8	1	1	2016
NS10154W	2	1	-7	-7	7	1	6	2010
NS10154W	3	1	2008	9	6	1	6	2009
NS10154W	4	2	-6	-1	6	1	6	2009
NS10154W	5	1	2008	6	5	1	7	2008
NS10154W	6	2	2006	9	5	1	7	2008
NS10154W	7	2	2006	-2	4	1	6	2007
NS10155X	1	1	2013	5	8	1	1	2016
NS10155X	2	1	2012	9	8	1	1	2016
NS10155X	3	1	2011	9	8	1	1	2016
NS10155X	4	2	2008	9	8	1	1	2016
NS10155X	5	2	-7	-7	7	1	7	2010
NS10155X	6	2	2008	9	6	1	8	2009
NS10155X	7	2	-5	-1	5	1	7	2008
NS10155X	8	2	2006	-2	4	1	9	2007
NS10158A	1	3	2016	1	8	1	1	2016
NS10158A	2	1	2013	3	8	1	1	2016
NS10158A	3	2	2011	9	8	1	1	2016
NS10158A	4	3	2011	7	8	1	1	2016
NS10158A	5	2	2009	9	8	1	1	2016
NS10158A	6	2	-7	-7	7	1	6	2010
NS10158A	7	2	2008	9	6	1	5	2009
NS10158A	8	2	-8	-8	5	1	7	2008
NS10158A	9	2	2006	-2	4	1	7	2007
NS10159B	1	2	2006	-2	4	1	8	2007
NS10160L	1	1	2011	4	8	1	11	2015
NS10160L	2	1	2010	6	8	1	11	2015
NS10160L	3	2	-7	-7	7	1	6	2010
NS10160L	4	2	2008	9	6	1	6	2009
NS10160L	5	2	2006	9	5	1	6	2008
NS10160L	6	2	2006	-2	4	1	8	2007
NS10161M	1	6	-8	-8	7	1	6	2010
NS10161M	2	5	-8	-8	7	1	6	2010
NS10161M	3	5	-8	-8	7	1	6	2010
NS10161M	4	3	-8	-8	7	1	6	2010
NS10161M	5	3	-6	-1	6	1	6	2009
NS10161M	6	5	2007	11	5	1	7	2008
NS10161M	7	3	2007	4	5	1	7	2008
NS10161M	8	5	2007	3	4	1	8	2007
NS10161M	9	5	2006	3	4	1	8	2007
NS10163P	1	-1	-1	-1	4	0	-1	-1
NS10164Q	1	1	2014	7	8	1	12	2015
NS10164Q	2	2	2009	10	8	1	12	2015
NS10164Q	3	2	-8	-8	7	1	6	2010
NS10164Q	4	2	-8	-8	7	1	6	2010
NS10164Q	5	2	2009	1	6	1	6	2009
NS10164Q	6	2	-6	-1	6	1	6	2009
NS10164Q	7	6	2006	9	5	1	7	2008
NS10164Q	8	2	2006	-2	4	1	7	2007
NS10165R	1	1	2015	6	8	1	1	2016
NS10165R	2	1	2012	7	8	1	1	2016
NS10165R	3	5	2008	9	8	1	1	2016
NS10165R	4	5	-7	-7	7	1	5	2010
NS10165R	5	5	2008	9	6	1	5	2009
NS10165R	6	2	-6	-1	6	1	5	2009
NS10165R	7	2	2006	9	5	1	6	2008
NS10165R	8	2	2006	-2	4	1	8	2007
NS10166S	1	4	2007	7	4	1	7	2007
NS10166S	2	6	2006	7	4	1	7	2007
NS10167T	1	4	2012	6	8	1	1	2016
NS10167T	2	1	2008	8	8	1	1	2016
NS10167T	3	1	-7	-7	7	1	5	2010
NS10167T	4	1	2008	8	6	1	5	2009
NS10167T	5	1	2008	8	5	1	10	2008
NS10167T	6	2	2006	9	5	1	10	2008
NS10167T	7	2	2006	-2	4	1	6	2007
NS10168V	1	1	2015	12	8	1	4	2016
NS10168V	2	1	2015	12	8	1	4	2016
NS10168V	3	1	2011	5	8	1	4	2016
NS10168V	4	2	2008	9	8	1	4	2016
NS10168V	5	3	-8	-8	7	1	6	2010
NS10168V	6	5	-8	-8	7	1	6	2010
NS10168V	7	5	2008	4	6	1	7	2009
NS10168V	8	5	2008	1	5	1	7	2008
NS10168V	9	5	2007	8	5	1	7	2008
NS10168V	10	5	2006	6	5	1	7	2008
NS10168V	11	2	2007	3	4	1	7	2007
NS10168V	12	2	2006	9	4	1	7	2007
NS10169W	1	1	2015	7	8	1	5	2016
NS10169W	2	1	2008	9	8	1	5	2016
NS10169W	3	2	2006	9	8	1	5	2016
NS10170F	1	1	2015	8	8	1	1	2016
NS10170F	2	1	2011	9	8	1	1	2016
NS10170F	3	2	2008	9	8	1	1	2016
NS10170F	4	2	-7	-7	7	1	5	2010
NS10170F	5	2	2008	9	6	1	5	2009
NS10170F	6	2	2006	9	5	1	6	2008
NS10170F	7	2	2006	-2	4	1	7	2007
NS10171G	1	3	2015	4	8	1	4	2016
NS10171G	2	1	2014	6	8	1	4	2016
NS10171G	3	1	2010	12	8	1	4	2016
NS10171G	4	3	2007	9	8	1	4	2016
NS10171G	5	3	-7	-7	7	1	8	2010
NS10171G	6	3	-6	-1	6	1	10	2009
NS10171G	7	6	2008	9	5	1	10	2008
NS10171G	8	3	2007	7	5	1	10	2008
NS10171G	9	3	2006	-2	4	1	8	2007
NS10172H	1	2	-7	-7	7	1	6	2010
NS10172H	2	2	2008	10	6	1	8	2009
NS10172H	3	2	2007	9	5	1	7	2008
NS10172H	4	2	2006	9	5	1	7	2008
NS10172H	5	2	2006	-2	4	1	7	2007
NS10173J	1	1	2014	4	8	1	2	2016
NS10173J	2	3	2013	7	8	1	2	2016
NS10173J	3	2	2012	9	8	1	2	2016
NS10173J	4	2	2008	10	8	1	2	2016
NS10173J	5	2	-8	-8	7	1	5	2010
NS10173J	6	1	-8	-8	7	1	5	2010
NS10173J	7	1	2008	9	6	1	5	2009
NS10173J	8	2	-6	-1	6	1	5	2009
NS10173J	9	2	-5	-1	5	1	6	2008
NS10173J	10	2	2006	-2	4	1	8	2007
NS10174K	1	4	2016	4	8	1	6	2016
NS10174K	2	1	2015	3	8	1	6	2016
NS10174K	3	1	2014	10	8	1	6	2016
NS10174K	4	1	2012	6	8	1	6	2016
NS10174K	5	2	2009	9	8	1	6	2016
NS10174K	6	2	-8	-8	7	1	5	2010
NS10174K	7	2	-8	-8	7	1	5	2010
NS10174K	8	2	2007	9	6	1	5	2009
NS10174K	9	2	2007	9	5	1	6	2008
NS10174K	10	2	2006	9	5	1	6	2008
NS10174K	11	2	2006	-2	4	1	7	2007
NS10175L	1	1	2014	9	8	1	8	2015
NS10175L	2	1	2008	5	8	1	8	2015
NS10175L	3	1	-7	-7	7	1	8	2010
NS10175L	4	1	2008	9	6	1	6	2009
NS10175L	5	6	2008	7	6	1	6	2009
NS10175L	6	2	-6	-1	6	1	6	2009
NS10175L	7	2	2006	-2	4	1	7	2007
NS10176M	1	1	2012	9	8	1	7	2016
NS10176M	2	2	2009	9	8	1	7	2016
NS10176M	3	6	2009	3	8	1	7	2016
NS10176M	4	2	2006	9	8	1	7	2016
NS10176M	5	2	2006	9	5	1	7	2008
NS10176M	6	2	2006	-2	4	1	7	2007
NS10177N	1	2	2015	9	8	1	11	2015
NS10177N	2	1	2008	7	8	1	11	2015
NS10177N	3	1	2007	6	8	1	11	2015
NS10177N	4	2	2001	9	8	1	11	2015
NS10178P	1	2	2006	-2	4	1	7	2007
NS10179Q	1	1	-8	-8	7	1	8	2010
NS10179Q	2	2	-8	-8	7	1	8	2010
NS10179Q	3	2	2009	8	6	1	10	2009
NS10179Q	4	1	2007	7	6	1	10	2009
NS10179Q	5	1	2008	1	5	1	8	2008
NS10179Q	6	1	2007	1	5	1	8	2008
NS10179Q	7	1	2007	7	4	1	7	2007
NS10179Q	8	5	2007	1	4	1	7	2007
NS10179Q	9	2	2006	9	4	1	7	2007
NS10180A	1	2	2008	10	6	1	7	2009
NS10180A	2	2	-5	-1	5	1	7	2008
NS10180A	3	2	2006	-2	4	1	7	2007
NS10181B	1	1	2009	11	8	1	1	2016
NS10181B	2	1	-8	-8	7	1	6	2010
NS10181B	3	2	-8	-8	7	1	6	2010
NS10181B	4	2	-6	-1	6	1	6	2009
NS10181B	5	2	2006	9	5	1	6	2008
NS10181B	6	2	2006	-2	4	1	8	2007
NS10182C	1	5	-8	-8	7	1	7	2010
NS10182C	2	3	-8	-8	7	1	7	2010
NS10182C	3	3	2008	6	6	1	9	2009
NS10182C	4	6	2008	7	5	1	9	2008
NS10182C	5	2	-5	-1	5	1	9	2008
NS10182C	6	2	2006	-2	4	1	7	2007
NS10184E	1	3	2006	-2	4	1	9	2007
NS10186G	1	2	2015	-8	8	1	7	2016
NS10186G	2	2	-7	-7	7	1	6	2010
NS10186G	3	2	2008	9	6	1	7	2009
NS10186G	4	2	-5	-1	5	1	6	2008
NS10186G	5	2	2006	-2	4	1	6	2007
NS10187H	1	2	2008	9	6	1	7	2009
NS10187H	2	1	-5	-1	5	1	7	2008
NS10187H	3	2	2006	-2	4	1	7	2007
NS10188J	1	2	-8	-8	7	1	6	2010
NS10188J	2	6	-8	-8	7	1	6	2010
NS10188J	3	6	-8	-8	6	1	6	2009
NS10188J	4	2	-5	-1	5	1	6	2008
NS10188J	5	2	2006	-2	4	1	7	2007
NS10189K	1	1	2016	8	8	1	8	2016
NS10189K	2	3	2016	6	8	1	8	2016
NS10189K	3	1	2014	8	8	1	8	2016
NS10189K	4	3	2014	6	8	1	8	2016
NS10189K	5	1	2012	5	8	1	8	2016
NS10189K	6	2	2010	9	8	1	8	2016
NS10189K	7	1	-8	-8	7	1	9	2010
NS10189K	8	3	-8	-8	7	1	9	2010
NS10189K	9	3	2009	6	6	1	9	2009
NS10189K	10	2	2008	9	6	1	9	2009
NS10189K	11	2	-6	-1	6	1	9	2009
NS10189K	12	3	2008	5	5	1	7	2008
NS10189K	13	2	2006	9	5	1	7	2008
NS10189K	14	2	2006	-2	4	1	8	2007
NS10190V	1	1	2016	2	8	1	5	2016
NS10190V	2	1	2010	6	8	1	5	2016
NS10190V	3	2	2006	9	8	1	5	2016
NS10190V	4	1	2009	6	6	1	7	2009
NS10190V	5	3	2008	11	6	1	7	2009
NS10190V	6	3	2007	9	6	1	7	2009
NS10190V	7	6	2008	10	5	1	10	2008
NS10190V	8	6	2008	5	5	1	10	2008
NS10190V	9	2	2006	9	5	1	10	2008
NS10190V	10	2	2006	-2	4	1	7	2007
NS10191W	1	1	2015	7	8	1	4	2016
NS10191W	2	2	2009	7	8	1	4	2016
NS10191W	3	2	2001	9	8	1	4	2016
NS10192X	1	1	2006	5	5	1	6	2008
NS10192X	2	1	2007	2	4	1	7	2007
NS10192X	3	2	2006	9	4	1	7	2007
NS10193Y	1	2	-7	-7	7	1	6	2010
NS10193Y	2	2	2008	9	6	1	7	2009
NS10193Y	3	1	2008	3	5	1	7	2008
NS10193Y	4	2	2006	9	5	1	7	2008
NS10193Y	5	2	2006	-2	4	1	6	2007
NS10194Z	1	1	2008	10	8	1	2	2016
NS10194Z	2	1	-8	-8	7	1	9	2010
NS10194Z	3	2	-8	-8	7	1	9	2010
NS10194Z	4	2	2008	9	6	1	6	2009
NS10194Z	5	2	-6	-1	6	1	6	2009
NS10194Z	6	2	2006	9	5	1	7	2008
NS10194Z	7	2	2006	11	4	1	8	2007
NS10194Z	8	5	2006	6	4	1	8	2007
NS10195A	1	2	-7	-7	7	1	6	2010
NS10195A	2	2	2008	9	6	1	7	2009
NS10195A	3	2	-6	-1	6	1	7	2009
NS10195A	4	2	2006	-2	4	1	9	2007
NS10197C	1	2	2010	9	8	1	11	2015
NS10197C	2	1	2007	10	8	1	11	2015
NS10197C	3	1	2007	11	5	1	7	2008
NS10197C	4	2	-5	-1	5	1	7	2008
NS10197C	5	2	2006	-2	4	1	7	2007
NS10198D	1	1	2011	5	8	1	6	2016
NS10198D	2	2	2007	9	8	1	6	2016
NS10198D	3	2	2006	1	8	1	6	2016
NS10199E	1	2	-7	-7	7	1	6	2010
NS10199E	2	2	2008	9	6	1	6	2009
NS10199E	3	3	2008	6	5	1	6	2008
NS10199E	4	2	2006	9	5	1	6	2008
NS10199E	5	2	2006	-2	4	1	7	2007
NS10200W	1	1	2009	8	8	1	2	2016
NS10200W	2	1	-8	-8	7	1	6	2010
NS10200W	3	1	-8	-8	7	1	6	2010
NS10200W	4	1	2009	8	6	1	9	2009
NS10200W	5	1	2009	5	6	1	9	2009
NS10200W	6	1	2008	10	6	1	9	2009
NS10200W	7	2	-6	-1	6	1	9	2009
NS10200W	8	2	2006	9	5	1	6	2008
NS10200W	9	2	2006	-2	4	1	7	2007
NS10201X	1	1	2011	5	8	1	6	2016
NS10201X	2	1	2009	5	8	1	6	2016
NS10201X	3	1	2007	7	6	1	9	2009
NS10201X	4	1	2008	-8	5	1	8	2008
NS10201X	5	3	2007	-51	5	1	8	2008
NS10201X	6	1	2007	7	4	1	7	2007
NS10201X	7	3	2006	6	4	1	7	2007
NS10203Z	1	2	-8	-8	7	1	6	2010
NS10203Z	2	2	-8	-8	7	1	6	2010
NS10203Z	3	2	2007	9	6	1	5	2009
NS10203Z	4	2	2007	9	5	1	6	2008
NS10203Z	5	2	-5	9	5	1	6	2008
NS10203Z	6	2	2006	-2	4	1	7	2007
NS10204A	1	2	-7	-7	7	1	9	2010
NS10204A	2	2	2008	9	6	1	6	2009
NS10204A	3	2	2006	9	5	1	6	2008
NS10204A	4	2	2006	-2	4	1	8	2007
NS10205B	1	1	2013	10	8	1	12	2015
NS10205B	2	1	2006	9	8	1	12	2015
NS10205B	3	2	-7	-7	7	1	8	2010
NS10205B	4	2	2008	9	6	1	6	2009
NS10205B	5	2	2006	9	5	1	6	2008
NS10205B	6	2	2006	-2	4	1	8	2007
NS10206C	1	2	2012	9	8	1	11	2015
NS10206C	2	1	-8	-8	8	1	11	2015
NS10206C	3	1	-8	-8	7	1	9	2010
NS10206C	4	6	-8	-8	7	1	9	2010
NS10206C	5	1	-8	-8	7	1	9	2010
NS10206C	6	2	-8	-8	7	1	9	2010
NS10206C	7	2	2007	9	6	1	6	2009
NS10206C	8	2	2007	9	5	1	6	2008
NS10206C	9	2	2006	-2	4	1	9	2007
NS10207D	1	1	-7	-7	7	1	7	2010
NS10207D	2	1	2007	7	6	1	9	2009
NS10207D	3	1	2006	-8	5	1	7	2008
NS10207D	4	1	2007	2	4	1	7	2007
NS10207D	5	2	2006	9	4	1	7	2007
NS10209F	1	2	-7	-7	7	1	6	2010
NS10209F	2	2	2008	10	6	1	6	2009
NS10209F	3	6	2006	9	5	1	6	2008
NS10209F	4	2	2006	-2	4	1	7	2007
NS10210Q	1	2	2006	-2	4	1	7	2007
NS10211R	1	2	-8	-8	7	1	7	2010
NS10211R	2	1	-8	-8	7	1	7	2010
NS10211R	3	1	2007	10	6	1	6	2009
NS10211R	4	2	2006	9	5	1	6	2008
NS10211R	5	2	2006	-2	4	1	8	2007
NS10212S	1	2	-7	-7	7	1	7	2010
NS10212S	2	2	2008	9	6	1	6	2009
NS10212S	3	2	2007	9	5	1	7	2008
NS10212S	4	2	2006	-2	4	1	9	2007
NS10213T	1	1	2012	8	8	1	1	2016
NS10213T	2	2	2008	9	8	1	1	2016
NS10213T	3	2	-7	-7	7	1	6	2010
NS10213T	4	2	2008	9	6	1	7	2009
NS10213T	5	2	-5	-1	5	1	6	2008
NS10213T	6	2	2006	-2	4	1	6	2007
NS10214V	1	1	2007	4	5	1	7	2008
NS10214V	2	1	2007	4	4	1	7	2007
NS10214V	3	2	2006	3	4	1	7	2007
NS10215W	1	1	2015	4	8	1	8	2016
NS10215W	2	4	2014	10	8	1	8	2016
NS10215W	3	1	2012	4	8	1	8	2016
NS10215W	4	2	2008	9	8	1	8	2016
NS10215W	5	2	1995	10	8	1	8	2016
NS10216X	1	1	2009	3	8	1	11	2015
NS10216X	2	1	-7	-7	7	1	5	2010
NS10216X	3	1	2009	3	6	1	5	2009
NS10216X	4	2	2008	-61	6	1	5	2009
NS10216X	5	2	2006	9	5	1	7	2008
NS10216X	6	2	2006	-2	4	1	6	2007
NS10217Y	1	1	2014	11	8	1	1	2016
NS10217Y	2	1	2013	8	8	1	1	2016
NS10217Y	3	2	2010	9	8	1	1	2016
NS10217Y	4	2	2007	9	8	1	1	2016
NS10217Y	5	2	-8	-8	7	1	6	2010
NS10217Y	6	2	-8	-8	7	1	6	2010
NS10217Y	7	2	-6	-1	6	1	9	2009
NS10217Y	8	2	2006	9	5	1	7	2008
NS10217Y	9	2	2006	-2	4	1	-8	2007
NS10218Z	1	1	2016	2	8	1	3	2016
NS10218Z	2	1	2013	2	8	1	3	2016
NS10218Z	3	2	2008	9	8	1	3	2016
NS10218Z	4	2	-7	-7	7	1	6	2010
NS10218Z	5	2	2008	9	6	1	7	2009
NS10218Z	6	2	-5	-1	5	1	7	2008
NS10218Z	7	2	2006	-2	4	1	6	2007
NS10219A	1	1	2012	7	8	1	1	2016
NS10219A	2	2	2010	9	8	1	1	2016
NS10219A	3	2	-7	-7	7	1	9	2010
NS10219A	4	2	2008	9	6	1	6	2009
NS10219A	5	2	-5	-1	5	1	6	2008
NS10219A	6	2	2006	-2	4	1	7	2007
NS10220K	1	3	2008	8	5	1	8	2008
NS10220K	2	1	2006	7	5	1	8	2008
NS10220K	3	5	2006	-2	4	1	9	2007
NS10221L	1	2	2006	-2	4	1	10	2007
NS10222M	1	1	2012	2	8	1	5	2016
NS10222M	2	1	2011	11	8	1	5	2016
NS10222M	3	1	2007	10	8	1	5	2016
NS10222M	4	1	-7	-7	7	1	6	2010
NS10222M	5	1	2008	10	6	1	9	2009
NS10222M	6	1	2007	12	6	1	9	2009
NS10222M	7	1	2007	12	5	1	7	2008
NS10222M	8	2	2006	9	5	1	7	2008
NS10222M	9	4	2007	3	4	1	8	2007
NS10222M	10	2	2006	9	4	1	8	2007
NS10224P	1	3	-8	-8	7	1	7	2010
NS10224P	2	1	-8	-8	7	1	7	2010
NS10224P	3	5	-8	-8	7	1	7	2010
NS10224P	4	5	2007	9	6	1	7	2009
NS10224P	5	5	2007	9	5	1	6	2008
NS10224P	6	1	2007	5	5	1	6	2008
NS10224P	7	1	2007	5	4	1	7	2007
NS10224P	8	2	2006	9	4	1	7	2007
NS10225Q	1	1	2014	1	8	1	2	2016
NS10225Q	2	6	2013	6	8	1	2	2016
NS10225Q	3	6	2013	6	8	1	2	2016
NS10225Q	4	2	2012	9	8	1	2	2016
NS10225Q	5	1	2011	10	8	1	2	2016
NS10225Q	6	2	2009	9	8	1	2	2016
NS10225Q	7	2	-8	-8	7	1	8	2010
NS10225Q	8	6	-8	-8	7	1	8	2010
NS10225Q	9	6	2007	9	6	1	6	2009
NS10225Q	10	2	2006	9	5	1	6	2008
NS10225Q	11	2	2006	-2	4	1	6	2007
NS10226R	1	1	-7	-7	7	1	6	2010
NS10226R	2	1	2008	11	6	1	10	2009
NS10226R	3	2	-6	-1	6	1	10	2009
NS10226R	4	2	2007	9	5	1	6	2008
NS10226R	5	2	2007	9	4	1	9	2007
NS10226R	6	1	2007	1	4	1	9	2007
NS10226R	7	2	2006	9	4	1	9	2007
NS10227S	1	1	2012	3	8	1	2	2016
NS10227S	2	1	2012	1	8	1	2	2016
NS10227S	3	1	2010	10	8	1	2	2016
NS10227S	4	1	2009	2	8	1	2	2016
NS10227S	5	1	-7	-7	7	1	5	2010
NS10227S	6	1	-8	-8	6	1	7	2009
NS10227S	7	2	2006	9	5	1	6	2008
NS10227S	8	2	2006	-2	4	1	8	2007
NS10229V	1	3	-8	-8	7	1	6	2010
NS10229V	2	2	-8	-8	7	1	6	2010
NS10229V	3	1	-8	-8	7	1	6	2010
NS10229V	4	3	-8	-8	7	1	6	2010
NS10229V	5	3	2009	5	6	1	6	2009
NS10229V	6	1	2009	2	6	1	6	2009
NS10229V	7	1	2007	2	6	1	6	2009
NS10229V	8	3	2007	3	5	1	7	2008
NS10229V	9	3	2007	2	4	1	8	2007
NS10229V	10	2	2006	-2	4	1	8	2007
NS10231F	1	1	2008	7	8	1	11	2015
NS10231F	2	1	-7	-7	7	1	5	2010
NS10231F	3	1	2008	7	6	1	5	2009
NS10231F	4	2	-6	-1	6	1	5	2009
NS10231F	5	2	2006	9	5	1	6	2008
NS10231F	6	2	2006	-2	4	1	7	2007
NS10232G	1	1	2012	5	8	1	5	2016
NS10232G	2	2	2008	9	8	1	5	2016
NS10232G	3	2	2006	9	8	1	5	2016
NS10234J	1	2	2006	-2	4	1	7	2007
NS10238N	1	1	-7	-7	7	1	6	2010
NS10238N	2	1	2007	9	6	1	9	2009
NS10238N	3	1	2007	9	5	1	8	2008
NS10238N	4	2	2007	1	5	1	8	2008
NS10238N	5	1	2007	3	4	1	6	2007
NS10238N	6	5	2006	9	4	1	6	2007
NS10239P	1	1	2012	6	8	1	9	2015
NS10239P	2	3	2012	1	8	1	9	2015
NS10239P	3	5	2008	8	8	1	9	2015
NS10239P	4	5	-7	-7	7	1	6	2010
NS10239P	5	5	2008	7	6	1	6	2009
NS10239P	6	5	2008	7	5	1	9	2008
NS10239P	7	1	2006	9	5	1	9	2008
NS10239P	8	2	2006	-2	4	1	9	2007
NS10240Z	1	1	-8	-8	7	1	8	2010
NS10240Z	2	3	-8	-8	7	1	8	2010
NS10240Z	3	3	2008	6	6	1	6	2009
NS10240Z	4	2	2007	9	5	1	6	2008
NS10240Z	5	2	2006	9	5	1	6	2008
NS10240Z	6	2	2006	-2	4	1	7	2007
NS10241A	1	2	-7	-7	7	1	7	2010
NS10241A	2	2	2008	9	6	1	5	2009
NS10241A	3	2	2006	9	5	1	7	2008
NS10241A	4	2	2006	-2	4	1	6	2007
NS10245E	1	1	2015	4	8	1	1	2016
NS10245E	2	2	2009	9	8	1	1	2016
NS10245E	3	2	-7	-7	7	1	7	2010
NS10245E	4	2	2009	8	6	1	9	2009
NS10245E	5	2	-6	-1	6	1	9	2009
NS10245E	6	2	2006	-2	4	1	7	2007
NS10246F	1	1	2015	9	8	1	1	2016
NS10246F	2	2	2012	9	8	1	1	2016
NS10246F	3	1	2010	9	8	1	1	2016
NS10246F	4	2	2001	9	8	1	1	2016
NS10246F	5	2	-8	-8	7	1	6	2010
NS10246F	6	1	-8	-8	7	1	6	2010
NS10246F	7	1	-6	-1	6	1	5	2009
