NSID	W1mainres	W1secores	W1histres	W2mainres	W2secores	W2histres	W1motherID	W1fatherID	W2motherID	W2fatherID	W1sampborHS	W1sampbo2HS	W2sampborHS	W2sampbo2HS	W1nurschHS	W1numsch	W1inyrmov	W2numsch	W2inyrmov	W1curparyHS	W1eversepHS	W1expart2HS	W1expart1HS	W1livesepHS	W2curparyHS	W2eversepHS	W2expart2HS	W2expart1HS	W2livesepHS	W1everspf	W1WhenSpf	W1yearsspf	W1Partners	W2everspf	W2WhenSpf	W2yearsspf	W2Partners	SpfBth	mbirthag	birthwb	BirthWa1	BirthWa2	bwtkg	birthw2	birthw3	wksearly	wtcheck	Femps5	Memps5	MRetwrk	MRetptft	W1duruntotMP	W1duruntot5MP	W1duruntot10MP	W1duruntotSP	W1duruntot5SP	W1duruntot10SP	W1duruntotmum	W1duruntot5mum	W1duruntot10mum	W1duruntotdad	W1duruntot5dad	W1duruntot10dad	W2duruntotMP	W2duruntot5MP	W2duruntot10MP	W2duruntotSP	W2duruntot5SP	W2duruntot10SP	W2duruntotmum	W2duruntot5mum	W2duruntot10mum	W2duruntotdad	W2duruntot5dad	W2duruntot10dad
NS15349P	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	3	0	3	0	16	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	7	14	3.57	3	1	0	0	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS15795R	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	8	0	3.63	3	2	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS21312A	3	2	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	3	1	3	1	16	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	7	2	3.23	1	-91	0	0	1	10	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS13492Q	3	2	3	2	3	3	3	2	3	2	2	1	-91	-91	2	2	0	2	0	14	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	-91	-91	-91	3	1	0	-91	12	10	-91	0	0	0	0	37	37	37	0	0	0	37	37	37	37	37	37	0	0	0	0	0	0	37	37	37
NS13117H	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	21	2	2	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	7	8	3.4	3	1	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS14574B	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	2	3	1	3	1	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	2	-91	7	9	3.43	1	-91	0	0	-98	9	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS18897H	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	1	3	1	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	5	-91	8	0	3.63	3	1	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS15046E	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	1	2	0	2	0	-91	-91	-91	1	2	-992	-992	-992	-992	-992	1	9	4	0	-992	-992	-992	-992	0	4	-91	7	0	3.18	1	-91	0	0	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS24110F	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	6	12	3.06	-1	-91	0	0	1	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS10369A	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	6	12	3.06	3	1	0	0	1	10	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS25228G	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	-91	2	-91	2	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	4	-91	7	8	3.4	2	2	2	0	1	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS21737D	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	8	0	3.63	1	-91	0	0	1	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS10259D	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	16	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	5	9	2.52	2	1	1	0	1	10	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS24921T	3	2	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	3	0	3	0	20	1	2	-91	2	-91	2	-91	-91	2	1	-91	0	-91	1	-91	0	-91	0	5	-91	8	11	3.94	1	-91	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS20815T	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	3	2	1	-91	2	-91	2	-91	-91	2	1	9	2	1	1	9	2	1	0	3	-91	6	6	2.89	2	1	1	0	-98	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS23437N	2	3	3	-992	-992	-992	3	2	-992	-992	1	-91	-992	-992	1	5	3	5	3	16	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	2	-91	7	0	3.18	1	-91	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS23453Y	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	1	3	0	3	0	-91	-91	-91	-91	2	-992	-992	-992	-992	-992	-93	-93	-93	-93	-992	-992	-992	-992	-93	1	-91	9	8	4.31	1	-91	0	0	2	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS17756F	-999	-98	-999	2	-98	2	-999	-999	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	8	6	0	1	8	7	0	0	-91	-91	-91	-91	-91	-91	-91	0	-91	-98	6	0	2	0	0	0	-98	-98	-98	-999	-999	-999	-999	-999	-999	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS24562P	6	2	2	2	6	2	2	6	2	6	1	-91	-91	-91	2	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	8	0	3.63	3	1	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
NS16674V	3	2	2	3	2	2	2	3	2	3	1	-91	-91	-91	2	2	0	2	0	-91	-91	-91	-91	2	-91	-997	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	2	-91	8	-91	3.63	1	-91	0	0	1	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	-99	-99	-99	-99	-99	0	0	0
NS12038A	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	4	1	4	1	15	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	9	5	4.22	3	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS16989B	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	2	2	0	2	0	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	4	-91	7	13	3.54	1	-91	0	0	-98	10	5	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS13413K	5	3	5	3	-98	3	3	5	3	5	2	1	-91	-91	1	4	1	4	1	-91	-91	-91	1	1	-91	-91	-91	-91	2	-94	3	-94	0	1	3	11	0	0	-91	-91	-91	-91	-91	-91	-91	0	-91	3	-98	-98	-98	-94	-94	-94	-99	-99	-99	-99	-99	-99	-94	-94	-94	0	0	0	-98	-98	-98	0	0	0	-94	-94	-94
NS24937V	2	-98	2	-992	-992	-992	-98	2	-992	-992	1	-91	-992	-992	1	3	0	3	0	-91	-91	-91	2	2	-992	-992	-992	-992	-992	1	0	13	0	-992	-992	-992	-992	1	-91	-91	-91	-91	-91	-91	-91	0	-91	3	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS17038D	3	-98	3	-992	-992	-992	3	-98	-992	-992	2	1	-992	-992	2	2	0	2	0	-91	-91	-91	-91	2	-992	-992	-992	-992	-992	-93	-93	-93	-93	-992	-992	-992	-992	-93	5	-91	-91	-91	-91	1	-91	0	-91	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS12135Z	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	4	0	4	0	-91	-91	-91	1	1	-91	-91	-91	2	2	-94	0	-94	1	1	0	7	1	1	3	-91	8	4	3.74	3	2	0	0	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS22086F	2	-98	2	2	4	2	2	-98	2	-98	1	-91	-91	-91	1	3	1	3	1	-91	-91	-91	1	2	1	2	2	-91	2	1	11	2	0	1	11	4	0	0	4	-91	7	5	3.32	3	2	0	0	-98	10	5	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-94	-94	-94	0	0	0	-98	-98	-98
NS12996K	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	2	3	0	3	0	-91	-91	-91	1	2	-992	-992	-992	-992	-992	1	7	7	0	-992	-992	-992	-992	0	2	-91	8	6	3.8	3	2	0	0	-98	1	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS18712T	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	5	11	2.58	3	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
NS18335C	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	1	2	-91	-91	-91	2	2	-94	10	-94	0	1	10	4	0	0	2	-91	7	0	3.18	2	2	2	0	-98	2	0	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS11205X	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	7	1	3.2	1	-91	0	0	1	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS25665Q	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	1	3	1	-91	-91	-91	1	2	-91	-91	-91	2	2	-94	0	-94	1	-94	0	-94	1	1	1	-91	7	8	3.4	1	-91	0	0	-98	8	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS20720F	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	6	2	2.78	1	-91	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS19058J	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	5	1	5	1	8	2	1	-91	2	-91	2	-91	-91	2	1	0	4	2	1	0	4	2	1	1	-91	8	6	3.8	3	2	0	0	-98	10	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS22518G	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	13	2	2	-91	2	-91	2	-91	-91	2	1	0	3	1	1	0	3	1	1	1	-91	6	14	3.12	1	-91	0	0	-98	10	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS12281V	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	6	10	3.01	2	2	2	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS10980S	2	3	3	2	3	3	3	2	3	2	-995	-995	-99	-99	-995	2	0	2	0	-995	-995	-995	-995	-995	-99	-99	-99	-99	-99	-94	-94	-94	-94	-99	-99	-99	-99	-94	4	-94	-94	-94	-94	-94	-94	-94	-94	1	-1	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	-99	-99	-99	-99	-99	0	0	0
NS10854L	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	5	1	5	1	-91	-91	-91	1	2	-91	-91	-91	2	2	1	0	7	1	1	0	8	1	1	2	-91	6	12	3.06	1	-91	0	0	-98	10	9	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS11086A	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	4	12	2.15	1	-91	0	0	1	1	-94	-94	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94	0	0	0	-94	60	-94	0	0	0	-94	60	-94
NS24995K	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	4	1	4	1	15	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	1	-91	7	3	3.26	1	-91	0	0	1	10	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS17398C	2	-98	2	2	-98	2	-98	2	-98	2	1	-91	-91	-91	1	3	1	3	1	-91	-91	-91	2	1	-91	-91	-91	2	1	1	0	14	0	1	0	14	0	1	-91	-91	-91	-91	-91	-91	-91	0	-91	1	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0
NS11746M	2	-98	2	2	3	2	2	-98	2	3	1	-91	-91	-91	1	3	1	3	1	-91	-91	-91	1	2	11	2	2	-91	2	-94	-91	-94	1	-94	-91	-94	1	0	5	-91	6	13	3.09	1	-91	0	0	-98	1	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94
NS22419F	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	8	1	3.66	3	1	0	0	1	2	0	2	19	19	19	0	0	0	0	0	0	19	19	19	19	19	19	0	0	0	0	0	0	19	19	19
NS21523A	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	3	-91	8	14	4.03	1	-91	0	0	-98	10	15	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS10628C	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	18	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	7	6	3.35	1	-91	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS14508T	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	7	8	3.4	2	3	3	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS21634Y	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	2	3	0	3	0	-91	-91	-91	-91	2	-992	-992	-992	-992	-992	-93	-93	-93	-93	-992	-992	-992	-992	-93	5	-91	-91	-91	-91	2	1	1	-91	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS19276A	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	5	5	2.41	1	-91	0	0	1	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS22971A	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	6	11	3.03	1	-91	0	0	-98	2	3	2	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
NS17684K	2	-98	2	2	-98	2	-98	2	-98	2	1	-91	-91	-91	1	4	0	4	0	-91	-91	-91	-997	1	-91	-91	-91	1	1	-94	-94	-94	-94	1	10	4	0	-94	-91	-91	-91	-91	-91	-91	-91	0	-91	1	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0
NS14997C	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	5	-91	6	4	2.83	3	2	0	0	9	10	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS10774Y	2	4	2	4	2	2	2	4	2	4	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	-91	2	-91	2	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	4	-91	7	4	3.29	3	1	0	0	5	10	-91	0	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	-94	60	120	0	0	0	0	0	0	-94	60	120
NS16491B	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	1	2	0	2	0	18	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	2	-91	6	11	3.03	1	-91	0	0	-98	2	0	2	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS13397T	3	2	3	3	2	3	2	3	2	3	1	-91	-91	-91	1	4	1	4	1	20	2	2	-91	2	-91	-91	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	-91	-91	-91	-91	-91	-91	-91	0	-91	1	-98	-98	-98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS17830M	3	2	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	4	2	4	2	14	2	2	-91	2	-91	2	-91	-91	2	-94	0	-94	1	-94	0	-94	1	1	5	-91	6	7	2.92	2	2	2	0	-98	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS21987F	2	-98	2	-992	-992	-992	2	-98	-992	-992	2	1	-992	-992	1	2	1	2	1	-91	-91	-91	-91	2	-992	-992	-992	-992	-992	-93	-93	-93	-93	-992	-992	-992	-992	-93	4	-91	7	-1	3.18	1	-91	0	0	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS17515X	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	2	2	0	2	0	20	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	4	-91	6	8	2.95	1	-91	0	0	1	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS15143D	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	7	6	3.35	1	-91	0	0	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS10020F	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	5	-91	8	2	3.69	1	-91	0	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS17490W	2	3	2	3	2	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	-92	2	-92	-91	-92	-91	2	-91	-91	2	-94	-94	-94	-94	-94	-94	-94	-94	-94	1	-91	8	0	3.63	1	-91	0	0	-98	-91	-94	-94	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	-94	-94	-94	0	0	0	0	0	0	-94	-94	-94
NS20336Y	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	1	2	-91	-91	-91	2	2	-94	0	-94	1	1	0	5	1	1	3	-91	7	6	3.35	1	-91	0	0	-98	2	4	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS11236G	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	2	3	2	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	6	10	3.01	1	-91	0	0	-94	-94	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS15854P	2	3	2	3	2	2	2	3	2	3	1	-91	-99	-99	1	5	0	6	1	18	2	2	-91	2	-99	-99	-99	-99	-99	0	-91	0	-91	-99	-99	-99	-99	0	2	-91	6	13	3.09	2	2	2	0	1	9	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	-99	-99	-99	-99	-99	0	0	0
NS11318X	3	2	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	17	2	2	-91	2	-91	1	2	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	7	10	3.46	2	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS21836E	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	2	-91	8	8	3.86	3	2	0	0	-98	2	0	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS16187G	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	4	-91	7	15	3.6	2	3	3	0	-98	10	15	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS12641A	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	17	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	9	4	4.2	1	-91	0	0	1	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS12823S	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	13	0	0	1	13	1	0	0	3	-91	8	6	3.8	1	-91	0	0	-98	4	2	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS14246N	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	3	3	3	3	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	9	6	4.25	3	2	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS22922D	2	3	2	-992	-992	-992	2	3	-992	-992	2	1	-992	-992	1	4	4	4	4	-91	-91	-91	-91	1	-992	-992	-992	-992	-992	-93	-93	-93	-93	-992	-992	-992	-992	-93	-91	-91	-91	-91	-91	-91	-91	0	-91	-98	-98	-98	-98	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS21686Y	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	2	3	1	3	1	-91	-91	-91	1	2	-91	-91	-91	2	2	-94	8	-94	0	1	8	7	0	0	2	-91	7	12	3.52	1	-91	0	0	-98	2	0	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS10649S	2	-98	2	2	7	2	2	-98	2	7	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	1	2	2	2	2	-91	2	1	0	13	1	1	0	14	1	1	2	-91	7	8	3.4	1	-91	0	0	-98	10	12	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94
NS11579V	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	1	3	1	-91	-91	-91	1	2	-91	-91	-91	2	2	1	10	3	0	1	10	4	0	0	2	-91	6	1	2.75	2	6	6	0	-98	10	13	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
