NSID	W1mainres	W1secores	W1histres	W2mainres	W2secores	W2histres	W1motherID	W1fatherID	W2motherID	W2fatherID	W1sampborHS	W1sampbo2HS	W2sampborHS	W2sampbo2HS	W1nurschHS	W1numsch	W1inyrmov	W2numsch	W2inyrmov	W1curparyHS	W1eversepHS	W1expart2HS	W1expart1HS	W1livesepHS	W2curparyHS	W2eversepHS	W2expart2HS	W2expart1HS	W2livesepHS	W1everspf	W1WhenSpf	W1yearsspf	W1Partners	W2everspf	W2WhenSpf	W2yearsspf	W2Partners	SpfBth	mbirthag	birthwb	BirthWa1	BirthWa2	bwtkg	birthw2	birthw3	wksearly	wtcheck	Femps5	Memps5	MRetwrk	MRetptft	W1duruntotMP	W1duruntot5MP	W1duruntot10MP	W1duruntotSP	W1duruntot5SP	W1duruntot10SP	W1duruntotmum	W1duruntot5mum	W1duruntot10mum	W1duruntotdad	W1duruntot5dad	W1duruntot10dad	W2duruntotMP	W2duruntot5MP	W2duruntot10MP	W2duruntotSP	W2duruntot5SP	W2duruntot10SP	W2duruntotmum	W2duruntot5mum	W2duruntot10mum	W2duruntotdad	W2duruntot5dad	W2duruntot10dad
NS11032Y	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	6	5	2.86	2	3	3	0	-98	10	5	2	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94
NS13668S	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	9	1	4.11	3	2	0	0	1	9	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS25716W	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	2	4	0	5	0	-91	-91	-91	1	2	-91	-91	-91	2	2	-94	-94	-94	-94	-94	-94	-94	-94	-94	2	-91	6	2	2.78	1	-91	0	0	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS25695Z	2	3	2	3	2	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	8	9	3.88	3	1	0	0	3	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS24417V	2	3	3	3	2	3	3	2	3	2	1	-91	-91	-91	2	3	1	3	1	16	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	1	-91	8	4	3.74	1	-91	0	0	1	5	7	2	0	0	0	105	16	54	105	16	54	0	0	0	105	16	41	0	0	0	105	16	41	0	0	0
NS21701N	2	-98	2	2	-98	2	-98	2	-98	2	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	1	2	2	-92	-92	-91	2	-94	0	-94	1	1	0	11	1	1	-91	-91	-91	-91	-91	-91	-91	0	-91	1	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0
NS22900M	2	3	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	3	0	3	0	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	-91	-91	-91	1	-91	0	-91	1	-94	-94	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS22212T	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	4	2	4	2	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	7	8	3.4	3	1	0	0	-98	2	3	2	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
NS25586D	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	13	0	0	1	13	1	0	0	3	-91	7	0	3.18	2	2	2	0	-98	2	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS21913P	2	3	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	4	0	4	0	-92	2	2	-91	2	-91	2	-91	-91	2	-94	-94	-94	-94	-94	-94	-94	-94	-94	2	-91	-91	-91	-91	1	-91	0	-91	1	10	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS24683G	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	-91	-91	-91	3	2	0	-91	1	10	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS15711F	2	3	2	2	-98	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	15	2	2	-91	2	-91	-91	-91	2	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	8	9	3.88	3	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-98	-98	-98	0	0	0	-94	-94	-94
NS10109D	5	4	5	4	5	5	5	4	5	4	1	-91	-91	-91	1	3	1	3	1	20	1	2	-91	2	-91	2	-91	-91	2	1	-91	0	-91	1	-91	0	-91	0	3	-91	7	0	3.18	1	-91	0	0	1	10	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS23186D	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	0	8	1	1	0	9	1	1	4	-91	5	9	2.52	2	3	3	0	-98	2	0	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS24493X	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	4	0	4	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	7	8	3.4	3	1	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
NS21369F	3	2	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	3	2	3	2	20	2	2	-91	1	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	6	4	2.83	1	-91	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS13273Y	2	3	2	2	-98	2	2	3	2	3	-99	-99	1	-91	-99	2	0	2	0	-99	-99	-99	-99	-99	-91	-91	-91	2	2	-99	-99	-99	-99	1	0	15	0	-99	2	-94	7	12	3.52	1	-94	0	0	-98	-94	-94	-94	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	-98	-98	-98	0	0	0	-94	-94	-94
NS12833M	2	3	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	6	4	2.83	1	-91	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS24835Q	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	1	2	0	2	0	-91	-91	-91	-91	2	-992	-992	-992	-992	-992	-93	-93	-93	-93	-992	-992	-992	-992	-93	2	-91	5	12	2.61	3	1	0	0	-98	10	12	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS15139Q	6	5	6	5	6	6	6	5	6	5	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	7	7	3.37	3	1	0	0	1	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS19490M	3	2	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	10	-91	4.54	3	2	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS24241S	2	3	2	3	2	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	17	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	8	15	4.05	1	-91	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS14179Y	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	5	-91	7	10	3.46	1	-91	0	0	-98	3	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS23312R	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	18	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	5	13	2.64	1	-91	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS13336A	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	4	2	4	2	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	5	-91	9	0	4.08	3	1	0	0	1	10	5	2	7	7	7	0	0	0	7	7	7	0	0	0	7	7	7	0	0	0	7	7	7	0	0	0
NS11514X	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	2	3	2	13	2	2	-91	2	-91	2	-91	-91	2	1	0	2	1	1	0	2	1	1	2	-91	6	2	2.78	2	1	1	0	-98	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS19910R	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	-91	2	-91	-997	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	4	-91	-1	-1	-1	1	-91	0	-91	5	10	-91	0	91	0	35	0	0	0	0	0	0	91	0	35	91	0	23	0	0	0	0	0	0	91	0	23
NS21028V	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	2	2	0	2	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	0	13	0	1	0	14	0	0	5	-91	6	13	3.09	1	-91	0	0	-98	2	0	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS24687L	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	1	2	1	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	3	-91	8	15	4.05	1	-91	0	0	-98	10	8	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS11339M	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	1	2	-91	-91	-91	2	2	-94	0	-94	1	1	0	6	1	1	2	-91	9	9	4.34	3	1	0	0	-98	10	9	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS18824S	3	4	3	3	4	3	3	4	3	4	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	6	8	2.95	3	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS22550B	2	3	3	3	-98	3	3	2	3	2	1	-91	-91	-91	1	3	2	4	3	20	2	2	-91	2	-91	-91	-91	1	2	0	-91	0	-91	1	14	0	0	0	4	-91	7	5	3.32	1	-91	0	0	3	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-98	-98	-98	0	0	0	-94	-94	-94
NS20982E	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	15	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	7	3	3.26	2	2	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS14487X	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	5	1	5	1	-91	-91	-91	-92	2	-91	-91	-91	2	2	-94	-94	-94	-94	1	0	15	0	-94	2	-91	6	0	2.72	1	-91	0	0	-98	10	10	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS15502H	3	2	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	-91	2	-91	2	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	5	-91	-91	-91	-91	1	-91	0	-91	-94	-94	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS11025G	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	5	7	2.47	1	-91	0	0	1	10	-91	0	0	0	0	21	21	21	0	0	0	21	21	21	0	0	0	21	21	21	0	0	0	21	21	21
NS20353J	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	17	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	7	11	3.49	1	-91	0	0	3	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS19471Z	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	12	2	0	1	12	3	0	0	4	-91	6	7	2.92	2	5	5	0	-98	1	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS12980J	2	-98	2	2	-98	2	-98	2	-98	2	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	1	2	-91	-91	-91	1	2	1	0	12	1	1	0	-94	2	1	-91	-91	-91	-91	-91	-91	-91	0	-91	1	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0
NS15258F	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	7	8	3.4	3	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
NS20672D	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	2	0	2	0	18	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	7	0	3.18	1	-91	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS11828C	2	-98	2	2	-98	2	2	-98	2	4	1	-91	-91	-91	1	3	0	3	0	5	2	2	-91	2	5	2	2	-91	2	-94	0	-94	1	-94	0	-94	1	1	4	-91	4	10	2.1	2	7	7	0	-98	10	9	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-94	-94	-94
NS23867F	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	1	2	-91	2	-91	2	-91	-91	2	1	-91	5	-91	1	-91	5	-91	0	5	-91	7	8	3.4	1	-91	0	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS10524W	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	3	1	3	1	19	2	2	-91	2	20	2	2	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	3.46	-91	-91	3.46	2	1	1	0	3	10	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
NS10344F	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	6	6	2.89	2	2	2	0	1	10	7	2	5	0	5	0	0	0	0	0	0	5	0	5	5	0	5	0	0	0	0	0	0	5	0	5
NS20651N	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	2	2	1	-91	2	-91	2	-91	-91	2	1	0	13	2	1	0	13	2	1	2	-91	8	2	3.69	3	2	0	0	-98	10	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS16851G	2	3	2	2	3	2	2	3	2	3	2	2	-91	-91	1	4	0	4	0	16	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	7	8	3.4	1	-91	0	0	1	10	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS25894C	2	3	2	-992	-992	-992	2	3	-992	-992	2	1	-992	-992	1	2	2	2	2	5	-92	-92	-91	2	-992	-992	-992	-992	-992	1	0	10	1	-992	-992	-992	-992	1	3	-91	6	2	2.78	1	-91	0	0	-98	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS12454T	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	4	0	4	0	18	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	9	0	4.08	3	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS21510C	2	3	3	3	2	3	3	2	3	2	1	-91	-99	-99	1	2	0	2	0	-91	-91	-91	-91	2	-99	-99	-99	-99	-99	-93	-93	-93	-93	-99	-99	-99	-99	-93	2	-91	6	7	2.92	3	1	0	0	1	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
NS25804B	2	3	3	3	2	3	3	2	3	2	2	1	-91	-91	2	2	0	2	0	-91	-91	-91	-91	2	-91	-997	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	4	-91	-91	-91	-91	1	-91	0	-91	-94	10	-91	0	-94	60	-94	0	0	0	0	0	0	-94	60	-94	0	0	0	-94	60	-94	0	0	0	-94	60	-94
NS15535V	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	4	11	2.13	2	2	2	0	-94	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS17548J	2	7	6	2	-98	2	6	7	6	7	1	-91	-995	-995	1	2	0	2	0	-1	2	2	-91	2	-995	-995	-995	-995	-995	-94	-94	-94	-94	-94	-94	-94	-94	-94	5	-91	-91	-91	-91	1	-91	0	-91	-94	-98	-98	-98	-94	-94	-94	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94	-98	-98	-98	-94	-94	-94	-94	-94	-94
NS14659V	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	2	1	2	1	-91	-91	-91	-91	2	-91	2	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	5	-91	7	9	3.43	2	1	1	0	1	2	0	2	16	0	16	0	0	0	0	0	0	16	0	16	16	0	16	0	0	0	0	0	0	16	0	16
NS20771E	2	3	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	5	-91	7	3	3.26	2	1	1	0	3	10	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS21332P	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	1	2	0	2	0	18	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	2	-91	8	1	3.66	3	3	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS19004G	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	16	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	5	-91	6	3	2.81	2	3	3	0	3	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS25455R	2	3	3	2	3	3	3	2	3	2	2	1	-91	-91	1	3	1	3	1	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	3.5	-91	-91	3.5	1	-91	0	0	1	10	-91	0	-94	60	-94	0	0	0	0	0	0	-94	60	-94	-94	60	-94	0	0	0	0	0	0	-94	60	-94
NS14383Q	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	1	2	-91	-91	-91	2	2	-94	12	-94	0	1	12	3	0	0	2	-91	5	2	2.32	2	8	8	0	-98	1	3	1	5	5	5	-98	-98	-98	5	5	5	-98	-98	-98	5	5	5	-98	-98	-98	5	5	5	-98	-98	-98
NS16731Q	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	16	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	6	0	2.72	1	-91	0	0	-94	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS14191D	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	2	4	0	4	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	6	7	0	1	6	8	0	0	3	-91	7	12	3.52	1	-91	0	0	-98	10	13	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS12693A	2	3	3	2	3	3	3	2	3	2	2	1	-91	-91	1	2	0	2	0	16	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	5	3	-91	-91	3	2	2	2	0	1	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS24802D	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	2	2	0	2	0	-91	-91	-91	2	2	-91	-91	-91	-92	2	1	0	14	0	-94	-94	-94	-94	1	2	-91	6	13	3.09	3	2	0	0	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS20131N	2	-98	2	2	-98	2	2	-98	2	-98	2	1	-91	-91	2	3	0	3	0	-91	-91	-91	-91	2	-91	-91	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	3	2	-91	-91	2	1	-91	0	0	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS18241Q	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	6	1	2.75	1	-91	0	0	6	10	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS10288L	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	13	1	0	1	13	2	0	0	3	-91	9	1	4.11	1	-91	0	0	-98	2	0	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS26071N	2	-98	2	2	-98	2	-98	2	-98	2	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	-91	2	-91	-91	-91	2	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	-91	-91	-91	-91	-91	-91	-91	0	-91	10	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0
NS24791B	2	4	2	2	4	2	2	4	2	4	1	-91	-91	-91	1	3	1	3	1	2	2	2	-91	2	-91	2	-91	-91	2	1	0	13	1	1	0	13	1	1	2	-91	6	1	2.75	1	-91	0	0	-98	10	0	1	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
NS23381C	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	2	4	0	4	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	6	8	0	1	6	9	0	0	3	-91	10	0	4.54	3	1	0	0	-98	2	0	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS24602Z	2	-98	2	2	-98	2	2	-98	2	-98	2	1	-91	-91	2	2	0	2	0	-91	-91	-91	1	2	-91	-91	-91	2	2	-94	0	-94	1	1	0	11	1	1	1	-91	7	-91	3.18	-1	-91	0	0	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS17270C	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	6	13	3.09	1	-91	0	0	3	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS16795M	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	2	0	2	0	18	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	8	8	3.86	3	1	0	0	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS22244E	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	5	1	5	1	-91	-91	-91	1	2	-91	-91	-91	2	2	-94	0	-94	0	-94	0	-94	0	0	5	-91	4	4	1.93	2	10	10	0	-98	3	0	1	-94	-94	-94	-98	-98	-98	-94	-94	-94	-98	-98	-98	-94	-94	-94	-98	-98	-98	-94	-94	-94	-98	-98	-98
NS11095T	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	4	9	0	1	4	11	0	0	3	-91	6	12	3.06	2	6	6	0	-98	10	12	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
