NSID	SAMPPSU	SAMPSTRATUM	DESIGNWEIGHT	MAINBOOST	W1OUTCOME	W1FINWT	W2OUTCOME	W2FINWT	W3OUTCOME	W3FINWT	W2TOW3NRWT	W4OUTCOME	W4WEIGHT_MAIN_BOOST	W4WEIGHT_MAIN	W5OUTCOME	W5FINWT_CROSS	W6OUTCOME	W6FINWT_CROSS	W6LSYPEWT	W6LSYPEW4WT	W7OUTCOME	W7_LSYPE_WT	W7FINWT	W7_LSYPE_WT_SKIPONLY	W8OUTCOME	W8FINWT	W9OUTCOME	W9FINWT	DATA_AVAILABILITY
NS14842X	10423	104	1.366287179763	1	1	1.45	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS14843Y	11750	117	1.366287179763	1	1	1.06	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	2	-1	1
NS14844Z	10204	102	.695579070306	1	1	1.27	1	1.26	1	1.2	.94	1	1.0478	1.016	1	1.07	1	1.01	1.01	-1	1	1.09394	1.09356	-1	1	.88	1	.82	1
NS14845A	10428	104	1.366287179763	1	1	1.17	1	1.13	1	1.1	.97	1	1.418	1.3729	5	-1	5	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	1
NS14846B	11415	114	1.366287179763	1	1	1.28	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	1
NS14847C	13003	130	.910858119842	1	1	.88	1	.81	1	.78	.96	1	.8262	.8008	1	.85	1	.78	.78	-1	1	.79113	.79085	-1	1	.7	1	.62	1
NS14848D	12820	128	.197368486216	1	1	.26	1	.28	1	.27	.97	1	.2511	.321	1	.25	5	-1	-1	-1	-1	-1	-1	-1	5	-1	1	.2	1
NS14849E	11039	110	.370173169348	1	1	.39	1	.39	1	.39	1	1	.3692	.363	1	.35	1	.37	.37	-1	1	.35686	.35673	-1	1	.52	2	-1	1
NS14850P	11046	110	.296052729324	1	1	.39	1	.44	1	.5	1.12	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	3	-1	1
NS14851Q	12335	123	.370173169348	1	1	.33	1	.32	1	.31	.98	1	.3169	.3056	1	.3	1	.29	.29	-1	1	.26854	.26845	-1	3	-1	1	.23	1
NS14852R	10854	108	1.366287179763	1	1	1.23	1	1.14	1	1.1	.96	1	1.1179	1.083	1	1.04	1	.97	.97	-1	1	.88646	.88616	-1	1	.59	1	.55	1
NS14853S	11430	114	1.366287179763	1	1	1.21	1	1.14	1	1.12	.98	1	1.0934	1.0592	1	1.07	1	1.15	1.15	-1	1	1.32472	1.32426	-1	1	2.12	2	-1	1
NS14854T	12027	120	1.366287179763	1	1	1.34	1	1.36	1	1.32	.97	1	1.346	1.3035	1	1.37	5	-1	-1	-1	-1	-1	-1	-1	1	2.18	1	2.49	1
NS14855V	12022	120	1.366287179763	1	1	1.3	1	1.24	1	1.17	.94	1	1.1999	1.1614	1	1.17	1	1.1	1.1	-1	3	-1	-1	-1	6	-1	1	1.33	1
NS14856W	11451	114	.370173198303	1	1	.3	1	.3	1	.29	.95	1	.2701	.2604	1	.26	1	.26	.26	-1	3	-1	-1	-1	3	-1	1	.37	1
NS14857X	12519	125	.365572593787	1	1	.35	1	.33	1	.32	.94	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	2	-1	1
NS14858Y	11419	114	1.36628665163	1	1	1.25	1	1.16	1	1.12	.96	1	1.0847	1.0503	1	1.05	1	.99	.99	-1	1	.91572	.9154	-1	1	.65	1	.56	1
NS14859Z	10201	102	1.244933907634	1	1	1.98	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS14860J	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.3071	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
NS14861K	11747	117	1.366287179763	1	1	1.31	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.32	1	1.46	1
NS14862L	10806	108	1.366287179763	1	1	1.27	1	1.28	1	1.27	.99	1	1.3347	1.2936	1	1.38	1	1.39	1.39	-1	1	1.42011	1.41961	-1	1	1.49	5	-1	1
NS14863M	12903	129	.196456906932	1	1	.34	1	.48	1	.55	1.13	1	.5406	.6913	1	.59	1	.63	.63	-1	1	.87662	.87632	-1	-1	-1	-1	-1	1
NS14864N	12543	125	1.366287179763	1	1	1.31	1	1.24	1	1.22	.98	1	1.2068	1.1708	1	1.16	1	1.12	1.12	-1	1	1.22273	1.2223	-1	4	-1	3	-1	1
NS14865P	12039	120	1.366287179763	1	1	1.26	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.54	1	1.38	1
NS14866Q	12505	125	1.366287179763	1	1	1.27	1	1.17	1	1.12	.95	1	1.1439	1.1093	1	1.2	1	1.13	1.13	-1	1	1.15057	1.15017	-1	1	.91	1	.89	1
NS14867R	11717	117	1.366287179763	1	1	1.31	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS14868S	12321	123	.421069155828	1	1	.41	1	.43	1	.44	1.01	1	.4979	.4814	1	.48	5	-1	-1	-1	-1	-1	-1	-1	6	-1	2	-1	1
NS14869T	10306	103	.994593937077	1	1	1.86	1	1.82	1	1.73	.95	1	1.5488	1.4937	1	1.59	1	1.49	1.49	-1	1	1.37646	1.37598	-1	1	1.2	1	1.09	1
NS14870D	12824	128	.19736845247	1	1	.32	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	5	-1	1
NS14871E	12824	128	.243715020855	1	1	.29	1	.29	1	.3	1.01	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS14872F	13406	134	.910858119842	1	1	1.11	1	1.1	1	1.45	1.32	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	1	.85	1
NS14873G	11009	110	.294685360398	1	1	.41	1	.43	1	.45	1.05	1	.4224	.5401	5	-1	5	-1	-1	-1	-1	-1	-1	-1	2	-1	5	-1	1
NS14874H	10806	108	1.366287179763	1	1	1.23	1	1.68	1	1.59	.94	1	1.6012	1.5512	1	1.48	1	1.49	1.49	-1	1	1.37821	1.37773	-1	1	1.07	1	1	1
NS14875J	11903	119	1.366287179763	1	1	1.2	1	1.1	1	1.06	.96	1	.9921	.9669	1	.93	1	.88	.88	-1	1	.83946	.83917	-1	1	.79	1	.8	1
NS14876K	11028	110	.370173169348	1	1	.39	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	6	-1	1
NS14877L	11906	119	.229856984175	1	1	.21	1	.19	1	.18	.95	1	.1764	.1704	1	.17	2	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	1
NS14878M	10856	108	.365572593787	1	1	.37	1	.4	1	.42	1.06	1	.4592	.4451	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS14879N	13411	134	.197368486216	1	1	.26	1	.28	1	.31	1.09	1	.2495	.313	1	.25	3	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS14880Y	11452	114	1.366287179763	1	1	1.25	1	1.22	1	1.19	.97	1	1.2605	1.2205	1	1.22	1	1.22	1.22	-1	1	1.17764	1.17723	-1	1	1.01	1	1.09	1
NS14881Z	12036	120	1.366287179763	1	1	1.3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.09	1	1.22	1
NS14882A	13414	134	2.163288034625	1	1	2.64	1	3.18	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS14883B	11017	110	1.366287179763	1	1	2.07	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	5	-1	1
NS14884C	11406	114	1.366287179763	1	1	1.21	1	1.14	1	1.09	.95	1	1.1259	1.0907	1	1.08	1	1.08	1.08	-1	1	1.05924	1.05887	-1	4	-1	3	-1	1
NS14885D	12815	128	.197368486216	1	1	.29	1	.35	1	.39	1.11	1	.3823	.4891	5	-1	5	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS14886E	12022	120	1.366287179763	1	1	1.3	1	1.23	1	1.15	.93	1	1.1931	1.1548	1	1.17	3	-1	-1	-1	-1	-1	-1	-1	1	.95	1	.89	1
NS14887F	11436	114	1.366287179763	1	1	1.28	1	1.31	1	1.26	.96	1	1.2947	1.2542	1	1.24	1	1.25	1.25	-1	1	1.28498	1.28453	-1	1	1.84	1	2.19	1
NS14888G	12812	128	.197368486216	1	1	.32	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.24	1	.23	1
NS14889H	12327	123	1.366287179763	1	1	1.27	1	1.17	1	1.21	1.03	1	1.233	1.1953	1	1.16	1	1.2	1.2	-1	1	1.32807	1.32761	-1	5	-1	2	-1	1
NS14890S	656	48	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.4213	0	1	.53	1	.51	.51	-1	1	.48827	.4881	-1	1	.59	5	-1	1
NS14891T	12321	123	.421069155828	1	1	.38	1	.38	1	.37	.98	1	.4443	.4296	1	.43	1	.43	.43	-1	1	.42959	.42944	-1	-1	-1	-1	-1	1
NS14892V	11028	110	.227972914986	1	1	.21	1	.2	1	.2	.98	1	.1934	.1893	1	.19	1	.18	.18	-1	1	.19918	.19911	-1	1	.22	1	.26	1
NS14893W	10907	109	.296052729324	1	1	.36	1	.38	1	.47	1.22	1	.4202	.5369	1	.42	1	.45	.45	-1	1	.47674	.47658	-1	1	.66	1	.67	1
NS14894X	12502	125	1.366287179763	1	1	1.46	1	1.46	1	1.46	1	1	1.8037	1.7499	1	1.73	3	-1	-1	-1	-1	-1	-1	-1	6	-1	6	-1	1
NS14895Y	12542	125	1.366287179763	1	1	1.31	1	1.26	1	1.21	.96	1	1.2739	1.2359	1	1.22	1	1.28	1.28	-1	5	-1	-1	-1	1	1.66	5	-1	1
NS14896Z	10302	103	2.25932449904	1	1	4	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4.62	1	5.11	1
NS14897A	11303	113	1.366287179763	1	1	1	1	1	1	.96	.96	1	1.0245	.9935	1	1.04	1	1	1	-1	1	.96192	.96158	-1	2	-1	5	-1	1
NS14898B	10207	102	1.179317733015	1	1	2.25	1	2.35	1	2.23	.94	1	1.9749	1.9408	1	2.01	1	2	2	-1	1	2.01264	2.01194	-1	2	-1	1	1.65	1
NS14899C	11439	114	1.366287179763	1	1	1.25	1	1.18	1	1.13	.96	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS14900T	11758	117	1.366287179763	1	1	1.31	1	1.28	1	1.24	.96	1	1.1556	1.1258	3	-1	5	-1	-1	-1	-1	-1	-1	-1	1	1.03	6	-1	1
NS14901V	11312	113	1.366287179763	1	1	1.21	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
NS14902W	11032	110	1.366287179763	1	1	1.52	1	1.57	1	1.55	.99	1	1.4567	1.4383	1	1.38	1	1.34	1.34	-1	1	1.23242	1.23199	-1	5	-1	1	1.48	1
NS14903X	12529	125	1.366287179763	1	1	1.31	1	1.24	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS14904Y	12312	123	.296052729324	1	1	.33	1	.32	1	.33	1.02	1	.2674	.3355	1	.27	1	.29	.29	-1	1	.3296	.32949	-1	-1	-1	-1	-1	1
NS14905Z	11010	110	.294685360398	1	1	.41	1	.44	1	.46	1.05	1	.4738	.5979	5	-1	5	-1	-1	-1	-1	-1	-1	-1	5	-1	5	-1	1
NS14906A	10838	108	1.366287179763	1	1	1.19	1	1.09	1	1.05	.96	1	1.0578	1.0252	1	.97	1	.9	.9	-1	1	.86374	.86344	-1	1	.72	1	.65	1
NS14907B	10813	108	1.366287179763	1	1	1.31	1	1.29	1	1.3	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.1	1	1.19	1
NS14908C	13710	137	.280712770552	1	1	.3	1	.3	1	.3	.99	1	.2953	.2909	1	.29	1	.31	.31	-1	1	.29201	.29191	-1	1	.26	1	.25	1
NS14909D	10908	109	.294685360398	1	1	.45	1	.51	1	.73	1.43	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	5	-1	1
NS14910N	12360	123	1.366287179763	1	1	1.3	1	1.21	1	1.19	.98	1	1.2122	1.1746	1	1.15	1	1.07	1.07	-1	1	1.04286	1.0425	-1	1	.93	1	.96	1
NS14911P	11406	114	1.366287179763	1	1	1.21	1	1.13	1	1.08	.95	1	1.0201	.9882	1	.98	1	1.19	1.19	-1	1	1.16224	1.16183	-1	2	-1	1	1.2	1
NS14912Q	11314	113	1.366287179763	1	1	1.25	1	1.17	1	1.17	1	1	1.5439	1.4972	3	-1	3	-1	-1	-1	-1	-1	-1	-1	1	1.91	5	-1	1
NS14913R	12518	125	1.366287179763	1	1	1.24	1	1.14	1	1.08	.94	1	1.0873	1.0549	1	1.04	1	.97	.97	-1	1	.90877	.90846	-1	1	1.19	1	1.1	1
NS14914S	12306	123	1.366287179763	1	1	1.4	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.18	1	1.35	1
NS14915T	12337	123	1.366287179763	1	1	1.36	1	1.3	1	1.33	1.02	1	1.3683	1.3265	1	1.29	1	1.29	1.29	-1	1	1.22967	1.22925	-1	1	1.04	1	1	1
NS14916V	11415	114	.227972914986	1	1	.19	1	.18	1	.17	.94	1	.1655	.1589	1	.17	1	.16	.16	-1	1	.17488	.17482	-1	1	.19	1	.21	1
NS14917W	12357	123	1.366287179763	1	1	1.27	1	1.16	1	1.14	.98	1	1.1376	1.1028	1	1.07	1	1.01	1.01	-1	1	.92556	.92524	-1	1	.9	1	.97	1
NS14918X	10412	104	.370173169348	1	1	.28	1	.26	1	.26	.97	1	.3068	.2972	1	.32	1	.32	.32	-1	1	.33803	.33791	-1	2	-1	5	-1	1
NS14919Y	12350	123	1.366287179763	1	1	1.27	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	5	-1	1
NS14920H	12401	124	.294685360398	1	1	.33	1	.32	1	.4	1.26	1	.3167	.3973	1	.32	1	.3	.3	-1	1	.32421	.32409	-1	6	-1	1	.28	1
NS14921J	12358	123	1.366287179763	1	1	1.53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS14922K	10313	103	1.288521003359	1	1	2.28	1	2.59	1	2.54	.98	1	2.3342	2.2522	1	2.37	1	2.23	2.23	-1	1	2.21745	2.21668	-1	1	2.37	1	2.42	1
NS14923L	13513	135	.280712770552	1	1	.28	1	.28	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	1
NS14924M	13101	131	.910858119842	1	1	.86	1	1.21	1	1.18	.97	1	1.1891	1.1519	1	1.14	1	1.07	1.07	-1	1	1.0618	1.06143	-1	1	1.84	1	1.72	1
NS14925N	11032	110	1.366287179763	1	1	1.6	1	1.56	1	1.62	1.04	1	1.5225	1.504	1	1.42	1	1.48	1.48	-1	1	1.47856	1.47805	-1	6	-1	3	-1	1
NS14926P	13705	137	.151981943324	1	1	.16	1	.15	1	.15	.98	1	.1557	.1525	1	.15	1	.16	.16	-1	1	.17488	.17482	-1	1	.22	1	.23	1
NS14927Q	11753	117	1.366287179763	1	1	1.23	1	1.13	1	1.13	1	1	1.0808	1.0529	1	1.13	1	1.17	1.17	-1	1	1.26584	1.2654	-1	1	.97	1	.93	1
NS14928R	11442	114	1.366287179763	1	1	1.32	1	1.32	1	1.31	.99	1	1.2793	1.2387	1	1.36	1	1.42	1.42	-1	2	-1	-1	-1	3	-1	1	1.14	1
NS14929S	11450	114	1.366287179763	1	1	1.21	1	1.16	1	1.11	.95	1	1.0856	1.0516	3	-1	1	1.12	-1	1.12	1	-1	1.17467	1.16243	1	2.02	1	1.92	1
NS14930C	13404	134	.197368486216	1	1	.27	1	.28	1	.3	1.05	1	.2376	.2979	3	-1	3	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS14931D	12031	120	1.366287179763	1	1	1.38	1	1.32	1	1.28	.97	1	1.4857	1.438	1	1.55	1	1.55	1.55	-1	1	1.5083	1.50778	-1	1	1.29	1	1.35	1
NS14932E	12356	123	1.366287179763	1	1	1.3	1	1.2	1	1.21	1	1	1.2776	1.238	1	1.22	1	1.14	1.14	-1	1	1.07027	1.06989	-1	1	.89	1	.85	1
NS14933F	11426	114	.370173169348	1	1	.3	1	.31	1	.3	.95	1	.2807	.2707	1	.27	1	.31	.31	-1	1	.29797	.29787	-1	1	.4	1	.43	1
NS14934G	12024	120	1.366287179763	1	1	1.3	1	1.2	1	1.14	.95	1	1.1627	1.1254	1	1.14	1	1.07	1.07	-1	1	.98972	.98938	-1	1	.72	1	.65	1
NS14935H	11037	110	.370173169348	1	1	.4	1	.4	1	.39	.99	1	.3675	.3612	1	.35	1	.34	.34	-1	1	.30884	.30873	-1	1	.3	1	.32	1
NS14936J	11015	110	.365572593787	1	1	.41	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	3	-1	1
NS14937K	11736	117	1.366287179763	1	1	1.2	1	1.09	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	1	1.37	1
NS14938L	12527	125	1.366287179763	1	1	1.5	1	1.52	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS14939M	10856	108	1.366287179763	1	1	1.23	1	1.16	1	1.1	.94	1	1.1265	1.0913	1	1.04	1	1.05	1.05	-1	1	1.0617	1.06133	-1	1	1.09	1	.99	1
NS14940X	12332	123	.296052729324	1	1	.4	1	.44	1	.47	1.05	1	.3685	.4623	3	-1	2	-1	-1	-1	-1	-1	-1	-1	6	-1	2	-1	1
NS14941Y	10816	108	1.366287179763	1	1	1.19	1	1.12	1	1.07	.96	1	1.105	1.071	1	1.01	1	1.01	1.01	-1	1	.9923	.99196	-1	1	.85	2	-1	1
NS14942Z	13606	136	.280712594701	1	1	.29	1	.32	1	.35	1.07	1	.3944	.3811	1	.38	1	.38	.38	-1	1	.39916	.39902	-1	1	.51	5	-1	1
NS14943A	657	48	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.297	0	5	-1	3	-1	-1	-1	-1	-1	-1	-1	5	-1	5	-1	1
NS14944B	12035	120	1.366287179763	1	1	1.26	1	1.16	1	1.1	.94	1	1.1316	1.0958	1	1.1	1	1.01	1.01	-1	1	.98997	.98962	-1	1	1.11	1	1.06	1
NS14945C	11808	118	1.366287179763	1	1	1.31	1	1.3	1	1.28	.98	1	1.4214	1.3848	1	1.35	1	1.4	1.4	-1	5	-1	-1	-1	1	1.6	5	-1	1
NS14946D	11411	114	.421069155828	1	1	.36	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.37	2	-1	1
NS14947E	13411	134	.243715062525	1	1	.3	1	.34	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS14948F	12001	120	1.366287179763	1	1	1.38	1	1.34	1	1.28	.95	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.12	1	1.1	1
NS14949G	11708	117	1.366287179763	1	1	1.27	1	1.27	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS14950R	13202	132	.910858119842	1	1	.9	1	.84	1	.83	.99	1	.7932	.7728	1	.75	5	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	1
NS14951S	11906	119	1.366287179763	1	1	1.2	1	1.09	1	1.05	.96	1	.9707	.9461	1	.91	1	.86	.86	-1	1	.79385	.79357	-1	1	.76	1	.75	1
NS14952T	12824	128	.196456873342	1	1	.3	1	.32	1	.34	1.06	1	.3451	.4415	3	-1	5	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS14953V	11427	114	1.366287179763	1	1	1.25	1	1.18	1	1.13	.96	1	1.1217	1.0861	1	1.09	5	-1	-1	-1	-1	-1	-1	-1	1	.95	3	-1	1
NS14954W	13405	134	.280712770552	1	1	.3	1	.33	1	.36	1.09	1	.4066	.3932	1	.39	3	-1	-1	-1	-1	-1	-1	-1	3	-1	5	-1	1
NS14955X	11501	115	1.366287179763	1	1	1.47	1	1.47	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS14956Y	10816	108	1.366287179763	1	1	1.19	1	1.12	1	1.07	.96	1	1.1123	1.0781	1	1.02	1	.96	.96	-1	5	-1	-1	-1	6	-1	1	1.42	1
NS14957Z	11810	118	1.366287179763	1	1	1.02	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
NS14958A	13201	132	.910858119842	1	1	1.01	1	.97	1	.93	.96	1	.9759	.9446	1	1.05	1	1.06	1.06	-1	1	1.02013	1.01977	-1	1	.82	1	.8	1
NS14959B	12019	120	1.366287179763	1	1	1.26	1	1.16	1	1.1	.94	1	1.1141	1.0789	1	1.08	1	1	1	-1	1	.91272	.9124	-1	1	.72	1	.65	1
NS14960L	10834	108	1.366287179763	1	1	1.23	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	5	-1	1
NS14961M	10402	104	1.366287179763	1	1	1.18	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.65	5	-1	1
NS14962N	13412	134	.197368499502	1	1	.29	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS14963P	11748	117	1.366287179763	1	1	1.02	1	1	1	.95	.95	1	.8912	.8686	1	.84	1	.79	.79	-1	1	.74094	.74068	-1	1	.7	1	.68	1
NS14964Q	12343	123	1.366287179763	1	1	1.4	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS14965R	12322	123	.365572593787	1	1	.4	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	5	-1	1
NS14966S	11812	118	1.366287179763	1	1	1.31	1	1.29	1	1.3	1.01	1	1.2315	1.1998	3	-1	1	1.34	-1	1.34	1	-1	1.68633	1.66876	1	1.83	1	1.9	1
NS14967T	11049	110	.365572593787	1	1	.41	1	.42	1	.46	1.09	1	.3701	.4732	1	.37	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
NS14968V	10817	108	.227972914986	1	1	.3	1	.32	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS14969W	10423	104	1.366287179763	1	1	1.24	1	1.2	1	1.19	.99	1	1.3298	1.2875	1	1.33	1	1.39	1.39	-1	1	1.53678	1.53625	-1	1	1.37	1	1.49	1
NS14970F	12515	125	1.366287179763	1	1	1.46	1	2.24	5	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
NS14971G	10829	108	1.366287179763	1	1	1.23	1	1.16	1	1.14	.98	1	1.2748	1.235	1	1.18	1	1.23	1.23	-1	1	1.52019	1.51966	-1	1	1.43	1	1.43	1
NS14972H	10852	108	1.366287179763	1	1	1.31	1	1.29	1	1.27	.98	1	1.3505	1.3083	1	1.38	1	1.43	1.43	-1	1	1.52541	1.52488	-1	1	1.21	2	-1	1
NS14973J	11734	117	1.366287179763	1	1	1.2	1	1.15	1	1.12	.97	1	1.0664	1.0394	1	1	1	1.04	1.04	-1	5	-1	-1	-1	4	-1	3	-1	1
NS14974K	12401	124	1.366287179763	1	1	1.27	1	1.22	1	1.16	.94	1	1.207	1.17	1	1.14	1	1.21	1.21	-1	1	1.2427	1.24227	-1	1	1.64	2	-1	1
NS14975L	12301	123	.296052729324	1	1	.34	1	.34	1	.36	1.07	1	.3275	.4107	1	.33	1	.44	.44	-1	1	.45009	.44993	-1	6	-1	2	-1	1
NS14976M	12907	129	.197368486216	1	1	.3	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	5	-1	1
NS14977N	10201	102	1.244933907634	1	1	1.98	1	2.33	1	2.34	1	1	2.1001	2.024	1	2.19	1	2.03	2.03	-1	1	1.99443	1.99373	-1	1	1.42	1	1.41	1
NS14978P	12310	123	1.366287179763	1	1	1.52	1	1.62	1	2.3	1.41	1	2.2891	2.2311	1	2.25	1	2.35	2.35	-1	1	2.48239	2.48153	-1	6	-1	1	2.43	1
NS14979Q	11747	117	1.366287179763	1	1	1.31	1	1.29	1	1.33	1.03	1	1.2326	1.2008	1	1.17	3	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS14980A	11428	114	1.366287179763	1	1	1.25	1	1.18	1	1.15	.97	1	1.1646	1.1276	1	1.13	1	1.21	1.21	-1	1	1.18082	1.18041	-1	2	-1	5	-1	1
NS14981B	12605	126	.910858119842	1	1	.91	1	1.07	1	1.1	1.03	1	1.2927	1.2516	1	1.55	1	1.49	1.49	-1	1	1.56292	1.56237	-1	1	2.05	5	-1	1
NS14982C	12346	123	1.366287179763	1	1	1.27	1	1.15	1	1.18	1.02	1	1.2104	1.1733	1	1.29	3	-1	-1	-1	-1	-1	-1	-1	3	-1	3	-1	1
NS14983D	12039	120	1.366287179763	1	1	1.3	1	1.2	1	1.12	.93	1	1.1627	1.1254	1	1.14	1	1.18	1.18	-1	1	1.21183	1.21141	-1	1	.87	1	.8	1
NS14984E	12339	123	1.366287179763	1	1	1.27	1	1.19	1	1.17	.98	1	1.1861	1.1498	1	1.12	3	-1	-1	-1	-1	-1	-1	-1	5	-1	1	1.1	1
NS14985F	10845	108	1.366287179763	1	1	1.23	1	1.16	1	1.1	.94	1	1.1466	1.1108	1	1.06	1	.98	.98	-1	1	.95076	.95043	-1	1	.74	1	.66	1
NS14986G	13111	131	.910858119842	1	1	.94	1	1.05	1	1.04	.99	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.33	1	1.37	1
NS14987H	11323	113	1.366287179763	1	1	1.55	1	1.44	1	1.37	.95	1	1.5527	1.5012	1	1.64	1	1.6	1.6	-1	1	1.53144	1.53091	-1	1	1.28	2	-1	1
NS14988J	11007	110	.37017333817	1	1	.4	1	.39	1	.39	.99	1	.3836	.377	1	.36	1	.34	.34	-1	1	.30884	.30873	-1	1	.23	1	.21	1
