NSID	samppsu	sampstratum	W2toW3nrwt	W3finwt	W3mainres	W3secores	W3hrefper	W3qfhhno	W3intmnthMP	W3intyearMP	W3sameaddHH	W3parpresHH	W3parchkHH	W3incarHH	W3intypHH	W3infon	W3hous12HH	W3usevcHH	W3vehnoHH	W3condur4MP	W3condur5MP	W3condur6MP	W3condur4YP	W3condur5YP	W3condur6YP	W3englangHH	W3elseHH0a	W3elseHH0b	W3elseHH0c	W3elseHH0d	W3elseHH0e	W3elseHH0f	W3elseHH0g	W3elseHH0h	W3elseHH0i	W3elseHH0j	W3whopresMP0a	W3whopresMP0b	W3whopresMP0c	W3whopresMP0d	W3whopresMP0e	W3whopresMP0f	W3wrk1aMP	W3wrk10MP	W3wrk11MP	W3wrk12aMP	W3wrk12bMP	W3wrk13MP	W3socMP	W3edfinyMP	W3edfinmMP	W3qualstuMP	W3wrk1aSP	W3wrk10SP	W3wrk11SP	W3wrk12aSP	W3wrk12bSP	W3socSP	W3edfinySP	W3edfinmSP	W3incsourMP0a	W3incsourMP0b	W3incsourMP0c	W3incsourMP0d	W3incsourMP0e	W3incsourMP0f	W3incsourMP0g	W3incsourMP0h	W3incsourMP0i	W3incsourMP0j	W3incsourMP0k	W3incsourMP0l	W3incsourMP0m	W3incestMP	W3parentckMP	W3fatherid	W3motherid	W3empsMP	W3empssp	W3empsdad	W3empsmum	W3empshrp	W3cempszMP	W3cempszSP	W3cempszmum	W3cempszdad	W3cnsseccatMP	W3cnsseccatSP	W3cnsseccatmum	W3cnsseccatdad	W3cnsseccatfam	W3cnssecMP	W3cnssecSP	W3cnssecmum	W3cnssecdad	W3cnssecfam	W3wrkfullMP	W3wrkfullSP	W3wrkfulldad	W3wrkfullmum	W3wrkcurMP	W3wrkcurSP	W3wrkcurdad	W3wrkcurmum	W3socmajorSP	W3socmajorMP	W3mainrespos	W3secorespos	W3cgempsMP	W3cgempsSP	W3cgempsdad	W3cgeMPsmum	W3ethgrpMP	W3ethnicMP	W3ethgrpsp	W3ethnicsp	W3ethgrpdad	W3ethnicdad	W3ethgrpmum	W3ethnicmum	W3incestm	W3incestw	W3ageMP	W3agebd5MP	W3agebd10MP	W3marstatMP	W3sexMP	W3wrkageMP	W3relMP	W3ageSP	W3agebd5SP	W3agebd10SP	W3marstatSP	W3sexSP	W3wrkageSP	W3relSP	W3agemum	W3agebd5mum	W3agebd10mum	W3marstatmum	W3wrkagemum	W3agedad	W3agebd5dad	W3agebd10dad	W3marstatdad	W3wrkagedad	W3depkids	W3ch0_2HH	W3ch3_11HH	W3ch12_15HH	W3ch16_17HH	W3natparHH	W3stepfam	W3famtyp	W3lnpar	W3sibs	urbind	gor	IDACIRSCORE	IMDRSCORE
NS18302Q	10901	109	1.00614717808687	1.40948571263506	2	3	3	6	6	2006	0	1	-91	2	-91	2	-91	2	-91	1	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	-91	-91	-91	1221	-91	-91	-91	1	1	1	-91	-91	1221	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	7	2	3	2	1	1	1	1	1	5	5	5	5	5	5	5	5	5	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	7	7	42	5	3	2	2	1	8	44	5	3	2	1	1	8	42	5	3	2	1	44	5	3	2	1	4	0	1	2	1	2	0	1	2	3	5	7	.33	32
NS18304S	12314	123	1.04159406318548	1.5325876359045	2	-98	2	3	4	2006	0	1	-91	1	-91	2	5	1	1	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	1	1	0	1	0	0	0	0	0	0	3	-91	-98	2	6	-98	-98	6	6	-91	-98	-91	-98	14.3	-98	14.3	-98	14.3	8	-98	8	-98	8	3	-98	-98	3	2	-98	-98	2	-98	-91	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	3	3	46	6	4	1	2	1	8	-98	-98	-98	-98	-98	-98	-98	46	6	4	1	1	-98	-98	-98	-98	-98	2	0	1	0	1	1	0	4	1	1	5	5	.36	44
NS18305T	12320	123	1.04215405689607	1.90366099116131	2	-98	2	2	4	2006	0	1	-91	1	-91	2	1	1	1	3	2	2	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	-91	-91	-91	6121	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	1	0	0	0	0	0	0	5	-91	-98	2	1	-98	-98	1	1	7	-98	7	-98	7.2	-98	7.2	-98	7.2	3	-98	3	-98	3	1	-98	-98	1	1	-98	-98	1	-98	6	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	5	5	43	5	3	1	2	1	8	-98	-98	-98	-98	-98	-98	-98	43	5	3	1	1	-98	-98	-98	-98	-98	1	0	0	1	0	1	0	4	1	0	5	5	.09	20
NS18307W	10829	108	.958206104233221	1.07838372967649	2	3	3	4	5	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	1	-91	-91	-91	3532	-91	-91	-91	1	2	1	-91	-91	5315	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	8	2	3	2	2	1	1	2	1	7	7	7	7	3.2	13.3	3.2	13.3	13.3	1	7	1	7	7	2	1	1	2	1	1	1	1	5	3	1	1	0	0	0	0	1	1	1	1	1	1	1	1	8	8	47	6	4	2	2	1	8	47	6	4	2	1	1	8	47	6	4	2	1	47	6	4	2	1	1	0	0	0	1	2	0	1	2	1	5	6	.16	11
NS18308X	11747	117	.940051384873021	1.02166202280713	2	3	2	3	4	2006	0	1	-91	1	-91	2	1	1	2	3	1	1	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	4	-91	-91	-91	3218	-91	-91	-91	1	1	2	-91	-91	2132	-91	-91	1	0	0	1	0	0	0	1	0	0	0	0	0	12	2	3	2	2	1	1	2	2	7	6	7	6	7.3	3.2	7.3	3.2	7.3	3	1	3	1	3	2	1	1	2	1	1	1	1	2	3	1	1	0	0	0	0	1	1	1	1	1	1	1	1	12	12	53	7	4	2	2	1	8	48	6	4	2	1	1	8	53	7	4	2	1	48	6	4	2	1	1	0	0	1	0	2	0	1	2	0	5	8	.05	4
NS18309Y	10838	108	.948188970585037	1.04933080386718	3	2	2	4	5	2006	0	1	-91	1	-91	3	2	1	3	3	1	1	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	-91	-91	1122	-91	-91	1	0	0	1	0	0	0	1	0	0	0	0	0	12	2	2	3	6	1	1	6	1	-91	5	-91	5	14.3	5	14.3	5	5	8	2	8	2	2	3	1	1	3	2	1	1	2	1	-91	1	1	1	0	0	1	1	1	1	1	1	1	1	1	12	12	49	6	4	2	2	1	8	48	6	4	2	1	1	8	49	6	4	2	1	48	6	4	2	1	-94	-94	-94	-94	-94	2	0	1	2	1	5	6	.02	2
NS18311J	11735	117	1.05593162460641	1.27473287988701	2	3	3	6	5	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	3	-91	-91	5314	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	6	2	3	2	6	1	1	6	1	-91	6	-91	6	14.3	10	14.3	10	10	8	5	8	5	5	3	1	1	3	2	1	1	2	5	-91	1	1	1	0	0	1	1	1	1	1	1	1	1	1	6	6	41	5	3	2	2	1	8	46	6	4	2	1	1	8	41	5	3	2	1	46	6	4	2	1	-94	-94	-94	-94	-94	2	0	1	2	3	6	8	.25	28
NS18312K	13107	131	.949081851929655	.836656053514412	2	-98	2	3	4	2006	0	1	-91	1	-91	2	4	1	1	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	1	1	0	1	0	0	0	0	0	0	3	-91	-98	2	9	-98	-98	9	9	-91	-98	-91	-98	14.3	-98	14.3	-98	14.3	8	-98	8	-98	8	3	-98	-98	3	2	-98	-98	2	-98	-91	1	-98	1	-98	-98	1	1	1	-98	-98	-98	-98	1	1	3	3	40	5	3	4	2	1	8	-98	-98	-98	-98	-98	-98	-98	40	5	3	4	1	-98	-98	-98	-98	-98	2	0	1	0	1	1	0	4	1	1	5	2	.39	37
NS18313L	11734	117	.970928895659377	1.06494018639433	2	3	3	4	4	2006	0	1	-91	1	-91	2	1	1	1	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	3	-91	-91	-91	6124	-91	-91	-91	2	2	3	-91	-91	7212	-91	-91	1	0	0	1	0	0	1	1	0	0	0	0	0	5	2	3	2	2	2	2	2	2	7	7	7	7	12.7	7.2	12.7	7.2	7.2	6	3	6	3	3	2	2	2	2	1	1	1	1	7	6	1	1	0	0	0	0	1	1	1	1	1	1	1	1	5	5	49	6	4	2	2	1	8	55	8	5	2	1	1	8	49	6	4	2	1	55	8	5	2	1	-94	0	0	1	1	2	0	1	2	1	5	8	.09	8
NS18314M	11601	116	.971478460693335	1.12415502720701	2	-98	2	2	6	2006	0	1	-91	1	-91	2	5	1	1	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	1	0	1	1	0	0	0	0	0	0	2	-91	-98	2	6	-98	-98	6	6	-91	-98	-91	-98	14.3	-98	14.3	-98	14.3	8	-98	8	-98	8	3	-98	-98	3	2	-98	-98	2	-98	-91	1	-98	1	-98	-98	1	1	1	-98	-98	-98	-98	1	1	2	2	32	3	2	5	2	1	8	-98	-98	-98	-98	-98	-98	-98	32	3	2	5	1	-98	-98	-98	-98	-98	1	0	0	0	1	1	0	4	1	0	5	2	.52	57
NS18315N	11457	114	.942688247326515	1.06160217640738	3	2	2	4	4	2006	0	1	-91	1	-91	3	2	1	2	3	1	1	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	-91	-91	-91	6124	-91	-91	-91	1	1	2	-91	-91	3544	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	8	2	2	3	1	1	1	1	1	6	6	6	6	10	4.1	10	4.1	4.1	5	2	5	2	2	1	1	1	1	1	1	1	1	3	6	1	1	0	0	0	0	1	1	1	1	1	1	1	1	8	8	47	6	4	2	2	1	8	55	8	5	2	1	1	8	47	6	4	2	1	55	8	5	2	1	1	0	0	1	0	2	0	1	2	1	7	2	.07	13
NS18316P	10103	101	.963506769528952	1.42857603826638	2	3	3	5	5	2006	0	1	-91	1	-91	2	1	1	2	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	2	-91	-91	-91	3211	-91	-91	-91	3	-91	-91	2	1	2434	-91	-91	1	0	0	1	0	0	0	1	0	0	0	0	0	-92	2	3	2	2	1	1	2	1	7	2	7	2	4.1	3.3	4.1	3.3	3.3	2	1	2	1	1	2	1	1	2	1	1	1	1	2	3	1	1	0	0	0	0	1	1	1	1	1	1	1	1	-92	-92	43	5	3	2	2	1	8	44	5	3	2	1	1	8	43	5	3	2	1	44	5	3	2	1	2	0	1	0	1	2	0	1	2	2	5	6	.1	8
NS18317Q	12603	126	1.2684330075585	1.33854313657654	2	4	4	3	7	2006	0	1	-91	1	-91	2	2	1	1	3	2	2	-91	-91	-91	-91	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	2	-91	-91	-91	9233	-91	-91	-91	1	2	-1	-91	-91	8141	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	5	2	4	2	2	1	1	2	1	6	7	6	7	10	12.4	10	12.4	12.4	5	6	5	6	6	2	1	1	2	1	1	1	1	8	9	1	1	0	0	0	0	1	1	1	1	1	1	1	1	5	5	45	6	4	2	2	1	8	-94	-94	-94	2	1	-94	8	45	6	4	2	1	-94	-94	-94	2	-94	0	-94	-94	-94	-94	2	0	2	2	0	5	4	.82	79
NS18318R	11440	114	.953068024963726	1.09346049267024	2	-98	2	2	5	2006	0	1	-91	1	-91	2	2	1	1	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	4	-91	-91	-91	7111	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	1	0	0	0	0	0	0	3	-91	-98	2	2	-98	-98	2	2	7	-98	7	-98	12.1	-98	12.1	-98	12.1	6	-98	6	-98	6	2	-98	-98	2	1	-98	-98	1	-98	7	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	3	3	40	5	3	5	2	1	8	-98	-98	-98	-98	-98	-98	-98	40	5	3	5	1	-98	-98	-98	-98	-98	1	0	0	0	1	1	0	4	1	0	5	2	.28	27
NS18320C	12307	123	.981518433326194	1.21381246859747	2	3	2	4	4	2006	0	1	-91	1	-91	2	2	1	1	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	-91	-91	-91	9211	-91	-91	-91	1	1	4	-91	-91	3561	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	-1	2	2	3	1	1	1	1	1	7	6	6	7	12.2	4.1	4.1	12.2	12.2	6	2	2	6	6	1	1	1	1	1	1	1	1	3	9	2	2	0	0	0	0	1	1	1	1	1	1	1	1	-1	-1	44	5	3	2	1	1	8	43	5	3	2	2	1	8	43	5	3	2	1	44	5	3	2	1	2	0	0	1	1	2	0	1	2	1	5	5	.15	20
NS18321D	12350	123	1.00672602798857	1.4364020588663	7	6	6	6	4	2006	0	1	-91	1	-91	4	1	1	4	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	-91	-91	-91	1231	-91	-91	-91	3	-91	-91	2	2	6221	-91	-91	1	0	1	1	0	0	0	1	0	0	0	0	0	-1	2	6	7	1	1	1	1	1	5	2	5	2	5	8.1	5	8.1	8.1	2	4	2	4	4	1	1	1	1	1	1	1	1	6	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	-1	-1	66	10	6	2	2	0	8	-94	-94	-94	2	1	0	8	66	10	6	2	0	-94	-94	-94	2	-94	-94	-94	-94	-94	-94	2	0	1	2	3	7	5	.14	15
NS18322E	12331	123	.981518433326194	1.18006420447916	2	3	3	4	5	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	-91	-91	-91	4113	-91	-91	-91	1	1	3	-91	-91	3312	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	11	2	3	2	1	1	1	1	1	7	6	7	6	7.1	6	7.1	6	6	3	2	3	2	2	1	1	1	1	1	1	1	1	3	4	1	1	0	0	0	0	1	1	1	1	1	1	1	1	11	11	51	7	4	2	2	1	8	50	7	4	2	1	1	8	51	7	4	2	1	50	7	4	2	1	1	0	0	1	0	2	0	1	2	1	5	5	.1	17
NS18323F	10433	104	1.01971029590725	1.25241354676246	2	3	3	3	5	2006	0	1	-91	1	-91	2	2	1	1	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	4	-91	-91	-91	3539	-91	-91	-91	1	1	1	-91	-91	5249	-91	-91	1	0	0	1	0	0	1	0	1	0	0	0	0	10	2	3	2	2	1	1	2	1	7	6	7	6	4.1	6	4.1	6	6	2	2	2	2	2	2	1	1	2	1	1	1	1	5	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	10	10	45	6	4	5	2	1	8	61	9	5	5	1	1	11	45	6	4	5	1	61	9	5	5	1	1	0	0	0	1	1	1	2	2	0	6	4	.06	8
NS18324G	13511	135	.991294257710584	.27370235390807	2	3	2	6	6	2006	0	1	-91	1	-91	3	2	1	2	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	-91	-91	-91	2411	-91	-91	-91	10	-91	-91	-91	-91	-91	-91	-91	0	0	0	1	0	0	0	0	0	0	0	0	0	7	2	2	3	1	6	1	6	1	6	-91	-91	6	3.1	14.3	14.3	3.1	3.1	1	8	8	1	1	1	3	1	3	1	2	1	2	-91	2	1	1	0	0	0	0	4	9	4	9	4	9	4	9	7	7	40	5	3	2	1	1	8	40	5	3	2	2	1	8	40	5	3	2	1	40	5	3	2	1	4	0	2	1	1	2	0	1	2	3	5	3	.37	30
NS18325H	12350	123	1.00672602798857	1.40556001661048	2	-98	2	2	3	2006	0	1	-91	1	-91	2	2	1	1	1	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	4	-91	-91	-91	3212	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	1	0	1	0	0	1	0	0	0	0	0	0	5	-91	-98	2	2	-98	-98	2	2	7	-98	7	-98	4.1	-98	4.1	-98	4.1	2	-98	2	-98	2	2	-98	-98	2	1	-98	-98	1	-98	3	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	5	5	57	8	5	1	2	1	8	-98	-98	-98	-98	-98	-98	-98	57	8	5	1	1	-98	-98	-98	-98	-98	1	0	0	1	0	1	0	4	1	0	7	5	.14	15
NS18326J	12539	125	1.00924670797126	1.37879630135134	2	-98	2	2	4	2006	0	1	-91	1	-91	2	4	1	1	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	1	0	1	1	0	0	0	0	0	0	3	-91	-98	2	6	-98	-98	6	6	-91	-98	-91	-98	14.3	-98	14.3	-98	14.3	8	-98	8	-98	8	3	-98	-98	3	2	-98	-98	2	-98	-91	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	3	3	46	6	4	1	2	1	8	-98	-98	-98	-98	-98	-98	-98	46	6	4	1	1	-98	-98	-98	-98	-98	1	0	0	0	1	1	0	4	1	0	5	3	.22	15
NS18328L	12540	125	.961338067158573	.327149738111935	2	3	3	8	5	2006	0	1	-91	1	-91	2	2	1	2	1	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	-91	-91	2211	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	12	2	3	2	6	1	1	6	1	-91	6	-91	6	14.3	3.1	14.3	3.1	3.1	8	1	8	1	1	3	1	1	3	2	1	1	2	2	-91	1	1	0	0	0	0	1	1	4	9	4	9	1	1	12	12	39	4	3	2	2	1	8	51	7	4	2	1	1	8	39	4	3	2	1	51	7	4	2	1	5	0	2	1	2	2	0	1	2	5	5	3	.06	7
NS18330X	13003	130	1.28963219689242	1.50894492755703	2	-98	2	8	5	2006	0	1	-91	1	-91	2	4	2	-91	2	1	2	-91	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	1	1	0	0	0	0	0	0	0	0	2	-91	-98	2	6	-98	-98	6	6	-91	-98	-91	-98	14.3	-98	14.3	-98	14.3	8	-98	8	-98	8	3	-98	-98	3	2	-98	-98	2	-98	-91	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	2	2	48	6	4	6	2	1	8	-98	-98	-98	-98	-98	-98	-98	48	6	4	6	1	-98	-98	-98	-98	-98	-94	-94	-94	-94	-94	1	0	4	1	5	5	1	.57	46
NS18331Y	12311	123	1.02200148498641	.345011491384594	2	3	2	5	5	2006	0	1	-91	1	-91	2	2	1	3	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	-91	-91	-91	3539	-91	-91	-91	10	-91	-91	-91	-91	-91	-91	-91	1	0	0	1	0	0	0	0	0	1	0	0	0	8	2	2	3	1	6	1	6	1	6	-91	-91	6	4.1	14.3	14.3	4.1	4.1	2	8	8	2	2	1	3	1	3	1	2	1	2	-91	3	1	1	0	0	0	0	3	8	3	8	3	8	3	8	8	8	43	5	3	2	1	1	8	38	4	3	2	2	1	8	38	4	3	2	1	43	5	3	2	1	2	0	1	1	0	2	0	1	2	2	5	5	.07	17
NS18332Z	13409	134	.983090422339998	.221712187439514	3	2	3	7	5	2006	0	1	-91	1	-91	3	1	2	-91	1	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	1	-91	-91	-91	8118	-91	-91	-91	1	2	3	-91	-91	4136	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	7	1	3	2	1	1	1	1	1	7	7	7	7	12.3	7.1	7.1	12.3	12.3	6	3	3	6	6	1	1	1	1	1	1	1	1	4	8	2	2	0	0	0	0	3	8	3	8	3	8	3	8	7	7	52	7	4	2	1	1	8	49	6	4	2	2	1	8	49	6	4	2	1	52	7	4	2	1	-94	-94	-94	-94	-94	2	0	-94	-94	4	5	5	.4	49
NS18333A	10307	103	1.20800130934606	3.6754004454838	2	3	2	4	4	2006	0	1	-91	1	-91	2	2	1	1	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	4	-91	-91	-91	1151	-91	-91	-91	9	-91	-91	-91	-91	-91	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	12	2	3	2	1	8	8	1	1	4	-91	4	-91	5	14.3	5	14.3	5	2	8	2	8	2	1	3	3	1	1	2	2	1	-91	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	12	12	50	7	4	2	2	1	8	58	8	5	2	1	1	8	50	7	4	2	1	58	8	5	2	1	1	0	0	0	1	2	0	1	2	1	5	7	.18	13
NS18334B	10853	108	.97794622837724	1.24797742089648	2	3	3	4	4	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	-91	-91	-91	6124	-91	-91	-91	1	2	3	-91	-91	2314	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	9	2	3	2	1	1	1	1	1	7	7	7	7	12.7	4.1	12.7	4.1	4.1	6	2	6	2	2	1	1	1	1	1	1	1	1	2	6	1	1	0	1	1	0	1	1	1	1	1	1	1	1	9	9	47	6	4	2	2	1	8	48	6	4	2	1	1	8	47	6	4	2	1	48	6	4	2	1	1	0	0	1	0	2	0	1	2	1	5	6	.05	10
NS18336D	12010	120	.945571875747374	1.12648288018918	2	3	3	4	4	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	-91	-91	-91	4211	-91	-91	-91	1	2	4	-91	-91	5222	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	10	2	3	2	1	1	1	1	1	6	7	6	7	6	11.1	6	11.1	11.1	2	5	2	5	5	1	1	1	1	1	1	1	1	5	4	1	1	1	0	0	1	1	1	1	1	1	1	1	1	10	10	42	5	3	2	2	1	8	45	6	4	2	1	1	8	42	5	3	2	1	45	6	4	2	1	2	0	0	1	1	2	0	1	2	1	5	9	.03	7
NS18337E	12032	120	.938594196701886	1.11571449358888	2	3	2	4	4	2006	0	1	-91	1	-91	2	1	1	3	3	1	1	-91	-91	-91	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	3	-91	-91	-91	2314	-91	-91	-91	12	-91	-91	-91	-91	-91	-91	-91	1	1	1	1	0	1	1	1	0	0	0	0	0	11	2	3	2	1	9	9	1	1	6	-91	6	-91	4.1	14.3	4.1	14.3	4.1	2	8	2	8	2	1	3	3	1	1	2	2	1	-91	2	1	1	0	1	1	0	1	1	1	1	1	1	1	1	11	11	49	6	4	2	2	1	8	66	10	6	2	1	0	8	49	6	4	2	1	66	10	6	2	0	2	0	0	0	2	2	0	1	2	1	7	9	.07	13
NS18338F	12913	129	1.0374074180202	.364759829570347	2	3	3	6	6	2006	0	1	-91	1	-91	2	4	1	1	3	1	2	-91	-91	-91	-91	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	2	1	-91	-91	9234	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	5	2	3	2	6	2	2	6	2	-91	7	-91	7	14.3	13.2	14.3	13.2	13.2	8	7	8	7	7	3	2	2	3	2	1	1	2	9	-91	1	1	0	0	0	0	4	9	4	9	4	9	4	9	5	5	37	4	3	2	2	1	8	44	5	3	2	1	1	8	37	4	3	2	1	44	5	3	2	1	-94	0	2	1	1	2	0	1	2	3	5	7	.38	30
NS18339G	12913	129	1.24957769167487	.373279421368926	3	2	2	8	6	2006	0	1	-91	1	-91	3	1	1	2	3	1	1	-91	-91	-91	-91	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	9	-91	-91	-91	-91	-91	-91	-91	0	0	0	1	1	0	0	0	0	0	0	0	0	3	2	2	3	6	8	8	6	8	-91	-91	-91	-91	14.3	14.3	14.3	14.3	14.3	8	8	8	8	8	3	3	3	3	2	2	2	2	-91	-91	2	2	0	1	1	0	4	9	4	9	4	9	4	9	3	3	46	6	4	2	2	1	8	54	7	4	2	1	1	8	46	6	4	2	1	54	7	4	2	1	4	1	1	1	1	2	0	1	2	2	5	7	.27	27
NS18340R	11701	117	.946943429880527	1.03633225958737	2	3	3	3	4	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	4	-91	-91	-91	3537	-91	-91	-91	1	1	3	-91	-91	2421	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	12	2	3	2	1	1	1	1	1	6	6	6	6	4.2	3.1	4.2	3.1	3.1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	3	1	1	0	1	1	0	1	1	1	1	1	1	1	1	12	12	49	6	4	2	2	1	8	53	7	4	2	1	1	8	49	6	4	2	1	53	7	4	2	1	1	0	0	1	0	2	0	1	2	0	5	8	.01	4
NS18342T	11302	113	1.18240606206111	2.53084838146134	2	-98	2	4	6	2006	0	1	-91	1	-91	2	4	2	-91	3	1	1	-91	-91	-91	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	9	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	1	1	1	0	0	0	0	0	0	0	3	-91	-98	2	8	-98	-98	8	8	-91	-98	-91	-98	14.3	-98	14.3	-98	14.3	8	-98	8	-98	8	3	-98	-98	3	2	-98	-98	2	-98	-91	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	3	3	40	5	3	5	2	1	8	-98	-98	-98	-98	-98	-98	-98	40	5	3	5	1	-98	-98	-98	-98	-98	-94	0	0	0	2	1	0	4	1	1	5	1	.29	32
