NSID	samppsu	sampstratum	W2toW3nrwt	W3finwt	W3mainres	W3secores	W3hrefper	W3qfhhno	W3intmnthMP	W3intyearMP	W3sameaddHH	W3parpresHH	W3parchkHH	W3incarHH	W3intypHH	W3infon	W3hous12HH	W3usevcHH	W3vehnoHH	W3condur4MP	W3condur5MP	W3condur6MP	W3condur4YP	W3condur5YP	W3condur6YP	W3englangHH	W3elseHH0a	W3elseHH0b	W3elseHH0c	W3elseHH0d	W3elseHH0e	W3elseHH0f	W3elseHH0g	W3elseHH0h	W3elseHH0i	W3elseHH0j	W3whopresMP0a	W3whopresMP0b	W3whopresMP0c	W3whopresMP0d	W3whopresMP0e	W3whopresMP0f	W3wrk1aMP	W3wrk10MP	W3wrk11MP	W3wrk12aMP	W3wrk12bMP	W3wrk13MP	W3socMP	W3edfinyMP	W3edfinmMP	W3qualstuMP	W3wrk1aSP	W3wrk10SP	W3wrk11SP	W3wrk12aSP	W3wrk12bSP	W3socSP	W3edfinySP	W3edfinmSP	W3incsourMP0a	W3incsourMP0b	W3incsourMP0c	W3incsourMP0d	W3incsourMP0e	W3incsourMP0f	W3incsourMP0g	W3incsourMP0h	W3incsourMP0i	W3incsourMP0j	W3incsourMP0k	W3incsourMP0l	W3incsourMP0m	W3incestMP	W3parentckMP	W3fatherid	W3motherid	W3empsMP	W3empssp	W3empsdad	W3empsmum	W3empshrp	W3cempszMP	W3cempszSP	W3cempszmum	W3cempszdad	W3cnsseccatMP	W3cnsseccatSP	W3cnsseccatmum	W3cnsseccatdad	W3cnsseccatfam	W3cnssecMP	W3cnssecSP	W3cnssecmum	W3cnssecdad	W3cnssecfam	W3wrkfullMP	W3wrkfullSP	W3wrkfulldad	W3wrkfullmum	W3wrkcurMP	W3wrkcurSP	W3wrkcurdad	W3wrkcurmum	W3socmajorSP	W3socmajorMP	W3mainrespos	W3secorespos	W3cgempsMP	W3cgempsSP	W3cgempsdad	W3cgeMPsmum	W3ethgrpMP	W3ethnicMP	W3ethgrpsp	W3ethnicsp	W3ethgrpdad	W3ethnicdad	W3ethgrpmum	W3ethnicmum	W3incestm	W3incestw	W3ageMP	W3agebd5MP	W3agebd10MP	W3marstatMP	W3sexMP	W3wrkageMP	W3relMP	W3ageSP	W3agebd5SP	W3agebd10SP	W3marstatSP	W3sexSP	W3wrkageSP	W3relSP	W3agemum	W3agebd5mum	W3agebd10mum	W3marstatmum	W3wrkagemum	W3agedad	W3agebd5dad	W3agebd10dad	W3marstatdad	W3wrkagedad	W3depkids	W3ch0_2HH	W3ch3_11HH	W3ch12_15HH	W3ch16_17HH	W3natparHH	W3stepfam	W3famtyp	W3lnpar	W3sibs	urbind	gor	IDACIRSCORE	IMDRSCORE
NS13616S	11445	114	.986711389503472	1.28613552684856	2	3	2	5	3	2006	0	1	-91	1	-91	2	2	1	1	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	-91	-91	-91	6111	-91	-91	-91	1	1	3	-91	-91	8213	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	7	1	3	2	1	1	1	1	1	7	6	7	6	7.3	10	7.3	10	7.3	3	5	3	5	3	1	1	1	1	1	1	1	1	8	6	1	1	1	0	0	1	1	1	1	1	1	1	1	1	7	7	41	5	3	3	2	1	8	38	4	3	3	1	1	11	41	5	3	3	1	38	4	3	3	1	3	0	0	2	1	1	1	2	2	2	5	2	.35	34
NS13617T	10840	108	.973366054816825	1.080243791054	3	2	3	4	5	2006	0	1	-91	1	-91	3	4	1	2	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	-91	-91	-91	1122	-91	-91	-91	2	2	1	-91	-91	9223	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	10	2	3	2	1	2	1	2	1	5	7	7	5	5	12.2	12.2	5	5	2	6	6	2	2	1	2	1	2	1	1	1	1	9	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	10	10	42	5	3	2	1	1	8	47	6	4	2	2	1	8	47	6	4	2	1	42	5	3	2	1	1	0	0	0	2	2	0	1	2	1	5	6	.24	17
NS13620F	12531	125	.961951830326123	1.09578419962516	2	3	3	3	5	2006	0	1	-91	1	-91	2	2	1	2	1	1	1	-91	-91	-91	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	2	1	-91	-91	-91	5434	-91	-91	-91	1	2	2	-91	-91	9241	-91	-91	1	0	0	1	0	0	1	1	0	0	0	0	0	10	1	3	2	1	1	1	1	1	7	7	7	7	12.2	12.2	12.2	12.2	12.2	6	6	6	6	6	1	1	1	1	1	1	1	1	9	5	1	1	1	0	0	1	1	1	1	1	1	1	1	1	10	10	52	7	4	2	2	1	8	53	7	4	2	1	1	8	52	7	4	2	1	53	7	4	2	1	1	0	0	0	1	2	0	1	2	0	6	3	.06	12
NS13621G	10423	104	.957186814659971	1.0358137334659	3	2	2	4	4	2006	0	1	-91	1	-91	3	2	1	1	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	4	-91	-91	-91	7111	-91	-91	-91	1	2	3	-91	-91	2121	-91	-91	1	1	0	1	0	0	1	1	0	0	0	0	0	12	2	2	3	2	1	1	2	1	7	7	7	7	12.1	3.1	12.1	3.1	3.1	6	1	6	1	1	2	1	1	2	1	1	1	1	2	7	1	1	0	0	0	0	1	1	1	1	1	1	1	1	12	12	40	5	3	2	2	1	8	43	5	3	2	1	1	8	40	5	3	2	1	43	5	3	2	1	2	0	0	1	1	2	0	1	2	1	5	4	.06	14
NS13622H	10815	108	.961005032395843	1.09905501376858	-997	-98	1	1	-99	-99	0	1	-91	1	-91	-997	1	1	2	-99	-99	-99	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-98	-98	-98	-98	-98	-98	-98	-98	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-91	-98	-98	-94	-98	-98	-98	-99	-99	-98	-98	-98	-99	-98	-98	-98	-99	-99	-98	-98	-98	-99	-94	-98	-98	-98	-94	-98	-98	-98	-98	-99	-99	-98	-94	-98	-98	-98	-94	-94	-98	-98	-98	-98	-98	-98	-99	-99	-94	-94	-94	-94	-94	-94	-94	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	0	1	0	1	2	0	1	2	0	6	6	.01	5
NS13624K	12334	123	1.1888882067765	2.00963771271499	2	3	3	7	7	2006	0	1	-91	1	-91	2	4	1	3	2	1	2	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	1	-91	-91	8215	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	6	2	3	2	6	1	1	6	1	-91	7	-91	7	14.3	12.2	14.3	12.2	12.2	8	6	8	6	6	3	1	1	3	2	1	1	2	8	-91	1	1	0	0	0	0	1	1	1	1	1	1	1	1	6	6	33	3	2	2	2	1	8	34	3	2	2	1	1	11	33	3	2	2	1	34	3	2	2	1	4	1	1	1	2	1	1	1	2	4	5	5	.33	40
NS13625L	12010	120	.953808614495556	1.21992566996369	2	3	3	6	4	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	-91	-91	-91	6122	-91	-91	-91	1	2	3	-91	-91	5215	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	6	2	3	2	1	1	1	1	1	7	7	7	7	13.1	13.3	13.1	13.3	13.3	7	7	7	7	7	1	1	1	1	1	1	1	1	5	6	1	1	0	0	0	0	1	1	1	1	1	1	1	1	6	6	52	7	4	2	2	1	8	50	7	4	2	1	1	8	52	7	4	2	1	50	7	4	2	1	1	0	0	1	0	2	0	1	2	3	5	9	.33	21
NS13626M	13407	134	1.04004359230306	.253380253751628	2	-98	2	3	4	2006	0	1	-91	1	-91	2	5	1	1	1	1	1	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	-91	-91	-91	5242	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	1	0	0	0	0	0	0	0	0	0	7	-91	-98	-98	1	-98	-98	-98	1	6	-98	-98	-98	6	-98	-98	-98	6	2	-98	-98	-98	2	1	-98	-98	-98	1	-98	-98	-98	-98	5	1	-98	0	-98	-98	-98	6	12	-98	-98	-98	-98	-98	-98	7	7	41	5	3	1	2	1	8	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	0	1	0	1	2	0	2	2	1	5	5	.46	51
NS13628P	11723	117	1.02699640874729	1.32648971310127	2	-98	2	3	5	2006	0	1	-91	1	-91	2	2	1	1	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	-91	-91	-91	1239	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	1	0	0	0	0	0	0	5	-91	-98	2	1	-98	-98	1	1	4	-98	4	-98	5	-98	5	-98	5	2	-98	2	-98	2	1	-98	-98	1	1	-98	-98	1	-98	1	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	5	5	44	5	3	4	2	1	8	-98	-98	-98	-98	-98	-98	-98	44	5	3	4	1	-98	-98	-98	-98	-98	2	0	0	2	0	1	0	4	1	1	5	8	.01	2
NS13629Q	12006	120	.937473650670646	.973587978562408	2	3	2	4	3	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	-91	-91	-91	2421	-91	-91	-91	2	2	3	-91	-91	2312	-91	-91	0	0	0	1	1	0	0	0	0	0	0	0	0	-92	2	2	3	1	2	1	2	1	6	7	7	6	3.1	4.1	4.1	3.1	3.1	1	2	2	1	1	1	2	1	2	1	1	1	1	2	2	2	2	0	1	0	1	1	1	1	1	1	1	1	1	-92	-92	45	6	4	2	1	1	8	44	5	3	2	2	1	8	44	5	3	2	1	45	6	4	2	1	1	0	0	0	1	2	0	1	2	1	5	9	.09	9
NS13630A	12809	128	1.41291122445635	1.81909485219458	2	3	2	3	4	2006	0	1	-91	1	-91	2	2	1	1	1	1	1	-99	-99	-99	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	2	-91	-91	-91	4122	-91	-91	-91	1	2	1	-91	-91	1162	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	9	2	3	2	1	1	1	1	1	7	5	7	5	7.1	5	7.1	5	7.1	3	2	3	2	3	1	1	1	1	1	1	1	1	1	4	1	1	0	0	0	0	1	1	1	1	1	1	1	1	9	9	48	6	4	2	2	1	8	51	7	4	2	1	1	11	48	6	4	2	1	51	7	4	2	1	1	0	0	0	1	1	1	1	2	0	5	7	.32	32
NS13631B	10835	108	.947134216400063	.176247773262287	4	2	-92	4	4	2006	0	1	-91	1	-91	3	1	2	-91	3	1	1	-91	-91	-91	3	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	-91	-91	9224	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	-1	2	3	4	6	1	-99	6	-94	-91	6	-91	-99	14.3	10	14.3	-99	-94	8	5	8	-99	-94	3	1	-99	3	2	1	-99	2	9	-91	1	3	0	-91	-99	0	5	10	-94	-94	-99	-99	5	10	-1	-1	33	3	2	2	2	1	8	-94	-94	-94	-94	-94	-94	-94	33	3	2	2	1	-94	-94	-94	2	-94	3	-94	-94	-94	-94	2	0	1	2	1	5	6	.16	24
NS13632C	11317	113	.977755017448788	1.14757558996894	2	-98	2	2	4	2006	0	1	-91	1	-91	2	2	2	-91	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	1	-91	-91	-91	7111	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	1	0	0	0	0	0	0	3	-91	-98	2	2	-98	-98	2	2	7	-98	7	-98	12.1	-98	12.1	-98	12.1	6	-98	6	-98	6	2	-98	-98	2	1	-98	-98	1	-98	7	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	3	3	39	4	3	1	2	1	8	-98	-98	-98	-98	-98	-98	-98	39	4	3	1	1	-98	-98	-98	-98	-98	1	0	0	0	1	1	0	4	1	0	5	1	.45	41
NS13634E	11905	119	.960693902150786	1.0690094921006	2	3	2	5	7	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	12	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	-91	-91	3211	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	-92	2	2	3	9	1	9	1	9	-91	6	6	-91	14.3	4.1	4.1	14.3	14.3	8	2	2	8	8	3	1	3	1	2	1	2	1	3	-91	1	1	1	0	1	0	1	1	1	1	1	1	1	1	-92	-92	51	7	4	2	1	1	11	48	6	4	2	2	1	8	48	6	4	2	1	51	7	4	2	1	-94	-94	-94	-94	-94	1	1	1	2	2	7	8	.11	16
NS13635F	11701	117	.991869165732407	1.2195471172	2	-98	2	2	6	2006	0	1	-91	1	-91	2	2	1	1	3	1	1	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	3	-91	-91	-91	4150	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	1	0	0	0	0	0	0	-92	-91	-98	2	1	-98	-98	1	1	7	-98	7	-98	7.2	-98	7.2	-98	7.2	3	-98	3	-98	3	1	-98	-98	1	1	-98	-98	1	-98	4	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	-92	-92	43	5	3	5	2	1	8	-98	-98	-98	-98	-98	-98	-98	43	5	3	5	1	-98	-98	-98	-98	-98	1	0	0	0	1	1	0	4	1	0	5	8	.17	11
NS13637H	10903	109	1.00594870695906	1.43519915430771	2	-98	2	3	6	2006	0	1	-91	1	-91	2	2	1	1	1	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	-91	-91	-91	6121	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	0	0	0	0	0	0	0	7	-91	-98	2	1	-98	-98	1	1	7	-98	7	-98	7.2	-98	7.2	-98	7.2	3	-98	3	-98	3	1	-98	-98	1	1	-98	-98	1	-98	6	1	-98	0	-98	-98	0	1	3	-98	-98	-98	-98	1	3	7	7	50	7	4	1	2	1	8	-98	-98	-98	-98	-98	-98	-98	50	7	4	1	1	-98	-98	-98	-98	-98	1	0	0	0	1	1	0	4	1	1	5	7	.49	34
NS13638J	13604	136	.982470661648386	.303228176767254	2	3	2	5	4	2006	0	1	-91	1	-91	2	2	1	2	1	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	-91	-91	-91	-91	-91	-91	-91	-91	-91	10	-91	-91	-91	-91	-91	-91	-91	0	0	0	1	1	0	0	0	0	0	0	0	0	-92	2	2	3	3	6	3	6	3	-91	-91	-91	-91	14.3	14.3	14.3	14.3	14.3	8	8	8	8	8	3	3	3	3	2	2	2	2	-91	-91	1	1	1	0	1	0	4	9	4	9	4	9	4	9	-92	-92	37	4	3	2	1	1	8	38	4	3	2	2	1	8	38	4	3	2	1	37	4	3	2	1	3	0	1	1	1	2	0	1	2	2	5	3	.48	51
NS13640V	11421	114	.955500474357888	1.12969149665098	3	-98	3	3	4	2006	0	1	-91	1	-91	3	2	1	1	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	-91	-91	-91	4150	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	0	0	0	0	0	0	0	6	-91	-98	3	1	-98	-98	1	1	6	-98	6	-98	6	-98	6	-98	6	2	-98	2	-98	2	1	-98	-98	1	1	-98	-98	1	-98	4	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	6	6	39	4	3	6	2	1	8	-98	-98	-98	-98	-98	-98	-98	39	4	3	6	1	-98	-98	-98	-98	-98	2	0	0	1	1	1	0	4	1	1	5	2	.16	26
NS13642X	11304	113	.967432069403174	.313102773601531	2	3	3	6	6	2006	0	1	-91	1	-91	2	2	1	2	1	1	2	-91	-91	-91	-91	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	2	-91	-91	8214	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	-92	2	3	2	6	1	1	6	1	-91	7	-91	7	14.3	13.3	14.3	13.3	13.3	8	7	8	7	7	3	1	1	3	2	1	1	2	8	-91	1	1	0	0	0	0	4	9	4	9	4	9	4	9	-92	-92	53	7	4	2	2	1	8	58	8	5	2	1	1	8	53	7	4	2	1	58	8	5	2	1	2	0	0	0	2	2	0	1	2	3	5	1	.16	22
NS13643Y	11804	118	.967229843814949	.355839445819514	2	3	3	7	5	2006	0	1	-91	1	-91	2	1	1	2	1	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	9	-91	-91	-91	-91	-91	-91	-91	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	2	3	2	6	8	8	6	8	-91	-91	-91	-91	14.3	14.3	14.3	14.3	14.3	8	8	8	8	8	3	3	3	3	2	2	2	2	-91	-91	1	1	0	0	0	0	4	9	4	9	4	9	4	9	-1	-1	40	5	3	2	2	1	8	54	7	4	2	1	1	8	40	5	3	2	1	54	7	4	2	1	2	0	1	0	1	2	0	1	2	4	5	8	.15	21
NS13644Z	12533	125	.962567355635959	1.21481030992754	2	3	3	5	4	2006	0	1	-91	1	-91	2	2	1	2	1	1	1	-91	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	2	-91	-91	5224	-91	-91	1	0	0	0	0	0	0	0	0	0	0	0	0	6	2	3	2	6	1	1	6	1	-91	7	-91	7	14.3	11.1	14.3	11.1	11.1	8	5	8	5	5	3	1	1	3	2	1	1	2	5	-91	1	1	0	0	0	0	1	1	1	1	1	1	1	1	6	6	38	4	3	2	2	1	8	40	5	3	2	1	1	8	38	4	3	2	1	40	5	3	2	1	3	0	1	1	1	2	0	1	2	2	5	3	.07	13
NS13645A	11032	110	1.04970547053501	.384419117509924	2	-98	2	2	6	2006	0	1	-91	1	-91	2	2	1	1	1	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	-91	-91	-91	3413	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	0	0	0	0	0	0	0	4	-91	-98	2	1	-98	-98	1	1	7	-98	7	-98	4.1	-98	4.1	-98	4.1	2	-98	2	-98	2	1	-98	-98	1	1	-98	-98	1	-98	3	1	-98	1	-98	-98	1	1	1	-98	-98	-98	-98	1	1	4	4	34	3	2	5	2	1	8	-98	-98	-98	-98	-98	-98	-98	34	3	2	5	1	-98	-98	-98	-98	-98	1	0	0	0	1	1	0	4	1	0	5	7	.17	19
NS13646B	12032	120	.989255698429055	1.33296358836621	2	5	5	5	4	2006	0	1	-91	1	-91	2	4	1	2	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	2	-1	-91	-91	9139	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	-1	2	5	2	6	2	2	6	2	-91	7	-91	7	14.3	13.4	14.3	13.4	13.4	8	7	8	7	7	3	2	2	3	2	1	1	2	9	-91	1	1	0	0	0	0	1	3	1	3	1	3	1	3	-1	-1	44	5	3	2	2	1	8	49	6	4	2	1	1	8	44	5	3	2	1	49	6	4	2	1	3	0	0	2	1	2	0	1	2	2	6	9	.25	24
NS13647C	10430	104	.972589362312764	1.22257767020196	5	2	2	5	4	2006	0	1	-91	1	-91	5	2	1	2	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	-91	-91	1	-91	1234	-91	-91	1	0	0	1	0	1	0	0	0	0	0	0	0	-1	2	2	5	6	1	1	6	1	-91	3	-91	3	14.3	9.1	14.3	9.1	9.1	8	4	8	4	4	3	1	1	3	2	1	1	2	1	-91	1	1	0	0	0	0	1	1	1	1	1	1	1	1	-1	-1	41	5	3	1	2	1	8	45	6	4	1	1	1	8	41	5	3	1	1	45	6	4	1	1	3	0	0	2	1	2	0	2	2	2	5	4	.03	6
NS13648D	12037	120	.970597288582515	1.29176490836357	2	-98	2	3	5	2006	0	1	-91	1	-91	2	2	1	1	3	1	2	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	1	-91	-91	-91	9233	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	1	0	0	0	0	0	0	2	-91	-98	2	2	-98	-98	2	2	7	-98	7	-98	13.4	-98	13.4	-98	13.4	7	-98	7	-98	7	2	-98	-98	2	1	-98	-98	1	-98	9	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	2	2	42	5	3	5	2	1	8	-98	-98	-98	-98	-98	-98	-98	42	5	3	5	1	-98	-98	-98	-98	-98	2	0	0	2	0	1	0	4	1	1	7	9	.1	16
NS13649E	11801	118	.981685498609977	1.22629802999643	2	3	3	4	5	2006	0	1	-91	1	-91	2	2	1	4	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	-91	-91	-91	4215	-91	-91	-91	1	2	1	-91	-91	1239	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	10	2	3	2	1	1	1	1	1	7	5	7	5	7.1	5	7.1	5	5	3	2	3	2	2	1	1	1	1	1	1	1	1	1	4	1	1	0	0	0	0	1	1	1	1	1	1	1	1	10	10	46	6	4	2	2	1	8	47	6	4	2	1	1	8	46	6	4	2	1	47	6	4	2	1	-94	-94	-94	-94	-94	2	0	1	2	1	5	8	.11	10
NS13650P	13117	131	.973642026400644	.956969226784813	2	3	2	5	6	2006	0	1	-91	1	-91	3	6	2	-91	4	2	2	-91	-91	-91	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	9	-91	-91	-91	-91	-91	-91	-91	0	0	0	1	1	1	0	0	0	0	0	0	0	3	2	3	2	8	8	8	8	8	-91	-91	-91	-91	14.3	14.3	14.3	14.3	14.3	8	8	8	8	8	3	3	3	3	2	2	2	2	-91	-91	1	1	0	1	1	0	1	1	1	2	1	2	1	1	3	3	51	7	4	2	2	1	8	56	8	5	2	1	1	8	51	7	4	2	1	56	8	5	2	1	2	0	1	0	1	2	0	1	2	2	5	2	.48	52
NS13651Q	10434	104	1.01166026456273	.338414276431017	2	3	3	4	4	2006	0	1	-91	1	-91	2	2	1	1	1	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	2	-91	-91	-91	6124	-91	-91	-91	1	1	3	-91	-91	5223	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	8	2	3	2	2	1	1	2	1	7	6	7	6	12.7	10	12.7	10	10	6	5	6	5	5	2	1	1	2	1	1	1	1	5	6	1	1	0	0	0	0	1	1	6	12	6	12	1	1	8	8	41	5	3	2	2	1	8	46	6	4	2	1	1	8	41	5	3	2	1	46	6	4	2	1	2	0	1	0	1	2	0	1	2	1	7	4	.06	10
NS13652R	12323	123	.981518433326194	1.18300276742832	2	3	3	4	4	2006	0	1	-91	1	-91	2	2	1	1	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	2	-91	-91	-91	4123	-91	-91	-91	1	2	3	-91	-91	4122	-91	-91	1	0	0	1	0	0	1	1	0	0	0	0	0	6	2	3	2	2	1	1	2	1	7	7	7	7	7.1	7.1	7.1	7.1	7.1	3	3	3	3	3	2	1	1	2	1	1	1	1	4	4	1	1	0	0	0	0	1	1	1	1	1	1	1	1	6	6	40	5	3	2	2	1	8	42	5	3	2	1	1	8	40	5	3	2	1	42	5	3	2	1	2	0	1	0	1	2	0	1	2	1	5	5	.11	19
NS13653S	10412	104	1.25801227844297	.393266309992437	2	3	2	8	6	2006	0	1	-91	1	-91	2	1	1	1	3	1	2	-91	-91	-91	-91	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	5	-91	-91	-91	-91	-91	-91	-91	-91	-91	10	-91	-91	-91	-91	-91	-91	-91	0	0	0	1	0	1	0	0	0	0	0	0	0	2	2	2	3	3	6	3	6	3	-91	-91	-91	-91	14.3	14.3	14.3	14.3	14.3	8	8	8	8	8	3	3	3	3	2	2	2	2	-91	-91	1	1	1	1	1	1	4	9	4	9	4	9	4	9	2	2	66	10	6	2	1	0	8	61	9	5	2	2	0	8	61	9	5	2	0	66	10	6	2	0	-94	-94	-94	-94	-94	2	0	1	2	2	5	4	.54	68
NS13654T	12515	125	1.00227365802659	.455964167397774	3	2	2	5	5	2006	0	1	-91	1	-91	3	2	1	2	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	-91	-91	-91	2215	-91	-91	-91	1	1	1	-91	-91	2215	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	12	2	2	3	2	1	1	2	1	6	6	6	6	3.1	3.1	3.1	3.1	3.1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	0	0	0	0	7	13	7	13	7	13	7	13	12	12	45	6	4	2	2	1	8	49	6	4	2	1	1	8	45	6	4	2	1	49	6	4	2	1	3	0	1	1	1	2	0	1	2	2	5	3	.14	20
NS13655V	10425	104	1.32053658436635	1.88815802498054	3	-98	2	4	4	2006	0	1	-91	1	-91	2	2	1	1	3	2	2	-91	-91	-91	-91	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	3	-91	-91	-91	8133	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	1	0	1	0	0	1	0	0	0	0	0	0	6	-91	3	-98	1	-98	1	-98	-99	7	-98	-98	7	11.2	-98	-98	11.2	-99	5	-98	-98	5	-99	1	-98	1	-98	1	-98	1	-98	-98	8	1	-98	0	-98	0	-98	1	1	-98	-98	1	1	-98	-98	6	6	-94	-94	-94	4	1	-94	8	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-94	-94	-94	4	-94	2	-94	-94	-94	-94	1	0	3	1	2	5	4	.45	41
