NSID	W8CHID	W8NCHSEX	W8NCHDOBM	W8NCHDOBY	W8NCHRAGE	W8DNCHRAGE	W8NCHREL	W8NCHRELP	W8PARNAME	W8PARDOBM	W8PARDOBY	W8PARAGE	W8DPARAGE	W8NCHPRES	W8NCHEVLV	W8CHDLIVE	W8ABCHG91	W8COPA	W8SEOF
NS13402P	2	2	2	2011	-1	5	1	1	-1	-1	-1	-1	-1	3	1	3	7	-1	-1
NS13404R	1	1	5	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13405S	1	2	11	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13406T	1	1	2	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13406T	2	2	1	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13453N	1	1	5	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13459V	1	2	1	2011	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13459V	2	1	11	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13512L	1	1	6	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13512L	2	1	6	2013	-1	2	2	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13512L	3	2	7	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13523G	1	2	3	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13526K	1	2	10	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13530Y	1	2	6	2008	-1	7	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS13530Y	2	1	11	2010	-1	5	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS13541T	1	1	8	2009	-1	6	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	1	4
NS13541T	2	1	8	2010	-1	5	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	1	4
NS13541T	3	1	7	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13542V	1	2	2	2009	-1	6	1	-1	11	-9	-9	62	62	1	-1	-1	-1	2	-1
NS13542V	2	2	5	2013	-1	2	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	3
NS13543W	1	1	1	2011	-1	5	1	-1	-1	-9	-9	26	26	3	2	1	1	-1	-1
NS13543W	2	2	1	2015	-1	1	1	-1	-1	-9	-9	26	26	3	2	1	1	-1	-1
NS13558W	1	2	11	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13558W	2	2	10	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13558W	3	2	5	2015	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13560G	1	1	1	2013	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13560G	2	2	7	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13560G	3	2	7	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13571C	1	2	6	2013	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13571C	2	2	1	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13591R	1	1	1	2010	-1	6	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS13591R	2	2	5	2012	-1	3	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS13591R	3	2	7	2014	-1	1	1	-1	11	8	1991	-1	24	1	-1	-1	-1	1	1
NS13607Z	1	1	8	2008	-1	7	1	-1	-1	6	1987	-1	28	1	-1	-1	-1	1	1
NS13607Z	2	2	3	2011	-1	5	1	-1	-1	6	1987	-1	28	1	-1	-1	-1	1	1
NS13622H	1	1	9	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13627N	1	2	10	2010	-1	5	1	-1	-1	12	1985	-1	29	1	-1	-1	-1	1	1
NS13627N	2	1	10	2014	-1	1	1	-1	-1	12	1985	-1	29	1	-1	-1	-1	1	1
NS13644Z	1	1	4	2015	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13657X	1	2	3	2010	-1	5	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS13661K	1	2	10	2009	-1	6	1	-1	-1	-9	-9	-9	-9	2	-1	-1	1	1	1
NS13675J	1	2	10	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13704Y	1	2	8	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13711P	1	1	4	2011	-1	5	1	2	1	-1	-1	-1	-1	2	-1	-1	2	1	1
NS13722K	1	1	7	2014	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS13723L	1	2	3	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13723L	2	2	3	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13728R	1	2	7	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13735H	1	1	5	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13749G	1	2	1	2009	-1	6	1	-1	-1	10	1988	-1	27	1	-1	-1	-1	2	-1
NS13749G	2	2	10	2011	-1	4	1	-1	-1	10	1988	-1	27	1	-1	-1	-1	2	-1
NS13753V	1	1	2	2009	-1	6	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	3
NS13754W	1	2	1	2014	-1	2	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS13758A	1	2	1	2010	-1	5	1	-1	-1	3	1991	-1	24	1	-1	-1	-1	2	-1
NS13761M	1	1	11	2012	-1	3	1	-1	-1	9	1978	-1	37	1	-1	-1	-1	1	4
NS13761M	2	1	11	2012	-1	3	1	-1	-1	9	1978	-1	37	1	-1	-1	-1	1	4
NS13768V	1	1	6	2008	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13768V	2	1	4	2012	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13777N	1	2	7	2006	-1	9	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13777N	2	1	7	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13777N	3	2	8	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13783D	1	1	9	2009	-1	6	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS13787H	1	2	8	2006	-1	9	1	-1	-1	5	1975	-1	40	1	-1	-1	-1	2	-1
NS13787H	2	1	9	2009	-1	6	1	-1	-1	11	1985	-1	29	1	-1	-1	-1	2	-1
NS13789K	1	2	4	2013	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13797C	1	1	-9	-9	-9	-9	1	-1	-1	-9	-9	-9	-9	1	-1	-1	-1	2	-1
NS13797C	2	2	-9	-9	-9	-9	1	-1	-1	-9	-9	-9	-9	1	-1	-1	-1	2	-1
NS13797C	3	2	-9	-9	-9	-9	1	-1	-1	-9	-9	-9	-9	1	-1	-1	-1	2	-1
NS13797C	4	2	-9	-9	-9	-9	1	-1	-1	-9	-9	-9	-9	1	-1	-1	-1	2	-1
NS13804A	1	2	9	2004	-1	11	2	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13804A	2	2	10	2009	-1	6	2	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13804A	3	1	1	2010	-1	6	1	2	-1	5	1993	-1	22	2	-1	-1	1	1	1
NS13804A	4	2	9	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13807D	1	2	12	2009	-1	6	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS13815W	1	1	3	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13815W	2	2	3	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13818Z	1	1	1	2013	-1	3	1	-1	1	-1	-1	-1	-1	3	1	1	1	-1	-1
NS13818Z	2	2	5	2014	-1	1	1	-1	1	-1	-1	-1	-1	3	1	1	1	-1	-1
NS13823N	1	2	2	2011	-1	4	1	2	1	-1	-1	-1	-1	3	1	1	2	-1	-1
NS13826R	1	1	7	2015	-1	0	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS13828T	1	2	9	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13849J	1	2	12	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13849J	2	1	9	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13862Q	1	2	9	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13890X	1	2	-9	-9	5	5	1	-1	1	-1	-1	-1	-1	3	1	1	3	-1	-1
NS13890X	2	1	5	2012	-1	4	1	-1	1	-1	-1	-1	-1	3	1	1	3	-1	-1
NS13928W	1	2	8	2014	-1	1	1	-1	11	6	1992	-1	23	1	-1	-1	-1	2	-1
NS13929X	1	1	6	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13943E	1	2	4	2008	-1	8	1	-1	1	-1	-1	-1	-1	3	1	1	1	-1	-1
NS13943E	2	2	4	2009	-1	7	1	-1	1	-1	-1	-1	-1	3	1	1	1	-1	-1
NS13943E	3	1	4	2013	-1	3	1	-1	1	-1	-1	-1	-1	3	1	1	1	-1	-1
NS13952Y	1	2	7	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13955B	1	1	11	2011	-1	4	1	-1	-1	3	1992	-1	23	3	2	1	1	-1	-1
NS13956C	1	2	5	2012	-1	3	3	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13966X	1	1	1	2011	-1	5	1	-1	-1	2	1989	-1	26	1	-1	-1	-1	1	3
NS13966X	2	2	3	2014	-1	1	1	-1	-1	2	1989	-1	26	1	-1	-1	-1	1	3
NS13971L	1	2	5	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13971L	2	2	9	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS13973N	1	1	1	2014	-1	2	1	-1	11	9	1990	-1	25	1	-1	-1	-1	1	1
NS13973N	2	1	5	2008	-1	8	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	3
NS13979V	1	2	11	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14008H	1	2	12	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14012W	1	2	6	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14025T	1	1	12	2004	-1	11	3	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14028X	1	1	4	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14036P	1	1	1	2008	-1	8	1	-1	-1	2	1988	-1	28	1	-1	-1	-1	1	1
NS14036P	2	2	9	2010	-1	5	1	-1	-1	2	1988	-1	28	1	-1	-1	-1	1	1
NS14050X	1	1	1	2011	-1	5	1	2	-1	5	1988	-1	27	1	-1	-1	-1	2	-1
NS14050X	2	2	2	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14056D	1	2	7	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14064W	1	1	11	2009	-1	6	1	-1	1	-9	-9	28	28	1	-1	-1	-1	2	-1
NS14079W	1	2	1	2011	-1	4	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	3
NS14080F	1	1	12	2012	-1	3	1	-1	-1	4	1987	-1	28	1	-1	-1	-1	1	3
NS14102D	1	1	4	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14104F	1	1	9	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14104F	2	2	4	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14105G	1	1	8	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14105G	2	1	6	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14106H	1	2	10	2014	-1	1	1	-1	-1	2	1995	-1	21	3	2	1	5	-1	-1
NS14110W	1	1	1	2010	-1	6	1	-1	-1	10	1987	-1	28	1	-1	-1	-1	1	2
NS14110W	2	2	12	2010	-1	5	1	-1	-1	10	1987	-1	28	1	-1	-1	-1	1	2
NS14123T	1	1	11	2004	-1	11	3	1	-1	-1	-1	-1	-1	2	-1	-1	3	-1	-1
NS14123T	2	1	5	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14127Y	1	1	9	2009	-1	6	1	-1	-9	-1	-1	-1	-1	1	-1	-1	-1	1	3
NS14148N	1	2	12	2012	-1	3	1	-1	-1	-9	-9	28	28	1	-1	-1	-1	2	-1
NS14148N	2	2	2	2016	-1	0	1	-1	-1	2	1988	-1	28	1	-1	-1	-1	1	1
NS14166A	1	1	12	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14173R	1	1	7	2013	-1	3	1	-1	-1	-9	-9	-9	-9	3	2	1	3	-1	-1
NS14190C	1	2	6	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14190C	2	2	2	2013	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14190C	3	1	2	2015	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14191D	1	2	4	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14191D	2	1	4	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14191D	3	2	11	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14208M	1	2	3	2010	-1	5	1	2	-1	-9	-9	29	29	1	-1	-1	-1	1	3
NS14208M	2	1	3	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14211Z	1	1	5	2007	-1	8	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS14234R	1	2	4	2009	-1	7	1	-1	1	-1	-1	-1	-1	2	-1	-1	1	1	1
NS14234R	2	2	8	2014	-1	1	1	-1	11	1	1989	-1	27	1	-1	-1	-1	1	2
NS14248Q	1	1	-9	-9	7	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14248Q	2	2	-9	-9	1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14252D	1	1	6	2007	-1	8	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14252D	2	2	5	2008	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14262Y	1	2	9	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14281L	1	1	11	2008	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14281L	2	1	9	2009	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14281L	3	1	3	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14301G	1	2	6	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14301G	2	1	2	2008	-1	8	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14320V	1	1	6	2007	-1	8	1	-1	-1	-9	-9	-9	-9	1	-1	-1	-1	2	-1
NS14320V	2	2	4	2014	-1	1	1	-1	-1	-9	-9	-9	-9	1	-1	-1	-1	1	3
NS14334T	1	2	10	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14347R	1	1	12	2008	-1	7	1	2	-9	-1	-1	-1	-1	3	1	1	4	-1	-1
NS14371T	1	1	9	2007	-1	8	1	2	-1	9	1989	-1	26	1	-1	-1	-1	1	3
NS14371T	2	2	8	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14371T	3	1	10	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14373W	1	2	2	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14373W	2	1	2	2011	-1	4	3	1	-1	-1	-1	-1	-1	2	-1	-1	1	-1	-1
NS14386T	1	1	2	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14386T	2	2	12	2010	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14398Q	1	1	-9	-9	7	7	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS14398Q	2	2	1	2010	-1	6	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS14398Q	3	1	9	2012	-1	3	1	-1	11	8	1989	-1	26	1	-1	-1	-1	1	1
NS14398Q	4	1	-9	-9	2	2	1	-1	11	8	1989	-1	26	1	-1	-1	-1	1	1
NS14407Q	1	1	2	2012	-1	3	1	-1	11	-9	-9	48	48	1	-1	-1	-1	2	-1
NS14407Q	2	2	8	2013	-1	2	1	-1	11	-9	-9	48	48	1	-1	-1	-1	2	-1
NS14408R	1	2	8	2009	-1	6	3	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14436Y	1	1	9	2014	-1	1	1	-1	1	-1	-1	-1	-1	2	-1	-1	1	1	2
NS14443P	1	2	-9	-9	2	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14447T	1	2	12	2008	-1	7	1	-1	-1	6	1981	-1	34	1	-1	-1	-1	1	2
NS14464E	1	1	1	2012	-1	3	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS14469K	1	1	9	2008	-1	7	1	2	-1	1	1988	-1	28	1	-1	-1	-1	2	-1
NS14469K	2	2	6	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14474Z	1	1	3	2008	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14474Z	2	1	7	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14474Z	3	2	10	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14474Z	4	1	6	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14475A	1	2	10	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14481Q	1	1	2	2009	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14481Q	2	1	2	2012	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14491K	1	1	8	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14491K	2	1	9	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14499T	1	2	9	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14499T	2	2	8	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14509V	1	2	2	2008	-1	8	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS14512G	1	2	3	2008	-1	7	1	-1	-1	11	1989	-1	26	1	-1	-1	-1	1	2
NS14517M	1	2	11	2011	-1	4	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS14517M	2	1	5	2014	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS14524D	1	1	5	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14542Q	1	2	6	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14566J	1	2	7	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14566J	2	2	7	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14569M	1	1	1	2008	-1	8	1	-1	11	-9	-9	35	35	1	-1	-1	-1	1	6
NS14569M	2	1	6	2014	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	6
NS14569M	3	2	10	2015	-1	0	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	6
NS14578F	1	1	4	2014	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14584W	1	1	-9	-9	0	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14597T	1	1	9	2008	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14597T	2	2	2	2012	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14617P	1	2	3	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14617P	2	1	10	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14637D	1	2	-9	-9	-9	-9	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14654P	1	2	11	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14654P	2	1	4	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14669P	1	2	9	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14679J	1	1	7	2009	-1	6	1	-1	-1	-9	-9	-8	-8	1	-1	-1	-1	2	-1
NS14679J	2	1	10	2014	-1	1	1	-1	-1	-9	-9	-8	-8	1	-1	-1	-1	2	-1
NS14681V	1	1	11	2015	-1	0	1	-1	-1	11	1999	-1	16	3	2	1	4	-1	-1
NS14698X	1	1	1	2008	-1	8	1	2	-1	6	1988	-1	28	1	-1	-1	-1	1	2
NS14698X	2	2	10	2006	-1	9	5	1	-1	-1	-1	-1	-1	2	-1	-1	2	-1	-1
NS14730Y	1	2	-9	-9	3	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14743W	1	2	6	2009	-1	6	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS14786C	1	2	6	2011	-1	4	1	2	1	-1	-1	-1	-1	2	-1	-1	1	1	1
NS14786C	2	2	6	2012	-1	3	1	2	1	-1	-1	-1	-1	2	-1	-1	1	1	1
NS14793T	1	1	4	2009	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14793T	2	1	1	2013	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14794V	1	1	5	2009	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14794V	2	1	8	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14794V	3	1	4	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14795W	1	2	11	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14795W	2	1	9	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14801S	1	2	11	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14801S	2	2	4	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14806Y	1	2	6	2013	-1	2	1	-1	-1	3	1986	-1	30	1	-1	-1	-1	2	-1
NS14831B	1	2	3	2012	-1	3	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS14866Q	1	1	10	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14874H	1	1	10	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14880Y	1	1	1	2010	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14880Y	2	1	6	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14880Y	3	1	1	2015	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14887F	1	1	1	2003	-1	13	3	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14893W	1	1	11	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14924M	1	1	3	2013	-1	2	1	-1	-1	12	1989	-1	25	3	1	1	2	-1	-1
NS14924M	2	1	12	2015	-1	0	1	-1	-1	12	1989	-1	25	3	1	1	4	-1	-1
NS14929S	1	2	11	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14932E	1	2	1	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14945C	1	2	11	2015	-1	0	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS14946D	1	2	3	2014	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14946D	2	2	4	2015	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14958A	1	2	1	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14958A	2	2	12	2011	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14966S	1	1	1	2009	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14966S	2	1	6	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS14971G	1	2	2	2011	-1	4	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS14971G	2	1	8	2013	-1	2	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS14981B	1	2	1	2013	-1	2	1	-1	-1	5	1982	-1	33	1	-1	-1	-1	1	2
NS15009E	1	1	12	2013	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15010P	1	1	5	2009	-1	7	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS15010P	2	2	3	2011	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15010P	3	2	3	2013	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
