NSID	W8BENID	W8BENA	W8BENP2	W8BENA3	W8BENW
NS16316Y	29	40	4	4	10
NS16345F	21	132	2	-1	30
NS16352X	21	80	2	-1	18
NS16354Z	1	-9	-9	-1	-1
NS16374N	21	82	2	-1	18
NS16374N	22	176	1	-1	176
NS16374N	23	0	-8	-1	-8
NS16379T	21	80	2	-1	18
NS16379T	22	20	1	-1	20
NS16379T	23	40	1	-1	40
NS16379T	28	340	2	-1	78
NS16383G	21	140	4	4	35
NS16394C	21	20	2	-1	4
NS16396E	21	80	2	-1	18
NS16423R	21	32	1	-1	32
NS16423R	23	59	1	-1	59
NS16431J	21	34	4	1	34
NS16432K	21	-8	-8	-1	-1
NS16432K	22	-8	-8	-1	-1
NS16432K	28	-8	-8	-1	-1
NS16432K	29	-8	-8	-1	-1
NS16440C	23	80	2	-1	18
NS16444G	21	80	1	-1	80
NS16444G	22	40	1	-1	40
NS16444G	23	80	1	-1	80
NS16448L	28	65	1	-1	65
NS16448L	29	0	2	-1	0
NS16449M	21	170	4	14	-8
NS16469B	21	132	4	4	33
NS16469B	22	1000	4	4	250
NS16469B	23	132	4	4	33
NS16470L	4	800	2	-1	184
NS16470L	7	0	3	-1	0
NS16470L	28	-8	-8	-1	-1
NS16470L	29	900	3	-1	17
NS16485L	1	-9	-9	-1	-1
NS16496G	21	82	4	5	18
NS16496G	22	74	4	1	74
NS16496G	23	58	4	1	58
NS16496G	28	48	4	1	48
NS16496G	29	15	4	5	3
NS16506H	2	-8	-8	-1	-1
NS16506H	6	-8	-8	-1	-1
NS16506H	7	-8	-8	-1	-1
NS16506H	28	-8	-8	-1	-1
NS16518E	21	80	2	-1	18
NS16527Y	1	74	1	-1	74
NS16546L	21	80	2	-1	18
NS16546L	22	3	1	-1	3
NS16546L	23	65	1	-1	65
NS16547M	21	20	4	1	20
NS16548N	22	17	1	-1	17
NS16553C	18	122	2	-1	28
NS16562W	2	700	2	-1	161
NS16562W	4	200	2	-1	46
NS16562W	21	150	2	-1	34
NS16562W	23	90	2	-1	20
NS16562W	28	350	2	-1	80
NS16562W	29	200	2	-1	46
NS16579Y	2	-9	-9	-1	-1
NS16579Y	21	-9	-9	-1	-1
NS16579Y	22	-9	-9	-1	-1
NS16579Y	23	-9	-9	-1	-1
NS16582K	21	80	2	-1	18
NS16592E	21	82	2	-1	18
NS16592E	22	100	1	-1	100
NS16592E	23	45	1	-1	45
NS16595H	21	21	1	-1	21
NS16595H	22	82	1	-1	82
NS16595H	23	63	1	-1	63
NS16599M	7	230	2	-1	53
NS16599M	21	135	2	-1	31
NS16599M	23	12	1	-1	12
NS16602F	4	140	4	2	70
NS16602F	21	20	1	-1	20
NS16602F	23	60	1	-1	60
NS16610Y	2	142	4	2	71
NS16610Y	21	20	1	-1	20
NS16610Y	23	60	1	-1	60
NS16610Y	28	144	2	-1	33
NS16610Y	29	-8	-8	-1	-1
NS16620S	21	80	2	-1	18
NS16620S	23	230	2	-1	53
NS16620S	28	0	4	15	-8
NS16620S	29	0	4	15	-8
NS16628B	1	146	4	2	73
NS16635S	21	32	1	-1	32
NS16643K	21	-8	-8	-1	-1
NS16643K	22	-8	-8	-1	-1
NS16643K	23	-8	-8	-1	-1
NS16643K	28	-9	-9	-1	-1
NS16658K	2	252	4	2	126
NS16658K	6	52	1	-1	52
NS16658K	7	416	4	4	104
NS16658K	21	20	1	-1	20
NS16658K	23	148	4	1	148
NS16658K	28	142	1	-1	142
NS16658K	29	90	2	-1	20
NS16661X	2	148	4	2	74
NS16661X	21	20	1	-1	20
NS16661X	23	62	1	-1	62
NS16661X	28	240	4	2	120
NS16661X	29	-8	4	15	-1
NS16672S	21	20	1	-1	20
NS16672S	22	150	1	-1	150
NS16672S	23	150	4	1	150
NS16673T	21	20	1	-1	20
NS16673T	23	-8	-8	-1	-1
NS16676X	21	83	2	-1	19
NS16680K	21	-9	-9	-1	-1
NS16680K	22	-9	-9	-1	-1
NS16680K	23	-9	-9	-1	-1
NS16709Q	2	1	-8	-1	-8
NS16709Q	21	-8	-8	-1	-1
NS16709Q	23	-8	-8	-1	-1
NS16709Q	28	-8	-8	-1	-1
NS16709Q	29	-8	-8	-1	-1
NS16712C	21	-8	-8	-1	-1
NS16712C	23	-9	-9	-1	-1
NS16716G	2	140	4	2	70
NS16716G	21	21	1	-1	21
NS16720V	21	20	1	-1	20
NS16723Y	21	23	1	-1	23
NS16723Y	23	100	1	-1	100
NS16727C	21	20	1	-1	20
NS16729E	2	-8	-8	-1	-1
NS16729E	4	-8	-8	-1	-1
NS16729E	7	77	1	-1	77
NS16729E	28	121	1	-1	121
NS16736W	21	80	4	4	20
NS16741K	2	46	1	-1	46
NS16741K	30	60	1	-1	60
NS16747R	2	107	4	2	53
NS16747R	21	21	1	-1	21
NS16747R	23	64	1	-1	64
NS16747R	28	93	1	-1	93
NS16747R	29	-8	-8	-1	-1
NS16756K	21	82	2	-1	18
NS16756K	23	190	2	-1	43
NS16765D	21	47	1	-1	47
NS16765D	23	210	1	-1	210
NS16774X	1	146	4	2	73
NS16780M	21	80	4	4	20
NS16780M	22	67	4	2	33
NS16780M	23	-8	-8	-1	-1
NS16804M	21	136	2	-1	31
NS16831S	21	20	1	-1	20
NS16838A	2	130	4	2	65
NS16838A	21	20	4	1	20
NS16838A	23	60	4	1	60
NS16838A	28	495	2	-1	114
NS16838A	29	-8	-8	-1	-1
NS16846S	21	400	4	4	100
NS16846S	22	49	1	-1	49
NS16846S	23	286	4	1	286
NS16846S	28	45	4	1	45
NS16846S	29	20	4	1	20
NS16864E	21	80	4	4	20
NS16873Y	21	82	2	-1	18
NS16884T	21	80	4	4	20
NS16888Y	21	20	4	1	20
NS16888Y	22	43	4	1	43
NS16888Y	23	45	4	1	45
NS16888Y	28	297	4	4	74
NS16888Y	29	-8	-8	-1	-1
NS16895P	21	30	1	-1	30
NS16895P	23	400	2	-1	92
NS16899T	21	34	1	-1	34
NS16899T	23	10	1	-1	10
NS16904P	21	82	2	-1	18
NS16904P	22	30	1	-1	30
NS16904P	23	54	1	-1	54
NS16904P	28	139	4	2	69
NS16904P	29	0	-8	-1	-8
NS16911F	1	136	2	-1	31
NS16911F	2	0	2	-1	0
NS16911F	21	467	4	4	116
NS16911F	28	104	4	2	52
NS16911F	29	36	2	-1	8
NS16914J	21	82	2	-1	18
NS16914J	25	279	2	-1	64
NS16925E	21	20	1	-1	20
NS16925E	22	60	1	-1	60
NS16925E	23	60	1	-1	60
NS16925E	28	75	1	-1	75
NS16925E	29	460	4	12	8
NS16944S	28	54	1	-1	54
NS16950H	21	30	4	2	15
NS16988A	1	50	1	-1	50
NS16990L	21	20	1	-1	20
NS16990L	28	428	2	-1	98
NS16990L	29	-8	-8	-1	-1
NS17015L	21	50	1	-1	50
NS17015L	23	160	1	-1	160
NS17017N	21	132	4	4	33
NS17037C	21	82	2	-1	18
NS17042R	21	20	1	-1	20
NS17063G	21	20	1	-1	20
NS17072A	21	80	2	-1	18
NS17072A	22	-9	2	-1	-1
NS17072A	23	-9	2	-1	-1
NS17080S	21	30	4	1	30
NS17087A	21	20	1	-1	20
NS17104S	21	100	2	-1	23
NS17105T	21	40	1	-1	40
NS17112K	21	137	1	-1	137
NS17112K	23	237	1	-1	237
NS17118R	4	230	4	2	115
NS17118R	7	329	2	-1	75
NS17118R	28	650	2	-1	150
NS17118R	29	900	3	-1	17
NS17119S	21	20	1	-1	20
NS17119S	22	50	1	-1	50
NS17119S	23	40	1	-1	40
NS17119S	28	45	1	-1	45
NS17120C	21	82	4	4	20
NS17125H	4	280	2	-1	64
NS17133A	21	80	2	-1	18
NS17133A	22	70	1	-1	70
NS17133A	23	50	1	-1	50
NS17133A	28	-8	-8	-1	-1
NS17135C	1	250	2	-1	57
NS17139G	21	80	1	-1	80
NS17164K	21	82	4	4	20
NS17164K	22	-8	4	4	-1
NS17164K	23	-8	4	4	-1
NS17166M	30	400	2	-1	92
NS17167N	21	-8	1	-1	-1
NS17167N	22	27	1	-1	27
NS17167N	23	27	1	-1	27
NS17170A	1	-8	-8	-1	-1
NS17170A	7	-9	4	4	-1
NS17190P	2	103	4	2	51
NS17190P	21	80	2	-1	18
NS17190P	28	83	1	-1	83
NS17190P	29	-8	-8	-1	-1
NS17197X	21	30	1	-1	30
NS17197X	22	80	1	-1	80
NS17197X	23	12	4	1	12
NS17212M	21	130	2	-1	30
NS17218T	21	82	2	-1	18
NS17218T	23	220	2	-1	50
NS17218T	28	400	2	-1	92
NS17218T	29	210	3	-1	4
NS17225K	21	86	2	-1	19
NS17226L	21	34	1	-1	34
NS17227M	21	48	1	-1	48
NS17227M	23	230	1	-1	230
NS17231A	21	-9	-9	-1	-1
NS17231A	28	-9	-9	-1	-1
NS17233C	21	83	4	4	20
NS17234D	4	-8	-8	-1	-1
NS17234D	7	-8	-8	-1	-1
NS17234D	21	-9	-9	-1	-1
NS17234D	28	-8	-8	-1	-1
NS17239J	21	80	2	-1	18
NS17239J	22	-9	1	-1	-1
NS17239J	23	-9	-9	-1	-1
NS17241V	4	135	4	2	67
NS17241V	7	200	4	4	50
NS17246A	18	300	2	-1	69
NS17256V	21	34	1	-1	34
NS17256V	22	80	1	-1	80
NS17256V	23	-8	-8	-1	-1
NS17270C	21	82	2	-1	18
NS17303W	21	82	2	-1	18
NS17305Y	21	138	2	-1	31
NS17305Y	22	60	1	-1	60
NS17305Y	23	110	1	-1	110
NS17306Z	21	34	1	-1	34
NS17314R	21	130	2	-1	30
NS17314R	23	62	1	-1	62
NS17344A	21	137	2	-1	31
NS17344A	23	103	1	-1	103
NS17355W	2	100	2	-1	23
NS17355W	21	30	1	-1	30
NS17355W	23	112	1	-1	112
NS17355W	28	123	1	-1	123
NS17355W	29	-8	2	-1	-1
NS17360K	2	123	4	2	61
NS17360K	21	33	1	-1	33
NS17360K	23	0	-8	-1	-8
NS17360K	28	1100	2	-1	254
NS17360K	29	11	1	-1	11
NS17369V	1	112	4	2	56
NS17384D	18	170	2	-1	39
NS17390T	23	50	1	-1	50
NS17408D	1	70	1	-1	70
NS17425P	21	21	1	-1	21
NS17425P	22	100	1	-1	100
NS17425P	23	0	1	-1	0
NS17425P	28	700	2	-1	161
NS17426Q	1	-9	-9	-1	-1
NS17431E	21	-9	-9	-1	-1
NS17439N	21	20	1	-1	20
NS17440Y	21	20	1	-1	20
NS17440Y	22	35	1	-1	35
NS17440Y	28	60	2	-1	13
NS17454X	2	50	4	12	0
NS17454X	21	35	4	1	35
NS17454X	23	100	1	-1	100
NS17454X	28	140	1	-1	140
NS17454X	29	900	4	12	17
NS17459C	21	80	4	4	20
NS17463Q	2	174	4	2	87
NS17463Q	6	62	1	-1	62
NS17463Q	21	75	1	-1	75
NS17463Q	23	326	1	-1	326
NS17463Q	28	165	1	-1	165
NS17463Q	29	92	2	-1	21
NS17472J	21	137	2	-1	31
NS17489L	1	200	4	2	100
NS17489L	28	100	4	5	23
NS17489L	29	600	4	9	115
NS17496C	21	80	2	-1	18
NS17502Z	21	80	2	-1	18
NS17506D	21	82	2	-1	18
NS17512T	21	82	4	4	20
NS17536M	21	81	4	4	20
NS17536M	22	250	4	4	62
NS17536M	23	270	4	4	67
NS17536M	28	52	4	2	26
NS17551W	18	-8	-8	-1	-1
NS17579T	4	240	4	2	120
NS17583G	21	-9	-9	-1	-1
NS17593B	21	34	1	-1	34
NS17609J	21	40	1	-1	40
NS17622Q	22	0	2	-1	0
NS17622Q	23	0	-8	-1	-8
NS17640C	21	80	2	-1	18
NS17640C	23	40	4	1	40
NS17644G	21	80	2	-1	18
NS17663V	21	80	2	-1	18
NS17665X	2	220	4	2	110
NS17665X	3	-8	-8	-1	-1
NS17665X	4	-8	-8	-1	-1
NS17665X	7	-8	-8	-1	-1
NS17687N	21	20	1	-1	20
NS17687N	22	60	1	-1	60
NS17687N	23	30	1	-1	30
NS17688P	18	1300	3	-1	25
NS17699K	21	82	4	5	18
NS17707J	21	137	2	-1	31
NS17721R	4	180	4	2	90
NS17721R	6	248	2	-1	57
NS17721R	21	240	2	-1	55
NS17732M	21	22	1	-1	22
NS17732M	22	50	1	-1	50
NS17732M	23	-8	-8	-1	-1
NS17736R	21	137	4	4	34
NS17736R	22	33	1	-1	33
NS17736R	23	116	1	-1	116
NS17736R	28	95	4	2	47
NS17736R	29	1	1	-1	1
NS17742G	21	20	1	-1	20
NS17742G	23	50	1	-1	50
NS17746L	21	-9	-9	-1	-1
NS17746L	22	-9	-9	-1	-1
NS17746L	23	-9	-9	-1	-1
NS17762W	21	-9	-9	-1	-1
NS17784M	21	80	2	-1	18
NS17784M	22	400	2	-1	92
NS17784M	23	50	2	-1	11
NS17784M	28	140	1	-1	140
NS17784M	29	100	2	-1	23
NS17798L	1	144	4	2	72
NS17798L	21	80	2	-1	18
NS17798L	23	64	4	1	64
NS17798L	28	344	2	-1	79
NS17798L	29	-8	-8	-1	-1
NS17803G	21	33	1	-1	33
NS17805J	21	20	1	-1	20
NS17809N	1	146	4	2	73
NS17809N	21	20	1	-1	20
NS17809N	23	240	2	-1	55
NS17809N	28	113	1	-1	113
NS17809N	29	-8	-8	-1	-1
NS17812A	4	-8	-8	-1	-1
NS17823W	21	80	2	-1	18
NS17823W	23	-8	2	-1	-1
NS17824X	21	192	4	4	48
NS17824X	23	500	4	4	125
NS17830M	2	0	1	-1	0
NS17830M	21	82	2	-1	18
NS17830M	22	6	1	-1	6
NS17830M	23	60	1	-1	60
NS17830M	28	550	2	-1	127
NS17837V	22	222	2	-1	51
NS17848Q	21	134	4	4	33
NS17863Z	21	137	2	-1	31
NS17868E	21	-8	-8	-1	-1
NS17868E	22	-8	1	-1	-1
NS17868E	23	-8	1	-1	-1
NS17874V	21	120	4	4	30
NS17875W	21	78	2	-1	18
NS17901G	21	83	2	-1	19
NS17929E	29	0	-8	-1	-8
NS17930P	21	80	2	-1	18
NS17930P	23	63	1	-1	63
NS17930P	28	-8	-8	-1	-1
NS17930P	29	-8	-8	-1	-1
NS17931Q	4	126	4	2	63
NS17931Q	21	48	1	-1	48
NS17931Q	23	167	1	-1	167
NS17931Q	28	380	2	-1	87
NS17931Q	29	-8	-8	-1	-1
NS17942L	21	80	4	4	20
NS17958M	21	80	2	-1	18
NS17965D	4	404	2	-1	93
NS17965D	7	300	2	-1	69
NS17965D	21	80	2	-1	18
NS17965D	23	200	2	-1	46
NS17965D	28	142	2	-1	32
NS17965D	29	143	2	-1	33
NS17980M	21	136	2	-1	31
NS17982P	7	400	4	4	100
NS17986T	14	-8	-8	-1	-1
NS17995M	21	48	1	-1	48
NS17998Q	21	-8	-8	-1	-1
NS18011C	21	82	2	-1	18
NS18012D	21	80	2	-1	18
NS18016H	21	61	1	-1	61
NS18016H	23	61	1	-1	61
NS18017J	21	137	2	-1	31
NS18019L	21	15	1	-1	15
NS18023Z	4	250	4	2	125
NS18055K	1	75	1	-1	75
NS18055K	21	20	1	-1	20
NS18055K	28	50	-8	-1	-8
NS18055K	29	20	2	-1	4
NS18056L	21	34	4	1	34
NS18056L	22	13	4	1	13
NS18056L	23	117	1	-1	117
NS18056L	28	46	4	2	23
NS18067G	21	137	2	-1	31
NS18067G	22	200	2	-1	46
NS18067G	23	358	2	-1	82
NS18071V	21	80	2	-1	18
NS18073X	2	170	4	2	85
NS18073X	21	170	4	2	85
NS18073X	28	0	-9	-1	-8
NS18073X	29	0	4	2	0
NS18093L	21	82	2	-1	18
NS18117L	21	82	2	-1	18
NS18143Q	21	88	2	-1	20
NS18143Q	22	193	4	4	48
NS18143Q	23	82	2	-1	18
NS18158Q	21	188	2	-1	43
NS18179F	1	-8	-8	-1	-1
NS18204Q	4	250	4	2	125
NS18214K	21	48	1	-1	48
NS18214K	23	110	1	-1	110
NS18214K	28	170	4	1	170
NS18214K	29	16	1	-1	16
NS18230V	21	134	2	-1	30
NS18230V	22	47	1	-1	47
NS18230V	23	112	1	-1	112
NS18233Y	21	80	4	4	20
NS18239E	21	80	2	-1	18
NS18253M	21	130	2	-1	30
NS18258S	4	242	4	2	121
NS18258S	21	48	1	-1	48
NS18258S	23	170	4	1	170
NS18258S	28	-8	-8	-1	-1
NS18258S	29	-8	-8	-1	-1
NS18272A	21	130	2	-1	30
NS18272A	23	71	1	-1	71
NS18273B	28	15	4	2	7
NS18273B	29	20	4	2	10
NS18274C	21	40	1	-1	40
NS18274C	22	160	1	-1	160
NS18274C	28	640	2	-1	147
NS18274C	29	100	2	-1	23
NS18304S	4	287	4	2	143
NS18311J	22	200	2	-1	46
NS18330X	21	-9	-9	-1	-1
NS18330X	22	-9	-9	-1	-1
NS18330X	23	-9	-9	-1	-1
NS18330X	28	-8	-8	-1	-1
NS18330X	29	-8	-8	-1	-1
NS18352N	21	-8	-8	-1	-1
NS18352N	23	-9	-8	-1	-1
NS18354Q	21	82	4	4	20
NS18354Q	23	61	1	-1	61
NS18367N	21	82	4	4	20
NS18403T	21	20	1	-1	20
NS18403T	23	130	1	-1	130
NS18406X	21	50	1	-1	50
NS18410K	21	120	4	4	30
NS18418T	21	123	4	4	30
NS18422G	21	33	4	1	33
NS18422G	22	39	4	1	39
NS18422G	23	30	4	1	30
NS18433C	28	35	1	-1	35
NS18459Y	21	61	1	-1	61
NS18459Y	22	-8	-8	-1	-1
NS18459Y	23	168	1	-1	168
NS18459Y	28	-9	-8	-1	-1
NS18459Y	29	-9	-8	-1	-1
NS18469S	1	143	4	2	71
NS18484B	21	33	1	-1	33
NS18484B	22	17	1	-1	17
NS18484B	23	117	1	-1	117
NS18484B	28	25	1	-1	25
NS18484B	29	40	3	-1	0
NS18490R	2	80	2	-1	18
NS18490R	21	80	2	-1	18
NS18490R	23	60	1	-1	60
NS18530B	4	374	4	2	187
NS18530B	7	416	4	4	104
NS18530B	28	371	4	4	92
NS18553T	2	130	4	2	65
NS18553T	21	34	1	-1	34
NS18553T	23	118	1	-1	118
NS18562M	21	-8	-8	-1	-1
NS18573H	21	83	2	-1	19
NS18584D	3	0	-8	-1	-8
NS18584D	5	0	4	4	0
NS18584D	6	-8	4	5	-1
NS18584D	7	0	-8	-1	-8
NS18584D	9	0	-8	-1	-8
NS18599D	1	140	4	2	70
NS18599D	28	-8	-8	-1	-1
NS18601W	7	-8	2	-1	-1
NS18604Z	21	40	4	2	20
NS18615V	4	180	4	2	90
NS18615V	28	380	2	-1	87
NS18615V	29	16	2	-1	3
NS18620J	4	0	-8	-1	-8
NS18620J	12	0	-8	-1	-8
NS18630D	4	250	4	2	125
NS18630D	28	390	2	-1	90
NS18631E	21	81	4	4	20
NS18631E	23	81	2	-1	18
NS18647F	1	-8	-8	-1	-1
NS18647F	4	-8	-8	-1	-1
NS18660M	4	240	4	2	120
NS18664R	21	135	4	4	33
NS18673K	21	80	2	-1	18
NS18680B	21	-9	-9	-1	-1
NS18689L	2	100	4	2	50
NS18689L	21	137	4	5	31
NS18689L	23	420	4	4	105
NS18692Y	29	30	2	-1	6
NS18695B	21	82	4	4	20
NS18695B	23	52	1	-1	52
NS18695B	28	310	2	-1	71
NS18695B	29	0	4	15	-8
NS18698E	21	180	4	5	41
NS18719B	2	120	2	-1	27
NS18722N	21	82	2	-1	18
NS18722N	22	92	1	-1	92
NS18722N	23	60	1	-1	60
NS18722N	28	300	4	2	150
NS18725R	21	80	2	-1	18
NS18735L	7	21	1	-1	21
NS18735L	21	20	1	-1	20
NS18735L	23	63	1	-1	63
NS18735L	28	83	1	-1	83
NS18735L	29	900	3	-1	17
NS18741B	21	80	2	-1	18
NS18765V	1	143	4	2	71
NS18771K	21	134	4	4	33
NS18771K	22	117	1	-1	117
NS18771K	23	200	1	-1	200
NS18774N	4	250	4	2	125
NS18774N	7	400	4	5	92
NS18774N	28	360	4	5	83
NS18774N	29	12	4	1	12
NS18784H	21	136	4	4	34
NS18784H	22	61	4	1	61
NS18784H	23	117	1	-1	117
NS18784H	28	180	4	1	180
NS18787L	2	-8	-8	-1	-1
NS18787L	21	-8	-8	-1	-1
NS18787L	23	-8	-8	-1	-1
NS18787L	28	-8	-8	-1	-1
NS18808H	21	-9	-9	-1	-1
NS18830H	21	80	2	-1	18
NS18830H	22	97	1	-1	97
NS18830H	23	67	1	-1	67
NS18830H	28	90	4	2	45
NS18843F	29	50	2	-1	11
NS18844G	21	82	4	4	20
NS18849M	21	80	2	-1	18
NS18849M	23	43	2	-1	9
NS18852Z	21	136	4	4	34
NS18868A	21	80	2	-1	18
NS18888P	21	120	4	4	30
NS18888P	23	110	1	-1	110
NS18888P	28	86	4	1	86
NS18888P	29	86	1	-1	86
NS18889Q	21	186	2	-1	42
NS18893D	2	61	1	-1	61
NS18893D	21	198	2	-1	45
NS18893D	23	165	2	-1	38
NS18894E	21	20	1	-1	20
NS18894E	23	20	1	-1	20
NS18905G	21	119	1	-1	119
NS18905G	23	63	1	-1	63
NS18905G	28	100	1	-1	100
NS18905G	29	-8	1	-1	-1
NS18907J	21	60	1	-1	60
NS18907J	23	20	1	-1	20
NS18910W	4	225	4	2	112
NS18910W	7	174	2	-1	40
NS18921R	21	20	2	-1	4
NS18921R	28	500	2	-1	115
NS18934P	21	21	1	-1	21
NS18934P	28	88	1	-1	88
NS18934P	29	61	1	-1	61
NS18936R	21	200	4	5	46
NS18936R	22	10	4	1	10
NS18936R	23	168	4	1	168
NS18936R	28	40	4	1	40
NS18980H	6	62	4	1	62
NS18980H	7	104	4	1	104
NS18980H	21	21	4	1	21
NS18980H	23	134	4	1	134
NS18982K	21	80	4	4	20
NS18982K	22	60	4	1	60
NS18982K	23	60	4	1	60
NS18982K	28	30	4	1	30
NS18987Q	1	50	1	-1	50
NS19010X	21	137	4	4	34
NS19010X	23	20	1	-1	20
NS19033P	21	33	1	-1	33
NS19033P	28	73	1	-1	73
NS19033P	29	0	1	-1	0
NS19038V	21	20	1	-1	20
NS19038V	22	47	1	-1	47
NS19038V	23	60	1	-1	60
NS19046M	21	132	2	-1	30
NS19056G	21	138	4	4	34
NS19082L	1	75	1	-1	75
NS19085P	28	28	1	-1	28
NS19085P	29	40	2	-1	9
NS19096K	21	30	1	-1	30
NS19096K	23	50	1	-1	50
NS19104J	21	20	4	1	20
NS19109P	14	10	2	-1	2
NS19111A	14	-8	-8	-1	-1
NS19111A	18	-8	-8	-1	-1
NS19111A	21	-8	-8	-1	-1
NS19115E	4	175	4	2	87
NS19115E	28	330	2	-1	76
NS19115E	29	-8	-8	-1	-1
NS19127B	21	20	1	-1	20
NS19140H	21	34	1	-1	34
NS19140H	22	-9	-9	-1	-1
NS19140H	23	-9	-9	-1	-1
NS19152E	28	400	4	5	92
NS19152E	29	89	4	5	20
NS19157K	21	82	2	-1	18
NS19159M	21	82	4	4	20
NS19164B	21	80	2	-1	18
NS19181M	21	20	1	-1	20
NS19181M	22	60	1	-1	60
NS19196M	21	162	2	-1	37
NS19196M	22	114	1	-1	114
NS19221X	21	81	4	4	20
NS19226C	21	330	4	4	82
NS19226C	23	180	4	4	45
NS19228E	7	-8	-8	-1	-1
NS19231R	22	224	4	4	56
NS19257M	21	20	1	-1	20
NS19262B	2	-8	-8	-1	-1
NS19262B	4	200	4	2	100
NS19262B	7	280	2	-1	64
NS19267G	21	20	1	-1	20
NS19267G	22	0	1	-1	0
NS19267G	23	140	1	-1	140
NS19268H	7	22	1	-1	22
NS19274Y	4	343	4	2	171
NS19274Y	28	501	2	-1	115
NS19274Y	29	-8	-8	-1	-1
NS19288X	21	82	2	-1	18
NS19291J	21	192	4	4	48
NS19291J	22	1450	4	4	362
NS19291J	23	0	4	4	0
NS19291J	28	450	2	-1	103
NS19291J	29	1150	3	-1	22
NS19297Q	1	229	2	-1	52
NS19297Q	4	229	2	-1	52
NS19309T	2	20	1	-1	20
NS19309T	21	20	1	-1	20
NS19309T	28	390	2	-1	90
NS19309T	29	80	2	-1	18
NS19311E	21	120	4	4	30
NS19317L	21	137	2	-1	31
NS19341N	1	54	1	-1	54
NS19341N	28	85	1	-1	85
NS19341N	29	-8	-8	-1	-1
NS19345S	2	117	4	2	58
NS19345S	21	21	1	-1	21
NS19345S	23	64	1	-1	64
NS19348W	21	80	4	5	18
NS19348W	23	255	4	5	58
NS19362D	21	-8	-8	-1	-1
NS19362D	22	-8	-8	-1	-1
NS19362D	23	-8	-8	-1	-1
NS19362D	28	-8	-8	-1	-1
NS19362D	29	-8	-8	-1	-1
NS19372Y	21	80	2	-1	18
NS19375B	22	60	4	5	13
NS19383T	21	50	2	-1	11
NS19394P	21	82	2	-1	18
NS19394P	23	49	1	-1	49
NS19408V	21	20	1	-1	20
NS19408V	23	54	1	-1	54
NS19408V	28	340	2	-1	78
NS19408V	29	60	2	-1	13
NS19419Q	4	120	2	-1	27
NS19419Q	21	33	1	-1	33
NS19419Q	23	110	1	-1	110
NS19419Q	28	71	1	-1	71
NS19419Q	29	1	-8	-1	-8
NS19422C	21	55	4	3	18
NS19422C	23	105	4	1	105
NS19422C	28	195	4	2	97
NS19422C	29	500	4	12	9
NS19425F	7	55	1	-1	55
NS19425F	21	-8	-8	-1	-1
NS19433Y	4	229	2	-1	52
NS19433Y	21	34	1	-1	34
NS19433Y	23	120	1	-1	120
NS19433Y	28	94	1	-1	94
NS19433Y	29	100	3	-1	1
NS19445V	4	264	4	2	132
NS19445V	28	78	1	-1	78
NS19445V	29	100	2	-1	23
NS19453M	29	19	2	-1	4
NS19454N	21	83	2	-1	19
NS19458S	1	130	4	2	65
NS19458S	4	120	4	2	60
NS19475D	21	83	2	-1	19
NS19476E	23	80	2	-1	18
NS19478G	21	20	4	1	20
NS19478G	22	150	4	1	150
NS19478G	23	150	4	1	150
NS19479H	28	240	2	-1	55
NS19483W	21	198	2	-1	45
NS19486Z	21	60	1	-1	60
NS19486Z	22	35	1	-1	35
NS19486Z	23	300	1	-1	300
NS19486Z	28	0	-8	-1	-8
NS19486Z	29	-8	4	1	-1
NS19487A	21	192	4	4	48
NS19487A	23	82	1	-1	82
NS19512K	1	145	4	2	72
NS19513L	4	337	4	2	168
NS19513L	7	307	2	-1	70
NS19513L	28	212	1	-1	212
NS19513L	29	-8	-8	-1	-1
NS19517Q	21	20	1	-1	20
NS19550L	4	180	4	2	90
NS19571B	21	20	1	-1	20
NS19571B	23	-8	-8	-1	-1
NS19571B	28	-8	-8	-1	-1
NS19571B	29	-8	-8	-1	-1
NS19578J	21	137	4	4	34
NS19578J	22	40	1	-1	40
NS19578J	23	75	1	-1	75
NS19580V	21	-9	-9	-1	-1
NS19586B	21	82	2	-1	18
NS19590P	2	122	4	2	61
NS19590P	21	34	1	-1	34
NS19590P	23	115	1	-1	115
NS19590P	28	90	1	-1	90
NS19590P	29	-8	-8	-1	-1
NS19591Q	21	20	4	1	20
NS19591Q	29	276	4	12	5
NS19598Y	21	33	1	-1	33
NS19598Y	22	12	1	-1	12
NS19598Y	23	-8	-8	-1	-1
NS19598Y	28	88	4	2	44
NS19599Z	2	-9	-9	-1	-1
NS19599Z	6	62	1	-1	62
NS19599Z	7	-9	-9	-1	-1
NS19599Z	21	-9	-9	-1	-1
NS19599Z	22	-9	-9	-1	-1
NS19599Z	23	-9	-9	-1	-1
NS19599Z	28	-9	-9	-1	-1
NS19599Z	29	-9	-9	-1	-1
NS19610K	28	129	4	2	64
NS19611L	21	-8	-8	-1	-1
NS19611L	22	-8	-8	-1	-1
NS19611L	23	-8	-8	-1	-1
NS19665N	21	20	1	-1	20
NS19666P	1	146	4	2	73
NS19684B	21	80	4	4	20
NS19688F	21	136	4	4	34
NS19688F	22	191	1	-1	191
NS19688F	23	0	1	-1	0
NS19689G	7	400	4	4	100
NS19691S	4	250	4	2	125
NS19695X	21	49	1	-1	49
NS19695X	22	0	1	-1	0
NS19695X	23	219	1	-1	219
NS19695X	28	75	4	2	37
NS19698A	2	450	4	2	225
