NSID	Designweight	SampPSU	SampStratum	IndSchool	W1FinWt	w1intmonthMP	w1intyearMP	w1intmonthSP	w1intyearSP	W1InCarHH	W1InTypHH	W1hous12HH	W1usevcHH	W1vehnoHH	W1condur4MP	W1condur5MP	W1condur6MP	W1englangHH	W1mainres	W1secores	W1InfoN	W1hrefPer	W1qfhhno	W1fammealMP	W1faminMP	W1fammusMP	W1paroutMP	W1parbackMP	W1partimdMP	W1patwkMP	W1partmewMP	W1carehhMP	W1carehhtMP	W1carenhhMP	W1carenhtMP	W1ben1MP0a	W1ben1MP0b	W1ben1MP0c	W1ben1MP0d	W1ben1MP0e	W1ben1MP0f	W1ben1MP0g	W1ben1MP0h	W1ben1MP0i	W1benchMP	W1ben2MP0a	W1ben2MP0b	W1ben2MP0c	W1ben2MP0d	W1ben2MP0e	W1ben2MP0f	W1ben2MP0g	W1ben2MP0h	W1ben2MP0i	W1ben2MP0j	W1ben2MP0k	W1ben2MP0l	W1ben2MP0m	W1ben2MP0n	W1ben2MP0o	W1ben3MP0a	W1ben3MP0b	W1ben3MP0c	W1ben3MP0d	W1ben3MP0e	W1benamMP	W1benchildMP	W1benunempMP	W1benlowincMP	W1bendisMP	W1benberMP	W1benothMP	W1inc1estMP	W1inc2estMP	W1managhhMP	W1whopresMP0a	W1whopresMP0b	W1whopresMP0c	W1whopresMP0d	W1whopresMP0e	W1whopresMP0f	W1Ed1MP	W1ed1aMP	W1Ed1bMP	W1QualMP0a	W1QualMP0b	W1QualMP0c	W1QualMP0d	W1QualMP0e	W1QualMP0f	W1QualMP0g	W1QualMP0h	W1QualMP0i	W1QualMP0j	W1QualMP0k	W1QualMP0l	W1QualMP0m	W1QualMP0n	W1QualMP0o	W1QualMP0p	W1QualMP0q	W1QualMP0r	W1QualMP0s	W1QualMP0t	W1QualMP0u	W1QualMP0v	W1QualMP0w	W1QualMP0x	W1QualMP0y	W1QualMP0z	W1QualMPaa	W1QualMPab	W1QualMPac	W1QualMPad	W1QualMPae	W1QualMPaf	W1QualMPag	W1QualMPah	W1QualMPai	W1QualMPaj	W1QualMPak	W1QualMPal	W1QualMPam	W1QualMPan	W1QualMPao	W1QualMPap	W1QualMPaq	W1QualMPar	W1QualMPas	W1QualMPat	W1QualMPau	W1QualMPav	W1QualMPaw	W1ApprentMP	W1oversMP	W1otypeMP	W1ed3MP	W1ed4MP	W1wrk1aMP	W1WrkYMP	W1wrkmMP	W1wrk2MP	W1Wrk3MP	W1wrk4MP	W1wrkStatMP	W1wrk10MP	W1wrk11MP	W1fixhrMP	W1FixraMP	W1Fixra2MP	W1Salar1MP	W1salar2MP	W1Salar3MP	W1salar4MP	W1JJBHrsMP	W1HRsOverMP	W1PaidovrMP	W1wrk12aMP	W1wrk12bMP	W1SeiInc1MP	W1SeiInc2MP	W1SeiInc3MP	W1hea1MP	W1hea2MP	W1hea2aMP	W1pethniCMP	W1prelig1MP	W1prelig2MP	W1prelig3MP	W1ppresMP0a	W1ppresMP0b	W1ppresMP0c	W1ppresMP0d	W1ppresMP0e	W1ppresMP0f	W1ppresMP0g	W1NoldsibHS	W1NoldBroHS	W1NresSibHS	W1Ed1SP	W1ed1aSP	W1Ed1bSP	W1QualSP0a	W1QualSP0b	W1QualSP0c	W1QualSP0d	W1QualSP0e	W1QualSP0f	W1QualSP0g	W1QualSP0h	W1QualSP0i	W1QualSP0j	W1QualSP0k	W1QualSP0l	W1QualSP0m	W1QualSP0n	W1QualSP0o	W1QualSP0p	W1QualSP0q	W1QualSP0r	W1QualSP0s	W1QualSP0t	W1QualSP0u	W1QualSP0v	W1QualSP0w	W1QualSP0x	W1QualSP0y	W1QualSP0z	W1QualSPaa	W1QualSPab	W1QualSPac	W1QualSPad	W1QualSPae	W1QualSPaf	W1QualSPag	W1QualSPah	W1QualSPai	W1QualSPaj	W1QualSPak	W1QualSPal	W1QualSPam	W1QualSPan	W1QualSPao	W1QualSPap	W1QualSPaq	W1QualSPar	W1QualSPas	W1QualSPat	W1QualSPau	W1QualSPav	W1QualSPaw	W1apprentSP	W1oversSP	W1otypeSP	W1ed3SP	W1ed4SP	W1wrk1aSP	W1wrkYSP	W1wrkmSP	W1Wrk2SP	W1wrk3SP	W1wrk4SP	W1wrkStatSP	W1wrk10SP	W1wrk11SP	W1fixhrSP	W1FixraSP	W1Fixra2SP	W1salar1SP	W1Salar2SP	W1salar3SP	W1salar4SP	W1JJBhrsSP	W1HrsOveSP	W1PaidovrSP	W1wrk12aSP	W1wrk12bSP	W1SeiInc1SP	W1SeiInc2SP	W1SeiInc3SP	W1hea1SP	W1hea2SP	W1hea2aSP	W1pethnicSP	W1prelig1SP	W1prelig2SP	W1prelig3SP	W1ppresSP0a	W1ppresSP0b	W1ppresSP0c	W1ppresSP0d	W1ppresSP0e	W1ppresSP0f	W1ppresSP0g	W1motherID	W1fatherID	W1sexMP	W1sexSP	W1ageMP	W1ageSP	W1agemum	W1agedad	W1agebd5MP	W1agebd5SP	W1agebd5mum	W1agebd5dad	W1agebd10MP	W1agebd10SP	W1agebd10mum	W1agebd10dad	W1marstatMP	W1marstatSP	W1marstatmum	W1marstatdad	W1wrkageMP	W1wrkageSP	W1wrkagemum	W1wrkagedad	W1empsMP	W1empsSP	W1empsmum	W1empsdad	W1depkids	W1ch0_2HH	W1ch3_11HH	W1ch12_15HH	W1ch16_17HH	W1stepfam	W1famtyp	W1famtyp2	W1singlepar	W1empszMP	W1empszSP	W1empszmum	W1empszdad	W1louneMP	W1louneSP	W1SOCMajorSP	W1SOCMajorMP	W1nssecMP	W1nssecSP	W1nsseccatSP	W1nsseccatMP	W1nsseccatmum	W1nsseccatdad	W1nsseccatfam	W1nssecmum	W1nssecdad	W1nssecfam	W1emplenMP	W1emplenSP	W1emplenmum	W1emplendad	W1disabMP	W1disabSP	W1disabmum	W1disabdad	W1sibs	W1sibs2	W1hiqualgMP	W1hiqualgSP	W1hiqualgmum	W1hiqualgdad	W1hiqualMP	W1hiqualSP	W1hiqualmum	W1hiqualdad	W1wrkfullMP	W1wrkfullSP	W1wrkfulldad	W1wrkfullmum	W1wrkcurMP	W1wrkcurSP	W1wrkcurdad	W1wrkcurmum	W1empmonMP	W1empmonSP	W1empmonmum	W1empmondad	W1LangHom1	W1LangHom2	W1LangHom3	W1ethgrpMP	W1ethgrpSP	W1ethgrpmum	W1ethgrpdad	W1ethgrpYP	W1GrssyrMP	W1flagIncEditMP	W1GrsswkMP	W1GrssmnMP	W1GrssyrSP	W1flagIncEditSP	W1GrsswkSP	W1GrssmnSP	W1GrssyrHH	W1GrsswkHH	W1GrssmnHH	W1GrssyrHHbands	W1inc1est
NS12836Q	.421069155827757	11416	114	0	.359910600973001	8	2004	-91	-91	1	-91	1	2	-91	1	1	2	3	2	-98	2	2	6	1	1	1	1	1	1	5	-91	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	1	0	1	0	0	0	15	-91	3	0	0	0	0	0	1	16	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2	2	10	1989	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	-91	-997	6	-91	1	0	0	0	0	0	1	0	0	4	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	-98	2	-98	35	-98	35	-98	4	-98	4	-98	3	-98	3	-98	4	-98	4	-98	1	-98	1	-98	6	-98	6	-98	5	0	4	1	0	0	4	1	1	-91	-98	-91	-98	-91	-98	-98	-91	8	-98	-98	14.1	14.1	-98	14.1	8	-98	8	186	-98	186	-98	3	-98	3	-98	4	4	7	-98	7	-98	20	-98	20	-98	3	-98	-98	3	2	-98	-98	2	-91	-98	-91	-98	107	0	0	4	-98	4	-98	4	-91	0	-91	-91	-98	0	-98	-98	-91	-91	-91	-91	15
NS12837R	1.36628717976343	12542	125	0	1.31130026557786	6	2004	-91	-91	1	-91	2	1	1	3	1	1	1	2	-98	2	2	4	1	1	2	6	-91	-91	5	-91	2	-91	1	2	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	1	0	0	0	0	0	32	22	1	0	0	1	0	1	0	16	2	-91	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	-91	2	2	1	1983	8	-91	-91	-91	1	2	4	1	-1	-1	-91	-91	-91	-91	39	0	-91	-91	-91	-91	-91	-91	2	2	-91	-91	2	2	4	0	0	1	0	0	0	0	0	1	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	3	2	-98	37	-98	37	32	4	-98	4	3	3	-98	3	2	3	-98	3	3	1	-98	1	1	1	-98	1	-99	2	0	1	1	0	1	2	0	0	7	-98	7	-99	-91	-98	-98	8	6	-98	-98	12.4	12.4	-99	12.4	6	-98	6	250	-98	250	-99	3	-98	3	-99	1	1	4	-98	4	-99	13	-98	13	-99	1	-98	-99	1	1	-98	-99	1	250	-98	250	-99	-91	-91	-91	1	-98	1	-99	1	-1	0	-1	-1	-98	0	-98	-98	-1	-1	-1	-1	32
NS12838S	1.36628717976343	12023	120	0	1.37995285627809	4	2004	4	2004	1	-91	4	2	-91	3	1	1	1	2	3	2	3	7	1	1	3	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	14	1	0	0	0	0	0	-1	-91	3	0	0	1	0	0	0	15	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	3	2	-91	2	2	2	2001	2	-91	-91	-91	1	2	3	2	-91	-91	127	5	127	5	5	0	-91	-91	-91	-91	-91	-91	2	1	2	-91	1	-91	-91	0	0	1	0	0	0	0	3	1	0	16	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	3	2	-91	2	2	1	1987	7	-91	-91	-91	1	2	4	2	-91	-91	-92	-91	-92	-91	49	0	-91	-91	-91	-91	-91	-91	1	2	-91	1	1	-91	-91	1	0	0	0	0	0	0	2	3	2	1	45	44	45	44	6	5	6	5	4	3	4	3	2	2	2	2	1	1	1	1	2	1	2	1	4	0	0	2	2	0	1	0	0	7	7	7	7	-91	-91	8	9	6	7	13.3	12.2	12.2	13.3	13.3	6	7	7	38	201	38	201	2	3	2	3	4	4	7	7	7	7	20	20	20	20	2	1	1	2	1	1	1	1	121	201	121	201	-91	-91	-91	1	1	1	1	1	1524	0	29.3076923076923	127	-92	0	-92	-92	-92	-92	-92	-92	-1
NS12839T	1.36628717976343	11321	113	0	1.20643132874803	4	2004	4	2004	1	-91	2	1	1	1	1	1	1	3	2	3	2	5	1	1	3	1	1	1	1	1	1	1	2	-91	1	0	0	0	1	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	9	1	0	0	1	0	0	26	-91	1	1	0	0	0	0	0	14	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	3	2	-91	2	2	1	1994	6	-91	-91	-91	1	2	3	1	4	92	-91	-91	-91	-91	35	0	-91	-91	-91	-91	-91	-91	3	1	2	-91	2	1	2	1	0	0	0	0	0	0	4	0	3	15	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	3	2	-91	2	2	9	1990	9	1	1990	9	1	2	4	1	-1	-1	-91	-91	-91	-91	40	20	20	-91	-91	-91	-91	-91	3	1	1	1	2	2	4	1	0	0	0	0	0	0	3	2	2	1	50	54	50	54	7	7	7	7	4	4	4	4	2	2	2	2	1	1	1	1	1	8	1	8	2	0	0	2	0	0	1	0	0	7	7	7	7	-91	-91	8	6	6	7	13.3	12.2	12.2	13.3	13.3	6	7	7	118	163	118	163	2	1	2	1	1	4	7	7	7	7	20	20	20	20	1	3	3	1	1	2	2	1	127	-91	127	-91	-91	-91	-91	1	1	1	1	1	8954.4	0	172.2	746.2	-91	0	-91	-91	8954.4	172.2	746.2	2	26
NS12840D	.294685360397537	12318	123	0	.499500225831459	7	2004	-91	-91	1	-91	2	1	1	3	1	1	4	2	-98	2	2	2	1	1	2	6	-91	-91	5	-91	2	-91	2	-91	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-91	0	0	0	0	0	0	22	-91	2	1	0	0	0	0	0	18	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	-91	2	2	1	2003	11	-91	-91	-91	1	2	3	1	6	50	-91	-91	-91	-91	40	0	-91	-91	-91	-91	-91	-91	1	2	-91	-91	2	3	1	1	0	0	0	0	0	0	0	0	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	-98	2	-98	35	-98	35	-98	4	-98	4	-98	3	-98	3	-98	1	-98	1	-98	1	-98	1	-98	1	-98	1	-98	1	0	0	1	0	0	4	1	1	7	-98	7	-98	-91	-98	-98	4	3	-98	-98	7.1	7.1	-98	7.1	3	-98	3	8	-98	8	-98	3	-98	3	-98	0	0	4	-98	4	-98	13	-98	13	-98	1	-98	-98	1	1	-98	-98	1	73	-98	73	-98	-91	-91	-91	7	-98	7	-98	7	13520	0	260	1126.66666666667	-98	0	-98	-98	13520	260	1126.66666666667	3	22
NS12841E	.296052729323898	11004	110	0	.347516996538319	6	2004	-91	-91	1	-91	2	1	1	3	1	1	1	2	-98	2	2	4	1	1	1	6	-91	-91	5	-91	2	-91	1	3	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	1	0	0	0	0	0	26	-91	3	1	0	0	0	0	0	17	1	27	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	1991	9	-91	-91	-91	1	1	3	2	-91	-91	2000	5	1400	5	40	25	0	-91	-91	-91	-91	-91	2	2	-91	-997	2	6	1	1	0	0	0	0	0	0	2	0	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	-98	2	-98	46	-98	46	-98	6	-98	6	-98	4	-98	4	-98	5	-98	5	-98	1	-98	1	-98	1	-98	1	-98	2	0	0	2	0	0	4	1	1	6	-98	6	-98	-91	-98	-98	2	2	-98	-98	4.1	4.1	-98	4.1	2	-98	2	153	-98	153	-98	3	-98	3	-98	2	2	1	-98	1	-98	2	-98	2	-98	1	-98	-98	1	1	-98	-98	1	153	-98	153	-98	-91	-91	-91	6	-98	6	-98	6	24000	0	461.538461538462	2000	-98	0	-98	-98	24000	461.538461538462	2000	5	26
NS12842F	1.36628717976343	11905	119	0	1.19578187057013	4	2004	4	2004	1	-91	1	1	3	3	1	1	1	2	3	2	2	3	1	1	2	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-92	1	0	0	0	0	0	-92	-91	2	1	0	0	0	0	0	16	2	-91	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2	-91	2	2	11	2003	9	1	2003	9	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-91	-92	-91	-91	4	1	1	-997	1	-91	-91	1	0	0	0	0	0	0	2	0	2	16	2	-91	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	10	1971	8	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	-91	1	1	-91	-91	1	0	0	0	0	0	0	3	2	1	2	57	54	54	57	8	7	7	8	5	4	4	5	2	2	2	2	1	1	1	1	7	6	6	7	1	0	0	1	0	0	1	0	0	3	-91	-91	3	-91	-91	-91	1	4	8	14.1	9.1	14.1	9.1	9.1	8	4	4	7	392	392	7	1	3	3	1	0	2	4	4	4	4	15	15	15	15	3	3	3	3	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	1	1	1	1	1	-91	0	-91	-91	-91	0	-91	-91	-91	-91	-91	-91	-92
NS12843G	1.36628717976344	12543	125	0	1.27499299787007	5	2004	6	2004	1	-91	2	1	2	3	1	1	1	2	3	2	3	4	3	1	3	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	-1	1	0	0	0	0	0	32	10	1	1	0	0	0	0	0	18	2	-91	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	2	1990	5	-91	-91	-91	1	2	2	1	-1	-1	-91	-91	-91	-91	15	0	-91	-91	-91	-91	-91	-91	1	2	-91	-91	2	2	2	1	0	0	0	0	0	0	1	0	0	16	1	19	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	-91	2	2	1	1989	7	-91	-91	-91	1	1	3	2	-91	-91	2600	5	2000	5	40	0	-91	-91	-91	-91	-91	-91	2	2	-91	1	2	3	1	1	0	0	0	0	0	0	2	3	2	1	42	44	42	44	5	5	5	5	3	3	3	3	2	2	2	2	1	1	1	1	2	1	2	1	2	0	0	1	1	0	1	0	0	7	4	7	4	-91	-91	1	6	6	1	2	12.7	12.7	2	2	6	1	1	168	179	168	179	3	3	3	3	1	1	3	2	3	2	7	4	7	4	2	1	1	2	1	1	1	1	168	179	168	179	-91	-91	-91	1	1	1	1	1	-1	0	-1	-1	31200	0	600	2600	-1	-1	-1	-1	32
NS12844H	.370173169347943	11441	114	0	.296235939154109	5	2004	5	2004	1	-91	2	1	2	3	1	1	4	2	3	2	3	5	1	1	1	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	-1	-91	1	0	0	1	0	0	0	16	2	-91	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	10	1989	8	1	1989	7	1	2	3	1	3	75	-91	-91	-91	-91	8	4	4	-91	-91	-91	-91	-91	1	2	-91	-91	6	-91	1	0	0	1	0	0	0	0	0	2	0	16	1	21	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	-91	2	2	1	2004	4	-91	-91	-91	1	1	1	2	-91	-91	50000	12	2600	5	40	0	-91	-91	-91	-91	-91	-91	1	2	-91	8	6	-91	1	1	0	0	0	0	0	0	2	3	2	1	35	37	35	37	4	4	4	4	3	3	3	3	2	2	2	2	1	1	1	1	6	1	6	1	3	0	2	1	0	0	1	0	0	7	5	7	5	-91	-91	1	9	7	2	5	13.2	13.2	5	5	7	2	2	177	1	177	1	3	3	3	3	2	2	4	-92	4	-92	15	4	15	4	3	1	1	3	2	1	1	2	-91	177	-91	177	38	0	0	3	3	3	3	3	-91	0	-91	-91	50000	0	961.538461538462	4166.66666666667	50000	961.538461538462	4166.66666666667	7	-1
NS12845J	.294685360397537	11001	110	0	.311329483392949	7	2004	7	2004	1	-91	2	1	2	3	1	1	3	3	2	5	2	5	1	1	2	1	5	-91	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	32	2	1	1	0	0	0	0	0	18	1	25	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	1	2	1	1996	6	-91	-91	-91	1	1	3	1	-1	-1	-91	-91	-91	-91	38	0	-91	-91	-91	-91	-91	-91	1	2	-91	-997	2	6	1	1	0	0	0	0	0	0	0	2	0	17	1	25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	-91	2	2	1	1993	12	-91	-91	-91	1	2	3	1	16	0	-91	-91	-91	-91	35	0	-91	-91	-91	-91	-91	-91	1	2	-91	13	2	4	1	1	0	0	0	0	0	0	3	2	2	1	36	37	36	37	4	4	4	4	3	3	3	3	2	2	2	2	1	1	1	1	1	1	1	1	3	0	2	1	0	1	1	0	0	4	4	4	4	-91	-91	1	1	2	1	2	5	5	2	2	2	1	1	97	127	97	127	3	3	3	3	2	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	97	127	97	127	27	0	0	7	7	7	7	7	-1	0	-1	-1	29120	0	560	2426.66666666667	-1	-1	-1	-1	32
NS12846K	1.36628717976344	12029	120	0	1.29947872191304	7	2004	7	2004	1	-91	6	2	-91	2	2	2	1	2	3	2	2	5	1	2	6	6	-91	-91	5	-91	2	-91	2	-91	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	1	0	0	0	13	-91	1	1	0	0	0	0	0	15	2	-91	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	5	1981	8	1	1981	5	1	2	4	1	-1	-1	-91	-91	-91	-91	40	0	-91	-91	-91	-91	-91	-91	1	2	-91	-997	1	-91	-91	1	0	0	0	0	0	0	2	1	0	15	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	5	2003	10	1	2003	10	1	2	3	1	4	35	-91	-91	-91	-91	38	0	-91	-91	-91	-91	-91	-91	1	2	-91	1	1	-91	-91	1	0	0	0	0	0	0	2	3	2	1	42	54	42	54	5	7	5	7	3	4	3	4	3	3	3	3	1	1	1	1	3	3	3	3	2	0	0	1	1	0	2	0	0	7	7	7	7	1	1	9	8	8	8	14.2	14.2	14.2	14.2	14.2	8	8	8	275	9	275	9	3	3	3	3	2	2	5	7	5	7	16	20	16	20	3	3	3	3	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	1	1	1	1	1	-91	0	-91	-91	-91	0	-91	-91	-91	-91	-91	-91	13
