NSID	Designweight	SampPSU	SampStratum	IndSchool	W1FinWt	w1intmonthMP	w1intyearMP	w1intmonthSP	w1intyearSP	W1InCarHH	W1InTypHH	W1hous12HH	W1usevcHH	W1vehnoHH	W1condur4MP	W1condur5MP	W1condur6MP	W1englangHH	W1mainres	W1secores	W1InfoN	W1hrefPer	W1qfhhno	W1fammealMP	W1faminMP	W1fammusMP	W1paroutMP	W1parbackMP	W1partimdMP	W1patwkMP	W1partmewMP	W1carehhMP	W1carehhtMP	W1carenhhMP	W1carenhtMP	W1ben1MP0a	W1ben1MP0b	W1ben1MP0c	W1ben1MP0d	W1ben1MP0e	W1ben1MP0f	W1ben1MP0g	W1ben1MP0h	W1ben1MP0i	W1benchMP	W1ben2MP0a	W1ben2MP0b	W1ben2MP0c	W1ben2MP0d	W1ben2MP0e	W1ben2MP0f	W1ben2MP0g	W1ben2MP0h	W1ben2MP0i	W1ben2MP0j	W1ben2MP0k	W1ben2MP0l	W1ben2MP0m	W1ben2MP0n	W1ben2MP0o	W1ben3MP0a	W1ben3MP0b	W1ben3MP0c	W1ben3MP0d	W1ben3MP0e	W1benamMP	W1benchildMP	W1benunempMP	W1benlowincMP	W1bendisMP	W1benberMP	W1benothMP	W1inc1estMP	W1inc2estMP	W1managhhMP	W1whopresMP0a	W1whopresMP0b	W1whopresMP0c	W1whopresMP0d	W1whopresMP0e	W1whopresMP0f	W1Ed1MP	W1ed1aMP	W1Ed1bMP	W1QualMP0a	W1QualMP0b	W1QualMP0c	W1QualMP0d	W1QualMP0e	W1QualMP0f	W1QualMP0g	W1QualMP0h	W1QualMP0i	W1QualMP0j	W1QualMP0k	W1QualMP0l	W1QualMP0m	W1QualMP0n	W1QualMP0o	W1QualMP0p	W1QualMP0q	W1QualMP0r	W1QualMP0s	W1QualMP0t	W1QualMP0u	W1QualMP0v	W1QualMP0w	W1QualMP0x	W1QualMP0y	W1QualMP0z	W1QualMPaa	W1QualMPab	W1QualMPac	W1QualMPad	W1QualMPae	W1QualMPaf	W1QualMPag	W1QualMPah	W1QualMPai	W1QualMPaj	W1QualMPak	W1QualMPal	W1QualMPam	W1QualMPan	W1QualMPao	W1QualMPap	W1QualMPaq	W1QualMPar	W1QualMPas	W1QualMPat	W1QualMPau	W1QualMPav	W1QualMPaw	W1ApprentMP	W1oversMP	W1otypeMP	W1ed3MP	W1ed4MP	W1wrk1aMP	W1WrkYMP	W1wrkmMP	W1wrk2MP	W1Wrk3MP	W1wrk4MP	W1wrkStatMP	W1wrk10MP	W1wrk11MP	W1fixhrMP	W1FixraMP	W1Fixra2MP	W1Salar1MP	W1salar2MP	W1Salar3MP	W1salar4MP	W1JJBHrsMP	W1HRsOverMP	W1PaidovrMP	W1wrk12aMP	W1wrk12bMP	W1SeiInc1MP	W1SeiInc2MP	W1SeiInc3MP	W1hea1MP	W1hea2MP	W1hea2aMP	W1pethniCMP	W1prelig1MP	W1prelig2MP	W1prelig3MP	W1ppresMP0a	W1ppresMP0b	W1ppresMP0c	W1ppresMP0d	W1ppresMP0e	W1ppresMP0f	W1ppresMP0g	W1NoldsibHS	W1NoldBroHS	W1NresSibHS	W1Ed1SP	W1ed1aSP	W1Ed1bSP	W1QualSP0a	W1QualSP0b	W1QualSP0c	W1QualSP0d	W1QualSP0e	W1QualSP0f	W1QualSP0g	W1QualSP0h	W1QualSP0i	W1QualSP0j	W1QualSP0k	W1QualSP0l	W1QualSP0m	W1QualSP0n	W1QualSP0o	W1QualSP0p	W1QualSP0q	W1QualSP0r	W1QualSP0s	W1QualSP0t	W1QualSP0u	W1QualSP0v	W1QualSP0w	W1QualSP0x	W1QualSP0y	W1QualSP0z	W1QualSPaa	W1QualSPab	W1QualSPac	W1QualSPad	W1QualSPae	W1QualSPaf	W1QualSPag	W1QualSPah	W1QualSPai	W1QualSPaj	W1QualSPak	W1QualSPal	W1QualSPam	W1QualSPan	W1QualSPao	W1QualSPap	W1QualSPaq	W1QualSPar	W1QualSPas	W1QualSPat	W1QualSPau	W1QualSPav	W1QualSPaw	W1apprentSP	W1oversSP	W1otypeSP	W1ed3SP	W1ed4SP	W1wrk1aSP	W1wrkYSP	W1wrkmSP	W1Wrk2SP	W1wrk3SP	W1wrk4SP	W1wrkStatSP	W1wrk10SP	W1wrk11SP	W1fixhrSP	W1FixraSP	W1Fixra2SP	W1salar1SP	W1Salar2SP	W1salar3SP	W1salar4SP	W1JJBhrsSP	W1HrsOveSP	W1PaidovrSP	W1wrk12aSP	W1wrk12bSP	W1SeiInc1SP	W1SeiInc2SP	W1SeiInc3SP	W1hea1SP	W1hea2SP	W1hea2aSP	W1pethnicSP	W1prelig1SP	W1prelig2SP	W1prelig3SP	W1ppresSP0a	W1ppresSP0b	W1ppresSP0c	W1ppresSP0d	W1ppresSP0e	W1ppresSP0f	W1ppresSP0g	W1motherID	W1fatherID	W1sexMP	W1sexSP	W1ageMP	W1ageSP	W1agemum	W1agedad	W1agebd5MP	W1agebd5SP	W1agebd5mum	W1agebd5dad	W1agebd10MP	W1agebd10SP	W1agebd10mum	W1agebd10dad	W1marstatMP	W1marstatSP	W1marstatmum	W1marstatdad	W1wrkageMP	W1wrkageSP	W1wrkagemum	W1wrkagedad	W1empsMP	W1empsSP	W1empsmum	W1empsdad	W1depkids	W1ch0_2HH	W1ch3_11HH	W1ch12_15HH	W1ch16_17HH	W1stepfam	W1famtyp	W1famtyp2	W1singlepar	W1empszMP	W1empszSP	W1empszmum	W1empszdad	W1louneMP	W1louneSP	W1SOCMajorSP	W1SOCMajorMP	W1nssecMP	W1nssecSP	W1nsseccatSP	W1nsseccatMP	W1nsseccatmum	W1nsseccatdad	W1nsseccatfam	W1nssecmum	W1nssecdad	W1nssecfam	W1emplenMP	W1emplenSP	W1emplenmum	W1emplendad	W1disabMP	W1disabSP	W1disabmum	W1disabdad	W1sibs	W1sibs2	W1hiqualgMP	W1hiqualgSP	W1hiqualgmum	W1hiqualgdad	W1hiqualMP	W1hiqualSP	W1hiqualmum	W1hiqualdad	W1wrkfullMP	W1wrkfullSP	W1wrkfulldad	W1wrkfullmum	W1wrkcurMP	W1wrkcurSP	W1wrkcurdad	W1wrkcurmum	W1empmonMP	W1empmonSP	W1empmonmum	W1empmondad	W1LangHom1	W1LangHom2	W1LangHom3	W1ethgrpMP	W1ethgrpSP	W1ethgrpmum	W1ethgrpdad	W1ethgrpYP	W1GrssyrMP	W1flagIncEditMP	W1GrsswkMP	W1GrssmnMP	W1GrssyrSP	W1flagIncEditSP	W1GrsswkSP	W1GrssmnSP	W1GrssyrHH	W1GrsswkHH	W1GrssmnHH	W1GrssyrHHbands	W1inc1est
NS16418C	1.36628717976343	11022	110	0	1.64735071470169	7	2004	7	2004	1	-91	2	1	2	1	2	2	1	2	3	4	2	4	1	1	1	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	1	0	0	0	0	0	31	-91	2	0	1	1	0	0	0	16	2	-91	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	-91	2	2	1	1971	7	-91	-91	-91	1	2	3	2	-91	-91	29000	12	-1	-91	37	0	-91	-91	-91	-91	-91	-91	1	2	-91	-997	2	2	3	0	1	1	0	0	0	0	0	1	0	16	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	2	1994	10	-91	-91	-91	1	2	1	1	7	0	-91	-91	-91	-91	6	0	-91	-91	-91	-91	-91	-91	1	2	-91	1	2	2	3	0	1	1	0	0	0	0	3	2	1	2	48	48	48	48	6	6	6	6	4	4	4	4	2	2	2	2	1	1	1	1	1	2	2	1	2	0	1	1	0	0	1	0	0	7	7	7	7	-91	-91	9	5	5	7	13.1	11.1	13.1	11.1	11.1	7	5	5	396	117	117	396	3	3	3	3	1	1	3	7	7	3	9	20	20	9	1	2	1	2	1	1	1	1	396	117	117	396	-91	-91	-91	1	1	1	1	1	29000	0	557.692307692308	2416.66666666667	2184	0	42	182	31184	599.692307692308	2598.66666666667	5	31
NS16419D	.197368486215932	12807	128	0	.231416497443588	7	2004	-91	-91	1	-91	5	1	1	3	1	1	1	2	-98	2	2	3	1	1	4	2	1	2	1	2	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	5	1	0	1	0	0	0	29	-91	2	0	0	1	0	1	0	16	1	30	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	1985	-1	-91	-91	-91	1	2	3	1	17	0	-91	-91	-91	-91	36	0	-91	-91	-91	-91	-91	-91	2	2	-91	-997	2	2	1	0	0	1	0	1	0	0	0	1	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	-98	2	-98	37	-98	37	-98	4	-98	4	-98	3	-98	3	-98	1	-98	1	-98	1	-98	1	-98	1	-98	1	-98	2	0	0	2	0	0	4	1	1	7	-98	7	-98	-91	-98	-98	2	2	-98	-98	4.1	4.1	-98	4.1	2	-98	2	229	-98	229	-98	3	-98	3	-98	1	1	2	-98	2	-98	3	-98	3	-98	1	-98	-98	1	1	-98	-98	1	229	-98	229	-98	-91	-91	-91	6	-98	6	-98	6	31824	0	612	2652	-98	0	-98	-98	31824	612	2652	5	29
NS16420N	1.36628717976343	12360	123	0	1.30399646610886	4	2004	4	2004	1	-91	2	1	3	2	1	1	1	2	3	2	2	3	1	1	1	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	0	0	1	0	0	5	-91	2	0	1	1	0	0	0	16	1	21	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	2004	1	-91	-91	-91	1	2	4	2	-91	-91	25000	12	350	1	40	12	12	-91	-91	-91	-91	-91	1	2	-91	-91	2	1	4	0	1	1	0	0	0	0	0	0	0	16	2	-91	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	2001	5	-91	-91	-91	1	1	4	2	-91	-91	11000	12	800	5	0	0	-91	-91	-91	-91	-91	-91	1	2	-91	1	2	2	3	0	1	0	0	0	0	0	3	2	1	2	40	50	50	40	5	7	7	5	3	4	4	3	2	2	2	2	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	7	6	6	7	-91	-91	4	8	7	2	6	13.3	6	13.3	13.3	2	7	7	3	35	35	3	3	3	3	3	0	0	2	4	4	2	4	15	15	4	1	1	1	1	1	1	1	1	287	382	382	287	-91	-91	-91	1	1	1	1	1	25000	0	480.769230769231	2083.33333333333	11000	0	211.538461538462	916.666666666667	36000	692.307692307692	3000	6	31
NS16421P	1.36628717976343	10818	108	0	1.19088000154022	8	2004	8	2004	1	-91	2	1	1	3	1	1	1	3	4	3	4	4	3	1	1	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	1	0	0	0	0	0	32	21	1	1	0	0	0	0	0	16	2	-91	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	2	1999	9	-91	-91	-91	1	2	2	1	5	50	-91	-91	-91	-91	10	0	-91	-91	-91	-91	-91	-91	1	2	-91	-91	2	2	3	1	0	0	0	0	0	0	0	1	0	18	2	-91	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	1980	11	-91	-91	-91	1	1	3	2	-91	-91	7238	5	4297	5	35	6	0	-91	-91	-91	-91	-91	1	2	-91	1	2	2	4	1	0	0	0	0	0	0	3	4	2	1	38	42	38	42	4	5	4	5	3	3	3	3	2	2	2	2	1	1	1	1	2	1	2	1	2	0	1	1	0	0	1	0	0	7	6	7	6	-91	-91	2	4	3	1	3.1	7.2	7.2	3.1	3.1	3	1	1	59	285	59	285	3	3	3	3	1	1	4	3	4	3	15	7	15	7	2	1	1	2	1	1	1	1	59	285	59	285	-91	-91	-91	1	1	1	1	1	2860	0	55	238.333333333333	86856	0	1670.30769230769	7238	89716	1725.30769230769	7476.33333333333	8	32
NS16422Q	1.36628717976343	11405	114	0	1.3238474652264	4	2004	4	2004	1	-91	2	1	2	3	1	1	1	2	3	2	3	4	2	1	1	5	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	1	0	0	0	0	0	12	-91	2	1	0	0	0	0	0	15	2	-91	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	2	1983	1	-91	-91	-91	1	2	4	1	6	10	-91	-91	-91	-91	20	0	-91	-91	-91	-91	-91	-91	1	1	2	-91	2	2	4	1	0	0	0	0	0	0	1	0	0	16	2	-91	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	1973	7	-91	-91	-91	1	2	2	2	-91	-91	-92	-91	-92	-91	40	0	-91	-91	-91	-91	-91	-91	1	2	-91	1	2	2	4	1	0	0	0	0	0	0	2	3	2	1	48	46	48	46	6	6	6	6	4	4	4	4	2	2	2	2	1	1	1	1	2	1	2	1	1	0	0	1	0	0	1	0	0	7	7	7	7	-91	-91	5	7	6	7	13.3	12.1	12.1	13.3	13.3	6	7	7	255	369	255	369	2	3	2	3	1	1	5	4	5	4	16	15	16	15	2	1	1	2	1	1	1	1	255	369	255	369	-91	-91	-91	1	1	1	1	1	6344	0	122	528.666666666667	-92	0	-92	-92	-92	-92	-92	-92	12
NS16423R	1.36628717976343	12342	123	0	1.52009566817746	6	2004	-91	-91	1	-91	4	2	-91	2	2	2	1	2	-98	2	2	4	1	2	1	2	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	1	0	1	0	0	0	-1	-91	2	1	0	0	0	0	0	16	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	10	2002	3	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	-91	-997	1	-91	-91	1	0	0	0	0	0	0	2	2	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	-98	2	-98	34	-98	34	-98	3	-98	3	-98	2	-98	2	-98	5	-98	5	-98	1	-98	1	-98	6	-98	6	-98	3	0	2	1	0	0	4	1	1	-91	-98	-91	-98	-91	-98	-98	-91	8	-98	-98	14.1	14.1	-98	14.1	8	-98	8	27	-98	27	-98	3	-98	3	-98	2	2	7	-98	7	-98	20	-98	20	-98	3	-98	-98	3	2	-98	-98	2	-91	-98	-91	-98	-91	-91	-91	1	-98	1	-98	1	-91	0	-91	-91	-98	0	-98	-98	-91	-91	-91	-91	-1
NS16424S	1.36628717976343	10845	108	0	1.18906741579928	4	2004	4	2004	1	-91	2	1	3	3	1	1	1	2	3	2	3	5	2	1	3	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	1	0	0	0	0	0	32	16	1	1	0	0	0	0	0	18	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	2004	4	-91	-91	-91	1	2	1	1	-1	-1	-91	-91	-91	-91	31	2	0	-91	-91	-91	-91	-91	1	2	-91	-997	1	-91	-91	1	0	0	0	0	0	0	1	1	0	16	1	22	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	1982	-1	-91	-91	-91	1	1	3	2	-91	-91	4500	5	2900	5	40	2	0	-91	-91	-91	-91	-91	2	2	-91	1	1	-91	-91	1	0	0	0	0	0	0	2	3	2	1	41	43	41	43	5	5	5	5	3	3	3	3	2	2	2	2	1	1	1	1	1	1	1	1	3	0	0	2	1	0	1	0	0	7	6	7	6	-91	-91	2	6	6	1	3.1	12.7	12.7	3.1	3.1	6	1	1	0	262	0	262	3	3	3	3	2	2	1	2	1	2	2	4	2	4	1	1	1	1	1	1	1	1	26	262	26	262	-91	-91	-91	1	1	1	1	1	-1	0	-1	-1	54000	0	1038.46153846154	4500	-1	-1	-1	-1	32
NS16425T	1.36628717976343	10409	104	0	1.17401705649132	5	2004	5	2004	1	-91	2	1	2	1	1	1	1	2	3	2	3	3	2	1	2	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	32	-1	1	1	0	0	0	0	0	18	2	-91	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	2	1992	7	-91	-91	-91	1	1	3	2	-91	-91	879	5	736	5	0	0	-91	-91	-91	-91	-91	-91	1	2	-91	-997	2	2	2	1	0	0	0	0	0	0	0	0	0	18	2	-91	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	-91	2	2	1	1976	7	-91	-91	-91	1	1	2	2	-91	-91	-92	-91	-92	-91	35	5	0	-91	-91	-91	-91	-91	1	2	-91	1	2	2	3	1	0	0	0	0	0	0	2	3	2	1	45	46	45	46	6	6	6	6	4	4	4	4	2	2	2	2	1	1	1	1	2	1	2	1	1	0	0	1	0	0	1	0	0	6	6	6	6	-91	-91	4	6	5	2	6	10	10	6	6	5	2	2	142	334	142	334	3	3	3	3	0	0	2	3	2	3	4	7	4	7	2	1	1	2	1	1	1	1	142	334	142	334	-91	-91	-91	1	1	1	1	1	10548	0	202.846153846154	879	-92	0	-92	-92	-92	-92	-92	-92	32
NS16426V	1.36628717976343	10830	108	0	1.22531346501583	6	2004	6	2004	1	-91	2	1	1	1	2	2	1	2	3	2	2	4	2	3	2	3	1	2	1	2	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	7	1	0	0	0	0	0	30	-91	3	0	1	1	0	0	0	16	2	-91	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	10	1986	3	1	1985	-1	1	2	1	1	-1	-1	-91	-91	-91	-91	-1	0	-91	-91	-91	-91	-91	-91	2	2	-91	-91	1	-91	-91	0	1	1	0	0	0	0	1	0	0	16	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	3	2	-91	2	2	1	2004	2	-91	-91	-91	1	2	-1	2	-91	-91	610	1	505	1	48	0	-91	-91	-91	-91	-91	-91	1	1	2	1	1	-91	-91	0	1	1	0	0	0	0	2	3	2	1	37	40	37	40	4	5	4	5	3	3	3	3	2	2	2	2	1	1	1	1	6	1	6	1	1	0	0	1	0	1	1	0	0	7	7	7	7	-91	-91	8	8	7	7	13.3	13.3	13.3	13.3	13.3	7	7	7	219	4	219	4	3	2	3	2	1	1	4	7	4	7	15	20	15	20	3	1	1	3	2	1	1	2	-91	69	-91	69	-91	-91	-91	1	1	1	1	1	-91	0	-91	-91	31720	0	610	2643.33333333333	31720	610	2643.33333333333	5	30
NS16427W	.294685360397537	10909	109	0	.433435059553724	5	2004	-91	-91	1	-91	2	1	1	3	1	1	2	2	-98	2	2	4	1	1	1	6	-91	-91	5	-91	2	-91	2	-91	0	0	0	1	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	1	1	0	0	18	-91	1	0	0	1	1	0	0	20	1	37	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	5	2	2	11	1993	3	1	1993	3	1	1	2	2	-91	-91	25000	5	-1	-91	38	38	-1	-91	-91	-91	-91	-91	2	1	1	-997	2	3	1	0	0	1	1	0	0	0	1	3	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	1	-98	64	-98	-98	-98	9	-98	-98	-98	5	-98	-98	-98	2	-98	-98	-98	1	-98	-98	-98	7	-98	-98	-98	2	0	0	2	0	0	5	0	0	6	-98	-98	-98	-91	-98	-98	2	1	-98	-98	3.2	-98	-98	3.2	-98	-98	1	134	-98	-98	-98	1	-98	-98	-98	1	1	1	-98	-98	-98	2	-98	-98	-98	3	-98	-98	-98	2	-98	-98	-98	-91	-98	-98	-98	-91	-91	-91	7	-98	-98	-98	7	-91	0	-91	-91	-98	0	-98	-98	-91	-91	-91	-91	18
NS16428X	1.36628717976343	12310	123	0	1.30399646610886	6	2004	6	2004	1	-91	2	1	1	3	1	1	1	3	2	4	3	4	2	1	3	1	5	-91	5	-91	2	-91	1	1	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	11	1	0	0	0	0	0	31	-91	1	1	0	0	0	0	0	16	1	21	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	-91	2	2	1	1998	8	-91	-91	-91	1	1	3	2	-91	-91	2450	5	1700	5	37	10	5	-91	-91	-91	-91	-91	2	2	-91	-997	2	2	4	1	0	0	0	0	0	0	2	1	1	16	1	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	-1	2	10	2003	6	1	2003	6	1	1	1	1	4	10	-91	-91	-91	-91	26	4	0	-91	-91	-91	-91	-91	4	-1	-91	1	2	3	4	1	0	0	0	0	0	0	2	3	1	2	29	41	41	29	2	5	5	2	2	3	3	2	2	2	2	2	1	1	1	1	1	6	6	1	2	0	1	1	0	1	1	0	0	4	6	6	4	-91	-91	9	1	1	5	10	2	10	2	2	5	1	1	70	12	12	70	3	-1	-1	3	1	2	3	5	5	3	8	16	16	8	1	3	1	3	1	2	1	2	153	-91	-91	153	-91	-91	-91	1	1	1	1	1	29400	0	565.384615384615	2450	-91	0	-91	-91	29400	565.384615384615	2450	5	31
