NSID	Samppsu	Sampstratum	W5finwt_cross	W5Mode	W5IntMonth	W5IntYear	W5SameaddHH	W5AnystayHH	W5HHNumHH	W5Hous12HH	W5Hous12BHH	W5Hous12CHH	W5IncarHH	W5FemployYP	W5FempstatYP	W5FsuperYP	W5FmanyYP	W5Fmany2YP	W5FselfYP	W5FmanysYP	W5Fmanys2YP	W5SOCDad	W5SICDad	W5MemployYP	W5MempstatYP	W5MsuperYP	W5MmanyYP	W5Mmany2YP	W5MselfYP	W5MmanysYP	W5Mmanys2YP	W5SOCMum	W5SICMum	W5mopres	W5fapres	W5agebd5mum	W5agebd5dad	W5agebd10mum	W5agebd10dad	w5wrkagemum	w5wrkagedad	W5empsmum	W5empsdad	W5Cempszmum	W5Cempszdad	w5Cnsseccatmum	w5Cnsseccatdad	W5Cnssecmum	W5Cnssecdad
NS16785S	10804	108	.431462115641194	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	-1	2	-91	-91	-91	32	85	1	-98	5	-91	2	-91	1	-91	1	-98	7	-98	4.1	-98	2	-98
NS16786T	10843	108	1.26522834176321	1	8	2008	1	-91	-91	1	1	-91	-91	1	1	1	2	-91	-91	-91	-91	81	28	1	2	-91	-91	-91	1	1	-91	61	95	1	1	6	7	3	3	1	1	2	1	3	6	9.1	10	4	5
NS16788W	13114	131	.253507391378604	2	9	2008	2	1	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	7	-91	3	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS16789X	13503	135	.222323742751173	1	7	2008	1	-91	-91	2	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	4	-91	2	-91	1	-91	-1	-98	-94	-98	17	-98	-94	-98
NS16790G	11414	114	1.07645226781938	1	6	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-1	1	-91	-91	-91	-91	22	52	1	-98	5	-91	2	-91	1	-91	1	-98	7	-98	3.1	-98	1	-98
NS16791H	10601	106	.364059887966627	1	6	2008	1	-91	-91	1	-1	-91	-91	1	1	2	-1	2	-91	-91	-91	81	-95	1	1	2	-1	2	-91	-91	-91	61	85	1	1	4	6	2	3	1	1	1	1	7	7	12.2	12.4	6	6
NS16793K	11735	117	.991079464810007	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	2	-91	-91	-91	-91	81	45	1	1	1	1	-91	-91	-91	-91	71	52	1	1	5	8	2	4	1	1	1	1	6	7	10	12.4	5	6
NS16794L	13711	137	.528460581137656	1	6	2008	1	-91	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	6	-91	3	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS16795M	12201	122	1.07523867771827	3	6	2008	1	-91	-91	1	1	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	2	-91	-91	-91	-91	32	85	1	1	6	7	3	3	1	1	1	0	7	-91	3.2	14.3	1	8
NS16797P	11322	113	1.30612312888856	2	9	2008	1	-91	-91	1	1	-91	-91	1	1	1	1	-91	-91	-91	-91	-95	-95	1	1	1	1	-91	-91	-91	-91	-95	-95	1	1	6	6	3	3	1	1	1	1	-94	-94	16	16	-94	-94
NS16798Q	11205	112	1.27212169777917	3	6	2008	1	-91	-91	1	-1	-91	-91	1	2	-91	-91	-91	1	-1	1	12	-95	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	6	3	3	1	1	0	2	-91	3	14.3	9.1	8	4
NS16799R	12808	128	3.00701089031297	1	7	2008	2	1	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	4	5	2	2	1	1	-98	-98	-98	-98	-98	-98	-98	-98
NS16800H	12008	120	.200583229230416	1	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	12	60	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	6	2	3	1	1	0	2	-91	3	14.3	9.1	8	4
NS16803L	13004	130	1.38504654478878	2	9	2008	1	-91	-91	1	2	-91	-91	1	1	2	1	-91	-91	-91	-91	74	50	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	6	2	3	1	1	0	1	-91	7	14.3	16	8	-94
NS16804M	11006	110	.345698057507357	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	2	-91	-91	-91	-91	71	52	1	-98	7	-91	3	-91	1	-91	1	-98	7	-98	12.1	-98	6	-98
NS16805N	12020	120	1.15413001872838	1	7	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	1	2	-91	52	45	1	1	-1	1	-91	-91	-91	-91	61	85	1	1	6	7	3	3	1	1	1	2	7	3	7.2	9.1	3	4
NS16806P	11715	117	.967842801685321	3	7	2008	1	-91	-91	1	2	-91	-91	1	1	-1	-1	2	-91	-91	-91	11	65	1	1	2	1	-91	-91	-91	-91	61	80	1	1	6	6	3	3	1	1	1	1	7	5	12.7	5	6	2
NS16807Q	11901	119	.971508013474646	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	2	-91	-91	-91	-91	35	67	1	1	2	2	-91	-91	-91	-91	32	80	1	1	6	7	3	3	1	1	1	1	7	7	4.1	4.1	2	2
NS16809S	11320	113	1.17206541292095	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	-1	-1	1	-91	-91	-91	53	45	1	1	-1	-1	2	-91	-91	-91	32	85	1	1	5	5	2	2	1	1	1	1	7	7	4.1	13.3	2	7
NS16811D	12546	125	2.3747693409059	2	8	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	-91	-91	-91	1	2	-91	61	95	1	-98	6	-91	3	-91	1	-91	2	-98	3	-98	9.1	-98	4	-98
NS16812E	11429	114	1.04978369420445	1	7	2008	3	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	54	15	1	1	2	2	-91	-91	-91	-91	71	52	1	1	6	7	3	3	1	1	1	1	7	6	12.1	10	6	5
NS16814G	11027	110	.326106439754482	3	6	2008	1	-91	-91	1	-92	-91	-91	1	1	1	-1	2	-91	-91	-91	92	64	1	1	1	-1	2	-91	-91	-91	-95	75	1	1	6	7	3	3	1	1	1	1	-94	6	16	10	-94	5
NS16818L	11724	117	.25800182691145	3	6	2008	1	-91	-91	1	1	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	7	3	3	1	1	0	0	-91	-91	14.3	14.3	8	8
NS16819M	11439	114	1.30995405713577	2	9	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	5	-91	2	-91	1	-91	-1	-98	-94	-98	17	-98	-94	-98
NS16820X	11438	114	1.01747446199015	3	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	2	-91	35	67	1	1	1	2	-91	-91	-91	-91	35	70	1	1	8	8	4	4	1	1	1	2	6	3	4.1	3.4	2	1
NS16823A	13117	131	.473182191110802	1	6	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	2	-91	-91	-91	-91	32	74	1	-98	6	-91	3	-91	1	-91	1	-98	7	-98	4.1	-98	2	-98
NS16825C	12329	123	.309692107512058	3	6	2008	1	-91	-91	1	-1	-91	-91	1	1	2	-1	2	-91	-91	-91	-95	-95	1	1	2	-1	2	-91	-91	-91	41	74	1	1	4	5	2	2	1	1	1	1	7	-94	7.1	16	3	-94
NS16826D	11432	114	1.64793362183344	2	10	2008	1	-91	-91	2	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	2	-91	-91	-91	-91	71	52	1	-98	6	-91	3	-91	1	-91	1	-98	7	-98	12.1	-98	6	-98
NS16827E	12360	123	.62371553572103	1	8	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	-1	-1	-91	-91	-91	81	34	1	-98	6	-91	3	-91	1	-91	1	-98	6	-98	10	-98	5	-98
NS16829G	12545	125	1.06954569268229	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	1	3	-91	-91	-91	-91	11	30	1	1	2	2	-91	-91	-91	-91	-95	75	1	1	6	7	3	3	1	1	1	1	-94	4	16	2	-94	1
NS16830R	13802	138	.261068283203276	1	6	2008	1	-91	-91	1	2	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	7	3	3	1	1	0	0	-91	-91	14.3	14.3	8	8
NS16831S	11755	117	.953032027675445	1	7	2008	1	-91	-91	-1	-91	-91	-91	1	1	1	-1	2	-91	-91	-91	41	75	1	1	1	2	-91	-91	-91	-91	23	80	1	1	6	8	3	4	1	1	1	1	6	6	4.1	6	2	2
NS16832T	13507	135	.323172171476655	2	9	2008	1	-91	-91	1	2	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	5	2	2	1	1	0	0	-91	-91	14.3	14.3	8	8
NS16833V	13413	134	.255494486122012	1	7	2008	1	-91	-91	1	-1	-91	-91	1	1	-1	-1	-1	-91	-91	-91	-95	-95	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	7	3	3	1	1	0	1	-91	-94	14.3	16	8	-94
NS16834W	11731	117	.938879289437265	1	7	2008	1	-91	-91	2	-91	1	-91	1	1	1	2	-91	-91	-91	-91	82	80	1	1	1	2	-91	-91	-91	-91	23	80	1	1	6	7	3	3	1	1	1	1	6	6	4.1	10	2	5
NS16835X	10422	104	1.15115116485874	3	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	-1	-1	-95	-95	1	1	2	-1	2	-91	-91	-91	23	80	1	1	6	6	3	3	1	1	1	2	7	3	7.3	16	3	-94
NS16836Y	11808	118	1.33346460097659	1	8	2008	2	1	-91	2	-91	3	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	5	2	2	1	1	0	0	-91	-91	14.3	14.3	8	8
NS16838A	12022	120	1.54014475135699	2	9	2008	2	2	1	2	-91	3	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	5	4	2	2	1	1	-98	-98	-98	-98	-98	-98	-98	-98
NS16840L	11737	117	.988554696612615	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	3	-91	-91	-91	-91	41	72	1	1	2	2	-91	-91	-91	-91	71	52	1	1	7	6	3	3	1	1	1	1	7	6	12.1	6	6	2
NS16842N	11759	117	1.15037874469744	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	-1	-1	-1	-91	-91	-91	-95	22	1	1	1	1	-91	-91	-91	-91	-95	-95	1	1	5	4	2	2	1	1	1	1	-94	-94	16	16	-94	-94
NS16843P	11440	114	2.47677662141194	2	9	2008	1	-91	-91	1	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98
NS16844Q	11805	118	.252180415484328	3	6	2008	1	-91	-91	1	-1	-91	-91	1	2	-91	-91	-91	1	1	-91	53	45	1	1	2	-1	-1	-91	-91	-91	61	85	1	1	6	7	3	3	1	1	1	2	7	3	12.2	9.1	6	4
NS16846S	11452	114	1.48606802026633	2	10	2008	2	1	-91	2	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	4	-91	2	-91	1	-91	-98	-98	-98	-98	-98	-98	-98	-98
NS16847T	12015	120	1.13489286760145	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	2	2	-91	-91	-91	-91	52	32	1	1	2	2	-91	-91	-91	-91	61	80	1	1	7	7	3	3	1	1	1	1	7	7	12.7	11.1	6	5
NS16851G	13108	131	.87845071117749	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	11	51	1	2	-91	-91	-91	2	2	-91	12	52	1	1	5	4	2	2	1	1	2	2	2	2	8.1	8.1	4	4
NS16852H	12527	125	1.03852910911553	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	82	60	1	1	2	1	-91	-91	-91	-91	61	80	1	1	5	6	2	3	1	1	1	2	7	3	12.7	9.1	6	4
NS16855L	11043	110	1.29991388994952	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	3	-91	-91	-91	-91	31	-95	1	1	2	2	-91	-91	-91	-91	71	-95	1	1	7	8	3	4	1	1	1	1	7	6	12.1	4.1	6	2
NS16856M	11712	117	.9791226761528	1	7	2008	1	-91	-91	2	-91	1	-91	1	1	1	1	-91	-91	-91	-91	52	45	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	1	-91	6	-91	3	-91	1	-98	1	-98	6	-98	10	-98	5
NS16857N	12532	125	.233608694832156	3	6	2008	1	-91	-91	-1	-91	-91	-91	1	1	-1	-1	-1	-91	-91	-91	81	25	1	1	1	-1	-1	-91	-91	-91	-95	-95	1	1	6	6	3	3	1	1	1	1	-94	7	16	12.4	-94	6
NS16858P	13706	137	.165609231274994	1	7	2008	1	-91	-91	2	-91	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	6	2	3	1	1	0	0	-91	-91	14.3	14.3	8	8
NS16859Q	11408	114	.978481598284813	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	3	-91	-91	-91	-91	35	60	1	1	2	3	-91	-91	-91	-91	41	75	1	1	6	6	3	3	1	1	1	1	7	7	7.1	11.1	3	5
NS16860A	11025	110	1.68746561967247	3	6	2008	1	-91	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	-1	-1	-91	-91	-91	-95	60	1	-98	5	-91	2	-91	1	-91	1	-98	-94	-98	16	-98	-94	-98
NS16861B	10811	108	1.11948970822929	1	6	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	3	-91	-91	-91	-91	11	75	1	-98	8	-91	4	-91	1	-91	1	-98	4	-98	2	-98	1	-98
NS16863D	12533	125	1.62955384480586	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	2	1	-91	-91	-91	-91	81	45	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	5	3	2	1	1	0	1	-91	7	14.3	12.4	8	6
NS16864E	11320	113	1.18566945585118	1	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	1	-91	-91	-91	-91	71	52	1	1	2	1	-91	-91	-91	-91	42	85	1	1	4	3	2	1	1	1	1	1	7	7	7.1	12.1	3	6
NS16865F	13803	138	.487325767484016	1	6	2008	1	-91	-91	3	-91	-91	-91	1	1	1	2	-91	-91	-91	-91	81	23	1	2	-91	-91	-91	1	1	-91	61	80	1	1	6	7	3	3	1	1	2	1	3	6	9.1	10	4	5
NS16868J	11711	117	.952191466240886	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	92	55	1	-98	7	-91	3	-91	1	-91	1	-98	7	-98	12.2	-98	6	-98
NS16869K	10421	104	.281647292648587	1	6	2008	1	-91	-91	1	-1	-91	-91	1	2	-91	-91	-91	1	1	-91	53	45	1	1	1	1	-91	-91	-91	-91	54	55	1	1	6	7	3	3	1	1	1	2	6	3	10	9.1	5	4
NS16870V	11758	117	.912554096678778	3	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	53	45	1	1	2	1	-91	-91	-91	-91	41	85	1	1	8	7	4	3	1	1	1	2	7	3	7.2	9.1	3	4
NS16871W	12345	123	1.12320129349681	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	62	74	1	1	1	2	-91	-91	-91	-91	71	52	1	1	5	5	2	2	1	1	1	2	6	2	10	8.1	5	4
NS16872X	11421	114	1.06596351252081	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	-1	2	-91	-91	-91	23	80	1	1	2	2	-91	-91	-91	-91	92	80	1	1	5	5	2	2	1	1	1	1	7	6	12.6	4.1	6	2
NS16874Z	11049	110	1.24990701392	2	9	2008	2	1	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98
NS16875A	11311	113	1.25000178051375	2	8	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	3	-91	-91	-91	-91	92	52	1	-98	7	-91	3	-91	1	-91	1	-98	7	-98	12.2	-98	6	-98
NS16876B	11454	114	1.08861782780074	1	7	2008	1	-91	-91	2	-91	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	4	2	2	1	1	0	0	-91	-91	14.3	14.3	8	8
NS16878D	11739	117	.41671868819986	2	9	2008	1	-91	-91	1	2	-91	-91	1	1	2	2	-91	-91	-91	-91	92	74	1	1	1	2	-91	-91	-91	-91	61	80	1	1	4	3	2	1	1	1	1	1	6	7	10	12.2	5	6
NS16879E	11424	114	1.6055943260464	1	6	2008	-999	-999	-999	-999	-999	-999	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-999	-999	-999	-999	-999	-999	-999	-999	-98	-98	-98	-98	17	17	-94	-94
NS16880P	12354	123	1.09263791347299	1	6	2008	1	-91	-91	1	1	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	8	9	4	4	1	1	0	0	-91	-91	14.3	14.3	8	8
NS16881Q	11732	117	1.71684090030424	1	8	2008	1	-91	-91	1	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	8	-91	4	-91	1	-91	-94	-98	-94	-98	17	-98	-94	-98
NS16882R	11728	117	1.81698467770566	1	6	2008	1	-91	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98
NS16884T	12509	125	1.65474360862853	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	5	-91	2	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS16889Z	11005	110	.31146894404195	1	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	1	-91	-91	-91	-91	11	-95	1	1	2	2	-91	-91	-91	-91	23	80	1	1	5	7	2	3	1	1	1	1	7	5	4.1	5	2	2
NS16890J	13122	131	.257389241689079	1	8	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	1	1	-91	53	45	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	5	2	2	1	1	0	2	-91	3	14.3	9.1	8	4
NS16891K	12402	124	.272100040244927	3	6	2008	1	-91	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	5	-91	2	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS16892L	13122	131	.388236320032418	3	6	2008	1	-91	-91	1	-1	-91	-91	1	1	1	1	-91	-91	-91	-91	22	52	1	1	2	-1	-1	-91	-91	-91	32	74	1	1	5	5	2	2	1	1	1	1	7	6	4.1	3.1	2	1
NS16896Q	11311	113	1.58358464482375	2	9	2008	1	-91	-91	2	-91	3	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	6	2	3	1	1	0	0	-91	-91	14.3	14.3	8	8
NS16897R	11433	114	1.04114576053607	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	3	-91	-91	-91	-91	35	75	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	9	3	4	1	1	0	1	-91	7	14.3	4.1	8	2
NS16898S	11457	114	.963269659392314	3	6	2008	1	-91	-91	1	-1	-91	-91	1	1	-1	2	-91	-91	-91	-91	23	80	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	8	8	4	4	1	1	-1	1	-94	7	17	4.1	-94	2
NS16899T	12334	123	.351874543849685	1	6	2008	3	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98
NS16900K	10406	104	1.12596868434562	3	6	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	1	-91	-91	-91	-91	41	85	1	-98	7	-91	3	-91	1	-91	1	-98	6	-98	6	-98	2	-98
NS16901L	11752	117	.965620885730134	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	1	-91	-91	-91	-91	21	30	1	1	1	2	-91	-91	-91	-91	23	80	1	1	7	7	3	3	1	1	1	1	6	6	4.1	3.2	2	1
NS16904P	12028	120	1.33903510781835	1	7	2008	1	-91	-91	2	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	2	-91	-91	-91	-91	71	52	1	2	4	-91	2	-91	1	-91	1	0	7	-91	12.1	14.3	6	8
NS16905Q	13201	132	.298733495907947	1	6	2008	1	-91	-91	1	-1	-91	-91	1	2	-91	-91	-91	2	2	-91	12	55	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	6	2	3	1	1	0	2	-91	2	14.3	8.1	8	4
NS16906R	11714	117	1.31701186874018	2	10	2008	3	-91	-91	2	-91	1	-91	1	1	-1	2	-91	-91	-91	-91	54	22	1	1	2	2	-91	-91	-91	-91	61	80	1	1	4	4	2	2	1	1	1	1	7	7	12.7	11.1	6	5
NS16908T	12519	125	.335403121024086	3	6	2008	3	-91	-91	1	1	-91	-91	1	1	1	-1	-1	-91	-91	-91	52	40	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	7	3	3	1	1	0	1	-91	6	14.3	10	8	5
NS16909V	12521	125	.346709268634198	3	6	2008	1	-91	-91	1	1	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	8	3	4	1	1	0	0	-91	-91	14.3	14.3	8	8
NS16911F	13409	134	.722190569550849	1	7	2008	2	1	-91	2	-91	1	-91	1	2	-91	-91	-91	1	1	-91	92	93	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	1	-91	6	-91	3	-91	1	-98	2	-98	3	-98	9.1	-98	4
NS16913H	12325	123	.216602161102616	1	8	2008	2	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	8	-91	4	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS16914J	10808	108	.429959747143229	3	6	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	1	1	-91	12	52	1	2	-91	-91	-91	1	1	-91	12	52	1	1	5	6	2	3	1	1	2	2	3	3	9.1	9.1	4	4
NS16916L	13112	131	.241758368911926	2	8	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	82	60	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	5	2	2	1	1	0	2	-91	2	14.3	8.1	8	4
NS16918N	10306	103	1.42775440621608	3	6	2008	1	-91	-91	1	1	-91	-91	1	1	2	2	-91	-91	-91	-91	41	75	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	9	9	4	4	0	1	0	1	-91	7	14.3	7.1	8	3
NS16919P	13508	135	.235195641706194	3	6	2008	1	-91	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	4	-91	2	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS16920Z	11736	117	1.04837451127836	1	7	2008	1	-91	-91	2	-91	3	-91	1	1	1	2	-91	-91	-91	-91	11	60	1	1	1	2	-91	-91	-91	-91	23	80	1	1	6	8	3	4	1	1	1	1	6	4	4.1	5	2	2
NS16923C	12541	125	1.1655055053905	2	8	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	2	-91	-91	-91	-91	41	65	1	-98	6	-91	3	-91	1	-91	1	-98	7	-98	7.1	-98	3	-98
NS16924D	13403	134	.158810898257185	3	6	2008	1	-91	-91	1	2	-91	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	5	2	2	1	1	0	-1	-91	-94	14.3	17	8	-94
NS16925E	12331	123	1.36617533388378	3	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	53	45	1	1	2	-1	-1	-91	-91	-91	61	85	1	1	6	7	3	3	1	1	1	2	7	3	12.2	9.1	6	4
NS16926F	11038	110	1.22118657024185	1	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	3	-91	-91	-91	-91	71	52	1	1	1	2	-91	-91	-91	-91	61	80	1	1	5	6	2	3	1	1	1	1	6	7	10	13.3	5	7
NS16927G	11309	113	.301726415319994	1	7	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	2	2	-91	12	52	1	1	2	1	-91	-91	-91	-91	72	74	1	1	5	6	2	3	1	1	1	2	7	2	7.2	8.1	3	4
NS16931V	12015	120	1.06206201301863	3	6	2008	1	-91	-91	1	2	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	-95	-95	1	1	7	8	3	4	1	1	1	0	-94	-91	16	14.3	-94	8
NS16935Z	12806	128	.409183167262114	1	6	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-1	2	-91	-91	-91	-91	61	85	1	-98	6	-91	3	-91	1	-91	1	-98	7	-98	12.2	-98	6	-98
NS16937B	11204	112	1.44043361510522	1	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	1	-91	-91	-91	-91	71	52	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	7	3	3	1	1	0	1	-91	7	14.3	12.1	8	6
