NSID	Samppsu	Sampstratum	W5finwt_cross	W5Mode	W5IntMonth	W5IntYear	W5SameaddHH	W5AnystayHH	W5HHNumHH	W5Hous12HH	W5Hous12BHH	W5Hous12CHH	W5IncarHH	W5FemployYP	W5FempstatYP	W5FsuperYP	W5FmanyYP	W5Fmany2YP	W5FselfYP	W5FmanysYP	W5Fmanys2YP	W5SOCDad	W5SICDad	W5MemployYP	W5MempstatYP	W5MsuperYP	W5MmanyYP	W5Mmany2YP	W5MselfYP	W5MmanysYP	W5Mmanys2YP	W5SOCMum	W5SICMum	W5mopres	W5fapres	W5agebd5mum	W5agebd5dad	W5agebd10mum	W5agebd10dad	w5wrkagemum	w5wrkagedad	W5empsmum	W5empsdad	W5Cempszmum	W5Cempszdad	w5Cnsseccatmum	w5Cnsseccatdad	W5Cnssecmum	W5Cnssecdad
NS25555T	10412	104	1.49000682807511	3	6	2008	2	2	3	2	-91	3	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98
NS25556V	11751	117	.943596631086618	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	3	-91	-91	-91	-91	41	75	1	1	2	2	-91	-91	-91	-91	32	85	1	1	7	7	3	3	1	1	1	1	7	7	3.2	7.1	1	3
NS25557W	12029	120	1.2256945191711	1	6	2008	1	-91	-91	2	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	92	55	1	-98	4	-91	2	-91	1	-91	1	-98	7	-98	13.1	-98	7	-98
NS25558X	10830	108	1.82540788493632	1	6	2008	3	-91	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	8	9	4	4	1	1	-98	-98	-98	-98	-98	-98	-98	-98
NS25559Y	11454	114	1.29869324487872	1	7	2008	1	-91	-91	2	-91	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	3	2	1	1	1	0	0	-91	-91	14.3	14.3	8	8
NS25564M	11039	110	.346546408926427	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	71	52	1	1	2	2	-91	-91	-91	-91	61	80	1	1	5	5	2	2	1	1	1	2	7	3	12.7	9.1	6	4
NS25566P	12327	123	.294103244647433	3	6	2008	1	-91	-91	1	-1	-91	-91	1	1	-1	-1	-1	-91	-91	-91	-95	-95	1	1	-1	-1	-1	-91	-91	-91	-95	-95	1	1	5	7	2	3	1	1	1	1	-94	-94	16	16	-94	-94
NS25567Q	11023	110	1.67760679686408	1	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	3	-91	-91	-91	-91	-95	29	1	1	1	3	-91	-91	-91	-91	11	52	1	1	5	5	2	2	1	1	1	1	4	-94	5	16	2	-94
NS25569S	10822	108	.272479195397296	3	6	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	2	2	-91	11	45	1	2	-91	-91	-91	2	2	-91	11	45	1	1	4	5	2	2	1	1	2	2	2	2	8.1	8.1	4	4
NS25570C	10305	103	1.52425381084433	3	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	12	55	1	2	-91	-91	-91	2	2	-91	12	55	1	1	6	7	3	3	1	1	2	2	2	2	8.1	8.1	4	4
NS25571D	12314	123	.339346654548266	1	7	2008	1	-91	-91	1	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	3	-91	-91	-91	-91	92	64	1	-98	6	-91	3	-91	1	-91	1	-98	7	-98	12.2	-98	6	-98
NS25572E	10425	104	1.29155910818256	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	2	3	-91	-91	-91	-91	82	15	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	6	2	3	1	1	0	1	-91	7	14.3	13.3	8	7
NS25575H	13116	131	.385268164775767	1	7	2008	1	-91	-91	2	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	1	-91	5	-91	2	-91	1	-98	0	-98	-91	-98	14.3	-98	8
NS25576J	10912	109	.379058276812903	3	6	2008	1	-91	-91	2	-91	2	-91	1	1	2	2	-91	-91	-91	-91	92	64	1	1	1	-1	2	-91	-91	-91	41	-95	1	1	6	7	3	3	1	1	1	1	6	7	6	12.2	2	6
NS25577K	10847	108	.977171113151303	3	6	2008	1	-91	-91	1	-1	-91	-91	1	1	-1	2	-91	-91	-91	-91	61	70	1	1	2	3	-91	-91	-91	-91	32	70	1	1	7	7	3	3	1	1	1	1	7	7	4.1	12.2	2	6
NS25578L	11402	114	1.01382869220859	3	6	2008	1	-91	-91	1	-1	-91	-91	1	2	-91	-91	-91	1	-1	1	22	85	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	7	3	3	1	1	-1	2	-94	3	17	3.3	-94	1
NS25580X	11205	112	.471543921347418	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	1	3	-91	-91	-91	-91	22	85	1	1	1	2	-91	-91	-91	-91	22	85	1	1	5	6	2	3	1	1	1	1	6	6	3.1	3.1	1	1
NS25581Y	12821	128	.3048548910473	1	9	2008	2	1	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-1	1	-91	-91	-91	-91	92	55	1	-98	6	-91	3	-91	1	-91	1	-98	7	-98	13.1	-98	7	-98
NS25582Z	12350	123	1.35176316310423	1	6	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	2	2	-91	52	-95	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	9	10	4	5	0	0	0	2	-91	2	14.3	8.1	8	4
NS25584B	13106	131	1.48323006640961	1	9	2008	1	-91	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	3	-91	1	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS25585C	12025	120	1.17720634600674	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	41	65	1	1	2	2	-91	-91	-91	-91	72	-95	1	1	6	6	3	3	1	1	1	1	7	6	7.2	6	3	2
NS25587E	13415	134	.208602640482314	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	2	2	-91	-91	-91	-91	11	52	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	8	3	4	1	1	0	1	-91	4	14.3	5	8	2
NS25589G	12026	120	1.75887384091114	1	6	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	61	85	1	-98	6	-91	3	-91	1	-91	1	-98	7	-98	12.2	-98	6	-98
NS25590R	13121	131	1.91971453625081	2	9	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	5	-91	2	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS25591S	10402	104	1.19960852188376	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	1	-91	-91	-91	-91	34	22	1	2	-91	-91	-91	1	1	-91	41	74	1	1	5	7	2	3	1	1	2	1	3	7	9.1	4.1	4	2
NS25592T	10420	104	1.14612570454079	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	2	-91	-91	-91	-91	32	85	1	-98	7	-91	3	-91	1	-91	1	-98	7	-98	4.1	-98	2	-98
NS25593V	10803	108	.380731206355564	1	6	2008	1	-91	-91	2	-91	2	-91	1	1	2	2	-91	-91	-91	-91	82	51	1	1	2	2	-91	-91	-91	-91	92	80	1	1	4	3	2	1	1	1	1	1	7	7	13.1	13.3	7	7
NS25594W	11811	118	.95579767834931	3	6	2008	1	-91	-91	1	-92	-91	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	7	3	3	1	1	0	-1	-91	-94	14.3	17	8	-94
NS25596Y	10909	109	.425165027482521	1	7	2008	1	-91	-91	-1	-91	-91	-91	1	1	1	-1	2	-91	-91	-91	24	-95	1	1	1	2	-91	-91	-91	-91	-95	-95	1	1	4	4	2	2	1	1	1	1	-94	6	16	3.1	-94	1
NS25597Z	11434	114	1.00197340512324	3	6	2008	1	-91	-91	1	1	-91	-91	1	1	2	3	-91	-91	-91	-91	81	34	1	1	2	1	-91	-91	-91	-91	42	85	1	1	6	6	3	3	1	1	1	1	7	7	7.1	12.4	3	6
NS25598A	10103	101	1.49089016444771	3	6	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	2	3	-91	81	36	1	2	-91	-91	-91	2	3	-91	-95	-95	1	1	5	6	2	3	1	1	2	2	1	1	16	1	-94	1
NS25599B	12403	124	1.05939774670985	3	6	2008	1	-91	-91	1	1	-91	-91	1	1	1	3	-91	-91	-91	-91	33	75	1	1	2	2	-91	-91	-91	-91	61	80	1	1	6	6	3	3	1	1	1	1	7	6	12.7	6	6	2
NS25600S	12033	120	1.05617471497763	3	6	2008	1	-91	-91	1	1	-91	-91	1	1	2	2	-91	-91	-91	-91	81	15	1	1	2	2	-91	-91	-91	-91	41	52	1	1	7	7	3	3	1	1	1	1	7	7	7.2	12.4	3	6
NS25602V	11420	114	1.02167581851467	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	-95	45	1	1	2	2	-91	-91	-91	-91	61	85	1	1	7	7	3	3	1	1	1	1	7	-94	7.3	16	3	-94
NS25603W	11102	111	.359226765656734	3	6	2008	1	-91	-91	1	-1	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	6	2	3	1	1	0	0	-91	-91	14.3	14.3	8	8
NS25604X	10413	104	1.15691907518248	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	11	-95	1	1	2	1	-91	-91	-91	-91	71	52	1	1	6	6	3	3	1	1	1	1	7	4	12.1	2	6	1
NS25606Z	10847	108	1.0564902904754	3	6	2008	1	-91	-91	1	-1	-91	-91	1	2	-91	-91	-91	2	2	-91	81	28	1	1	2	-1	-1	-91	-91	-91	42	80	1	1	6	7	3	3	1	1	1	2	7	2	7.1	8.1	3	4
NS25608B	11901	119	.94836930256031	3	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	35	51	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	8	3	4	1	1	0	2	-91	3	14.3	4.4	8	2
NS25609C	12036	120	1.13914784272869	1	8	2008	1	-91	-91	1	-1	-91	-91	1	1	2	2	-91	-91	-91	-91	-95	65	1	1	2	2	-91	-91	-91	-91	92	65	1	1	6	5	3	2	1	1	1	1	7	-94	12.6	16	6	-94
NS25610M	657	48	.370720694416744	2	9	2008	1	-91	-91	1	1	-91	-91	1	1	2	2	-91	-91	-91	-91	81	24	1	1	1	1	-91	-91	-91	-91	24	92	1	1	4	5	2	2	1	1	1	1	6	7	4.1	11.2	2	5
NS25612P	12521	125	1.59435111835904	3	6	2008	1	-91	-91	1	1	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	5	2	2	1	1	0	0	-91	-91	14.3	14.3	8	8
NS25613Q	11756	117	.953032027675445	3	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	2	-91	53	45	1	1	1	3	-91	-91	-91	-91	72	63	1	1	5	6	2	3	1	1	1	2	6	3	6	9.1	2	4
NS25615S	12331	123	1.13803782914985	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	3	-91	-91	-91	-91	22	85	1	1	1	3	-91	-91	-91	-91	32	85	1	1	5	6	2	3	1	1	1	1	6	6	4.1	3.1	2	1
NS25617V	11813	118	1.74465881116706	2	8	2008	2	1	-91	2	-91	1	-91	1	-1	-1	-1	1	-91	-91	-91	53	45	1	1	1	1	-91	-91	-91	-91	71	52	1	1	5	5	2	2	1	1	1	3	6	-94	10	16	5	-94
NS25618W	12341	123	1.18807936053238	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	3	-91	-91	-91	-91	11	52	1	1	1	3	-91	-91	-91	-91	41	75	1	1	5	6	2	3	1	1	1	1	6	4	6	2	2	1
NS25619X	12007	120	1.2504426807502	3	6	2008	1	-91	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	6	-91	3	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS25621H	11005	110	.344140979329598	3	6	2008	1	-91	-91	1	1	-91	-91	1	1	2	2	-91	-91	-91	-91	91	45	1	1	-1	-1	2	-91	-91	-91	91	21	1	1	6	6	3	3	1	1	1	1	7	7	13.4	13.4	7	7
NS25622J	11321	113	1.35164809693526	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	1	-1	1	-91	-91	-91	33	75	1	1	2	3	-91	-91	-91	-91	41	75	1	1	5	5	2	2	1	1	1	1	7	6	7.1	6	3	2
NS25623K	12032	120	1.14267439582882	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	23	80	1	1	2	2	-91	-91	-91	-91	-95	80	1	1	7	8	3	4	1	1	1	1	-94	6	16	4.1	-94	2
NS25624L	10830	108	.987476148936877	1	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	1	-91	-91	-91	-91	-95	80	1	2	-91	-91	-91	1	1	-91	71	52	1	1	5	7	2	3	1	1	2	1	3	-94	9.1	16	4	-94
