NSID	SampPSU	SampStratum	W2FinWt	w2intmonthMP	w2intyearMP	w2intmonthSP	w2intyearSP	W2pareveMP	W2tmeetfMP	W2tspeakMP	W2schlifMP	W2vocs1MP	W2vocs2MP	W2extrtu1MP	W2extrtu2MP0a	W2extrtu2MP0b	W2extrtu2MP0c	W2extrtu2MP0d	W2extrtu2MP0e	W2extrtu2MP0f	W2extrtu2MP0g	W2extrtu2MP0h	W2extrtu2MP0i	W2extrtu2MP0j	W2extrtu2MP0k	W2extrtu3MP	W2extrtu4MP	W2extrtu5MP0a	W2extrtu5MP0b	W2extrtu5MP0c	W2extrtu5MP0d	W2extrtu5MP0e	W2extrtu5MP0f	W2extrtu5MP0g	W2extrtu5MP0h	W2extrtu5MP0i	W2extrtu5MP0j	W2extrtu5MP0k	W2extrtu6MP	W2parasp2MP	W2parasp1MP	W2jobdiscMP	W2AwarEmaMP	W2EmaGetMP	W2EmaYnotMP0a	W2EmaYnotMP0b	W2EmaYnotMP0c	W2EmaYnotMP0d	W2EmaYnotMP0e	W2EmaYnotMP0f	W2EmaYnotMP0g	W2FeFinMP0a	W2FeFinMP0b	W2FeFinMP0c	W2FeFinMP0d	W2FeFinMP0e	W2FeFinMP0f	W2FeFinMP0g	W2FEfn2MP0a	W2FEfn2MP0b	W2FEfn2MP0c	W2FEfn2MP0d	W2FEfn2MP0e	W2FEfn2MP0f	W2FEfn2MP0g	W2FEfn2MP0h	W2FEfn2MP0i	W2FEfn2MP0k	W2FEfn2MP0j	W2PpresMP0a	W2PpresMP0b	W2PpresMP0c	W2PpresMP0d	W2PpresMP0e	W2PpresMP0f	w2mainres	w2secores
NS18970N	11903	119	1.10900380502254	8	2005	8	2005	1	2	3	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	0	3	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS20596V	10829	108	1.13980426772505	7	2005	7	2005	2	2	5	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	0	0	0	0	3	1	1	-91	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	 	 
NS19268H	13402	134	.333041977785866	7	2005	-91	-91	6	2	5	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	 	 
NS18400Q	12015	120	1.18731665061493	6	2005	6	2005	1	2	5	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	 
NS12762S	10831	108	1.14314902454312	6	2005	6	2005	1	2	3	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	 	 
NS12937T	11701	117	1.13880316422546	5	2005	6	2005	3	2	4	3	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	1	0	0	0	0	0	0	0	2	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS20902Y	12509	125	1.16747694579948	5	2005	5	2005	2	2	4	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	 	 
NS21838G	11752	117	1.12906567694383	8	2005	8	2005	1	2	3	4	2	1	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	2	1	1	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS25184S	12826	128	.329374923649459	7	2005	7	2005	1	1	3	1	2	2	1	1	1	0	1	0	0	0	0	0	0	0	3	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	 	 
NS14222V	12347	123	.485264986170148	5	2005	-91	-91	2	2	4	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	 	 
NS23536P	12014	120	1.24307740266925	5	2005	5	2005	1	2	3	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	1	0	0	0	0	0	3	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	 	 
NS10757M	11411	114	.290667275572465	7	2005	7	2005	1	2	3	3	2	2	1	1	1	0	1	0	0	0	0	0	0	0	3	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS20213D	11041	110	.20392889117945	7	2005	7	2005	2	1	3	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	 	 
NS13008M	12542	125	1.26770992508925	6	2005	7	2005	1	1	3	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	5	4	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	0	0	0	1	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	 	 
NS17460M	11746	117	3.42090028897278	5	2005	-91	-91	6	2	4	1	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	4	2	2	-91	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	 	 
NS19579K	11747	117	1.28445142701885	5	2005	5	2005	3	2	3	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS20173T	12312	123	1.18874524864211	6	2005	-91	-91	4	2	5	3	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	 	 
NS20976P	13104	131	1.01002823249227	5	2005	5	2005	1	2	4	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	4	2	1	1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	 
NS21601L	13123	131	1.02673924791661	7	2005	7	2005	6	1	1	1	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	 	 
NS23651A	11322	113	.481572987757215	7	2005	-91	-91	2	2	4	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	 	 
NS15824F	12537	125	1.16747694579948	8	2005	8	2005	1	2	4	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	 	 
NS21867P	11301	113	1.09662711062492	5	2005	5	2005	1	2	3	2	1	1	1	0	0	0	0	0	1	1	0	0	0	0	3	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS18174A	12321	123	.569839088036459	8	2005	-91	-91	2	1	4	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	1	0	0	0	0	0	1	2	3	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	0	0	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	1	 	 
NS24474J	12327	123	.528066733854369	5	2005	5	2005	2	2	5	3	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	4	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	 
NS17181W	12313	123	1.16277752101146	6	2005	7	2005	1	2	3	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	 	 
NS12899L	10803	108	.202382532292222	8	2005	8	2005	6	2	4	3	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	0	1	0	0	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	 	 
NS16814G	11027	110	.383706417127093	4	2005	6	2005	1	2	4	1	2	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS24536K	11025	110	.487463797365952	6	2005	6	2005	2	2	5	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	 	 
NS16288K	11905	119	1.10900380502254	5	2005	5	2005	2	2	4	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	 	 
NS23859N	11723	117	1.21805404905307	7	2005	7	2005	2	2	4	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS13267H	10833	108	1.24848329466347	7	2005	7	2005	1	2	4	1	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-998	-998	-998	-998	-998	-998	-998	-998	-998	-998	-998	5	1	1	-91	1	2	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	 	 
NS17109Y	13803	138	.351568030319531	6	2005	-91	-91	2	2	4	1	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	4	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS24139E	12026	120	1.08794546579564	5	2005	-91	-91	2	2	3	3	2	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	 	 
NS13355N	13413	134	.301866287254587	6	2005	6	2005	3	1	4	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS17245Z	10429	104	.277335636874002	8	2005	-91	-91	1	2	5	2	1	2	1	1	0	0	0	0	0	0	0	0	0	0	4	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS25164D	12818	128	.163939811093123	8	2005	-91	-91	2	2	3	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	 	 
NS25923R	11425	114	.484182213302153	7	2005	-91	-91	2	2	4	2	2	2	1	1	0	0	1	0	0	0	0	0	0	0	3	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	 	 
NS16319B	10838	108	1.28071251071872	6	2005	-91	-91	2	1	4	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	1	0	0	0	0	0	4	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	 	 
NS24399B	11323	113	1.09662711062492	7	2005	9	2005	1	2	3	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS25652S	13514	135	.218513742971058	5	2005	-91	-91	2	1	3	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	1	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	0	0	1	0	0	 	 
NS25878S	12807	128	1.4873906430188	9	2005	9	2005	1	1	3	1	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	1	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	0	1	1	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	 	 
NS19562H	11401	114	1.97550140792771	7	2005	-91	-91	2	1	4	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS21211X	13601	136	.384423844801343	8	2005	-91	-91	2	2	3	3	1	2	1	1	0	0	1	0	0	0	0	0	0	0	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	0	0	0	0	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	1	 	 
NS24033W	11002	110	2.06048412894887	6	2005	-91	-91	6	1	3	1	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	 	 
NS24466R	12819	128	.164407889954562	5	2005	5	2005	2	2	3	2	1	2	1	1	0	0	0	0	0	0	0	0	0	0	3	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	0	1	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	 	 
NS12913A	12022	120	1.19694688448721	7	2005	8	2005	2	1	4	3	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS21834C	12527	125	1.30589782934008	9	2005	9	2005	1	2	3	3	2	2	1	0	0	0	0	0	1	0	0	0	0	0	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	 
NS15232K	11759	117	1.95857531786128	6	2005	-91	-91	2	1	4	3	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	3	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	 	 
NS19602S	12502	125	1.17048388061785	7	2005	-91	-91	2	2	5	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS14440L	12042	120	1.2820764072566	7	2005	-91	-91	4	2	3	3	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS24997M	11737	117	1.12906567694383	6	2005	6	2005	1	2	4	3	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS14159J	10841	108	1.13517754726	9	2005	9	2005	2	2	3	1	2	2	1	0	0	0	0	0	0	1	0	0	0	0	3	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	0	1	0	1	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	 	 
NS18416R	12521	125	1.18211252693909	8	2005	-91	-91	2	2	4	1	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	 
NS14327C	10103	101	1.44605386686409	7	2005	7	2005	1	2	5	2	2	2	1	0	0	0	0	0	0	0	0	0	1	0	4	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS25666R	10409	104	.267970476626683	7	2005	7	2005	1	2	5	1	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	0	3	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS24679T	13514	135	.845335642320515	5	2005	5	2005	1	1	2	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	 	 
NS15707S	10433	104	1.0759289502959	7	2005	7	2005	1	2	4	3	1	2	1	0	0	0	0	1	0	0	1	0	0	0	3	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	 	 
NS20809D	12533	125	1.12231521027852	5	2005	6	2005	1	2	4	1	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS13836L	12358	123	1.20122347043011	6	2005	-91	-91	2	2	5	3	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	 	 
NS10475S	11448	114	1.24860888812552	8	2005	8	2005	1	1	3	1	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	5	5	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	 	 
NS13624K	12334	123	1.68466386978196	7	2005	7	2005	6	2	5	4	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	3	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	 	 
NS16445H	12025	120	1.34290791794645	5	2005	-91	-91	6	1	4	3	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS24611S	12001	120	1.14964934414528	6	2005	-91	-91	2	1	4	3	1	2	1	0	0	0	0	1	0	0	0	0	0	0	3	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS16339Q	12811	128	.279859636600711	7	2005	-91	-91	2	2	4	1	1	-1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS19221X	12034	120	1.20286900452419	6	2005	-91	-91	1	2	5	1	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	 
NS13512L	12012	120	1.298182750898	7	2005	7	2005	1	1	2	1	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	 	 
