NSID	SampPSU	SampStratum	W2FinWt	w2intmonthMP	w2intyearMP	w2intmonthSP	w2intyearSP	W2pareveMP	W2tmeetfMP	W2tspeakMP	W2schlifMP	W2vocs1MP	W2vocs2MP	W2extrtu1MP	W2extrtu2MP0a	W2extrtu2MP0b	W2extrtu2MP0c	W2extrtu2MP0d	W2extrtu2MP0e	W2extrtu2MP0f	W2extrtu2MP0g	W2extrtu2MP0h	W2extrtu2MP0i	W2extrtu2MP0j	W2extrtu2MP0k	W2extrtu3MP	W2extrtu4MP	W2extrtu5MP0a	W2extrtu5MP0b	W2extrtu5MP0c	W2extrtu5MP0d	W2extrtu5MP0e	W2extrtu5MP0f	W2extrtu5MP0g	W2extrtu5MP0h	W2extrtu5MP0i	W2extrtu5MP0j	W2extrtu5MP0k	W2extrtu6MP	W2parasp2MP	W2parasp1MP	W2jobdiscMP	W2AwarEmaMP	W2EmaGetMP	W2EmaYnotMP0a	W2EmaYnotMP0b	W2EmaYnotMP0c	W2EmaYnotMP0d	W2EmaYnotMP0e	W2EmaYnotMP0f	W2EmaYnotMP0g	W2FeFinMP0a	W2FeFinMP0b	W2FeFinMP0c	W2FeFinMP0d	W2FeFinMP0e	W2FeFinMP0f	W2FeFinMP0g	W2FEfn2MP0a	W2FEfn2MP0b	W2FEfn2MP0c	W2FEfn2MP0d	W2FEfn2MP0e	W2FEfn2MP0f	W2FEfn2MP0g	W2FEfn2MP0h	W2FEfn2MP0i	W2FEfn2MP0k	W2FEfn2MP0j	W2PpresMP0a	W2PpresMP0b	W2PpresMP0c	W2PpresMP0d	W2PpresMP0e	W2PpresMP0f	w2mainres	w2secores
NS23559G	12010	120	1.68131922011028	5	2005	5	2005	6	2	3	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	 
NS24080Q	12534	125	.32639332406253	8	2005	8	2005	1	2	1	1	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	 	 
NS17518A	11321	113	1.15308919711192	5	2005	6	2005	2	2	4	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	1	0	0	0	0	0	2	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	 
NS15369D	10856	108	1.22876055239837	5	2005	5	2005	2	2	5	3	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	 	 
NS24795F	10824	108	1.11760333307947	5	2005	-91	-91	2	2	3	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS24723R	12355	123	1.20122347043011	6	2005	6	2005	1	2	4	1	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	 
NS16805N	12020	120	1.18731665061493	7	2005	7	2005	2	2	4	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS14350D	12320	123	1.16277752101146	6	2005	-91	-91	3	2	4	3	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS13218L	10415	104	1.04408722778192	6	2005	6	2005	1	1	4	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	0	2	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS11344B	10603	106	1.46468947449521	4	2005	-91	-91	2	1	3	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	 	 
NS12972R	13405	134	.285641078041383	7	2005	-91	-91	2	2	3	2	1	2	1	1	0	0	0	0	0	0	0	0	0	0	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	 	 
NS12028F	11736	117	1.31513614185135	7	2005	7	2005	3	1	4	3	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	4	1	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS12260E	11707	117	1.14023500537032	6	2005	-91	-91	1	2	4	1	2	2	1	0	0	0	0	1	0	0	0	0	0	0	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	 	 
NS15043B	11601	116	1.11912618529197	5	2005	5	2005	2	2	3	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	0	3	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS19942C	11752	117	1.22326111410493	8	2005	8	2005	2	1	1	3	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	1	0	0	0	0	0	3	3	3	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	 	 
NS16260M	10906	109	.42727500585364	8	2005	-91	-91	2	2	3	1	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS24575M	10423	104	1.06649111452088	6	2005	6	2005	6	2	5	3	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS15247K	11806	118	1.1057326782219	6	2005	6	2005	1	2	4	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	4	-91	1	2	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS18532D	12805	128	1.08022563513544	6	2005	6	2005	1	2	5	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-1	1	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS18729W	10833	108	.310822133989609	7	2005	7	2005	1	2	4	1	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	0	3	1	-1	1	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	 	 
NS24565S	11435	114	1.30233485252671	8	2005	-91	-91	1	2	3	3	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	 	 
NS20368J	11445	114	1.1979652871146	5	2005	-91	-91	3	2	4	3	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	 
NS24221D	12545	125	1.13431707416239	8	2005	-91	-91	1	1	3	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS10507K	10906	109	.423085267712208	9	2005	-91	-91	1	2	3	3	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	 	 
NS22687V	12901	129	.567362204507827	6	2005	-91	-91	2	2	4	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	 	 
NS22527A	10419	104	.289917896611921	7	2005	6	2005	3	2	3	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	3	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	 	 
NS20707Z	12508	125	1.2796462200263	5	2005	5	2005	6	2	4	3	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	1	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS13790V	12001	120	1.23103476119238	8	2005	-91	-91	2	1	3	3	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	 	 
NS16662Y	10903	109	1.37646323850582	7	2005	7	2005	1	2	3	1	1	2	1	0	0	0	1	0	0	0	0	0	0	0	3	1	1	0	0	0	0	1	0	0	0	0	0	3	1	1	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS25535E	12804	128	.310851355768287	8	2005	8	2005	1	2	5	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	 	 
NS15410Y	11013	110	.368598555055239	6	2005	6	2005	1	1	2	1	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	 	 
NS15982Y	12041	120	1.20286900452419	-91	-91	5	2005	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	 	 
NS18707E	12041	120	1.1765692526002	5	2005	5	2005	1	2	5	2	2	2	1	0	0	0	0	1	0	0	0	0	1	0	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	 	 
NS10926G	10416	104	1.16494270344666	8	2005	-91	-91	2	1	3	1	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	3	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS12855D	10819	108	1.1372183926385	6	2005	-91	-91	2	2	5	1	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	 	 
NS16254X	13114	131	.239717511169363	6	2005	-91	-91	2	2	5	3	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	0	0	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	 	 
NS10105Z	10420	104	1.6634029729441	5	2005	5	2005	6	2	4	2	1	1	1	1	1	0	1	0	0	0	0	0	0	0	3	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	 	 
NS22608P	12542	125	1.26537054527474	6	2005	7	2005	1	2	3	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	 	 
NS21171M	13003	130	.22806177710531	5	2005	6	2005	1	1	4	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	 	 
NS19627M	11603	116	1.16830852658738	8	2005	8	2005	1	2	5	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	 	 
NS23357A	13410	134	.30250666575874	6	2005	-91	-91	6	1	5	3	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	 	 
NS15622Z	13710	137	.311623614904162	6	2005	6	2005	2	2	4	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS21122Q	10440	104	1.04408722778192	5	2005	5	2005	2	2	5	2	2	-1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS11670M	10815	108	1.24799822995961	7	2005	-91	-91	6	2	4	2	2	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	1	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	0	0	1	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	 	 
NS16926F	11038	110	1.38060492955552	6	2005	6	2005	2	2	4	1	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	 	 
NS24060B	11404	114	1.1979652871146	6	2005	-91	-91	2	2	3	1	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	0	3	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	 
NS23882P	11808	118	.323522810970506	7	2005	7	2005	1	1	3	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	3	1	-1	1	1	1	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS19192H	12011	120	1.51622837516493	9	2005	-91	-91	6	1	2	3	1	-1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	 	 
NS17728Z	11761	117	1.24417266987256	5	2005	5	2005	1	1	4	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	4	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	 	 
NS16127P	11744	117	1.46586014770056	7	2005	7	2005	1	1	4	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	0	3	-1	1	-91	1	2	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS13869Y	13122	131	.263267756323709	7	2005	-91	-91	1	1	4	1	2	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	 
NS15166W	11456	114	1.32122213997189	5	2005	5	2005	1	2	3	1	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	 	 
NS18635J	11454	114	1.60356203458321	6	2005	-91	-91	6	1	4	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	1	0	0	0	0	0	4	1	2	1	2	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	 	 
NS21656P	11049	110	.347322608135954	6	2005	7	2005	1	2	3	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	 	 
NS17540A	12502	125	1.16747694579948	8	2005	8	2005	2	2	5	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	 	 
NS19061W	12528	125	1.51108565564426	7	2005	-91	-91	2	1	3	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	4	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	0	0	0	0	1	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	 	 
NS10205B	11907	119	.312729164793587	6	2005	6	2005	2	2	5	3	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	 	 
NS13941C	11907	119	.354268967656891	5	2005	5	2005	2	2	5	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	0	0	0	3	1	1	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS23098Y	11450	114	1.22796155303179	5	2005	5	2005	2	2	1	1	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	3	1	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS17020A	13508	135	.137229613063449	6	2005	-91	-91	6	2	4	3	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	0	0	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	1	0	0	 	 
NS11471J	12306	123	.358885022681044	6	2005	6	2005	2	2	3	1	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS19584Z	11730	117	1.12906567694383	7	2005	7	2005	2	2	3	3	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	 	 
NS12242S	11722	117	1.28727540116118	8	2005	-91	-91	6	2	5	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	1	2	-91	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS15212W	10439	104	1.18223652055622	8	2005	-91	-91	1	2	4	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-1	2	-91	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS21662E	11417	114	1.31377833477312	6	2005	7	2005	6	2	3	1	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	 	 
NS23615B	12520	125	1.24215400602184	6	2005	6	2005	1	2	5	3	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	2	-91	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
