idacirscore_y,w2sexyp,w4ghq12scr,w2ethnicyp,w2fat5yp,bullied,truant,w2hiqualgmp,w3outschbyp,w7heflag,w9danvqh,w9dvnvqh,w9drussell,imdrscore_y,gor_x,marital_status_MP,w4lnpar,w3parqualmp,w4readsyp,w4concenyp,w4noconfyp,drugs,job_attd,w6univyp,w9_income_above_median
0.04,1.0,3.0,1.0,2.0,0.05263,0,3.0,1.0,1,4.0,5.0,2.0,4,8,2.0,2.0,4.0,4.0,3.0,1.0,1.0,3.0,0.0,1.0
0.41,0.0,,3.0,2.0,0.0,0,5.0,1.0,2,1.0,3.0,3.0,31,6,3.0,2.0,,3.0,1.0,1.0,0.0,,0.0,0.0
0.2,0.0,,1.0,,0.05263,0,3.0,1.0,2,3.0,5.0,3.0,11,8,3.0,1.0,4.0,6.0,4.0,2.0,0.0,2.0,0.0,0.0
0.42,1.0,6.0,3.0,2.0,0.05263,0,5.0,2.0,2,4.0,4.0,3.0,38,2,2.0,2.0,4.0,5.0,3.0,2.0,0.0,3.0,0.0,0.0
0.21,0.0,0.0,3.0,2.0,0.05263,0,3.0,2.0,2,2.0,5.0,3.0,24,2,2.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0
0.55,1.0,2.0,3.0,,0.0,1,5.0,2.0,1,4.0,6.0,1.0,47,7,2.0,2.0,,3.0,2.0,2.0,0.0,2.0,0.0,1.0
0.07,1.0,0.0,1.0,1.0,0.05263,0,1.0,1.0,1,4.0,6.0,2.0,10,6,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0
0.03,0.0,7.0,1.0,2.0,0.05263,0,1.0,2.0,2,5.0,3.0,2.0,5,4,2.0,2.0,4.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0
0.43,0.0,9.0,1.0,,0.05263,0,3.0,1.0,2,4.0,3.0,3.0,41,2,2.0,2.0,2.0,5.0,3.0,3.0,0.0,3.0,0.0,0.0
0.21,0.0,2.0,1.0,3.0,0.05263,1,5.0,2.0,2,4.0,4.0,3.0,22,5,3.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0
0.32,0.0,6.0,1.0,2.0,0.05263,0,5.0,2.0,1,4.0,5.0,2.0,36,2,3.0,1.0,4.0,3.0,2.0,4.0,0.0,2.0,0.0,1.0
0.07,0.0,0.0,2.0,2.0,0.05263,1,2.0,2.0,2,2.0,2.0,3.0,9,6,3.0,1.0,5.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0
0.04,0.0,11.0,1.0,3.0,0.10526,0,4.0,1.0,2,2.0,3.0,3.0,7,5,3.0,2.0,3.0,4.0,3.0,4.0,1.0,3.0,0.0,1.0
0.02,1.0,1.0,1.0,3.0,0.05263,0,3.0,2.0,2,3.0,6.0,3.0,5,9,2.0,2.0,4.0,5.0,2.0,2.0,1.0,2.0,0.0,1.0
0.07,0.0,4.0,1.0,4.0,0.05263,0,5.0,1.0,2,2.0,,3.0,10,3,2.0,2.0,2.0,5.0,4.0,2.0,0.0,3.0,0.0,0.0
0.39,0.0,4.0,3.0,3.0,0.05263,0,5.0,2.0,2,3.0,6.0,3.0,49,3,2.0,2.0,5.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0
0.21,0.0,0.0,1.0,2.0,0.21053,0,2.0,2.0,2,4.0,4.0,3.0,8,8,2.0,2.0,4.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0
0.04,0.0,4.0,1.0,2.0,0.05263,0,2.0,2.0,2,5.0,5.0,3.0,11,3,3.0,1.0,4.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0
0.07,0.0,1.0,1.0,2.0,0.15789,1,3.0,2.0,2,4.0,4.0,3.0,9,7,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,0.0,1.0
0.02,0.0,1.0,1.0,2.0,0.05263,0,3.0,1.0,1,4.0,5.0,2.0,6,4,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0
0.35,1.0,0.0,1.0,2.0,0.21053,0,5.0,2.0,2,3.0,3.0,3.0,35,5,2.0,2.0,4.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0
0.26,0.0,0.0,1.0,,0.10526,1,3.0,1.0,2,6.0,3.0,3.0,13,7,3.0,,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0
0.75,0.0,0.0,2.0,,0.05263,0,5.0,1.0,2,4.0,4.0,3.0,78,2,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0
0.11,0.0,0.0,1.0,2.0,0.05263,0,2.0,2.0,2,3.0,6.0,3.0,19,3,3.0,1.0,4.0,3.0,2.0,1.0,0.0,,0.0,0.0
0.1,1.0,6.0,1.0,1.0,0.05263,0,3.0,1.0,2,4.0,3.0,2.0,11,6,2.0,2.0,4.0,4.0,2.0,3.0,1.0,4.0,0.0,0.0
0.37,1.0,0.0,1.0,3.0,0.05263,1,5.0,1.0,2,6.0,6.0,3.0,38,4,2.0,2.0,1.0,6.0,1.0,1.0,0.0,3.0,0.0,0.0
0.34,0.0,8.0,1.0,3.0,0.05263,1,3.0,1.0,2,2.0,6.0,3.0,44,2,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,0.0,0.0
0.16,0.0,6.0,1.0,3.0,0.15789,1,2.0,,2,3.0,3.0,3.0,23,1,2.0,2.0,2.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0
0.23,0.0,0.0,2.0,4.0,0.05263,1,4.0,2.0,1,4.0,6.0,2.0,18,9,2.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0
0.22,0.0,0.0,1.0,,0.05263,0,3.0,1.0,2,2.0,3.0,3.0,26,3,2.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,0.0,0.0
0.11,0.0,7.0,1.0,2.0,0.15789,1,3.0,1.0,2,6.0,6.0,3.0,22,4,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0
0.23,1.0,,5.0,1.0,0.05263,1,1.0,2.0,1,4.0,6.0,2.0,20,7,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0
0.08,0.0,4.0,1.0,,0.05263,0,2.0,2.0,1,5.0,5.0,1.0,15,2,3.0,1.0,4.0,2.0,2.0,3.0,0.0,3.0,1.0,1.0
0.08,1.0,4.0,1.0,2.0,0.10526,0,1.0,2.0,1,5.0,5.0,2.0,14,9,2.0,2.0,3.0,5.0,2.0,3.0,0.0,3.0,1.0,1.0
0.27,1.0,2.0,3.0,1.0,0.0,0,5.0,2.0,1,5.0,5.0,2.0,27,7,2.0,2.0,,1.0,3.0,1.0,0.0,4.0,1.0,1.0
0.63,0.0,10.0,2.0,2.0,0.05263,1,5.0,1.0,1,4.0,3.0,2.0,71,2,2.0,2.0,1.0,3.0,4.0,3.0,0.0,3.0,0.0,1.0
0.48,1.0,0.0,3.0,2.0,0.0,0,5.0,1.0,2,2.0,3.0,3.0,41,4,2.0,2.0,,5.0,1.0,1.0,0.0,2.0,0.0,0.0
0.47,1.0,0.0,1.0,2.0,0.05263,0,5.0,1.0,2,2.0,2.0,3.0,42,2,3.0,1.0,2.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0
0.1,0.0,0.0,1.0,2.0,0.05263,0,4.0,2.0,1,4.0,6.0,2.0,12,7,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,0.0
0.06,1.0,0.0,1.0,2.0,0.05263,0,3.0,2.0,2,5.0,2.0,3.0,10,1,2.0,2.0,4.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0
0.38,1.0,1.0,3.0,2.0,0.0,1,5.0,1.0,2,1.0,4.0,3.0,49,2,2.0,2.0,,3.0,1.0,1.0,0.0,4.0,0.0,0.0
0.69,1.0,0.0,1.0,1.0,0.05263,0,5.0,2.0,2,4.0,5.0,2.0,77,2,1.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0
0.06,1.0,4.0,1.0,2.0,0.05263,0,3.0,2.0,2,2.0,6.0,3.0,16,3,2.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0
0.29,0.0,1.0,3.0,2.0,0.10526,0,2.0,1.0,1,4.0,6.0,1.0,37,6,2.0,2.0,4.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0
0.33,0.0,0.0,3.0,3.0,0.05263,0,4.0,1.0,2,5.0,3.0,3.0,32,7,2.0,2.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0
0.29,1.0,3.0,3.0,,0.05263,0,5.0,1.0,2,6.0,6.0,3.0,37,5,2.0,2.0,4.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0
0.58,1.0,1.0,1.0,2.0,0.10526,0,3.0,1.0,2,3.0,6.0,3.0,61,2,1.0,1.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0
0.26,0.0,0.0,1.0,2.0,0.26316,0,3.0,2.0,1,4.0,6.0,2.0,25,5,2.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0
0.04,0.0,2.0,1.0,,0.05263,0,4.0,2.0,1,4.0,5.0,2.0,8,9,3.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
0.06,0.0,2.0,1.0,2.0,0.05263,0,3.0,2.0,1,4.0,6.0,2.0,4,4,3.0,1.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0
0.05,0.0,2.0,1.0,2.0,0.31579,0,2.0,2.0,1,4.0,6.0,2.0,11,8,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0
0.42,1.0,0.0,1.0,,0.10526,0,3.0,1.0,1,4.0,6.0,2.0,49,1,3.0,2.0,4.0,4.0,2.0,2.0,0.0,3.0,1.0,0.0
0.61,1.0,0.0,3.0,2.0,0.0,0,5.0,2.0,1,4.0,6.0,2.0,43,7,2.0,2.0,,5.0,2.0,1.0,0.0,2.0,1.0,0.0
0.56,0.0,2.0,1.0,2.0,0.10526,1,3.0,1.0,2,3.0,6.0,3.0,36,2,3.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0
0.71,,1.0,,,0.0,0,,2.0,1,5.0,6.0,1.0,57,7,,2.0,,1.0,2.0,2.0,1.0,3.0,1.0,1.0
0.08,0.0,0.0,1.0,3.0,0.10526,0,1.0,2.0,2,4.0,3.0,3.0,14,9,3.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0
0.43,1.0,2.0,3.0,3.0,0.05263,1,5.0,1.0,1,4.0,6.0,2.0,48,5,2.0,2.0,4.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0
0.57,0.0,7.0,2.0,1.0,0.0,1,5.0,1.0,1,4.0,3.0,2.0,55,7,2.0,2.0,,2.0,1.0,1.0,0.0,3.0,0.0,1.0
0.03,0.0,8.0,1.0,2.0,0.05263,0,2.0,1.0,1,5.0,6.0,2.0,6,8,3.0,1.0,3.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0
0.19,0.0,1.0,3.0,3.0,0.05263,0,3.0,2.0,2,1.0,6.0,3.0,28,7,2.0,1.0,4.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0
0.44,1.0,6.0,4.0,2.0,0.05263,1,3.0,2.0,2,4.0,3.0,2.0,43,7,3.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0
0.41,0.0,0.0,3.0,2.0,0.05263,0,5.0,2.0,1,4.0,6.0,2.0,31,7,2.0,2.0,5.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0
0.06,0.0,1.0,1.0,1.0,0.10526,0,3.0,2.0,1,4.0,4.0,3.0,14,3,3.0,1.0,4.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0
0.69,1.0,0.0,3.0,,0.05263,0,5.0,1.0,2,4.0,3.0,3.0,63,5,3.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0
0.33,0.0,4.0,1.0,3.0,0.05263,1,2.0,2.0,1,4.0,6.0,2.0,30,9,2.0,2.0,4.0,1.0,3.0,2.0,1.0,4.0,0.0,1.0
0.37,0.0,2.0,3.0,3.0,0.0,0,5.0,1.0,2,3.0,6.0,3.0,43,5,3.0,1.0,,2.0,1.0,2.0,1.0,2.0,0.0,1.0
0.2,0.0,1.0,1.0,2.0,0.05263,0,4.0,2.0,1,4.0,3.0,2.0,20,4,2.0,2.0,3.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0
0.06,0.0,0.0,1.0,2.0,0.05263,0,3.0,2.0,2,4.0,6.0,3.0,6,8,3.0,1.0,3.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0
0.21,0.0,5.0,1.0,2.0,0.05263,0,3.0,2.0,1,4.0,5.0,2.0,21,5,3.0,2.0,5.0,2.0,3.0,3.0,0.0,2.0,1.0,1.0
0.38,1.0,7.0,2.0,2.0,0.05263,0,1.0,2.0,2,4.0,6.0,3.0,59,5,1.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0,0.0,1.0
0.41,0.0,0.0,1.0,2.0,0.05263,0,4.0,1.0,2,4.0,3.0,3.0,37,7,3.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0
0.37,1.0,1.0,3.0,,0.05263,0,5.0,2.0,1,4.0,6.0,2.0,43,5,2.0,2.0,4.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0
0.39,1.0,,3.0,1.0,0.0,0,5.0,2.0,2,4.0,3.0,3.0,50,5,2.0,2.0,,3.0,1.0,1.0,0.0,2.0,0.0,0.0
0.31,1.0,3.0,1.0,2.0,0.10526,0,1.0,1.0,1,5.0,6.0,2.0,26,6,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,0.0,1.0
0.02,0.0,,1.0,2.0,0.05263,1,1.0,2.0,1,5.0,5.0,1.0,5,8,2.0,2.0,2.0,4.0,,,0.0,3.0,1.0,1.0
0.05,1.0,6.0,1.0,2.0,0.10526,1,2.0,2.0,2,5.0,6.0,2.0,9,4,3.0,1.0,4.0,5.0,3.0,1.0,1.0,4.0,0.0,1.0
0.11,1.0,4.0,1.0,3.0,0.47368,0,2.0,2.0,2,1.0,1.0,3.0,16,4,3.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0,0.0,1.0
0.38,0.0,2.0,1.0,3.0,0.21053,1,2.0,1.0,2,1.0,3.0,3.0,28,6,3.0,1.0,4.0,4.0,3.0,1.0,1.0,3.0,0.0,0.0
0.09,1.0,1.0,1.0,2.0,0.05263,0,3.0,2.0,2,2.0,1.0,3.0,8,2,3.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0
0.07,0.0,0.0,1.0,3.0,0.21053,0,4.0,2.0,1,4.0,5.0,3.0,14,1,3.0,1.0,1.0,5.0,2.0,2.0,0.0,3.0,0.0,1.0
0.28,0.0,2.0,1.0,2.0,0.26316,0,3.0,2.0,2,5.0,5.0,3.0,31,9,3.0,1.0,4.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0
0.09,1.0,6.0,1.0,3.0,0.05263,0,3.0,2.0,1,4.0,5.0,2.0,12,9,2.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,0.0,1.0
0.18,1.0,0.0,1.0,,0.15789,0,3.0,2.0,2,1.0,3.0,3.0,23,1,2.0,2.0,4.0,5.0,2.0,1.0,0.0,4.0,0.0,0.0
0.45,0.0,3.0,3.0,3.0,0.0,0,,1.0,1,4.0,5.0,2.0,44,7,,2.0,,4.0,2.0,2.0,0.0,3.0,1.0,1.0
0.01,1.0,4.0,1.0,3.0,0.05263,0,2.0,1.0,1,4.0,5.0,1.0,3,8,2.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0
0.85,1.0,5.0,3.0,2.0,0.0,0,3.0,1.0,1,3.0,6.0,3.0,54,7,2.0,2.0,,3.0,2.0,4.0,0.0,3.0,1.0,1.0
0.33,0.0,0.0,1.0,2.0,0.05263,0,3.0,2.0,1,5.0,5.0,3.0,37,4,3.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0
0.55,0.0,5.0,3.0,1.0,0.05263,0,3.0,2.0,1,4.0,6.0,2.0,51,2,3.0,1.0,3.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0
0.15,1.0,0.0,4.0,2.0,0.05263,0,2.0,2.0,1,5.0,6.0,2.0,16,7,2.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0
0.09,0.0,6.0,1.0,4.0,0.05263,0,4.0,1.0,2,3.0,,3.0,6,8,2.0,2.0,3.0,2.0,2.0,4.0,0.0,3.0,0.0,0.0
0.13,0.0,4.0,3.0,2.0,0.05263,1,5.0,2.0,1,4.0,4.0,3.0,15,5,2.0,2.0,3.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0
0.44,0.0,2.0,3.0,2.0,0.05263,0,5.0,1.0,1,5.0,6.0,2.0,30,5,2.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,1.0,1.0
0.43,1.0,0.0,3.0,4.0,0.05263,0,5.0,2.0,2,3.0,6.0,3.0,56,3,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0
0.48,0.0,2.0,1.0,3.0,0.31579,0,5.0,2.0,2,4.0,3.0,3.0,30,8,2.0,2.0,3.0,6.0,3.0,2.0,1.0,2.0,0.0,0.0
0.63,0.0,2.0,3.0,1.0,0.05263,0,5.0,1.0,1,4.0,6.0,3.0,78,1,3.0,1.0,5.0,1.0,4.0,2.0,0.0,3.0,1.0,0.0
0.18,1.0,1.0,1.0,,0.05263,0,3.0,2.0,1,5.0,6.0,2.0,21,2,3.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0
0.76,0.0,,4.0,2.0,0.10526,1,2.0,1.0,1,4.0,3.0,2.0,52,7,2.0,2.0,,3.0,1.0,1.0,1.0,3.0,0.0,1.0
0.14,1.0,3.0,1.0,,0.21053,0,2.0,2.0,1,5.0,6.0,3.0,13,6,3.0,1.0,3.0,3.0,2.0,3.0,0.0,4.0,1.0,1.0
0.11,0.0,1.0,1.0,2.0,0.21053,0,1.0,2.0,1,4.0,6.0,2.0,16,5,2.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0
0.16,1.0,3.0,1.0,1.0,0.05263,0,2.0,2.0,2,3.0,6.0,3.0,14,2,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0
0.25,0.0,1.0,1.0,1.0,0.05263,1,3.0,1.0,1,5.0,5.0,2.0,37,8,2.0,2.0,4.0,1.0,2.0,3.0,0.0,4.0,1.0,1.0
0.17,1.0,0.0,1.0,,0.05263,0,5.0,1.0,2,4.0,3.0,3.0,15,9,2.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0
0.39,0.0,0.0,2.0,2.0,0.05263,0,5.0,2.0,2,3.0,6.0,3.0,35,7,3.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0
0.04,1.0,2.0,1.0,1.0,0.05263,0,3.0,1.0,1,5.0,6.0,1.0,7,6,3.0,1.0,4.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0
0.2,1.0,0.0,2.0,3.0,0.05263,0,2.0,2.0,1,5.0,6.0,2.0,28,2,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0
0.06,1.0,0.0,1.0,2.0,0.05263,0,3.0,1.0,2,1.0,2.0,3.0,9,8,3.0,1.0,5.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0
0.12,0.0,0.0,1.0,4.0,0.05263,1,3.0,2.0,2,3.0,6.0,3.0,9,9,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0
0.17,0.0,0.0,1.0,2.0,0.05263,0,2.0,2.0,2,5.0,3.0,3.0,15,6,3.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0
0.47,1.0,0.0,1.0,2.0,0.05263,0,5.0,1.0,2,1.0,6.0,3.0,52,5,2.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0
0.53,1.0,12.0,1.0,2.0,0.05263,1,5.0,2.0,2,1.0,6.0,3.0,49,8,2.0,2.0,5.0,3.0,4.0,4.0,0.0,2.0,0.0,0.0
0.26,0.0,2.0,1.0,4.0,0.05263,1,2.0,1.0,2,6.0,5.0,3.0,30,9,3.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0
0.06,0.0,1.0,1.0,2.0,0.05263,1,3.0,1.0,2,2.0,2.0,3.0,11,3,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0
0.1,1.0,0.0,1.0,1.0,0.05263,0,2.0,2.0,1,4.0,3.0,2.0,13,3,2.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0
0.07,1.0,0.0,1.0,,0.05263,0,3.0,2.0,2,1.0,2.0,3.0,9,3,3.0,1.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0
0.09,1.0,0.0,1.0,1.0,0.05263,0,1.0,2.0,1,5.0,5.0,3.0,17,2,2.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,1.0,1.0
0.1,0.0,0.0,1.0,1.0,0.05263,0,1.0,1.0,2,4.0,4.0,2.0,11,8,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0
0.36,0.0,8.0,1.0,1.0,0.05263,1,1.0,1.0,1,4.0,5.0,2.0,25,8,3.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,0.0,1.0
0.16,1.0,0.0,1.0,3.0,0.05263,0,3.0,2.0,2,2.0,6.0,3.0,16,1,2.0,2.0,4.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0
0.15,0.0,0.0,3.0,,0.05263,0,3.0,2.0,1,4.0,6.0,1.0,14,7,2.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0
0.27,1.0,0.0,1.0,2.0,0.0,0,5.0,2.0,2,3.0,6.0,3.0,27,5,2.0,2.0,,4.0,2.0,1.0,0.0,2.0,0.0,0.0
0.32,1.0,6.0,3.0,3.0,0.0,1,5.0,1.0,2,1.0,6.0,3.0,27,8,3.0,1.0,,5.0,2.0,3.0,0.0,3.0,0.0,0.0
0.18,0.0,8.0,3.0,4.0,0.05263,0,4.0,2.0,1,5.0,5.0,2.0,15,7,2.0,2.0,3.0,5.0,3.0,4.0,0.0,2.0,1.0,1.0
0.21,0.0,2.0,1.0,2.0,0.05263,0,4.0,1.0,1,4.0,4.0,3.0,22,6,2.0,2.0,4.0,5.0,2.0,2.0,0.0,3.0,1.0,1.0
0.15,1.0,1.0,1.0,3.0,0.05263,0,4.0,2.0,2,2.0,3.0,3.0,19,9,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,1.0
0.05,0.0,0.0,1.0,3.0,0.05263,0,5.0,1.0,2,3.0,3.0,3.0,3,8,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0
0.22,0.0,9.0,1.0,2.0,0.05263,1,5.0,2.0,1,5.0,5.0,2.0,17,9,3.0,1.0,4.0,1.0,3.0,4.0,0.0,3.0,0.0,1.0
0.07,0.0,8.0,1.0,3.0,0.05263,0,3.0,2.0,1,4.0,6.0,2.0,6,8,3.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0
0.49,0.0,,4.0,2.0,0.05263,0,3.0,2.0,1,4.0,6.0,2.0,38,7,3.0,1.0,4.0,4.0,3.0,4.0,0.0,3.0,0.0,1.0
0.07,1.0,4.0,1.0,2.0,0.05263,0,3.0,1.0,1,4.0,6.0,2.0,24,4,2.0,2.0,4.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0
0.06,1.0,0.0,1.0,2.0,0.05263,0,1.0,2.0,1,4.0,6.0,1.0,6,6,2.0,2.0,4.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0
0.43,1.0,0.0,3.0,2.0,0.05263,0,5.0,1.0,1,4.0,6.0,2.0,45,2,2.0,2.0,5.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0
0.16,0.0,3.0,1.0,1.0,0.10526,0,3.0,1.0,2,4.0,1.0,3.0,12,8,3.0,1.0,4.0,6.0,2.0,1.0,1.0,2.0,0.0,0.0
0.2,0.0,1.0,1.0,4.0,0.21053,0,3.0,1.0,2,1.0,6.0,3.0,10,8,3.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0
0.26,0.0,0.0,3.0,3.0,0.05263,0,5.0,1.0,1,4.0,6.0,2.0,29,5,2.0,2.0,4.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0
0.15,0.0,2.0,1.0,2.0,0.05263,0,2.0,1.0,1,4.0,6.0,2.0,35,2,2.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0
0.29,0.0,3.0,3.0,2.0,0.05263,0,5.0,2.0,1,5.0,5.0,1.0,25,7,2.0,2.0,3.0,5.0,2.0,3.0,0.0,3.0,1.0,1.0
0.03,0.0,0.0,1.0,2.0,0.05263,0,5.0,2.0,1,4.0,4.0,2.0,7,4,2.0,2.0,4.0,2.0,2.0,2.0,0.0,4.0,1.0,1.0
0.66,0.0,0.0,4.0,4.0,0.05263,1,3.0,2.0,1,5.0,5.0,3.0,48,7,3.0,1.0,4.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0
0.49,0.0,0.0,1.0,1.0,0.05263,0,4.0,2.0,2,6.0,3.0,3.0,57,3,2.0,2.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0
0.1,0.0,2.0,1.0,,0.05263,0,4.0,1.0,1,5.0,4.0,3.0,19,2,2.0,2.0,4.0,1.0,2.0,3.0,0.0,3.0,1.0,1.0
0.23,0.0,7.0,1.0,,0.05263,0,4.0,2.0,2,3.0,3.0,3.0,22,8,2.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,0.0,1.0
0.06,0.0,0.0,1.0,2.0,0.05263,0,1.0,2.0,1,5.0,5.0,3.0,27,2,2.0,2.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0
0.41,,7.0,,,0.21053,0,3.0,2.0,2,4.0,4.0,3.0,51,3,1.0,1.0,4.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0
0.02,0.0,1.0,1.0,3.0,0.05263,0,4.0,1.0,1,5.0,5.0,2.0,8,2,2.0,2.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0
0.05,1.0,1.0,1.0,1.0,0.05263,0,2.0,1.0,2,4.0,4.0,,7,7,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0
0.31,0.0,0.0,1.0,3.0,0.05263,0,2.0,1.0,2,1.0,3.0,3.0,28,5,1.0,1.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0
0.04,0.0,3.0,1.0,,0.05263,0,4.0,2.0,1,4.0,5.0,2.0,10,1,3.0,1.0,1.0,4.0,2.0,1.0,0.0,3.0,1.0,1.0
0.15,0.0,1.0,1.0,2.0,0.05263,0,5.0,1.0,2,3.0,3.0,3.0,24,2,3.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0
0.04,1.0,8.0,1.0,1.0,0.05263,1,3.0,1.0,2,3.0,6.0,3.0,11,9,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,0.0,1.0
0.09,0.0,0.0,1.0,3.0,0.05263,1,3.0,2.0,2,2.0,6.0,3.0,8,9,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0
