idacirscore_y,w2sexyp,w4ghq12scr,w2ethnicyp,w2fat5yp,bullied,truant,w2hiqualgmp,w3outschbyp,w7heflag,w9danvqh,w9dvnvqh,w9drussell,imdrscore_y,gor_x,marital_status_MP,w4lnpar,w3parqualmp,w4readsyp,w4concenyp,w4noconfyp,drugs,job_attd,w6univyp,w9_income_above_median
0.02,1.0,0.0,1.0,2.0,0.05263,0,3.0,1.0,1,5.0,5.0,3.0,2,6,2.0,2.0,5.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0
0.05,0.0,5.0,1.0,2.0,0.10526,1,3.0,2.0,1,4.0,3.0,2.0,8,7,3.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,0.0
0.61,0.0,2.0,4.0,3.0,0.05263,0,3.0,2.0,2,4.0,,2.0,55,7,2.0,2.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0
0.17,0.0,0.0,1.0,2.0,0.05263,0,3.0,2.0,1,4.0,6.0,2.0,18,6,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0
0.46,1.0,1.0,3.0,4.0,0.05263,0,5.0,2.0,1,3.0,6.0,3.0,42,7,2.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0
0.43,1.0,0.0,2.0,2.0,0.05263,0,4.0,2.0,2,6.0,6.0,3.0,23,6,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0
0.67,1.0,7.0,1.0,2.0,0.0,0,5.0,2.0,1,5.0,5.0,1.0,52,7,3.0,1.0,,1.0,4.0,3.0,0.0,3.0,0.0,1.0
0.04,0.0,0.0,1.0,3.0,0.10526,0,3.0,1.0,1,4.0,3.0,2.0,9,6,2.0,2.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,0.0
0.23,1.0,0.0,1.0,2.0,0.05263,0,2.0,1.0,2,4.0,3.0,3.0,18,9,3.0,1.0,4.0,5.0,2.0,1.0,1.0,2.0,0.0,1.0
0.21,1.0,,1.0,3.0,0.05263,0,3.0,2.0,1,5.0,5.0,3.0,27,4,2.0,2.0,2.0,5.0,,3.0,0.0,1.0,0.0,1.0
0.16,1.0,0.0,1.0,,0.05263,0,5.0,2.0,2,3.0,3.0,3.0,17,6,2.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0
0.38,0.0,5.0,1.0,,0.05263,0,4.0,2.0,2,4.0,2.0,2.0,36,5,2.0,2.0,4.0,2.0,2.0,3.0,0.0,3.0,0.0,1.0
0.17,1.0,0.0,1.0,2.0,0.21053,0,2.0,2.0,2,3.0,6.0,3.0,21,8,1.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0
0.38,1.0,4.0,4.0,2.0,0.05263,0,5.0,2.0,1,5.0,5.0,2.0,18,7,3.0,1.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0
0.09,0.0,4.0,1.0,2.0,0.05263,0,5.0,2.0,2,4.0,3.0,3.0,14,5,2.0,2.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0
0.04,1.0,0.0,1.0,1.0,0.10526,0,2.0,2.0,1,4.0,4.0,2.0,9,9,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
0.5,0.0,7.0,1.0,,0.15789,1,5.0,2.0,2,4.0,3.0,3.0,57,1,1.0,,4.0,1.0,2.0,4.0,0.0,3.0,0.0,0.0
0.05,0.0,2.0,1.0,2.0,0.10526,0,2.0,2.0,1,5.0,6.0,1.0,5,9,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0
0.44,1.0,0.0,1.0,2.0,0.10526,1,5.0,2.0,2,2.0,4.0,3.0,40,8,3.0,1.0,4.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0
0.05,0.0,4.0,1.0,3.0,0.10526,0,4.0,2.0,2,3.0,2.0,3.0,7,4,2.0,2.0,4.0,5.0,2.0,3.0,0.0,2.0,0.0,0.0
0.13,0.0,3.0,1.0,2.0,0.05263,1,3.0,2.0,2,2.0,6.0,3.0,18,2,3.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,1.0
0.09,1.0,2.0,1.0,1.0,0.05263,1,2.0,1.0,2,4.0,4.0,3.0,6,6,2.0,2.0,2.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0
0.02,1.0,0.0,1.0,2.0,0.05263,0,2.0,2.0,1,4.0,4.0,2.0,5,2,3.0,1.0,4.0,5.0,1.0,1.0,0.0,2.0,0.0,1.0
0.55,0.0,0.0,3.0,,0.0,0,5.0,1.0,2,3.0,3.0,3.0,47,7,2.0,2.0,,2.0,1.0,1.0,0.0,2.0,1.0,1.0
0.08,1.0,3.0,1.0,3.0,0.05263,0,2.0,1.0,1,4.0,5.0,1.0,10,5,3.0,1.0,4.0,5.0,2.0,3.0,0.0,3.0,1.0,1.0
0.42,1.0,3.0,1.0,3.0,0.05263,0,4.0,1.0,2,3.0,3.0,3.0,40,5,2.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,0.0,1.0
0.43,1.0,4.0,3.0,2.0,0.05263,0,3.0,1.0,1,5.0,5.0,2.0,32,7,2.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0
0.19,0.0,2.0,1.0,2.0,0.05263,1,5.0,2.0,2,4.0,5.0,3.0,25,9,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0
0.32,0.0,4.0,1.0,2.0,0.05263,1,3.0,1.0,2,1.0,6.0,3.0,30,3,3.0,1.0,3.0,1.0,3.0,2.0,1.0,4.0,0.0,0.0
0.54,1.0,0.0,1.0,2.0,0.05263,0,5.0,2.0,1,4.0,3.0,1.0,62,2,3.0,2.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0
0.24,0.0,0.0,1.0,,0.05263,0,2.0,2.0,1,4.0,3.0,3.0,29,5,2.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0
0.14,1.0,0.0,1.0,,0.10526,1,5.0,2.0,2,3.0,,3.0,15,4,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0
0.05,0.0,3.0,1.0,4.0,0.05263,1,4.0,2.0,2,1.0,6.0,3.0,4,8,3.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,0.0,0.0
0.31,0.0,4.0,1.0,2.0,0.21053,0,5.0,1.0,2,4.0,3.0,3.0,21,4,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0
0.55,1.0,0.0,2.0,,0.05263,0,3.0,2.0,2,3.0,4.0,3.0,49,7,3.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0,0.0,0.0
0.41,0.0,3.0,1.0,2.0,0.10526,1,2.0,1.0,1,5.0,6.0,1.0,41,2,3.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0
0.1,0.0,0.0,1.0,1.0,0.10526,0,2.0,2.0,2,1.0,2.0,3.0,23,1,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0
0.06,1.0,0.0,1.0,1.0,0.05263,0,2.0,1.0,1,5.0,6.0,2.0,11,3,2.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0
0.18,0.0,7.0,1.0,1.0,0.05263,1,3.0,1.0,1,5.0,6.0,1.0,28,1,2.0,2.0,4.0,1.0,2.0,4.0,0.0,3.0,1.0,1.0
0.09,1.0,3.0,1.0,2.0,0.05263,0,3.0,1.0,1,5.0,6.0,3.0,9,8,3.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0
0.36,0.0,0.0,1.0,2.0,0.05263,0,4.0,1.0,2,3.0,4.0,3.0,30,2,2.0,2.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0
0.46,1.0,0.0,3.0,,0.0,0,1.0,2.0,1,4.0,5.0,2.0,32,7,2.0,2.0,,3.0,1.0,1.0,0.0,2.0,1.0,1.0
0.51,0.0,1.0,3.0,4.0,0.05263,0,3.0,1.0,1,4.0,6.0,2.0,50,7,2.0,2.0,5.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0
0.06,1.0,0.0,1.0,2.0,0.15789,0,2.0,2.0,2,4.0,3.0,3.0,8,5,2.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0
0.04,1.0,0.0,1.0,3.0,0.05263,0,3.0,2.0,2,4.0,6.0,2.0,5,5,2.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0
0.41,1.0,2.0,1.0,3.0,0.05263,0,4.0,2.0,2,5.0,5.0,3.0,46,2,1.0,1.0,1.0,1.0,2.0,4.0,0.0,2.0,0.0,1.0
0.11,0.0,1.0,1.0,2.0,0.05263,0,4.0,2.0,1,4.0,5.0,3.0,17,6,3.0,1.0,4.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0
0.14,0.0,3.0,1.0,,0.05263,0,2.0,2.0,1,5.0,6.0,2.0,13,6,3.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0
0.11,0.0,4.0,3.0,2.0,0.05263,1,2.0,2.0,1,4.0,6.0,2.0,11,7,2.0,2.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0
0.02,1.0,1.0,1.0,2.0,0.05263,0,1.0,2.0,1,4.0,3.0,2.0,8,5,2.0,2.0,4.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0
0.29,0.0,5.0,1.0,2.0,0.05263,1,2.0,1.0,1,5.0,3.0,2.0,40,5,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
0.04,0.0,1.0,1.0,2.0,0.05263,0,2.0,2.0,2,5.0,6.0,2.0,5,8,3.0,1.0,4.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0
0.44,0.0,4.0,4.0,1.0,0.05263,0,3.0,2.0,1,4.0,5.0,2.0,36,7,2.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0
0.33,0.0,2.0,3.0,3.0,0.05263,0,5.0,2.0,1,4.0,6.0,1.0,31,3,2.0,2.0,3.0,5.0,2.0,1.0,0.0,3.0,1.0,0.0
0.03,1.0,0.0,1.0,2.0,0.31579,0,2.0,2.0,1,5.0,5.0,1.0,1,8,3.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0
0.34,1.0,0.0,2.0,4.0,0.05263,1,4.0,2.0,2,4.0,3.0,2.0,31,7,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0
0.01,0.0,0.0,1.0,1.0,0.05263,0,3.0,1.0,2,3.0,6.0,3.0,2,8,2.0,2.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0
0.04,0.0,,3.0,2.0,0.05263,0,1.0,2.0,1,4.0,6.0,1.0,9,5,2.0,2.0,3.0,2.0,,,0.0,3.0,1.0,1.0
0.03,0.0,0.0,3.0,2.0,0.05263,0,3.0,2.0,1,4.0,6.0,2.0,3,4,2.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0
0.17,1.0,2.0,1.0,2.0,0.05263,1,3.0,2.0,1,4.0,6.0,2.0,21,5,2.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0
0.24,1.0,0.0,3.0,2.0,0.05263,0,5.0,1.0,1,4.0,5.0,2.0,37,4,2.0,2.0,5.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0
0.45,0.0,3.0,4.0,2.0,0.05263,0,4.0,2.0,1,4.0,3.0,2.0,51,7,2.0,2.0,4.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0
0.25,0.0,0.0,1.0,3.0,0.10526,0,4.0,2.0,2,2.0,3.0,3.0,37,3,2.0,2.0,4.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0
0.11,1.0,1.0,1.0,3.0,0.05263,1,2.0,2.0,1,4.0,5.0,2.0,5,8,3.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0
0.06,1.0,0.0,1.0,3.0,0.26316,0,4.0,2.0,1,4.0,6.0,2.0,9,9,2.0,2.0,3.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0
0.15,0.0,,3.0,2.0,0.05263,1,5.0,2.0,1,4.0,3.0,3.0,18,3,2.0,2.0,3.0,2.0,,,0.0,3.0,1.0,0.0
0.29,0.0,5.0,4.0,1.0,0.05263,0,4.0,2.0,1,4.0,5.0,2.0,32,7,3.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
0.1,1.0,4.0,1.0,2.0,0.05263,0,2.0,1.0,2,3.0,6.0,3.0,12,3,2.0,2.0,5.0,4.0,2.0,3.0,0.0,3.0,1.0,1.0
0.03,0.0,2.0,1.0,,0.05263,1,3.0,2.0,2,4.0,1.0,3.0,7,8,3.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0
0.03,1.0,0.0,1.0,3.0,0.10526,0,2.0,1.0,1,5.0,6.0,1.0,4,6,3.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0
0.03,0.0,0.0,1.0,2.0,0.26316,0,2.0,1.0,2,4.0,3.0,3.0,3,8,3.0,1.0,2.0,1.0,2.0,1.0,0.0,4.0,0.0,1.0
0.13,0.0,0.0,1.0,2.0,0.05263,0,3.0,2.0,1,5.0,5.0,2.0,17,6,4.0,1.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0
0.05,0.0,,1.0,2.0,0.10526,0,3.0,1.0,1,5.0,5.0,1.0,4,6,3.0,1.0,2.0,1.0,,,0.0,2.0,1.0,1.0
0.55,0.0,2.0,2.0,4.0,0.42105,1,2.0,1.0,1,4.0,6.0,2.0,39,7,1.0,1.0,4.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0
0.51,1.0,3.0,3.0,,0.0,0,3.0,2.0,1,4.0,6.0,3.0,31,7,2.0,1.0,,2.0,1.0,2.0,0.0,3.0,0.0,0.0
0.35,0.0,1.0,3.0,3.0,0.05263,0,3.0,2.0,1,5.0,6.0,2.0,48,3,2.0,2.0,4.0,5.0,2.0,1.0,0.0,2.0,1.0,1.0
0.09,0.0,0.0,1.0,2.0,0.05263,0,2.0,2.0,2,3.0,6.0,3.0,15,6,3.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,0.0,1.0
0.42,0.0,0.0,3.0,1.0,0.0,0,5.0,2.0,2,2.0,6.0,3.0,33,7,3.0,1.0,,2.0,2.0,1.0,0.0,2.0,0.0,0.0
0.02,1.0,0.0,3.0,3.0,0.05263,0,5.0,2.0,1,4.0,6.0,2.0,11,5,2.0,2.0,4.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0
0.37,1.0,3.0,3.0,3.0,0.0,1,5.0,2.0,1,4.0,4.0,2.0,60,4,2.0,2.0,,3.0,1.0,1.0,0.0,2.0,1.0,1.0
0.14,1.0,2.0,1.0,3.0,0.21053,0,1.0,2.0,2,4.0,3.0,3.0,25,3,3.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0
0.33,1.0,2.0,3.0,2.0,0.0,0,3.0,2.0,2,4.0,4.0,2.0,41,2,2.0,2.0,,4.0,2.0,1.0,0.0,3.0,0.0,1.0
0.1,1.0,10.0,1.0,1.0,0.05263,1,3.0,1.0,1,5.0,6.0,2.0,30,1,2.0,2.0,5.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0
0.81,0.0,7.0,3.0,1.0,0.0,0,5.0,1.0,1,5.0,5.0,2.0,77,5,2.0,2.0,,1.0,4.0,4.0,0.0,3.0,1.0,0.0
0.1,1.0,0.0,1.0,2.0,0.10526,1,3.0,1.0,2,1.0,6.0,3.0,19,3,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0
0.06,1.0,1.0,1.0,4.0,0.05263,0,3.0,1.0,2,2.0,3.0,3.0,18,3,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0
0.05,0.0,4.0,1.0,,0.05263,0,3.0,2.0,2,3.0,6.0,3.0,13,8,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0
0.06,0.0,3.0,1.0,4.0,0.05263,0,2.0,2.0,1,4.0,1.0,2.0,11,6,3.0,1.0,4.0,2.0,1.0,3.0,1.0,3.0,0.0,1.0
0.1,0.0,5.0,1.0,1.0,0.10526,0,3.0,2.0,2,4.0,3.0,2.0,10,6,2.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0
0.1,1.0,0.0,1.0,,0.05263,0,3.0,1.0,1,5.0,6.0,2.0,16,9,2.0,2.0,4.0,1.0,2.0,1.0,0.0,4.0,1.0,1.0
0.37,0.0,,3.0,1.0,0.0,0,5.0,2.0,2,4.0,3.0,3.0,34,7,3.0,1.0,,1.0,1.0,,0.0,3.0,0.0,0.0
0.19,0.0,0.0,1.0,2.0,0.05263,0,2.0,2.0,1,5.0,1.0,1.0,32,4,2.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0
0.08,0.0,2.0,1.0,1.0,0.10526,0,5.0,2.0,1,5.0,6.0,1.0,20,5,2.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0
0.61,1.0,1.0,1.0,,0.21053,1,5.0,2.0,2,6.0,6.0,3.0,66,5,4.0,2.0,4.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0
0.17,0.0,6.0,1.0,2.0,0.05263,1,2.0,2.0,2,4.0,3.0,3.0,26,5,3.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,0.0,0.0
0.44,0.0,1.0,1.0,3.0,0.05263,0,4.0,1.0,2,2.0,3.0,3.0,41,5,3.0,1.0,4.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0
0.15,0.0,4.0,1.0,2.0,0.10526,1,1.0,2.0,1,4.0,4.0,3.0,27,5,3.0,1.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0
0.11,1.0,0.0,4.0,3.0,0.05263,0,2.0,1.0,2,3.0,4.0,3.0,13,6,3.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0
0.41,0.0,0.0,4.0,3.0,0.15789,1,2.0,2.0,2,4.0,3.0,2.0,45,7,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0
0.13,0.0,0.0,3.0,,0.0,0,5.0,2.0,1,5.0,6.0,2.0,17,5,3.0,1.0,,2.0,1.0,2.0,0.0,3.0,1.0,1.0
0.21,1.0,2.0,1.0,3.0,0.05263,0,5.0,2.0,2,2.0,6.0,3.0,26,6,2.0,2.0,4.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0
0.24,1.0,0.0,3.0,1.0,0.0,0,5.0,2.0,1,4.0,3.0,1.0,24,7,3.0,1.0,,1.0,2.0,2.0,0.0,3.0,1.0,1.0
0.39,1.0,9.0,3.0,3.0,0.26316,0,1.0,2.0,1,6.0,6.0,3.0,51,2,2.0,2.0,2.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0
0.15,0.0,1.0,1.0,3.0,0.0,0,5.0,2.0,1,4.0,6.0,2.0,25,5,3.0,1.0,,1.0,1.0,2.0,1.0,4.0,1.0,1.0
0.08,0.0,1.0,1.0,3.0,0.05263,0,2.0,2.0,1,4.0,5.0,1.0,12,2,2.0,2.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0
0.11,1.0,1.0,1.0,2.0,0.05263,1,2.0,1.0,1,4.0,5.0,2.0,14,8,2.0,2.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0
0.52,0.0,3.0,3.0,,0.0,0,5.0,1.0,1,5.0,6.0,3.0,43,7,2.0,2.0,,3.0,2.0,2.0,0.0,2.0,1.0,1.0
0.33,0.0,2.0,1.0,2.0,0.05263,0,3.0,2.0,1,5.0,6.0,2.0,43,4,2.0,2.0,5.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0
0.16,1.0,1.0,1.0,3.0,0.31579,1,1.0,2.0,2,2.0,2.0,3.0,10,8,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,0.0,0.0
0.48,1.0,,1.0,2.0,0.10526,0,2.0,2.0,2,4.0,3.0,2.0,58,3,3.0,2.0,4.0,4.0,2.0,,1.0,3.0,0.0,1.0
0.03,1.0,0.0,1.0,3.0,0.10526,1,3.0,1.0,2,5.0,6.0,2.0,5,4,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0
0.05,0.0,2.0,2.0,3.0,0.05263,1,1.0,1.0,1,5.0,6.0,1.0,18,8,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0
0.02,0.0,0.0,1.0,1.0,0.05263,0,2.0,2.0,2,4.0,3.0,3.0,2,8,3.0,1.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0
0.07,0.0,0.0,1.0,2.0,0.05263,0,2.0,2.0,1,5.0,6.0,1.0,11,5,2.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0
0.03,1.0,11.0,1.0,3.0,0.10526,1,1.0,1.0,1,4.0,5.0,2.0,1,8,2.0,2.0,5.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0
0.41,1.0,1.0,3.0,1.0,0.05263,0,2.0,1.0,1,4.0,3.0,2.0,44,2,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0
0.36,1.0,4.0,1.0,2.0,0.10526,0,3.0,1.0,2,3.0,3.0,3.0,30,2,2.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,0.0,0.0
0.13,0.0,6.0,1.0,3.0,0.21053,0,3.0,1.0,1,5.0,3.0,3.0,16,3,3.0,1.0,4.0,2.0,2.0,4.0,0.0,3.0,0.0,0.0
0.13,0.0,2.0,3.0,2.0,0.05263,1,4.0,1.0,1,4.0,3.0,2.0,17,4,3.0,1.0,3.0,4.0,1.0,2.0,0.0,2.0,1.0,0.0
0.06,0.0,0.0,1.0,2.0,0.05263,0,3.0,2.0,2,3.0,6.0,3.0,8,8,2.0,2.0,4.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0
0.43,0.0,0.0,3.0,,0.0,0,5.0,1.0,2,3.0,6.0,3.0,57,3,2.0,2.0,,1.0,1.0,1.0,1.0,3.0,1.0,0.0
0.66,0.0,2.0,3.0,2.0,0.0,1,5.0,1.0,1,4.0,6.0,2.0,56,7,3.0,1.0,,1.0,2.0,1.0,0.0,2.0,1.0,1.0
0.43,0.0,2.0,1.0,2.0,0.05263,1,2.0,1.0,2,3.0,3.0,3.0,47,2,2.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0
0.04,0.0,1.0,1.0,1.0,0.05263,0,5.0,2.0,1,4.0,6.0,1.0,7,6,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
0.32,0.0,6.0,5.0,,0.05263,0,5.0,2.0,1,4.0,3.0,1.0,36,7,2.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0
0.41,1.0,1.0,3.0,2.0,0.26316,0,5.0,2.0,1,6.0,4.0,3.0,57,2,3.0,1.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0
0.5,1.0,0.0,1.0,2.0,0.05263,0,5.0,2.0,1,4.0,5.0,2.0,27,7,1.0,1.0,5.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0
0.11,0.0,7.0,1.0,3.0,0.05263,0,3.0,2.0,2,5.0,3.0,3.0,18,2,2.0,2.0,2.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0
0.29,0.0,1.0,1.0,2.0,0.05263,1,2.0,1.0,2,2.0,1.0,3.0,13,8,3.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,0.0,1.0
0.25,1.0,6.0,3.0,,0.0,1,3.0,2.0,2,4.0,6.0,2.0,21,7,2.0,2.0,,5.0,3.0,2.0,1.0,3.0,0.0,1.0
0.44,0.0,4.0,3.0,2.0,0.05263,1,5.0,1.0,1,4.0,6.0,2.0,43,4,2.0,2.0,5.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0
0.22,0.0,7.0,1.0,,0.05263,1,3.0,2.0,1,4.0,5.0,2.0,14,6,2.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,0.0,1.0
0.05,0.0,1.0,1.0,2.0,0.05263,0,2.0,2.0,1,4.0,2.0,2.0,4,2,2.0,2.0,4.0,1.0,2.0,1.0,0.0,4.0,1.0,1.0
0.45,1.0,0.0,1.0,2.0,0.05263,0,3.0,2.0,2,4.0,4.0,3.0,37,6,3.0,1.0,4.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0
0.59,1.0,1.0,4.0,3.0,0.05263,0,3.0,2.0,2,4.0,6.0,2.0,45,7,1.0,1.0,3.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0
0.1,0.0,0.0,1.0,1.0,0.10526,0,4.0,2.0,1,4.0,5.0,2.0,12,6,3.0,1.0,4.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0
0.18,0.0,0.0,1.0,3.0,0.05263,0,3.0,2.0,2,3.0,3.0,3.0,9,8,1.0,1.0,4.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0
0.31,1.0,0.0,2.0,2.0,0.05263,0,3.0,2.0,1,5.0,5.0,3.0,23,6,3.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0
0.08,1.0,4.0,1.0,3.0,0.10526,0,3.0,1.0,2,4.0,3.0,2.0,10,6,2.0,2.0,4.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0
0.12,1.0,0.0,1.0,2.0,0.05263,0,2.0,2.0,2,4.0,3.0,3.0,16,9,2.0,2.0,4.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0
0.12,0.0,0.0,1.0,3.0,0.05263,0,2.0,2.0,2,1.0,3.0,3.0,16,6,2.0,2.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0
0.03,0.0,3.0,1.0,2.0,0.10526,0,1.0,2.0,1,5.0,4.0,1.0,4,8,2.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0
0.11,0.0,0.0,1.0,,0.0,1,4.0,1.0,2,4.0,3.0,2.0,20,2,2.0,2.0,,3.0,1.0,1.0,1.0,2.0,0.0,1.0
0.03,1.0,1.0,1.0,2.0,0.05263,0,1.0,1.0,1,4.0,6.0,1.0,6,2,2.0,2.0,5.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0
0.07,1.0,2.0,1.0,2.0,0.10526,0,5.0,2.0,2,3.0,6.0,3.0,9,9,1.0,1.0,4.0,4.0,2.0,3.0,0.0,2.0,0.0,0.0
0.34,1.0,0.0,3.0,2.0,0.05263,0,4.0,1.0,1,4.0,5.0,1.0,27,7,2.0,2.0,4.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0
0.34,0.0,2.0,3.0,,0.05263,0,3.0,2.0,1,4.0,5.0,2.0,27,7,2.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0
0.08,0.0,3.0,1.0,2.0,0.05263,0,4.0,1.0,1,5.0,6.0,1.0,18,1,2.0,2.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0
0.47,0.0,10.0,3.0,3.0,0.0,1,5.0,1.0,2,4.0,6.0,2.0,44,5,2.0,2.0,,3.0,3.0,3.0,0.0,3.0,0.0,0.0
0.43,0.0,0.0,1.0,2.0,0.0,1,5.0,2.0,1,5.0,4.0,2.0,50,7,3.0,1.0,,1.0,1.0,2.0,1.0,2.0,0.0,1.0
